Looked_At_Counts
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
8
9
7
9
9
9
8
9
7
8
6
6
8
8
8
9
9
8
