,order,f_category,diff_category,imp_category,RT,WC,B,participant,CB
85,1,0.685785536159601,2.0,10.0,4.176480240003002,0.0,1.0,2,1.0
87,1,0.2725591715976331,10.0,10.0,18.148065400000633,0.10256410256410256,0.8974358974358975,2,0.8974358974358975
88,1,0.2447163515016685,-0.0,9.0,4.812089140001262,0.09523809523809523,0.9047619047619048,2,0.9047619047619048
89,1,0.3495575221238938,2.0,10.0,2.4012807000035536,0.0,1.0,2,1.0
91,1,0.4043377226955848,2.0,6.0,10.052556320000804,0.044444444444444446,0.9555555555555556,3,0.9555555555555556
92,1,0.27469316189362947,0.0,10.0,5.515671500004828,0.05714285714285714,0.9428571428571428,3,0.9428571428571428
95,1,0.4803149606299212,3.0,8.0,12.780214579997846,0.08333333333333333,0.9166666666666666,3,0.9166666666666666
96,1,0.4842916419679905,6.0,8.0,26.63337478000176,0.009433962264150943,0.9905660377358491,3,0.9905660377358491
100,1,0.010989010989010988,1.0,9.0,8.743511820004642,0.11764705882352941,0.8823529411764706,3,0.8823529411764706
101,1,0.08387096774193549,5.0,1.0,5.7154001600029005,0.0,1.0,3,1.0
102,1,0.2973664959765911,1.0,6.0,14.106758000001719,0.11363636363636363,0.8863636363636364,3,0.8863636363636364
103,1,0.35534158642824387,9.0,2.0,7.3546083199980785,0.0,1.0,3,1.0
107,1,0.32154769846564374,2.0,3.0,8.168832300001668,0.03225806451612903,0.967741935483871,3,0.967741935483871
108,1,0.6116557734204794,0.0,10.0,5.914524619995063,0.0,1.0,3,1.0
110,1,0.09734513274336284,2.0,9.0,10.832215400005225,0.0,1.0,3,1.0
111,1,0.041642897889332564,2.0,3.0,7.610330180003075,0.07142857142857142,0.9285714285714286,3,0.9285714285714286
113,1,0.11870503597122305,-0.0,10.0,5.812498379997123,0.058823529411764705,0.9411764705882353,3,0.9411764705882353
114,1,0.44494672263480795,8.0,9.0,11.537994599999365,0.022727272727272728,0.9772727272727273,3,0.9772727272727273
115,1,0.21908602150537637,2.0,5.0,2.921891340007278,0.0,1.0,3,1.0
116,1,0.1744248261102194,8.0,2.0,11.188191419998475,0.043478260869565216,0.9565217391304348,3,0.9565217391304348
117,1,0.2585267985096016,1.0,9.0,16.93788451999717,0.014925373134328358,0.9850746268656716,3,0.9850746268656716
119,1,0.02777777777777778,5.0,8.0,5.535822419999022,0.0,1.0,3,1.0
122,1,0.31181928196853576,3.0,2.0,13.312403940002696,0.01694915254237288,0.9830508474576272,3,0.9830508474576272
123,1,0.2751842751842752,-0.0,10.0,5.817910500001744,0.0,1.0,3,1.0
125,1,0.300498753117207,5.0,3.0,2.624262399996951,0.0,1.0,3,1.0
126,1,0.23620309050772625,2.0,3.0,4.026939920000586,0.16666666666666666,0.8333333333333334,3,0.8333333333333334
127,1,0.25249169435215946,2.0,3.0,5.809743620000518,0.0,1.0,3,1.0
130,1,0.26963562753036435,4.0,7.0,6.738770280000608,0.03333333333333333,0.9666666666666667,3,0.9666666666666667
135,1,0.3156177156177156,7.0,4.0,9.043291649999446,0.14814814814814814,0.8518518518518519,5,0.8518518518518519
136,1,0.3221723152307064,0.0,9.0,4.890676600003644,0.0,1.0,5,1.0
137,1,0.32604970008568984,0.0,10.0,6.663269049997325,0.13333333333333333,0.8666666666666667,5,0.8666666666666667
138,1,0.4151910531220876,7.0,5.0,4.757173000001785,0.058823529411764705,0.9411764705882353,5,0.9411764705882353
139,1,0.38224072147069027,3.0,8.0,9.93339664999803,0.11428571428571428,0.8857142857142857,5,0.8857142857142857
140,1,0.395475113122172,8.0,7.0,15.951499550003064,0.03488372093023256,0.9651162790697675,5,0.9651162790697675
141,1,0.32092142631745024,2.0,8.0,9.868098500006454,0.043478260869565216,0.9565217391304348,5,0.9565217391304348
142,1,0.36854684512428293,0.0,10.0,7.164422950005246,0.06666666666666667,0.9333333333333333,5,0.9333333333333333
143,1,0.4061032863849765,6.0,8.0,6.769321049996506,0.10810810810810811,0.8918918918918919,5,0.8918918918918919
144,1,0.2890082122552116,-0.0,10.0,14.47835010000199,0.03529411764705882,0.9647058823529412,5,0.9647058823529412
145,1,0.27454242928452577,2.0,10.0,10.469075150005665,0.05660377358490566,0.9433962264150944,5,0.9433962264150944
146,1,0.41735129806112387,5.0,1.0,12.829924400011805,0.10909090909090909,0.8909090909090909,5,0.8909090909090909
147,1,0.19387432901799814,3.0,10.0,5.0081768999989436,0.0,1.0,5,1.0
148,1,0.2828649138712602,0.0,3.0,10.059756099999504,0.0,1.0,5,1.0
149,1,0.3960084033613445,2.0,3.0,15.971939049999492,0.05813953488372093,0.9418604651162791,5,0.9418604651162791
150,1,0.21715526601520085,0.0,9.0,3.4959204999977374,0.0,1.0,5,1.0
151,1,0.3602853745541023,9.0,9.0,12.51051594999808,0.06976744186046512,0.9302325581395349,5,0.9302325581395349
152,1,0.3209710047201619,-0.0,10.0,3.2220181500051694,0.1,0.9,5,0.9
153,1,0.30809248554913293,-0.0,10.0,7.2170280999962415,0.1,0.9,5,0.9
154,1,0.26887417218543047,0.0,10.0,7.114826100001665,0.01818181818181818,0.9818181818181818,5,0.9818181818181818
155,1,0.18557758031442242,1.0,10.0,9.568379700005607,0.0851063829787234,0.9148936170212766,5,0.9148936170212766
156,1,0.38432243732148524,9.0,10.0,10.46096580000085,0.06818181818181818,0.9318181818181818,5,0.9318181818181818
157,1,0.16158711903392756,3.0,8.0,3.8020331999978225,0.09090909090909091,0.9090909090909091,5,0.9090909090909091
158,1,0.34584221748400856,6.0,2.0,15.572015300011117,0.1267605633802817,0.8732394366197183,5,0.8732394366197183
159,1,0.32522996057818665,2.0,10.0,3.98118329999852,0.3,0.7,5,0.7
160,1,0.325205557130706,4.0,0.0,16.089629949998198,0.013157894736842105,0.9868421052631579,5,0.9868421052631579
161,1,0.41648431801604674,9.0,10.0,12.98358664999978,0.0,1.0,5,1.0
162,1,0.5186674325100518,8.0,-0.0,13.818401399999857,0.10526315789473684,0.8947368421052632,5,0.8947368421052632
163,1,0.3269370021723389,0.0,10.0,5.049518450014148,0.16666666666666666,0.8333333333333334,5,0.8333333333333334
164,1,0.33623978201634874,3.0,10.0,8.022813850002422,0.11764705882352941,0.8823529411764706,5,0.8823529411764706
165,1,0.15716137394685678,-0.0,10.0,15.664988700009417,0.058823529411764705,0.9411764705882353,5,0.9411764705882353
166,1,0.18995815899581592,6.0,6.0,12.679248749998806,0.05454545454545454,0.9454545454545454,5,0.9454545454545454
167,1,0.4303951367781155,8.0,8.0,11.176879899998312,0.03773584905660377,0.9622641509433962,5,0.9622641509433962
168,1,0.25822426600636716,0.0,10.0,3.1511285500055237,0.043478260869565216,0.9565217391304348,5,0.9565217391304348
169,1,0.31093427645151783,8.0,7.0,13.433127250005782,0.06451612903225806,0.9354838709677419,5,0.9354838709677419
170,1,0.3220595658758203,3.0,10.0,4.095529900001566,0.0,1.0,5,1.0
171,1,0.4169210641081552,5.0,10.0,14.180007999999361,0.022727272727272728,0.9772727272727273,5,0.9772727272727273
172,1,0.37006237006237014,-0.0,7.0,4.94264165000277,0.041666666666666664,0.9583333333333334,5,0.9583333333333334
173,1,0.5710192386410151,7.0,8.0,15.49074505000317,0.05660377358490566,0.9433962264150944,5,0.9433962264150944
174,1,0.23690004403346543,7.0,7.0,5.7342993000020215,0.06451612903225806,0.9354838709677419,5,0.9354838709677419
175,1,0.3825029423303256,1.0,10.0,13.161596650003048,0.07272727272727272,0.9272727272727272,5,0.9272727272727272
176,1,0.47121820615796517,0.0,2.0,6.446444400000473,0.0,1.0,5,1.0
177,1,0.3249821045096636,10.0,3.0,11.777281650003715,0.04225352112676056,0.9577464788732394,5,0.9577464788732394
178,1,0.31045467709238345,1.0,7.0,13.453294650000316,0.09574468085106383,0.9042553191489362,5,0.9042553191489362
179,1,0.2857142857142857,0.0,9.0,3.9131009499978973,0.1111111111111111,0.8888888888888888,5,0.8888888888888888
180,1,0.33995207120849025,4.0,10.0,8.394728380008019,0.0,1.0,6,1.0
181,1,0.4088752442087636,10.0,10.0,14.306910700019216,0.07692307692307693,0.9230769230769231,6,0.9230769230769231
182,1,0.4004056795131846,9.0,2.0,7.343919119986822,0.041666666666666664,0.9583333333333334,6,0.9583333333333334
183,1,0.40415486307837584,8.0,9.0,7.673128140013432,0.09523809523809523,0.9047619047619048,6,0.9047619047619048
184,1,0.3289719626168224,3.0,7.0,6.408183160005137,0.0,1.0,6,1.0
185,1,0.38783706253585776,0.0,2.0,4.872998420018121,0.0,1.0,6,1.0
186,1,0.3312605992085924,9.0,8.0,5.155099640003755,0.21428571428571427,0.7857142857142857,6,0.7857142857142857
187,1,0.3467706978760295,7.0,7.0,8.585805020018597,0.041666666666666664,0.9583333333333334,6,0.9583333333333334
188,1,0.38117489986648856,7.0,-0.0,8.276229680006509,0.10810810810810811,0.8918918918918919,6,0.8918918918918919
189,1,0.4649960222752586,9.0,9.0,10.131961620005313,0.038461538461538464,0.9615384615384616,6,0.9615384615384616
190,1,0.3269230769230769,0.0,7.0,4.751096020001569,0.07142857142857142,0.9285714285714286,6,0.9285714285714286
191,1,0.2423312883435583,2.0,1.0,5.697366599997622,0.0,1.0,6,1.0
192,1,0.4138131166569936,2.0,9.0,4.607794580020709,0.08333333333333333,0.9166666666666666,6,0.9166666666666666
193,1,0.36951672862453533,8.0,9.0,3.5343341599800624,0.1,0.9,6,0.9
194,1,0.4079961464354528,9.0,10.0,6.948886200014385,0.06451612903225806,0.9354838709677419,6,0.9354838709677419
195,1,0.3439114391143912,0.0,10.0,4.268651060003322,0.0,1.0,6,1.0
196,1,0.3811813186813187,3.0,2.0,5.149178140010918,0.09090909090909091,0.9090909090909091,6,0.9090909090909091
197,1,0.31561996779388085,1.0,2.0,3.3565480400138767,0.2,0.8,6,0.8
198,1,0.27004219409282704,2.0,3.0,4.504952160001267,0.125,0.875,6,0.875
199,1,0.3123501199040768,1.0,3.0,4.564680680006859,0.1,0.9,6,0.9
200,1,0.5592939878654164,7.0,8.0,8.844952359999297,0.08,0.92,6,0.92
201,1,0.2701793721973094,0.0,9.0,3.4974664199980907,0.0,1.0,6,1.0
202,1,0.3628977657413676,-0.0,10.0,3.7729884599975776,0.09090909090909091,0.9090909090909091,6,0.9090909090909091
203,1,0.4963913392141139,10.0,10.0,15.719829600013327,0.018867924528301886,0.9811320754716981,6,0.9811320754716981
204,1,0.26215505913272014,1.0,10.0,6.165668959991308,0.0,1.0,6,1.0
205,1,0.36511919698870765,4.0,2.0,4.461206680018222,0.05263157894736842,0.9473684210526315,6,0.9473684210526315
206,1,0.4563356164383562,8.0,10.0,4.970703459985089,0.0,1.0,6,1.0
207,1,0.32778355879292403,1.0,10.0,5.680357639997965,0.1,0.9,6,0.9
208,1,0.424727738629084,8.0,8.0,5.216667100015911,0.0,1.0,6,1.0
209,1,0.30080753701211305,1.0,1.0,5.797880040016025,0.06666666666666667,0.9333333333333333,6,0.9333333333333333
210,1,0.27105921601334443,6.0,7.0,4.168736460022046,0.14285714285714285,0.8571428571428571,6,0.8571428571428571
211,1,0.27075993960744843,0.0,10.0,3.8830399800208397,0.0,1.0,6,1.0
212,1,0.3103070175438597,4.0,10.0,3.2265739400027087,0.1111111111111111,0.8888888888888888,6,0.8888888888888888
213,1,0.2711508145034156,-0.0,10.0,4.888112580010784,0.06666666666666667,0.9333333333333333,6,0.9333333333333333
214,1,0.35306553911205074,2.0,2.0,3.510402519998024,0.0,1.0,6,1.0
215,1,0.282948157401624,2.0,9.0,3.5844050599989714,0.2222222222222222,0.7777777777777778,6,0.7777777777777778
216,1,0.3724256292906179,-0.0,10.0,5.744433779996825,0.045454545454545456,0.9545454545454546,6,0.9545454545454546
217,1,0.34646153846153843,-0.0,1.0,5.086288439997588,0.1875,0.8125,6,0.8125
218,1,0.3633540372670807,7.0,1.0,8.989200540003367,0.04,0.96,6,0.96
219,1,0.43799283154121865,1.0,10.0,4.884793420002097,0.3333333333333333,0.6666666666666666,6,0.6666666666666666
220,1,0.2729188619599578,0.0,2.0,4.3462550999975065,0.1,0.9,6,0.9
221,1,0.31158605174353204,3.0,9.0,3.844008340020082,0.06666666666666667,0.9333333333333333,6,0.9333333333333333
222,1,0.336838152459632,8.0,9.0,7.690807680031867,0.07407407407407407,0.9259259259259259,6,0.9259259259259259
223,1,0.5048780487804878,0.0,10.0,4.837122520009871,0.0,1.0,6,1.0
224,1,0.33110047846889956,0.0,8.0,4.043995400017593,0.0,1.0,6,1.0
225,1,0.22743484224965707,3.0,7.0,7.9566478799970355,0.0,1.0,7,1.0
226,1,0.338996138996139,1.0,10.0,4.444865400058916,0.07692307692307693,0.9230769230769231,7,0.9230769230769231
227,1,0.36752475247524746,0.0,0.0,7.790906300011557,0.0,1.0,7,1.0
228,1,0.43110084680523475,-0.0,10.0,4.889444080006797,0.125,0.875,7,0.875
229,1,0.2991480996068152,4.0,10.0,6.896048920127214,0.0,1.0,7,1.0
230,1,0.2522831050228311,0.0,10.0,3.5574789800011786,0.07142857142857142,0.9285714285714286,7,0.9285714285714286
231,1,0.24921691464369622,3.0,0.0,11.221406440105056,0.06976744186046512,0.9302325581395349,7,0.9302325581395349
232,1,0.28307538691962053,0.0,10.0,3.791476420039544,0.0,1.0,7,1.0
233,1,0.43254376930998967,5.0,8.0,5.479083240003092,0.12,0.88,7,0.88
234,1,0.390480202190396,3.0,0.0,9.003289300017059,0.125,0.875,7,0.875
235,1,0.2678343949044586,0.0,2.0,12.096718760003569,0.09433962264150944,0.9056603773584906,7,0.9056603773584906
236,1,0.316917173009274,0.0,10.0,8.515447199999471,0.07936507936507936,0.9206349206349206,7,0.9206349206349206
237,1,0.3197359113416647,7.0,3.0,17.434359600010794,0.0375,0.9625,7,0.9625
238,1,0.14414715719063542,-0.0,10.0,2.268875360066886,0.0,1.0,7,1.0
239,1,0.4447731755424063,7.0,8.0,10.717335120061762,0.027777777777777776,0.9722222222222222,7,0.9722222222222222
240,1,0.25197328476017,-0.0,9.0,7.176427319995128,0.038461538461538464,0.9615384615384616,7,0.9615384615384616
241,1,0.3699186991869919,8.0,7.0,16.7289664800046,0.010526315789473684,0.9894736842105263,7,0.9894736842105263
242,1,0.3644067796610169,1.0,7.0,10.129941660095938,0.04,0.96,7,0.96
243,1,0.30494371023005384,4.0,7.0,4.541415860003326,0.043478260869565216,0.9565217391304348,7,0.9565217391304348
244,1,0.36023539302227825,0.0,10.0,28.77395046010497,0.024,0.976,7,0.976
245,1,0.3662258392675483,0.0,10.0,5.043247360008536,0.038461538461538464,0.9615384615384616,7,0.9615384615384616
246,1,0.21840354767184036,0.0,1.0,7.92012517999683,0.02631578947368421,0.9736842105263158,7,0.9736842105263158
247,1,0.2213660245183888,0.0,10.0,4.6993532400083495,0.034482758620689655,0.9655172413793104,7,0.9655172413793104
248,1,0.3425218340611354,2.0,7.0,11.799468560013338,0.02197802197802198,0.978021978021978,7,0.978021978021978
249,1,0.4558411809620769,9.0,10.0,18.82618080000975,0.03508771929824561,0.9649122807017544,7,0.9649122807017544
250,1,0.34818861414606095,0.0,2.0,17.807622400010587,0.04597701149425287,0.9540229885057471,7,0.9540229885057471
251,1,0.32040229885057475,3.0,1.0,13.285007279991987,0.038461538461538464,0.9615384615384616,7,0.9615384615384616
252,1,0.24876033057851238,-0.0,7.0,14.160654580031405,0.041666666666666664,0.9583333333333334,7,0.9583333333333334
253,1,0.24667169053001756,1.0,7.0,11.596753760022693,0.02127659574468085,0.9787234042553191,7,0.9787234042553191
254,1,0.34178652535957604,7.0,4.0,15.071856979993754,0.05263157894736842,0.9473684210526315,7,0.9473684210526315
255,1,0.2871732026143791,0.0,10.0,14.935366899997462,0.029850746268656716,0.9701492537313433,7,0.9701492537313433
256,1,0.3898367952522255,3.0,10.0,16.413570160017116,0.023809523809523808,0.9761904761904762,7,0.9761904761904762
257,1,0.2533333333333333,1.0,4.0,20.508389480004553,0.04672897196261682,0.9532710280373832,7,0.9532710280373832
258,1,0.3202971378632292,2.0,7.0,25.626942860049894,0.037037037037037035,0.9629629629629629,7,0.9629629629629629
259,1,0.31211123307720456,0.0,10.0,8.564469800025108,0.011764705882352941,0.9882352941176471,7,0.9882352941176471
260,1,0.23559870550161813,1.0,10.0,5.8277940999978455,0.06896551724137931,0.9310344827586207,7,0.9310344827586207
261,1,0.2870776373484653,-0.0,2.0,12.354371759996866,0.016129032258064516,0.9838709677419355,7,0.9838709677419355
262,1,0.3971354166666667,4.0,10.0,10.82738282000355,0.0,1.0,7,1.0
263,1,0.32189973614775724,3.0,10.0,10.724808740036679,0.014285714285714285,0.9857142857142858,7,0.9857142857142858
264,1,0.4137079345476999,4.0,5.0,11.01070207999146,0.046511627906976744,0.9534883720930233,7,0.9534883720930233
265,1,0.3208676140613314,-0.0,10.0,10.58950472009019,0.0,1.0,7,1.0
266,1,0.3518458549222798,2.0,9.0,16.90658288008126,0.05102040816326531,0.9489795918367347,7,0.9489795918367347
267,1,0.2601797990481227,0.0,8.0,3.0077259999961825,0.5,0.5,7,0.5
268,1,0.29425711275026345,2.0,7.0,15.50441610001144,0.023809523809523808,0.9761904761904762,7,0.9761904761904762
269,1,0.19275362318840578,1.0,8.0,13.149227340050857,0.018867924528301886,0.9811320754716981,7,0.9811320754716981
270,1,0.30545320560058953,9.0,9.0,7.944736949997605,0.07317073170731707,0.926829268292683,8,0.926829268292683
271,1,0.24183006535947713,3.0,2.0,6.786681199999293,0.043478260869565216,0.9565217391304348,8,0.9565217391304348
272,1,0.26119126896041434,0.0,10.0,6.219228850008221,0.04878048780487805,0.9512195121951219,8,0.9512195121951219
273,1,0.2955823293172691,3.0,9.0,7.3657486499869265,0.16666666666666666,0.8333333333333334,8,0.8333333333333334
274,1,0.3578908002991773,5.0,3.0,8.322560499989777,0.17391304347826086,0.8260869565217391,8,0.8260869565217391
275,1,0.253781512605042,1.0,5.0,4.596211649928591,0.0,1.0,8,1.0
276,1,0.2953674677812609,2.0,8.0,13.695868049922865,0.037037037037037035,0.9629629629629629,8,0.9629629629629629
277,1,0.31309904153354634,0.0,8.0,16.763134799941326,0.056338028169014086,0.9436619718309859,8,0.9436619718309859
278,1,0.2774813233724653,6.0,2.0,22.945181149989367,0.05454545454545454,0.9454545454545454,8,0.9454545454545454
279,1,0.24423450958599607,2.0,7.0,24.07582934993843,0.07407407407407407,0.9259259259259259,8,0.9259259259259259
280,1,0.42018348623853213,8.0,9.0,16.072135849972256,0.045454545454545456,0.9545454545454546,8,0.9545454545454546
281,1,0.2658911508101371,3.0,9.0,8.52087209992169,0.1346153846153846,0.8653846153846154,8,0.8653846153846154
282,1,0.29592541436464087,3.0,7.0,8.514201250000042,0.04878048780487805,0.9512195121951219,8,0.9512195121951219
283,1,0.3370013755158184,0.0,9.0,4.027664299981552,0.11538461538461539,0.8846153846153846,8,0.8846153846153846
284,1,0.38797284190106696,3.0,9.0,10.056746999995084,0.03225806451612903,0.967741935483871,8,0.967741935483871
285,1,0.15331010452961677,-0.0,2.0,6.602342199985287,0.06382978723404255,0.9361702127659575,8,0.9361702127659575
286,1,0.4075275794938352,-0.0,10.0,8.595060399966314,0.0392156862745098,0.9607843137254902,8,0.9607843137254902
287,1,0.24921334172435491,-0.0,10.0,11.298931049983366,0.07547169811320754,0.9245283018867925,8,0.9245283018867925
288,1,0.3977149075081611,-0.0,10.0,8.014633150000009,0.058823529411764705,0.9411764705882353,8,0.9411764705882353
289,1,0.40269360269360266,7.0,10.0,14.57607255000039,0.16666666666666666,0.8333333333333334,8,0.8333333333333334
290,1,0.35069582504970176,7.0,10.0,12.77366125001572,0.05660377358490566,0.9433962264150944,8,0.9433962264150944
291,1,0.33980582524271846,1.0,10.0,3.1947250999946846,0.07142857142857142,0.9285714285714286,8,0.9285714285714286
292,1,0.2846630518977537,2.0,9.0,14.442498199918191,0.022222222222222223,0.9777777777777777,8,0.9777777777777777
293,1,0.2782608695652174,1.0,5.0,10.164903249955387,0.012048192771084338,0.9879518072289156,8,0.9879518072289156
294,1,0.34369055168040574,2.0,7.0,29.342715449995012,0.05,0.95,8,0.95
295,1,0.5630652070442645,8.0,5.0,11.266275399990263,0.015625,0.984375,8,0.984375
