Condition,N_Scenario,written_scenario,ImageA1,ImageA2,ImageA3,ImageB1,ImageB2,ImageB3,ImageC1,ImageC2,ImageC3,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,button_2.started,button_2.stopped,button_2.numClicks,button_2.timesOn,button_2.timesOff,text.started,text.stopped,fixationcross1_started,fixationcross1_stopped,Scenario_started,Scenario_stopped,fixationcross2_started,fixationcross2_stopped,A1pos,A2pos,A3pos,B1pos,B2pos,B3pos,C1pos,C2pos,C3pos,﻿Imagesdecision_started,decisiontimeA,decisiontimeB,decisiontimeC,mouse_x,mouse_y,mouse_leftButton,mouse_midButton,mouse_rightButton,mouse_time,mouse_started,mouse_stopped,clicked_optionA,clicked_optionB,clicked_optionC,colour_category_A,colour_category_B,colour_category_C,question_confidence_started,question_confidence_stopped,slider_confidence_response,slider_confidence_rt,slider_confidence_started,slider_confidence_stopped,question_valueB_started,question_valueB_stopped,slider_valueB_response,slider_valueB_rt,question_valueC_started,question_valueC_stopped,slider_valueC_response,slider_valueC_rt,question_valueA_started,question_valueA_stopped,slider_valueA_response,slider_valueA_rt,Importance_First,Importance_Second,Importance_Third,question_diff_started,question_diff_stopped,slider_diffA_response,slider_diffA_rt,slider_diffB_response,slider_diffB_rt,slider_diffC_response,slider_diffC_rt,diff_First,diff_Second,diff_Third,button_3_started,button_3_stopped,text_2_started,text_2_stopped,Imagesdecision_started,question_diffB_started,question_diffB_stopped,question_diffC_started,question_diffC_stopped,question_diffA_started,question_diffA_stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,13,Plan a romantic date this weekend,Stimuli/13A1.jpg,Stimuli/13A2.jpg,Stimuli/13A3.jpg,Stimuli/13B1.jpg,Stimuli/13B2.jpg,Stimuli/13B3.jpg,Stimuli/13C1.jpg,Stimuli/13C2.jpg,Stimuli/13C3.jpg,,,,,0,8,8,13,,,,,,,,1069.2625354000002,None,1070.2626153,None,1076.2623549999998,None,"[0.304, -0.26]","[-0.378, -0.136]","[0.07, 0.393]","[0.066, -0.395]","[-0.377, 0.138]","[0.306, 0.255]","[-0.203, -0.347]","[-0.2, 0.346]","[0.399, -0.003]",,46.19385849999935,38.527871399999185,32.161503199999515,"[-0.16203703703703703, 0.06388888888888888, -0.32314814814814813]","[0.32222222222222224, -0.3787037037037037, -0.10185185185185185]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[32.145008199999666, 38.51176179999993, 46.17789979999998]",0.01543699999956516,46.193198599999505,['A2'],['B1'],['C2'],['yellow'],['salmon'],['blue'],1124.1608344,None,8.0,3.48072110000021,1124.1608344,None,1127.7777612999998,None,6.0,5.364432699999725,1136.74411,None,8.0,3.0151214000002255,1133.1443702000001,None,2.0,3.631654499999968,<function functionImportanceB at 0x00000280802B1730>,<function functionImportanceA at 0x00000280802B1048>,<function functionImportanceC at 0x00000280802B11E0>,,,5.0,5.398095999999896,3.0,3.7977576000002955,7.0,3.631654499999968,<function functiondiffC at 0x00000280821DFB70>,<function functiondiffB at 0x00000280821DFA60>,<function functiondiffA at 0x00000280802B1E18>,,,,,1077.4994476000002,1145.1106037999998,None,1139.7274352999998,None,1148.9106502999998,None,10,001,2022_Jul_12_1045,2leo,2021.2.3,60.00790904232768,
3,17,Plan a day in Barcelona with a friend who is new to the city,Stimuli/17A1.jpg,Stimuli/17A2.jpg,Stimuli/17A3.jpg,Stimuli/17B1.jpg,Stimuli/17B2.jpg,Stimuli/17B3.jpg,Stimuli/17C1.jpg,Stimuli/17C2.jpg,Stimuli/17C3.jpg,,,,,0,9,9,17,,,,,,,,1153.8269160999998,None,1154.826841,None,1160.8265891,None,"[-0.378, -0.136]","[0.304, -0.26]","[0.07, 0.393]","[-0.2, 0.346]","[-0.203, -0.347]","[0.399, -0.003]","[-0.377, 0.138]","[0.066, -0.395]","[0.306, 0.255]",,43.86260687999993,9.863242279999668,42.12973617999978,"[-0.22777777777777777, 0.08425925925925926, 0.12962962962962962]","[-0.31574074074074077, -0.3888888888888889, 0.4101851851851852]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[9.846571099999892, 42.11259629999995, 43.84611660000019]",0.015891479999936564,43.86178547999998,['A3'],['B2'],['C2'],['salmon'],['yellow'],['blue'],1206.3420631,None,6.0,4.0639148000000205,1206.3420631,None,1219.5086381,None,9.0,2.031548599999951,1216.0920686,None,4.0,3.398397699999805,1210.5088672000002,None,2.0,5.597791200000302,<function functionImportanceA at 0x00000280802B1620>,<function functionImportanceC at 0x00000280821DF488>,<function functionImportanceB at 0x00000280802B1B70>,,,8.0,4.381428900000174,1.0,3.3146113000002515,4.0,5.597791200000302,<function functiondiffA at 0x00000280802B1510>,<function functiondiffC at 0x0000028080C170D0>,<function functiondiffB at 0x00000280802B1400>,,,,,1162.0115462999997,1229.608327,None,1225.908438,None,1221.5252099999998,None,10,001,2022_Jul_12_1045,2leo,2021.2.3,60.00790904232768,
3,10,Plan a restaurant visit with your family on the weekend ,Stimuli/10A1.jpg,Stimuli/10A2.jpg,Stimuli/10A3.jpg,Stimuli/10B1.jpg,Stimuli/10B2.jpg,Stimuli/10B3.jpg,Stimuli/10C1.jpg,Stimuli/10C2.jpg,Stimuli/10C3.jpg,,,,,0,10,10,10,,,,,,,,1232.4414928,None,1233.4416394999998,None,1239.4415628000002,None,"[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]","[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]","[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]",,24.957335919993056,41.37392711999337,18.77512661999299,"[0.046296296296296294, 0.09814814814814815, -0.19814814814814816]","[-0.362962962962963, 0.3638888888888889, 0.34074074074074073]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[18.76249979999966, 24.94539020000002, 41.36156119999987]",0.011504819993206183,41.372861919993284,['A1'],['B2'],['C3'],['yellow'],['salmon'],['blue'],1285.2734142999998,None,8.0,3.0136093000000983,1285.2734142999998,None,1300.2585202,None,4.0,9.031791100000191,1293.9064447,None,8.0,3.565209800000048,1288.4733381,None,6.0,5.547890400000142,<function functionImportanceA at 0x00000280802B1488>,<function functionImportanceC at 0x0000028080C17268>,<function functionImportanceB at 0x0000028080C17378>,,,2.0,4.431591000000026,8.0,4.664185499999803,-0.0,5.547890400000142,<function functiondiffA at 0x00000280802B18C8>,<function functiondiffC at 0x0000028080C17510>,<function functiondiffB at 0x00000280802B12F0>,,,,,1243.4453692000002,1318.3898954000001,None,1310.9729542,None,1306.5563536,None,10,001,2022_Jul_12_1045,2leo,2021.2.3,60.00790904232768,
3,29,Plan a day in the mountains ,Stimuli/29A1.jpg,Stimuli/29A2.jpg,Stimuli/29A3.jpg,Stimuli/29B1.jpg,Stimuli/29B2.jpg,Stimuli/29B3.jpg,Stimuli/29C1.jpg,Stimuli/29C2.jpg,Stimuli/29C3.jpg,,,,,0,11,11,29,,,,,,,,1321.7557355,None,1322.7559253999998,None,1328.75589,None,"[0.304, -0.26]","[0.07, 0.393]","[-0.378, -0.136]","[0.066, -0.395]","[0.306, 0.255]","[-0.377, 0.138]","[-0.203, -0.347]","[0.399, -0.003]","[-0.2, 0.346]",,6.644665259998874,18.41118405999896,28.561661359999107,"[-0.34814814814814815, 0.30462962962962964, -0.14537037037037037]","[-0.1111111111111111, 0.19537037037037036, 0.29814814814814816]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[6.628935799999908, 18.395260899999812, 28.545331100000112]",0.015115459998924052,28.560162259999288,['A3'],['B2'],['C3'],['salmon'],['yellow'],['blue'],1359.0045276,None,7.0,3.5297184999999445,1359.0045276,None,1367.4714476999998,None,7.0,3.548488399999769,1370.9880483000002,None,4.0,6.331532100000004,1362.6548609000001,None,9.0,4.798171999999795,<function functionImportanceA at 0x0000028080C17A60>,<function functionImportanceB at 0x0000028080C17AE8>,<function functionImportanceC at 0x0000028080C17840>,,,-0.0,3.7147279999999228,3.0,3.914447099999961,4.0,4.798171999999795,<function functiondiffA at 0x00000280821DFEA0>,<function functiondiffB at 0x00000280821DF1E0>,<function functiondiffC at 0x00000280802B10D0>,,,,,1329.9741651999998,1381.0376175000001,None,1384.9708999999998,None,1377.3210909,None,10,001,2022_Jul_12_1045,2leo,2021.2.3,60.00790904232768,
3,27,Plan what festival to visit with your friends,Stimuli/27A1.jpg,Stimuli/27A2.jpg,Stimuli/27A3.jpg,Stimuli/27B1.jpg,Stimuli/27B2.jpg,Stimuli/27B3.jpg,Stimuli/27C1.jpg,Stimuli/27C2.jpg,Stimuli/27C3.jpg,,,,,0,12,12,27,,,,,,,,1391.5038679,None,1392.5041852,None,1398.5040705000001,None,"[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]","[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]","[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]",,31.53355625999984,37.016997159999846,32.68397215999994,"[-0.3685185185185185, -0.225, -0.33240740740740743]","[0.11666666666666667, 0.31851851851851853, -0.1527777777777778]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[31.523578499999985, 32.67348149999998, 37.006685899999866]",0.009572659999776079,37.01619096000013,['A1'],['B1'],['C1'],['blue'],['yellow'],['salmon'],1437.1359652,None,8.0,2.1635839999999007,1437.1359652,None,1439.3695317000002,None,7.0,4.397646599999916,1443.7859162,None,2.0,4.615332999999737,1448.4033309000001,None,8.0,4.5148419999995895,<function functionImportanceB at 0x0000028080C17E18>,<function functionImportanceC at 0x0000028080C17C80>,<function functionImportanceA at 0x0000028080C17D08>,,,4.0,3.5149003000001358,3.0,2.6645704000002297,7.0,4.5148419999995895,<function functiondiffC at 0x0000028080C17EA0>,<function functiondiffB at 0x00000280821DF7B8>,<function functiondiffA at 0x00000280821DF620>,,,,,1399.6443724,1457.2689274999998,None,1452.9190853999999,None,1459.952237,None,10,001,2022_Jul_12_1045,2leo,2021.2.3,60.00790904232768,
3,18,Plan your Saturday night ,Stimuli/18A1.jpg,Stimuli/18A2.jpg,Stimuli/18A3.jpg,Stimuli/18B1.jpg,Stimuli/18B2.jpg,Stimuli/18B3.jpg,Stimuli/18C1.jpg,Stimuli/18C2.jpg,Stimuli/18C3.jpg,,,,,0,13,13,18,,,,,,,,1462.9853945999998,None,1463.9855075,None,1469.9852734,None,"[-0.2, 0.346]","[-0.203, -0.347]","[0.399, -0.003]","[-0.377, 0.138]","[0.066, -0.395]","[0.306, 0.255]","[-0.378, -0.136]","[0.304, -0.26]","[0.07, 0.393]",,31.168528620000416,32.435320520000005,35.969148320000386,"[0.34814814814814815, 0.08888888888888889, 0.11481481481481481]","[0.021296296296296296, -0.4009259259259259, 0.35555555555555557]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[31.165994700000283, 32.43262619999996, 35.966137100000196]",0.0019342200002938625,35.96779622000031,['A3'],['B2'],['C3'],['salmon'],['blue'],['yellow'],1507.5674979,None,4.0,3.6800130999999965,1507.5674979,None,1517.1840713000001,None,8.0,3.2982609999999113,1514.5340987,None,3.0,2.6655243000000155,1511.3183029000002,None,7.0,3.1980406000002404,<function functionImportanceA at 0x0000028080C17D90>,<function functionImportanceC at 0x00000280802B1378>,<function functionImportanceB at 0x0000028080C17B70>,,,6.0,3.064794300000358,9.0,4.66422139999986,2.0,3.1980406000002404,<function functiondiffC at 0x0000028080C179D8>,<function functiondiffA at 0x0000028080C17BF8>,<function functiondiffB at 0x0000028080C176A8>,,,,,1471.1168610999998,1527.7670889,None,1520.5008671,None,1524.7004732999999,None,10,001,2022_Jul_12_1045,2leo,2021.2.3,60.00790904232768,
3,26,Plan how to wash one round of your laundry ,Stimuli/26A1.jpg,Stimuli/26A2.jpg,Stimuli/26A3.jpg,Stimuli/26B1.jpg,Stimuli/26B2.jpg,Stimuli/26B3.jpg,Stimuli/26C1.jpg,Stimuli/26C2.jpg,Stimuli/26C3.jpg,,,,,0,14,14,26,,,,,,,,1531.9668502,None,1532.9669897999997,None,1538.9671294,None,"[-0.203, -0.347]","[-0.2, 0.346]","[0.399, -0.003]","[0.066, -0.395]","[-0.377, 0.138]","[0.306, 0.255]","[0.304, -0.26]","[-0.378, -0.136]","[0.07, 0.393]",,16.300697559999207,34.616994459999205,24.700744759998997,"[-0.21666666666666667, 0.3296296296296296, 0.2935185185185185]","[0.3972222222222222, -0.2361111111111111, 0.2351851851851852]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[16.290720400000282, 24.690342500000042, 34.60671010000033]",0.009403059999385732,34.61592535999898,['A2'],['B3'],['C1'],['blue'],['salmon'],['yellow'],1575.1989737999997,None,3.0,3.5471275999998397,1575.1989737999997,None,1578.8159477999998,None,4.0,7.86413709999988,1586.6822293999999,None,3.0,4.2818027000002985,1590.9821324,None,6.0,3.6315945000001193,<function functionImportanceB at 0x0000028080C17158>,<function functionImportanceC at 0x0000028081AA6048>,<function functionImportanceA at 0x0000028080C17730>,,,2.0,2.9147484000000077,4.0,5.547714900000301,5.0,3.6315945000001193,<function functiondiffB at 0x0000028080C172F0>,<function functiondiffA at 0x0000028080C171E0>,<function functiondiffC at 0x0000028081AA6378>,,,,,1540.1074906,1594.6153433,None,1603.1151535999998,None,1600.182014,None,10,001,2022_Jul_12_1045,2leo,2021.2.3,60.00790904232768,
3,7,Plan your Sunday breakfast ,Stimuli/7A1.jpg,Stimuli/7A2.jpg,Stimuli/7A3.jpg,Stimuli/7B1.jpg,Stimuli/7B2.jpg,Stimuli/7B3.jpg,Stimuli/7C1.jpg,Stimuli/7C2.jpg,Stimuli/7C3.jpg,,,,,0,15,15,7,,,,,,,,1641.3307054000002,None,1642.3308004,None,1648.3307055,None,"[-0.203, -0.347]","[-0.2, 0.346]","[0.399, -0.003]","[0.304, -0.26]","[-0.378, -0.136]","[0.07, 0.393]","[0.066, -0.395]","[-0.377, 0.138]","[0.306, 0.255]",,14.005483099988396,27.538850399988405,40.922321099988494,"[-0.1388888888888889, -0.32407407407407407, 0.35185185185185186]","[0.33425925925925926, -0.10925925925925926, 0.24166666666666667]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[13.991872999999941, 27.524934999999914, 40.90809959999979]",0.013109099988469097,40.920946899988394,['A2'],['B2'],['C3'],['yellow'],['blue'],['salmon'],1695.7626326,None,2.0,3.813646100000369,1695.7626326,None,1707.8623893,None,4.0,9.198206799999753,1700.8453912999998,None,1.0,6.331364099999973,1716.9957048,None,6.0,7.215383300000212,<function functionImportanceC at 0x0000028081AA60D0>,<function functionImportanceB at 0x0000028081AA6EA0>,<function functionImportanceA at 0x0000028080C178C8>,,,2.0,4.164257399999769,4.0,5.214474800000062,9.0,7.215383300000212,<function functiondiffA at 0x0000028080C17488>,<function functiondiffC at 0x0000028080C17950>,<function functiondiffB at 0x0000028080C17400>,,,,,1654.3894387,1730.2120062,None,1726.9286511,None,1722.9120641999998,None,10,001,2022_Jul_12_1045,2leo,2021.2.3,60.00790904232768,
3,41,Plan how you want to have dinner tonight ,Stimuli/41A1.jpg,Stimuli/41A2.jpg,Stimuli/41A3.jpg,Stimuli/41B1.jpg,Stimuli/41B2.jpg,Stimuli/41B3.jpg,Stimuli/41C1.jpg,Stimuli/41C2.jpg,Stimuli/41C3.jpg,,,,,0,16,16,41,,,,,,,,1734.278131,None,1735.2784209000001,None,1741.278283,None,"[0.066, -0.395]","[0.306, 0.255]","[-0.377, 0.138]","[0.304, -0.26]","[0.07, 0.393]","[-0.378, -0.136]","[-0.203, -0.347]","[0.399, -0.003]","[-0.2, 0.346]",,19.15105843999936,21.8845375399992,28.267990839999584,"[0.2740740740740741, 0.275, -0.19444444444444445]","[0.20462962962962963, -0.30462962962962964, 0.3731481481481482]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[19.139350899999954, 21.872660500000165, 28.255660499999976]",0.011182939999343944,28.26670083999943,['A2'],['B1'],['C3'],['blue'],['salmon'],['yellow'],1771.4438141,None,7.0,4.113199999999779,1771.4438141,None,1782.5102447,None,7.0,3.3484598999998525,1786.0101768,None,4.0,5.215223600000172,1775.6938802,None,6.0,6.797575500000221,<function functionImportanceA at 0x0000028081AA6950>,<function functionImportanceB at 0x0000028081AA6158>,<function functionImportanceC at 0x0000028081AA68C8>,,,3.0,3.747761999999966,3.0,6.380572199999733,3.0,6.797575500000221,<function functiondiffC at 0x0000028081AA6730>,<function functiondiffB at 0x0000028081AA6E18>,<function functiondiffA at 0x0000028081AA6D08>,,,,,1742.7039098999999,1794.7767024,None,1791.0269776,None,1801.1931841,None,10,001,2022_Jul_12_1045,2leo,2021.2.3,60.00790904232768,
3,20,Plan a tea party with your friends,Stimuli/20A1.jpg,Stimuli/20A2.jpg,Stimuli/20A3.jpg,Stimuli/20B1.jpg,Stimuli/20B2.jpg,Stimuli/20B3.jpg,Stimuli/20C1.jpg,Stimuli/20C2.jpg,Stimuli/20C3.jpg,,,,,0,17,17,20,,,,,,,,1804.4597831,None,1805.4600371000001,None,1811.4598009000001,None,"[-0.203, -0.347]","[0.399, -0.003]","[-0.2, 0.346]","[0.304, -0.26]","[0.07, 0.393]","[-0.378, -0.136]","[0.066, -0.395]","[0.306, 0.255]","[-0.377, 0.138]",,20.687146639993898,30.570686039994143,41.204038539994144,"[-0.16018518518518518, 0.2740740740740741, 0.11203703703703703]","[-0.3425925925925926, -0.24351851851851852, -0.3851851851851852]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[20.67052169999988, 30.553828600000088, 41.1869158999998]",0.016176339993762667,41.20288883999365,['A1'],['B1'],['C1'],['yellow'],['salmon'],['blue'],1856.7416414999998,None,7.0,2.613213900000119,1856.7416414999998,None,1866.0429924,None,7.0,9.014912399999957,1859.4250616,None,3.0,4.16451859999961,1872.6578785000002,None,2.0,3.848594199999752,<function functionImportanceC at 0x000002808213B620>,<function functionImportanceB at 0x000002808213B6A8>,<function functionImportanceA at 0x0000028080C17598>,,,1.0,2.9978006999999707,3.0,3.9308913000004395,6.0,3.848594199999752,<function functiondiffA at 0x00000280802B1950>,<function functiondiffB at 0x0000028081AA69D8>,<function functiondiffC at 0x0000028080C17F28>,,,,,1815.0862471,1880.0576506999996,None,1883.4411884,None,1876.4745798000004,None,10,001,2022_Jul_12_1045,2leo,2021.2.3,60.00790904232768,
3,2,Plan which ingredients you want to use for cooking dinner today,Stimuli/2A1.jpg,Stimuli/2A2.jpg,Stimuli/2A3.jpg,Stimuli/2B1.jpg,Stimuli/2B2.jpg,Stimuli/2B3.jpg,Stimuli/2C1.jpg,Stimuli/2C2.jpg,Stimuli/2C3.jpg,,,,,0,18,18,2,,,,,,,,1886.0074869999999,None,1887.0075811999995,None,1893.0075285000003,None,"[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]","[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]","[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]",,53.629762799988384,55.246477699988645,33.813829199988504,"[-0.19722222222222222, 0.1037037037037037, 0.26481481481481484]","[-0.38333333333333336, -0.3861111111111111, -0.3101851851851852]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[33.81160689999979, 53.62807890000022, 55.244519599999876]",0.001056799987964041,55.24552199998834,['A3'],['B3'],['C3'],['salmon'],['blue'],['yellow'],1954.8721744000004,None,3.0,4.530340799999976,1954.8721744000004,None,1972.9551457999996,None,1.0,5.648765799999637,1960.0889686,None,4.0,6.414434000000256,1967.0055623999997,None,3.0,3.649408599999333,<function functionImportanceC at 0x000002808213B9D8>,<function functionImportanceA at 0x0000028080C177B8>,<function functionImportanceB at 0x0000028081AA6F28>,,,7.0,2.798199800000475,6.0,3.080883399999948,3.0,3.649408599999333,<function functiondiffC at 0x0000028081AA6BF8>,<function functiondiffA at 0x0000028081AA6400>,<function functiondiffB at 0x0000028081AA6510>,,,,,1899.1601898,1982.4884825999998,None,1975.3884146,None,1979.1719285,None,10,001,2022_Jul_12_1045,2leo,2021.2.3,60.00790904232768,
3,21,Plan your sandwich for lunch,Stimuli/21A1.jpg,Stimuli/21A2.jpg,Stimuli/21A3.jpg,Stimuli/21B1.jpg,Stimuli/21B2.jpg,Stimuli/21B3.jpg,Stimuli/21C1.jpg,Stimuli/21C2.jpg,Stimuli/21C3.jpg,,,,,0,19,19,21,,,,,,,,1984.2715802000002,None,1985.2719226,None,1991.2716549999996,None,"[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]","[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]","[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]",,24.094836119999854,31.3452203199995,28.46204802000011,"[-0.22314814814814815, 0.07962962962962963, 0.06574074074074074]","[0.40370370370370373, 0.3527777777777778, -0.37407407407407406]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[24.078919399999904, 28.4455154999996, 31.328900299999987]",0.015470419999473961,31.344047720000162,['A1'],['B3'],['C2'],['salmon'],['blue'],['yellow'],2024.2872547999996,None,6.0,3.9798252000000502,2024.2872547999996,None,2034.5204915000004,None,1.0,2.781350199999906,2028.3539235999997,None,2.0,6.0812032000003455,2037.2703259999998,None,4.0,2.5988280000001396,<function functionImportanceC at 0x000002808213B7B8>,<function functionImportanceB at 0x000002808213B400>,<function functionImportanceA at 0x000002808213B2F0>,,,1.0,2.3644443000002866,3.0,3.680802799999583,2.0,2.5988280000001396,<function functiondiffB at 0x0000028081AA6488>,<function functiondiffC at 0x0000028081AA6620>,<function functiondiffA at 0x0000028080C17620>,,,,,1992.4742631999998,2039.8203617999998,None,2043.5033384999997,None,2046.5532261999997,None,10,001,2022_Jul_12_1045,2leo,2021.2.3,60.00790904232768,
3,43,Plan your dream house,Stimuli/43A1.jpg,Stimuli/43A2.jpg,Stimuli/43A3.jpg,Stimuli/43B1.jpg,Stimuli/43B2.jpg,Stimuli/43B3.jpg,Stimuli/43C1.jpg,Stimuli/43C2.jpg,Stimuli/43C3.jpg,,,,,0,20,20,43,,,,,,,,2048.4365332999996,None,2049.4366196,None,2055.4366909,None,"[-0.377, 0.138]","[0.066, -0.395]","[0.306, 0.255]","[-0.2, 0.346]","[-0.203, -0.347]","[0.399, -0.003]","[-0.378, -0.136]","[0.304, -0.26]","[0.07, 0.393]",,23.54921788000047,36.01561108000078,55.96513578000122,"[-0.31296296296296294, -0.23333333333333334, -0.3814814814814815]","[0.08611111111111111, -0.33425925925925926, -0.1935185185185185]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[23.539868200000456, 36.0058626, 55.9551218000006]",0.008928380000725156,55.9639682800007,['A1'],['B2'],['C1'],['salmon'],['yellow'],['blue'],2113.0681483,None,8.0,1.7467311000000336,2113.0681483,None,2114.8683653999997,None,4.0,5.031291500000407,2122.3513525,None,8.0,3.0654131999999663,2119.9514577,None,6.0,2.415109599999596,<function functionImportanceB at 0x0000028081AA6268>,<function functionImportanceA at 0x0000028081AA61E0>,<function functionImportanceC at 0x0000028081AA67B8>,,,3.0,2.8477819999998246,3.0,3.1979348999993817,8.0,2.415109599999596,<function functiondiffA at 0x000002808213B488>,<function functiondiffC at 0x000002808213BF28>,<function functiondiffB at 0x000002808213B378>,,,,,2056.627157,2132.5679243000004,None,2128.2846287,None,2125.4011967999995,None,10,001,2022_Jul_12_1045,2leo,2021.2.3,60.00790904232768,
3,9,Plan a picnic with friends,Stimuli/9A1.jpg,Stimuli/9A2.jpg,Stimuli/9A3.jpg,Stimuli/9B1.jpg,Stimuli/9B2.jpg,Stimuli/9B3.jpg,Stimuli/9C1.jpg,Stimuli/9C2.jpg,Stimuli/9C3.jpg,,,,,0,21,21,9,,,,,,,,2135.2842215,None,2136.2844021,None,2142.2843620000003,None,"[0.07, 0.393]","[0.304, -0.26]","[-0.378, -0.136]","[0.306, 0.255]","[0.066, -0.395]","[-0.377, 0.138]","[0.399, -0.003]","[-0.203, -0.347]","[-0.2, 0.346]",,22.330079419990398,49.49615781999091,29.01387891999093,"[0.07777777777777778, -0.16666666666666666, 0.3138888888888889]","[0.4009259259259259, -0.4083333333333333, 0.2462962962962963]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[22.32422459999998, 29.00742749999972, 49.48995699999978]",0.005442619990390085,49.49538581999059,['A1'],['B1'],['C2'],['salmon'],['yellow'],['blue'],2197.6825608,None,3.0,2.8805766999994376,2197.6825608,None,2215.0656277,None,2.0,3.7152366000000256,2202.0823417,None,3.0,7.581171200000426,2209.73254,None,7.0,5.548316300000806,<function functionImportanceC at 0x000002808213B840>,<function functionImportanceA at 0x000002808213B0D0>,<function functionImportanceB at 0x000002808213BBF8>,,,3.0,4.181255700000293,6.0,2.914748999999574,6.0,5.548316300000806,<function functiondiffC at 0x000002808213B510>,<function functiondiffA at 0x0000028080C17048>,<function functiondiffB at 0x000002808213BD08>,,,,,2147.7280487,2227.0154138,None,2217.9822028999997,None,2222.8987602999996,None,10,001,2022_Jul_12_1045,2leo,2021.2.3,60.00790904232768,
3,31,Plan your order at a restaurant    ,Stimuli/31A1.jpg,Stimuli/31A2.jpg,Stimuli/31A3.jpg,Stimuli/31B1.jpg,Stimuli/31B2.jpg,Stimuli/31B3.jpg,Stimuli/31C1.jpg,Stimuli/31C2.jpg,Stimuli/31C3.jpg,,,,,0,22,22,31,,,,,,,,2229.0649234,None,2230.0652927,None,2236.0651207,None,"[0.07, 0.393]","[0.304, -0.26]","[-0.378, -0.136]","[0.306, 0.255]","[0.066, -0.395]","[-0.377, 0.138]","[0.399, -0.003]","[-0.203, -0.347]","[-0.2, 0.346]",,29.292383399996652,44.04191399999672,46.10903629999666,"[-0.3296296296296296, 0.053703703703703705, -0.13055555555555556]","[-0.12222222222222222, -0.35833333333333334, -0.3314814814814815]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[29.286212500000147, 44.03558460000022, 46.10231870000007]",0.005566899996665597,46.107818899996346,['A3'],['B2'],['C2'],['yellow'],['blue'],['salmon'],2285.3303730999996,None,6.0,2.8635659999999916,2285.3303730999996,None,2296.6300147,None,8.0,2.2485458999999537,2288.3470274,None,6.0,3.447874899999988,2293.1803207000003,None,4.0,4.831767900000159,<function functionImportanceC at 0x000002808213BEA0>,<function functionImportanceA at 0x0000028081AA6D90>,<function functionImportanceB at 0x000002808213B598>,,,4.0,5.414455000000089,6.0,5.347670100000869,3.0,4.831767900000159,<function functiondiffC at 0x000002808213BA60>,<function functiondiffA at 0x000002808213B158>,<function functiondiffB at 0x000002808213BE18>,,,,,2238.7611796,2309.4798490000003,None,2298.8134072000003,None,2304.3799530999995,None,10,001,2022_Jul_12_1045,2leo,2021.2.3,60.00790904232768,
