Condition,N_Scenario,written_scenario,ImageA1,ImageA2,ImageA3,ImageB1,ImageB2,ImageB3,ImageC1,ImageC2,ImageC3,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,button_2.started,button_2.stopped,button_2.numClicks,button_2.timesOn,button_2.timesOff,text.started,text.stopped,fixationcross1_started,fixationcross1_stopped,Scenario_started,Scenario_stopped,fixationcross2_started,fixationcross2_stopped,A1pos,A2pos,A3pos,B1pos,B2pos,B3pos,C1pos,C2pos,C3pos,﻿Imagesdecision_started,decisiontimeA,decisiontimeB,decisiontimeC,mouse_x,mouse_y,mouse_leftButton,mouse_midButton,mouse_rightButton,mouse_time,mouse_started,mouse_stopped,clicked_optionA,clicked_optionB,clicked_optionC,colour_category_A,colour_category_B,colour_category_C,question_confidence_started,question_confidence_stopped,slider_confidence_response,slider_confidence_rt,slider_confidence_started,slider_confidence_stopped,question_valueA_started,question_valueA_stopped,slider_valueA_response,slider_valueA_rt,question_valueB_started,question_valueB_stopped,slider_valueB_response,slider_valueB_rt,question_valueC_started,question_valueC_stopped,slider_valueC_response,slider_valueC_rt,Importance_First,Importance_Second,Importance_Third,question_diff_started,question_diff_stopped,slider_diffC_response,slider_diffC_rt,slider_diffA_response,slider_diffA_rt,slider_diffB_response,slider_diffB_rt,diff_First,diff_Second,diff_Third,button_3_started,button_3_stopped,text_2_started,text_2_stopped,Imagesdecision_started,question_diffB_started,question_diffB_stopped,question_diffC_started,question_diffC_stopped,question_diffA_started,question_diffA_stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,1,Plan how to study for an exam,Stimuli/1A1.jpg,Stimuli/1A2.jpg,Stimuli/1A3.jpg,Stimuli/1B1.jpg,Stimuli/1B2.jpg,Stimuli/1B3.jpg,Stimuli/1C1.jpg,Stimuli/1C2.jpg,Stimuli/1C3.jpg,,,,,0,8,8,1,,,,,,,,847.5493390000047,None,848.5494044999941,None,854.5492690999963,None,"[0.07, 0.393]","[0.304, -0.26]","[-0.378, -0.136]","[0.306, 0.255]","[0.066, -0.395]","[-0.377, 0.138]","[0.399, -0.003]","[-0.203, -0.347]","[-0.2, 0.346]",,13.361943540003267,11.395635140012018,5.479083240003092,"[0.44537037037037036, -0.3296296296296296, 0.30925925925925923]","[-0.014814814814814815, 0.09074074074074075, -0.27037037037037037]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[5.47168290000991, 11.388283899999806, 13.354933399998117]",0.006450940010836348,13.361279440010549,['A2'],['B3'],['C1'],['blue'],['yellow'],['salmon'],869.4819980000029,None,10.0,4.580373699995107,869.4819980000029,None,885.5650495000009,None,10.0,2.298515500006033,879.6484159999964,None,6.0,5.865117400011513,874.0819765999913,None,8.0,5.497711800009711,<function functionImportanceC at 0x0000010780083BF8>,<function functionImportanceB at 0x000001078418B378>,<function functionImportanceA at 0x000001078418B6A8>,,,5.0,2.298515500006033,0.0,4.165050399999018,1.0,8.480222000012873,<function functiondiffC at 0x0000010780083620>,<function functiondiffA at 0x00000107EC1D1A60>,<function functiondiffB at 0x00000107EC1D16A8>,,,,,855.6433948999911,897.7479696999944,None,887.7982391999976,None,893.564824000001,None,007,001,2022_Jun_14_1248,2leo,2021.2.3,60.00826913608638,
3,41,Plan how you want to have dinner tonight ,Stimuli/41A1.jpg,Stimuli/41A2.jpg,Stimuli/41A3.jpg,Stimuli/41B1.jpg,Stimuli/41B2.jpg,Stimuli/41B3.jpg,Stimuli/41C1.jpg,Stimuli/41C2.jpg,Stimuli/41C3.jpg,,,,,0,9,9,41,,,,,,,,905.7478128999937,None,906.7477590999915,None,912.7476358999993,None,"[0.306, 0.255]","[0.066, -0.395]","[-0.377, 0.138]","[0.07, 0.393]","[0.304, -0.26]","[-0.378, -0.136]","[0.399, -0.003]","[-0.203, -0.347]","[-0.2, 0.346]",,15.486327400009031,16.769844100010232,9.003289300017059,"[0.3537037037037037, -0.4203703703703704, -0.3962962962962963]","[0.06296296296296296, 0.09907407407407408, -0.11018518518518519]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[8.990887000007206, 15.47423730000446, 16.75749899999937]",0.01149370001803618,16.768854900015867,['A3'],['B3'],['C1'],['yellow'],['salmon'],['blue'],931.3138321000006,None,7.0,4.213725000008708,931.3138321000006,None,935.6135183000006,None,10.0,4.7643227000080515,940.3803669999907,None,6.0,6.931738600003882,947.496828000003,None,0.0,7.781205999999656,<function functionImportanceA at 0x0000010780083598>,<function functionImportanceB at 0x0000010780083268>,<function functionImportanceC at 0x000001078418BA60>,,,3.0,4.7643227000080515,0.0,4.347988699999405,0.0,5.631139300006907,<function functiondiffA at 0x00000107800832F0>,<function functiondiffC at 0x00000107806AB1E0>,<function functiondiffB at 0x0000010780083E18>,,,,,914.0714664999978,965.8127641000028,None,959.4962134999951,None,955.0963597999944,None,007,001,2022_Jun_14_1248,2leo,2021.2.3,60.00826913608638,
3,23,Plan a city trip,Stimuli/23A1.jpg,Stimuli/23A2.jpg,Stimuli/23A3.jpg,Stimuli/23B1.jpg,Stimuli/23B2.jpg,Stimuli/23B3.jpg,Stimuli/23C1.jpg,Stimuli/23C2.jpg,Stimuli/23C3.jpg,,,,,0,10,10,23,,,,,,,,970.9626481000014,None,971.9625872000033,None,977.962746899997,None,"[0.066, -0.395]","[-0.377, 0.138]","[0.306, 0.255]","[-0.203, -0.347]","[-0.2, 0.346]","[0.399, -0.003]","[0.304, -0.26]","[-0.378, -0.136]","[0.07, 0.393]",,17.812525260000257,20.27982635999797,12.096718760003569,"[0.32685185185185184, -0.31851851851851853, 0.43148148148148147]","[-0.225, 0.07592592592592592, 0.02962962962962963]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[12.088536000010208, 17.80477930000052, 20.27174240000022]",0.007248459995025769,20.27865526000096,['A2'],['B3'],['C1'],['blue'],['salmon'],['yellow'],999.8618461000005,None,7.0,2.547385800004122,999.8618461000005,None,1012.4115358999989,None,7.0,3.6317275000037625,1016.0784452999942,None,9.0,4.231936800002586,1002.5119864000008,None,2.0,9.931179400009569,<function functionImportanceC at 0x00000107806AB400>,<function functionImportanceA at 0x00000107800838C8>,<function functionImportanceB at 0x00000107806ABAE8>,,,0.0,3.6317275000037625,3.0,3.7144435999944108,4.0,6.64782159999595,<function functiondiffB at 0x0000010780083F28>,<function functiondiffC at 0x000001078418B7B8>,<function functiondiffA at 0x0000010780083B70>,,,,,979.105058400004,1020.2949212999956,None,1026.961441899999,None,1029.861190399999,None,007,001,2022_Jun_14_1248,2leo,2021.2.3,60.00826913608638,
3,22,Plan a beach day with your friends,Stimuli/22A1.jpg,Stimuli/22A2.jpg,Stimuli/22A3.jpg,Stimuli/22B1.jpg,Stimuli/22B2.jpg,Stimuli/22B3.jpg,Stimuli/22C1.jpg,Stimuli/22C2.jpg,Stimuli/22C3.jpg,,,,,0,11,11,22,,,,,,,,1033.0942780000041,None,1034.0945492000028,None,1040.0944833999965,None,"[-0.203, -0.347]","[0.399, -0.003]","[-0.2, 0.346]","[0.304, -0.26]","[0.07, 0.393]","[-0.378, -0.136]","[0.066, -0.395]","[0.306, 0.255]","[-0.377, 0.138]",,20.331301600002917,14.86483550000412,8.515447199999471,"[0.35833333333333334, 0.3435185185185185, -0.2518518518518518]","[0.22592592592592592, -0.30277777777777776, -0.30185185185185187]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[8.506236599991098, 14.855931799989776, 20.32267939999292]",0.008202700002584606,20.33060500001011,['A1'],['B1'],['C2'],['yellow'],['salmon'],['blue'],1062.0601316999964,None,4.0,4.54686989999027,1062.0601316999964,None,1070.2434814000007,None,1.0,2.881848799996078,1073.1267453000037,None,4.0,6.165103999999701,1066.6935565000022,None,10.0,3.547989200000302,<function functionImportanceC at 0x00000107806AB598>,<function functionImportanceA at 0x00000107806AB488>,<function functionImportanceB at 0x00000107806AB2F0>,,,0.0,2.881848799996078,0.0,5.047860899998341,4.0,4.764562700001989,<function functiondiffA at 0x000001078418B598>,<function functiondiffC at 0x0000010780083D08>,<function functiondiffB at 0x0000010780083EA0>,,,,,1041.2520011000015,1087.3598495000042,None,1084.359732900004,None,1079.2766525999905,None,007,001,2022_Jun_14_1248,2leo,2021.2.3,60.00826913608638,
3,43,Plan your dream house,Stimuli/43A1.jpg,Stimuli/43A2.jpg,Stimuli/43A3.jpg,Stimuli/43B1.jpg,Stimuli/43B2.jpg,Stimuli/43B3.jpg,Stimuli/43C1.jpg,Stimuli/43C2.jpg,Stimuli/43C3.jpg,,,,,0,12,12,43,,,,,,,,1091.6429623000004,None,1092.642820299996,None,1098.642937800003,None,"[-0.2, 0.346]","[-0.203, -0.347]","[0.399, -0.003]","[-0.377, 0.138]","[0.066, -0.395]","[0.306, 0.255]","[-0.378, -0.136]","[0.304, -0.26]","[0.07, 0.393]",,17.434359600010794,21.234361400012858,30.034318100006203,"[0.42407407407407405, 0.35648148148148145, 0.12407407407407407]","[0.046296296296296294, 0.2462962962962963, 0.4027777777777778]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[17.42409110000881, 21.22386060000281, 30.02355749999697]",0.009678600006736815,30.033095400009188,['A3'],['B3'],['C3'],['yellow'],['blue'],['salmon'],1130.308444299997,None,1.0,2.9801250000018626,1130.308444299997,None,1139.7418455000006,None,3.0,5.848236400008318,1145.5745782000013,None,1.0,2.1151774999889312,1133.341933100004,None,9.0,6.347713399998611,<function functionImportanceC at 0x00000107806AB510>,<function functionImportanceA at 0x00000107806AB378>,<function functionImportanceB at 0x00000107806AB7B8>,,,10.0,5.848236400008318,7.0,4.631009699995047,0.0,2.1144248000055086,<function functiondiffA at 0x00000107806AB950>,<function functiondiffB at 0x00000107806AB620>,<function functiondiffC at 0x000001078418BE18>,,,,,1099.7991541999945,1152.3414057999908,None,1154.4746614000032,None,1147.691603500003,None,007,001,2022_Jun_14_1248,2leo,2021.2.3,60.00826913608638,
3,10,Plan a restaurant visit with your family on the weekend ,Stimuli/10A1.jpg,Stimuli/10A2.jpg,Stimuli/10A3.jpg,Stimuli/10B1.jpg,Stimuli/10B2.jpg,Stimuli/10B3.jpg,Stimuli/10C1.jpg,Stimuli/10C2.jpg,Stimuli/10C3.jpg,,,,,0,13,13,10,,,,,,,,1157.907744600001,None,1158.907953899994,None,1164.907823799993,None,"[0.304, -0.26]","[-0.378, -0.136]","[0.07, 0.393]","[-0.203, -0.347]","[-0.2, 0.346]","[0.399, -0.003]","[0.066, -0.395]","[-0.377, 0.138]","[0.306, 0.255]",,21.367782560060732,9.018220960060717,2.268875360066886,"[-0.45925925925925926, -0.22592592592592592, 0.046296296296296294]","[0.12685185185185185, 0.3490740740740741, 0.3638888888888889]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[2.2520255999988876, 9.001559000011184, 21.351347700008773]",0.01585576006618794,21.36700936006673,['A3'],['B2'],['C2'],['blue'],['yellow'],['salmon'],1190.6567901999952,None,8.0,4.73049390000233,1190.6567901999952,None,1199.3073125999945,None,8.0,4.765157600006205,1206.7399749000033,None,8.0,13.048645200004103,1195.4399491999939,None,10.0,3.7311891999997897,<function functionImportanceC at 0x00000107806AB048>,<function functionImportanceA at 0x00000107806AB0D0>,<function functionImportanceB at 0x00000107806AB158>,,,-0.0,4.765157600006205,0.0,3.547487399991951,2.0,8.03110390000802,<function functiondiffB at 0x00000107806ABB70>,<function functiondiffA at 0x00000107806AB268>,<function functiondiffC at 0x00000107806ABD08>,,,,,1168.8358758999966,1217.8063833999913,None,1228.6393955999956,None,1225.0895653000043,None,007,001,2022_Jun_14_1248,2leo,2021.2.3,60.00826913608638,
3,4,Plan a game night at your place,Stimuli/4A1.jpg,Stimuli/4A2.jpg,Stimuli/4A3.jpg,Stimuli/4B1.jpg,Stimuli/4B2.jpg,Stimuli/4B3.jpg,Stimuli/4C1.jpg,Stimuli/4C2.jpg,Stimuli/4C3.jpg,,,,,0,14,14,4,,,,,,,,1230.5891312000022,None,1231.5894030999916,None,1237.5894559000008,None,"[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]","[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]","[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]",,15.516759020058089,17.000450820065453,10.717335120061762,"[0.11203703703703703, -0.125, 0.34629629629629627]","[-0.3574074074074074, 0.3527777777777778, -0.21296296296296297]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[10.703078300008201, 15.503254100010963, 16.986497600009898]",0.012967320057214238,16.999301320058294,['A1'],['B3'],['C3'],['salmon'],['blue'],['yellow'],1258.5383747000014,None,10.0,3.3802041999879293,1258.5383747000014,None,1262.9714662999904,None,1.0,4.580762999990839,1272.5548696000042,None,10.0,1.9149184999987483,1267.8716363999993,None,8.0,5.8982913000072585,<function functionImportanceA at 0x0000010780083400>,<function functionImportanceC at 0x0000010780BDB268>,<function functionImportanceB at 0x00000107806ABC80>,,,7.0,4.580762999990839,2.0,4.26473920000717,0.0,3.563920300002792,<function functiondiffB at 0x00000107806ABD90>,<function functiondiffA at 0x00000107806ABEA0>,<function functiondiffC at 0x00000107806AB840>,,,,,1241.0854564000037,1274.4048752999952,None,1282.6379654000048,None,1278.3068107,None,007,001,2022_Jun_14_1248,2leo,2021.2.3,60.00826913608638,
3,13,Plan a romantic date this weekend,Stimuli/13A1.jpg,Stimuli/13A2.jpg,Stimuli/13A3.jpg,Stimuli/13B1.jpg,Stimuli/13B2.jpg,Stimuli/13B3.jpg,Stimuli/13C1.jpg,Stimuli/13C2.jpg,Stimuli/13C3.jpg,,,,,0,15,15,13,,,,,,,,1324.5706438999914,None,1325.5700710999954,None,1331.5700387999968,None,"[-0.2, 0.346]","[-0.203, -0.347]","[0.399, -0.003]","[-0.378, -0.136]","[0.304, -0.26]","[0.07, 0.393]","[-0.377, 0.138]","[0.066, -0.395]","[0.306, 0.255]",,22.827275720002945,17.19246002,7.176427319995128,"[0.27870370370370373, -0.3351851851851852, -0.1712962962962963]","[0.21574074074074073, -0.10555555555555556, -0.29444444444444445]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[7.169837000008556, 17.186269400001038, 22.8205125000095]",0.00551221999921836,22.825094920000993,['A2'],['B1'],['C3'],['yellow'],['blue'],['salmon'],1356.1191431000043,None,3.0,3.4599043000052916,1356.1191431000043,None,1368.102444899996,None,1.0,3.5483509999903617,1363.3025707999914,None,7.0,4.798305499993148,1359.6692971000011,None,9.0,3.597454899994773,<function functionImportanceC at 0x0000010780BDB6A8>,<function functionImportanceB at 0x0000010780BDBEA0>,<function functionImportanceA at 0x00000107800836A8>,,,-0.0,3.5483509999903617,7.0,4.1647678000008455,7.0,5.081136600012542,<function functiondiffB at 0x0000010780BDB8C8>,<function functiondiffC at 0x0000010780BDB510>,<function functiondiffA at 0x0000010780BDB048>,,,,,1332.7824956999975,1371.6190823999932,None,1376.7020936000044,None,1380.0687985999975,None,007,001,2022_Jun_14_1248,2leo,2021.2.3,60.00826913608638,
3,28,Plan a one-week camping trip in Spain,Stimuli/28A1.jpg,Stimuli/28A2.jpg,Stimuli/28A3.jpg,Stimuli/28B1.jpg,Stimuli/28B2.jpg,Stimuli/28B3.jpg,Stimuli/28C1.jpg,Stimuli/28C2.jpg,Stimuli/28C3.jpg,,,,,0,16,16,28,,,,,,,,1383.7517416000046,None,1384.7519771999941,None,1390.7518510999944,None,"[-0.203, -0.347]","[0.399, -0.003]","[-0.2, 0.346]","[0.066, -0.395]","[0.306, 0.255]","[-0.377, 0.138]","[0.304, -0.26]","[0.07, 0.393]","[-0.378, -0.136]",,16.7289664800046,29.37961358000757,35.395593280001776,"[-0.1537037037037037, 0.35648148148148145, 0.10648148148148148]","[-0.28703703703703703, 0.2657407407407407, 0.33055555555555555]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[16.713352100006887, 29.363664999997127, 35.379400200006785]",0.015170280006714165,35.394430780012044,['A1'],['B2'],['C2'],['blue'],['salmon'],['yellow'],1427.7173540999938,None,7.0,5.297370599990245,1427.7173540999938,None,1449.816917499993,None,7.0,3.981620600010501,1433.083903199993,None,9.0,9.531519300013315,1442.6170944000041,None,1.0,7.1653831000003265,<function functionImportanceB at 0x0000010780BDB400>,<function functionImportanceC at 0x0000010780BDBC80>,<function functionImportanceA at 0x0000010780BDB598>,,,1.0,3.981620600010501,8.0,7.0979305999935605,9.0,3.698333400010597,<function functiondiffC at 0x00000107806AB8C8>,<function functiondiffA at 0x0000010780BDB620>,<function functiondiffB at 0x00000107806AB730>,,,,,1391.8527352999954,1465.0329746999923,None,1453.7831731000042,None,1457.9163788000005,None,007,001,2022_Jun_14_1248,2leo,2021.2.3,60.00826913608638,
3,9,Plan a picnic with friends,Stimuli/9A1.jpg,Stimuli/9A2.jpg,Stimuli/9A3.jpg,Stimuli/9B1.jpg,Stimuli/9B2.jpg,Stimuli/9B3.jpg,Stimuli/9C1.jpg,Stimuli/9C2.jpg,Stimuli/9C3.jpg,,,,,0,17,17,9,,,,,,,,1468.2496447000012,None,1469.2498277999985,None,1475.2497846000042,None,"[0.066, -0.395]","[-0.377, 0.138]","[0.306, 0.255]","[0.304, -0.26]","[-0.378, -0.136]","[0.07, 0.393]","[-0.203, -0.347]","[-0.2, 0.346]","[0.399, -0.003]",,10.129941660095938,25.02980616010609,18.146962960105157,"[0.020370370370370372, -0.18796296296296297, 0.3175925925925926]","[-0.3768518518518518, -0.30925925925925923, -0.2601851851851852]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[10.116824600001564, 18.133207099992433, 25.016366700001527]",0.012659160100156441,25.02890406010556,['A1'],['B1'],['C1'],['yellow'],['salmon'],['blue'],1506.0986724999966,None,3.0,5.679929999998421,1506.0986724999966,None,1529.7481551999954,None,7.0,4.314946400001645,1513.1319612999941,None,3.0,10.080741800004034,1523.4146276999963,None,4.0,6.298572699990473,<function functionImportanceB at 0x0000010780BDB950>,<function functionImportanceC at 0x00000107806AB6A8>,<function functionImportanceA at 0x0000010780BDB2F0>,,,8.0,4.314946400001645,1.0,7.6641299000039,6.0,4.846860799996648,<function functiondiffB at 0x0000010780BDB730>,<function functiondiffC at 0x0000010780BDBD08>,<function functiondiffA at 0x00000107806ABBF8>,,,,,1480.616304199997,1532.9332498000003,None,1537.8813463999977,None,1542.1813027000026,None,007,001,2022_Jun_14_1248,2leo,2021.2.3,60.00826913608638,
3,18,Plan your Saturday night ,Stimuli/18A1.jpg,Stimuli/18A2.jpg,Stimuli/18A3.jpg,Stimuli/18B1.jpg,Stimuli/18B2.jpg,Stimuli/18B3.jpg,Stimuli/18C1.jpg,Stimuli/18C2.jpg,Stimuli/18C3.jpg,,,,,0,18,18,18,,,,,,,,1548.8973876999953,None,1549.8976785999985,None,1555.8974434999982,None,"[-0.378, -0.136]","[0.304, -0.26]","[0.07, 0.393]","[-0.377, 0.138]","[0.066, -0.395]","[0.306, 0.255]","[-0.2, 0.346]","[-0.203, -0.347]","[0.399, -0.003]",,4.541415860003326,10.64144225999189,15.307933160001994,"[0.28055555555555556, -0.31666666666666665, -0.14814814814814814]","[-0.22962962962962963, 0.10740740740740741, 0.37037037037037035]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[4.527909700002056, 10.62773950000701, 15.294005300005665]",0.012974259996553883,15.30685005999112,['A2'],['B1'],['C1'],['blue'],['yellow'],['salmon'],1572.8134965999925,None,8.0,2.730255100002978,1572.8134965999925,None,1575.646955499993,None,7.0,8.180821199988713,1586.0967022999976,None,9.0,3.1319613000086974,1583.8632122999988,None,0.0,2.265223300011712,<function functionImportanceA at 0x00000107806ABA60>,<function functionImportanceC at 0x0000010781222048>,<function functionImportanceB at 0x00000107806AB9D8>,,,0.0,8.180821199988713,4.0,3.3813452000031248,0.0,2.4811315999977523,<function functiondiffC at 0x0000010781222950>,<function functiondiffA at 0x0000010780BDBD90>,<function functiondiffB at 0x0000010780BDBBF8>,,,,,1557.0360302000045,1596.7130393999978,None,1589.213445699992,None,1593.3298198999983,None,007,001,2022_Jun_14_1248,2leo,2021.2.3,60.00826913608638,
3,2,Plan which ingredients you want to use for cooking dinner today,Stimuli/2A1.jpg,Stimuli/2A2.jpg,Stimuli/2A3.jpg,Stimuli/2B1.jpg,Stimuli/2B2.jpg,Stimuli/2B3.jpg,Stimuli/2C1.jpg,Stimuli/2C2.jpg,Stimuli/2C3.jpg,,,,,0,19,19,2,,,,,,,,1598.7294265999953,None,1599.7295309000037,None,1605.7294418999954,None,"[0.066, -0.395]","[0.306, 0.255]","[-0.377, 0.138]","[-0.203, -0.347]","[0.399, -0.003]","[-0.2, 0.346]","[0.304, -0.26]","[0.07, 0.393]","[-0.378, -0.136]",,34.68997126010072,38.14049806010735,28.77395046010497,"[-0.3509259259259259, -0.36018518518518516, -0.2175925925925926]","[-0.06759259259259259, 0.07685185185185185, 0.29074074074074074]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[28.75963010000123, 34.67613770000753, 38.12644510000246]",0.013144160096999258,38.13919276010711,['A3'],['B3'],['C3'],['blue'],['salmon'],['yellow'],1650.361357200003,None,7.0,3.796979000006104,1650.361357200003,None,1665.7110901999986,None,4.0,6.2483904999971855,1657.478194700001,None,7.0,10.397682599999825,1671.5109783999942,None,10.0,3.315089600000647,<function functionImportanceB at 0x00000107812222F0>,<function functionImportanceA at 0x00000107812226A8>,<function functionImportanceC at 0x00000107812228C8>,,,0.0,6.2483904999971855,2.0,3.0644925000087824,4.0,7.181041699994239,<function functiondiffB at 0x0000010780BDBF28>,<function functiondiffA at 0x00000107806ABE18>,<function functiondiffC at 0x0000010780BDB840>,,,,,1611.7680792000028,1675.0109246999928,None,1684.660617200003,None,1681.7274422000046,None,007,001,2022_Jun_14_1248,2leo,2021.2.3,60.00826913608638,
3,37,Plan your cleaning routine ,Stimuli/37A1.jpg,Stimuli/37A2.jpg,Stimuli/37A3.jpg,Stimuli/37B1.jpg,Stimuli/37B2.jpg,Stimuli/37B3.jpg,Stimuli/37C1.jpg,Stimuli/37C2.jpg,Stimuli/37C3.jpg,,,,,0,20,20,37,,,,,,,,1685.8105057999928,None,1686.8107639999944,None,1692.8105192999938,None,"[-0.203, -0.347]","[0.399, -0.003]","[-0.2, 0.346]","[0.304, -0.26]","[0.07, 0.393]","[-0.378, -0.136]","[0.066, -0.395]","[0.306, 0.255]","[-0.377, 0.138]",,5.043247360008536,9.14339726002072,15.09361516001809,"[0.38425925925925924, -0.31666666666666665, 0.2935185185185185]","[0.041666666666666664, -0.14444444444444443, 0.3138888888888889]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[5.036906699999236, 9.136732400002074, 15.086760699996375]",0.0056734600075287744,15.092376260014134,['A2'],['B3'],['C2'],['yellow'],['blue'],['salmon'],1709.5264641999966,None,9.0,3.4635373999917647,1709.5264641999966,None,1726.9428771999956,None,10.0,2.7152396999881603,1713.1433745999966,None,6.0,7.614389199996367,1720.6929602000018,None,6.0,6.19857750000665,<function functionImportanceB at 0x0000010781222378>,<function functionImportanceC at 0x0000010781222620>,<function functionImportanceA at 0x0000010781222268>,,,3.0,2.7152396999881603,0.0,2.181489499998861,6.0,4.081586400003289,<function functiondiffC at 0x0000010781222488>,<function functiondiffA at 0x0000010781222D90>,<function functiondiffB at 0x0000010781222598>,,,,,1693.9556360999995,1736.125977299991,None,1729.6093072999938,None,1733.9258564000047,None,007,001,2022_Jun_14_1248,2leo,2021.2.3,60.00826913608638,
3,35,Plan how you want to do your grocery shopping ,Stimuli/35A1.jpg,Stimuli/35A2.jpg,Stimuli/35A3.jpg,Stimuli/35B1.jpg,Stimuli/35B2.jpg,Stimuli/35B3.jpg,Stimuli/35C1.jpg,Stimuli/35C2.jpg,Stimuli/35C3.jpg,,,,,0,21,21,35,,,,,,,,1739.725794500002,None,1740.7258463000035,None,1746.7258691000025,None,"[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]","[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]","[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]",,16.169465180006227,32.40251718000218,7.92012517999683,"[0.29814814814814816, 0.11666666666666667, -0.18518518518518517]","[-0.2351851851851852, -0.3453703703703704, 0.31203703703703706]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[7.916468800001894, 16.166325900005177, 32.399212400006945]",0.00255888000538107,32.401731980004115,['A3'],['B1'],['C3'],['blue'],['yellow'],['salmon'],1780.8079109999962,None,2.0,6.963375100007397,1780.8079109999962,None,1787.8576993000024,None,9.0,5.997850899992045,1797.6078489999927,None,10.0,2.548626100004185,1793.8411554999911,None,1.0,3.665113499999279,<function functionImportanceA at 0x0000010780BDB158>,<function functionImportanceC at 0x0000010780BDB9D8>,<function functionImportanceB at 0x0000010780BDBE18>,,,0.0,5.997850899992045,2.0,3.814402100004372,10.0,2.4984948999917833,<function functiondiffA at 0x00000107812221E0>,<function functiondiffC at 0x0000010781222AE8>,<function functiondiffB at 0x00000107812227B8>,,,,,1747.9251009,1806.2908522999933,None,1803.907520199995,None,1800.074330000003,None,007,001,2022_Jun_14_1248,2leo,2021.2.3,60.00826913608638,
3,29,Plan a day in the mountains ,Stimuli/29A1.jpg,Stimuli/29A2.jpg,Stimuli/29A3.jpg,Stimuli/29B1.jpg,Stimuli/29B2.jpg,Stimuli/29B3.jpg,Stimuli/29C1.jpg,Stimuli/29C2.jpg,Stimuli/29C3.jpg,,,,,0,22,22,29,,,,,,,,1808.290516299996,None,1809.2907321999955,None,1815.2905973000015,None,"[0.066, -0.395]","[0.306, 0.255]","[-0.377, 0.138]","[0.304, -0.26]","[0.07, 0.393]","[-0.378, -0.136]","[-0.203, -0.347]","[0.399, -0.003]","[-0.2, 0.346]",,4.6993532400083495,9.432517440000083,20.282645140003297,"[0.25833333333333336, 0.2722222222222222, -0.21296296296296297]","[0.21481481481481482, -0.2675925925925926, -0.38796296296296295]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[4.689994400003343, 9.423012600003858, 20.272849999993923]",0.008836439999868162,20.28148243999749,['A2'],['B1'],['C1'],['yellow'],['salmon'],['blue'],1837.2231461999909,None,10.0,3.1965416000020923,1837.2231461999909,None,1850.9562082000048,None,10.0,1.9317627999989782,1847.1729654999945,None,4.0,3.6986736000108067,1840.4900396000012,None,8.0,6.681100100002368,<function functionImportanceC at 0x00000107812220D0>,<function functionImportanceB at 0x0000010780BDB7B8>,<function functionImportanceA at 0x0000010780BDB378>,,,8.0,1.9317627999989782,0.0,2.0479883999942103,1.0,4.397634299995843,<function functiondiffC at 0x000001078177D8C8>,<function functiondiffA at 0x0000010781222A60>,<function functiondiffB at 0x0000010781222158>,,,,,1816.4648962999927,1859.4228686999995,None,1852.8229896999983,None,1857.3729701999982,None,007,001,2022_Jun_14_1248,2leo,2021.2.3,60.00826913608638,
