Condition,N_Scenario,written_scenario,ImageA1,ImageA2,ImageA3,ImageB1,ImageB2,ImageB3,ImageC1,ImageC2,ImageC3,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,button_2.started,button_2.stopped,button_2.numClicks,button_2.timesOn,button_2.timesOff,text.started,text.stopped,fixationcross1_started,fixationcross1_stopped,Scenario_started,Scenario_stopped,fixationcross2_started,fixationcross2_stopped,A1pos,A2pos,A3pos,B1pos,B2pos,B3pos,C1pos,C2pos,C3pos,﻿Imagesdecision_started,decisiontimeA,decisiontimeB,decisiontimeC,mouse_x,mouse_y,mouse_leftButton,mouse_midButton,mouse_rightButton,mouse_time,mouse_started,mouse_stopped,clicked_optionA,clicked_optionB,clicked_optionC,colour_category_A,colour_category_B,colour_category_C,question_confidence_started,question_confidence_stopped,slider_confidence_response,slider_confidence_rt,slider_confidence_started,slider_confidence_stopped,question_valueA_started,question_valueA_stopped,slider_valueA_response,slider_valueA_rt,question_valueC_started,question_valueC_stopped,slider_valueC_response,slider_valueC_rt,question_valueB_started,question_valueB_stopped,slider_valueB_response,slider_valueB_rt,Importance_First,Importance_Second,Importance_Third,question_diff_started,question_diff_stopped,slider_diffB_response,slider_diffB_rt,slider_diffA_response,slider_diffA_rt,slider_diffC_response,slider_diffC_rt,diff_First,diff_Second,diff_Third,button_3_started,button_3_stopped,text_2_started,text_2_stopped,Imagesdecision_started,question_diffA_started,question_diffA_stopped,question_diffC_started,question_diffC_stopped,question_diffB_started,question_diffB_stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,9,Plan a picnic with friends,Stimuli/9A1.jpg,Stimuli/9A2.jpg,Stimuli/9A3.jpg,Stimuli/9B1.jpg,Stimuli/9B2.jpg,Stimuli/9B3.jpg,Stimuli/9C1.jpg,Stimuli/9C2.jpg,Stimuli/9C3.jpg,,,,,0,23,23,9,,,,,,,,1495.8489483999983,None,1496.8491429999995,None,1502.8493219999982,None,"[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]","[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]","[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]",,15.572015300011117,18.288718600011634,16.539487100009865,"[-0.287962962962963, -0.3055555555555556, 0.39444444444444443]","[0.14444444444444443, -0.05092592592592592, 0.000925925925925926]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[15.563773000001675, 16.530668700001115, 18.28025610000259]",0.00770990001183236,18.287900700008322,['A2'],['B1'],['C2'],['yellow'],['salmon'],['blue'],1526.9483263999973,None,8.0,1.597000099998695,1526.9483263999973,None,1534.2495894999993,None,2.0,3.8981043999992835,1530.0651918999974,None,9.0,4.131296499999735,1537.9649711999991,None,10.0,4.348694899999828,<function functionImportanceC at 0x0000014900FCA8C8>,<function functionImportanceA at 0x0000014900FCAB70>,<function functionImportanceB at 0x0000014900FCAEA0>,,,2.0,3.631528600002639,6.0,3.5306005000020377,3.0,3.8981043999992835,<function functiondiffB at 0x0000014900FCA620>,<function functiondiffC at 0x00000149014C71E0>,<function functiondiffA at 0x0000014900FCAA60>,,,,,1508.2026374999987,1551.0312123000003,None,1545.1315147999994,None,1541.4001155999977,None,005,001,2022_Jun_13_1643,2leo,2021.2.3,60.00294014331605,
3,15,Plan your own Pasta for lunch,Stimuli/15A1.jpg,Stimuli/15A2.jpg,Stimuli/15A3.jpg,Stimuli/15B1.jpg,Stimuli/15B2.jpg,Stimuli/15B3.jpg,Stimuli/15C1.jpg,Stimuli/15C2.jpg,Stimuli/15C3.jpg,,,,,0,24,24,15,,,,,,,,1553.6143268999986,None,1554.6146289999997,None,1560.6143194999968,None,"[0.066, -0.395]","[-0.377, 0.138]","[0.306, 0.255]","[0.304, -0.26]","[-0.378, -0.136]","[0.07, 0.393]","[-0.203, -0.347]","[-0.2, 0.346]","[0.399, -0.003]",,3.98118329999852,11.281493299997237,9.881540299997141,"[0.023148148148148147, 0.3490740740740741, -0.31574074074074077]","[-0.39166666666666666, 0.044444444444444446, -0.07314814814814814]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[3.9688526000027196, 9.868519600000582, 11.268808299999364]",0.011909699998795986,11.280427300000156,['A1'],['B2'],['C3'],['salmon'],['yellow'],['blue'],1574.2970915999977,None,10.0,2.646476599999005,1574.2970915999977,None,1583.513681499997,None,10.0,2.115161599998828,1580.5971701999988,None,10.0,3.5316249999996217,1577.030450299997,None,9.0,2.8146704000027967,<function functionImportanceB at 0x00000149014C72F0>,<function functionImportanceC at 0x00000149014C7840>,<function functionImportanceA at 0x0000014900FCAAE8>,,,0.0,2.2145268999993277,2.0,3.0650271999984398,1.0,2.115161599998828,<function functiondiffC at 0x0000014900670840>,<function functiondiffA at 0x0000014900FCA488>,<function functiondiffB at 0x0000014900670E18>,,,,,1562.5572305999995,1593.6134151999977,None,1585.648873299997,None,1596.6966302999972,None,005,001,2022_Jun_13_1643,2leo,2021.2.3,60.00294014331605,
3,36,Plan your shopping for new clothing,Stimuli/36A1.jpg,Stimuli/36A2.jpg,Stimuli/36A3.jpg,Stimuli/36B1.jpg,Stimuli/36B2.jpg,Stimuli/36B3.jpg,Stimuli/36C1.jpg,Stimuli/36C2.jpg,Stimuli/36C3.jpg,,,,,0,25,25,36,,,,,,,,1598.429783399999,None,1599.429934599997,None,1605.4299644999992,None,"[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]","[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]","[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]",,16.089629949998198,23.573362349998206,26.339920249996794,"[-0.11574074074074074, 0.33425925925925926, 0.09259259259259259]","[0.32685185185185184, -0.2722222222222222, -0.30648148148148147]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[16.08538849999968, 23.56868949999989, 26.33494140000039]",0.003836849999061087,26.33859974999723,['A1'],['B3'],['C3'],['salmon'],['blue'],['yellow'],1633.3621575999969,None,6.0,3.013518700001441,1633.3621575999969,None,1642.4288785999997,None,0.0,1.8486441999993986,1636.462346999997,None,10.0,3.2647116000007372,1639.7122008999977,None,6.0,2.6816895000010845,<function functionImportanceC at 0x00000149014C7488>,<function functionImportanceB at 0x00000149014C7620>,<function functionImportanceA at 0x00000149014C7598>,,,3.0,3.864709199999197,4.0,2.381111400001828,1.0,1.8486441999993986,<function functiondiffC at 0x00000149014C7950>,<function functiondiffA at 0x00000149014C7D90>,<function functiondiffB at 0x00000149014C7BF8>,,,,,1606.5419247999998,1647.5788708999971,None,1644.2454410999999,None,1649.9787044999975,None,005,001,2022_Jun_13_1643,2leo,2021.2.3,60.00294014331605,
3,23,Plan a city trip,Stimuli/23A1.jpg,Stimuli/23A2.jpg,Stimuli/23A3.jpg,Stimuli/23B1.jpg,Stimuli/23B2.jpg,Stimuli/23B3.jpg,Stimuli/23C1.jpg,Stimuli/23C2.jpg,Stimuli/23C3.jpg,,,,,0,26,26,23,,,,,,,,1653.3616705999993,None,1654.3617185000003,None,1660.361798599999,None,"[-0.377, 0.138]","[0.066, -0.395]","[0.306, 0.255]","[-0.2, 0.346]","[-0.203, -0.347]","[0.399, -0.003]","[-0.378, -0.136]","[0.304, -0.26]","[0.07, 0.393]",,30.91635834999761,12.98358664999978,25.166695649997564,"[-0.2361111111111111, 0.2574074074074074, 0.1]","[-0.26944444444444443, -0.22407407407407406, -0.3296296296296296]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[12.973665299999993, 25.156526399998256, 30.90675629999896]",0.009112249997997424,30.91566634999981,['A2'],['B2'],['C2'],['yellow'],['blue'],['salmon'],1692.8940498999982,None,8.0,2.08031199999823,1692.8940498999982,None,1699.4608128,None,4.0,2.6153509999967355,1702.1437841999978,None,1.0,3.7828794000015478,1695.044219899999,None,10.0,4.414431699999113,<function functionImportanceB at 0x00000149014C7730>,<function functionImportanceA at 0x00000149014C7158>,<function functionImportanceC at 0x00000149014C7EA0>,,,9.0,2.7805370000023686,6.0,6.56457170000067,0.0,2.6153509999967355,<function functiondiffB at 0x00000149014C7A60>,<function functiondiffC at 0x00000149014C7B70>,<function functiondiffA at 0x00000149014C76A8>,,,,,1661.5021573999984,1711.5268483,None,1708.6771853999999,None,1705.8772142999987,None,005,001,2022_Jun_13_1643,2leo,2021.2.3,60.00294014331605,
3,40,Plan to see a sports event ,Stimuli/40A1.jpg,Stimuli/40A2.jpg,Stimuli/40A3.jpg,Stimuli/40B1.jpg,Stimuli/40B2.jpg,Stimuli/40B3.jpg,Stimuli/40C1.jpg,Stimuli/40C2.jpg,Stimuli/40C3.jpg,,,,,0,27,27,40,,,,,,,,1717.610012899997,None,1718.6100686999998,None,1724.6100976999987,None,"[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]","[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]","[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]",,25.050927500000398,19.28458899999896,13.818401399999857,"[-0.3398148148148148, -0.2851851851851852, -0.29074074074074074, -0.19537037037037036]","[0.09259259259259259, -0.13703703703703704, -0.13703703703703704, -0.39537037037037037]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[13.815359600001102, 18.665188800001488, 19.28180870000142, 25.04824799999915]",0.002088900000671856,25.050158800000645,['A3'],['B1'],['C1'],['blue'],['yellow'],['salmon'],1751.4424032999996,None,10.0,2.063794699999562,1751.4424032999996,None,1759.5924983999976,None,10.0,1.7320256999992125,1753.576090399998,None,-0.0,2.980798499997036,1756.709077399999,None,10.0,2.982197700002871,<function functionImportanceC at 0x00000149019DC0D0>,<function functionImportanceB at 0x00000149014C7F28>,<function functionImportanceA at 0x0000014900FCA268>,,,3.0,4.697362400002021,0.0,3.5310706999989634,8.0,1.7320256999992125,<function functiondiffB at 0x00000149014C7E18>,<function functiondiffC at 0x00000149014C77B8>,<function functiondiffA at 0x00000149014C7C80>,,,,,1725.911118099997,1769.492294599997,None,1766.008930099997,None,1761.3257687999976,None,005,001,2022_Jun_13_1643,2leo,2021.2.3,60.00294014331605,
3,2,Plan which ingredients you want to use for cooking dinner today,Stimuli/2A1.jpg,Stimuli/2A2.jpg,Stimuli/2A3.jpg,Stimuli/2B1.jpg,Stimuli/2B2.jpg,Stimuli/2B3.jpg,Stimuli/2C1.jpg,Stimuli/2C2.jpg,Stimuli/2C3.jpg,,,,,0,28,28,2,,,,,,,,1772.5419113999997,None,1773.5421481999983,None,1779.5421496999988,None,"[-0.203, -0.347]","[-0.2, 0.346]","[0.399, -0.003]","[0.304, -0.26]","[-0.378, -0.136]","[0.07, 0.393]","[0.066, -0.395]","[-0.377, 0.138]","[0.306, 0.255]",,15.215761250012292,20.332539850012836,5.049518450014148,"[-0.36666666666666664, 0.34814814814814815, -0.014814814814814815]","[0.20092592592592592, 0.0712962962962963, 0.3277777777777778]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[5.040583800000604, 15.207323300001008, 20.323841299999913]",0.007835750013327925,20.331413850013632,['A3'],['B3'],['C2'],['blue'],['yellow'],['salmon'],1806.374502499999,None,10.0,1.5976258999980928,1806.374502499999,None,1821.2076080999977,None,9.0,2.9650092999982007,1818.1575914999994,None,10.0,2.5483999000025506,1811.3075159999971,None,10.0,9.4631238999973,<function functionImportanceB at 0x00000149019DC048>,<function functionImportanceC at 0x00000149019DC400>,<function functionImportanceA at 0x0000014900BEB598>,,,8.0,5.080621900000551,0.0,3.1978100999986054,0.0,2.9650092999982007,<function functiondiffB at 0x00000149014C7378>,<function functiondiffA at 0x00000149014C7400>,<function functiondiffC at 0x00000149019DC9D8>,,,,,1785.5867241999986,1828.4407885,None,1831.5239828999984,None,1823.8908988000003,None,005,001,2022_Jun_13_1643,2leo,2021.2.3,60.00294014331605,
3,8,Plan the interior of your living-room ,Stimuli/8A1.jpg,Stimuli/8A2.jpg,Stimuli/8A3.jpg,Stimuli/8B1.jpg,Stimuli/8B2.jpg,Stimuli/8B3.jpg,Stimuli/8C1.jpg,Stimuli/8C2.jpg,Stimuli/8C3.jpg,,,,,0,29,29,8,,,,,,,,1833.9569555999988,None,1834.9570749999984,None,1840.9571590999985,None,"[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]","[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]","[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]",,8.022813850002422,13.739502950003953,8.872973450004793,"[-0.36018518518518516, 0.33055555555555555, 0.32037037037037036]","[-0.16018518518518518, 0.17592592592592593, 0.025925925925925925]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[8.008528900001693, 8.858086399999593, 13.724848600002588]",0.013874150001356611,13.738404750001791,['A1'],['B2'],['C2'],['yellow'],['salmon'],['blue'],1860.0396327999988,None,10.0,1.213690399999905,1860.0396327999988,None,1869.8562410999984,None,10.0,2.5651030000008177,1867.1229534999984,None,10.0,4.648326300000917,1863.223137099998,None,6.0,3.8146983000006003,<function functionImportanceB at 0x00000149019DC950>,<function functionImportanceC at 0x00000149019DC378>,<function functionImportanceA at 0x00000149019DC510>,,,-0.0,4.697740600000543,3.0,3.4814659000003303,-0.0,2.5651030000008177,<function functiondiffA at 0x00000149019DC6A8>,<function functiondiffC at 0x00000149019DC488>,<function functiondiffB at 0x00000149019DC2F0>,,,,,1845.848129799997,1872.3729521999994,None,1876.439415599998,None,1880.9726082999987,None,005,001,2022_Jun_13_1643,2leo,2021.2.3,60.00294014331605,
3,7,Plan your Sunday breakfast ,Stimuli/7A1.jpg,Stimuli/7A2.jpg,Stimuli/7A3.jpg,Stimuli/7B1.jpg,Stimuli/7B2.jpg,Stimuli/7B3.jpg,Stimuli/7C1.jpg,Stimuli/7C2.jpg,Stimuli/7C3.jpg,,,,,0,30,30,7,,,,,,,,1890.3557330999975,None,1891.355743199998,None,1897.3556007999978,None,"[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]","[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]","[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]",,15.664988700009417,20.481750000009924,22.99861700000838,"[0.05648148148148148, -0.15555555555555556, -0.35555555555555557]","[0.3509259259259259, 0.30833333333333335, 0.10555555555555556]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[15.656920699999318, 20.473513699998875, 22.990080800002033]",0.007512000011047348,22.997580700008257,['A2'],['B1'],['C1'],['salmon'],['yellow'],['blue'],1926.8379118999983,None,8.0,2.214071900001727,1926.8379118999983,None,1930.8712766999997,None,10.0,4.497639199998957,1941.0877123999999,None,2.0,3.09860000000117,1935.5708597999983,None,10.0,6.148276399999304,<function functionImportanceA at 0x0000014900FCAC80>,<function functionImportanceB at 0x00000149014C7D08>,<function functionImportanceC at 0x00000149019DCAE8>,,,10.0,2.047691499999928,-0.0,3.4313203999990947,1.0,4.497639199998957,<function functiondiffA at 0x00000149019DC1E0>,<function functiondiffB at 0x00000149019DC8C8>,<function functiondiffC at 0x00000149019DCD08>,,,,,1903.3842908999977,1943.404232099998,None,1948.754117299999,None,1947.0042665,None,005,001,2022_Jun_13_1643,2leo,2021.2.3,60.00294014331605,
3,12,Plan the ingredients to mix yourself a cocktail,Stimuli/12A1.jpg,Stimuli/12A2.jpg,Stimuli/12A3.jpg,Stimuli/12B1.jpg,Stimuli/12B2.jpg,Stimuli/12B3.jpg,Stimuli/12C1.jpg,Stimuli/12C2.jpg,Stimuli/12C3.jpg,,,,,0,31,31,12,,,,,,,,1951.1204940999996,None,1952.1208885999986,None,1958.1205841999981,None,"[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]","[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]","[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]",,13.195849550000275,12.679248749998806,18.096089949998714,"[-0.44537037037037036, -0.1361111111111111, -0.4444444444444444]","[-0.08425925925925926, 0.36574074074074076, 0.1388888888888889]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[12.662965199997416, 13.179875099998753, 18.07951089999915]",0.015488949997234158,18.09496644999672,['A1'],['B1'],['C1'],['blue'],['yellow'],['salmon'],1977.853289499999,None,3.0,2.1134996000000683,1977.853289499999,None,1980.1032788999983,None,8.0,3.9994745000003604,1986.4029168999987,None,9.0,1.832134500000393,1984.1061044999988,None,6.0,2.315058100000897,<function functionImportanceA at 0x0000014900BEB2F0>,<function functionImportanceB at 0x00000149019DCEA0>,<function functionImportanceC at 0x0000014901D85730>,,,6.0,6.198198999998567,8.0,2.6145486000023084,2.0,3.9994745000003604,<function functiondiffC at 0x00000149019DC620>,<function functiondiffA at 0x00000149019DC268>,<function functiondiffB at 0x00000149019DCD90>,,,,,1959.2890026999994,1992.2029885999982,None,1988.2032543999994,None,1994.8361777999999,None,005,001,2022_Jun_13_1643,2leo,2021.2.3,60.00294014331605,
3,44,Plan a party at your place,Stimuli/44A1.jpg,Stimuli/44A2.jpg,Stimuli/44A3.jpg,Stimuli/44B1.jpg,Stimuli/44B2.jpg,Stimuli/44B3.jpg,Stimuli/44C1.jpg,Stimuli/44C2.jpg,Stimuli/44C3.jpg,,,,,0,32,32,44,,,,,,,,2000.5525296999986,None,2001.5525940999978,None,2007.5525574999992,None,"[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]","[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]","[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]",,16.009728599998198,11.176879899998312,20.87684889999946,"[-0.15, -0.30092592592592593, 0.19814814814814816, 0.19722222222222222, 0.30648148148148147]","[0.2814814814814815, -0.10462962962962963, 0.18888888888888888, 0.18888888888888888, 0.20555555555555555]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[11.162119399999938, 15.995294399999693, 20.045157799999288, 20.26193399999829, 20.862007100000483]",0.013911899997765431,20.875604900000326,['A2'],['B2'],['C1'],['blue'],['yellow'],['salmon'],2030.0185752999969,None,6.0,2.863875299997744,2030.0185752999969,None,2032.9350653000001,None,10.0,4.297503100002359,2037.2685122000003,None,10.0,2.582112000000052,2039.868489499997,None,8.0,2.114983100000245,<function functionImportanceA at 0x0000014900BEBC80>,<function functionImportanceC at 0x0000014901D850D0>,<function functionImportanceB at 0x0000014901D851E0>,,,8.0,3.0645858999996562,3.0,3.2315500999975484,3.0,4.297503100002359,<function functiondiffC at 0x0000014901D85400>,<function functiondiffB at 0x00000149019DC840>,<function functiondiffA at 0x00000149019DC7B8>,,,,,2008.6720711999988,2048.2016774000003,None,2041.9683358999973,None,2045.1182464999983,None,005,001,2022_Jun_13_1643,2leo,2021.2.3,60.00294014331605,
3,10,Plan a restaurant visit with your family on the weekend ,Stimuli/10A1.jpg,Stimuli/10A2.jpg,Stimuli/10A3.jpg,Stimuli/10B1.jpg,Stimuli/10B2.jpg,Stimuli/10B3.jpg,Stimuli/10C1.jpg,Stimuli/10C2.jpg,Stimuli/10C3.jpg,,,,,0,33,33,10,,,,,,,,2050.9510179999997,None,2051.951328199997,None,2057.9518003999983,None,"[0.066, -0.395]","[-0.377, 0.138]","[0.306, 0.255]","[0.304, -0.26]","[-0.378, -0.136]","[0.07, 0.393]","[-0.203, -0.347]","[-0.2, 0.346]","[0.399, -0.003]",,19.41842135000479,9.550491650006734,3.1511285500055237,"[-0.18425925925925926, 0.31666666666666665, 0.07314814814814814]","[0.34629629629629627, -0.17314814814814813, -0.3314814814814815]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[3.1353987000002235, 9.535204499999963, 19.402948999999353]",0.014615950007282663,19.416546450007445,['A1'],['B1'],['C2'],['yellow'],['salmon'],['blue'],2081.7504444999977,None,3.0,2.329525500001182,2081.7504444999977,None,2084.250565099999,None,2.0,4.93112789999941,2089.083884099997,None,10.0,2.1150739999975485,2093.9337830999975,None,7.0,7.73165119999976,<function functionImportanceA at 0x0000014901D85620>,<function functionImportanceC at 0x0000014901D85AE8>,<function functionImportanceB at 0x0000014901D85A60>,,,9.0,4.631080200000724,6.0,5.51425929999823,0.0,4.93112789999941,<function functiondiffC at 0x0000014901D85D08>,<function functiondiffB at 0x0000014901D85158>,<function functiondiffA at 0x0000014901D85268>,,,,,2061.8647863999977,2106.300054299998,None,2098.950297399999,None,2102.4001666000004,None,005,001,2022_Jun_13_1643,2leo,2021.2.3,60.00294014331605,
3,3,Plan a movie night with a friend,Stimuli/3A1.jpg,Stimuli/3A2.jpg,Stimuli/3A3.jpg,Stimuli/3B1.jpg,Stimuli/3B2.jpg,Stimuli/3B3.jpg,Stimuli/3C1.jpg,Stimuli/3C2.jpg,Stimuli/3C3.jpg,,,,,0,34,34,3,,,,,,,,2111.3160519999983,None,2112.3164915999987,None,2118.3164674,None,"[0.304, -0.26]","[0.07, 0.393]","[-0.378, -0.136]","[0.066, -0.395]","[0.306, 0.255]","[-0.377, 0.138]","[-0.203, -0.347]","[0.399, -0.003]","[-0.2, 0.346]",,13.433127250005782,21.216999750005925,24.41702945000361,"[0.30648148148148147, -0.3037037037037037, -0.1037037037037037]","[-0.3287037037037037, 0.1398148148148148, 0.25833333333333336]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[13.419892300000356, 21.20331200000146, 24.036654999999882]",0.012815450005291495,24.415797150002618,['A1'],['B3'],['C3'],['salmon'],['yellow'],['blue'],2146.765225799998,None,10.0,1.9133417999983067,2146.765225799998,None,2148.748991799999,None,7.0,2.747394299996813,2153.2327721999973,None,9.0,4.014937400002964,2156.3820527999997,None,10.0,3.198924700001953,<function functionImportanceA at 0x00000149019DCA60>,<function functionImportanceC at 0x0000014901D85B70>,<function functionImportanceB at 0x0000014901D85950>,,,0.0,3.597336999999243,8.0,2.748552600001858,-0.0,2.747394299996813,<function functiondiffB at 0x00000149019DC598>,<function functiondiffA at 0x0000014901D85D90>,<function functiondiffC at 0x00000149019DC158>,,,,,2121.894087599998,2162.348427099998,None,2165.4483492,None,2159.098720599999,None,005,001,2022_Jun_13_1643,2leo,2021.2.3,60.00294014331605,
3,22,Plan a beach day with your friends,Stimuli/22A1.jpg,Stimuli/22A2.jpg,Stimuli/22A3.jpg,Stimuli/22B1.jpg,Stimuli/22B2.jpg,Stimuli/22B3.jpg,Stimuli/22C1.jpg,Stimuli/22C2.jpg,Stimuli/22C3.jpg,,,,,0,35,35,22,,,,,,,,2166.9979281999986,None,2167.9981709999993,None,2173.998410199998,None,"[0.306, 0.255]","[0.066, -0.395]","[-0.377, 0.138]","[0.399, -0.003]","[-0.203, -0.347]","[-0.2, 0.346]","[0.07, 0.393]","[0.304, -0.26]","[-0.378, -0.136]",,16.14509900000121,4.095529900001566,11.178826499999559,"[0.3685185185185185, 0.041666666666666664, -0.337037037037037]","[0.021296296296296296, 0.3111111111111111, 0.07685185185185185]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[4.08809150000161, 11.171142000002874, 16.137698100003036]",0.006748299998434959,16.144340800001373,['A3'],['B1'],['C1'],['blue'],['yellow'],['salmon'],2191.7808705999996,None,10.0,1.3470287999989523,2191.7808705999996,None,2195.6977608999987,None,-0.0,1.8983116999988852,2193.2642911000003,None,-0.0,2.481071800000791,2197.6643495999997,None,10.0,2.2153532999982417,<function functionImportanceC at 0x00000149014C7AE8>,<function functionImportanceA at 0x0000014900FCA7B8>,<function functionImportanceB at 0x00000149014C7510>,,,3.0,3.9477868000030867,-0.0,2.981306099998619,7.0,1.8983116999988852,<function functiondiffA at 0x0000014901D85BF8>,<function functiondiffC at 0x0000014901D85F28>,<function functiondiffB at 0x0000014901D85C80>,,,,,2175.158667599997,2199.8142163999983,None,2202.8141791999988,None,2204.6474106999995,None,005,001,2022_Jun_13_1643,2leo,2021.2.3,60.00294014331605,
3,43,Plan your dream house,Stimuli/43A1.jpg,Stimuli/43A2.jpg,Stimuli/43A3.jpg,Stimuli/43B1.jpg,Stimuli/43B2.jpg,Stimuli/43B3.jpg,Stimuli/43C1.jpg,Stimuli/43C2.jpg,Stimuli/43C3.jpg,,,,,0,36,36,43,,,,,,,,2208.1135289999984,None,2209.1139613999985,None,2215.1138124999998,None,"[0.399, -0.003]","[-0.203, -0.347]","[-0.2, 0.346]","[0.306, 0.255]","[0.066, -0.395]","[-0.377, 0.138]","[0.07, 0.393]","[0.304, -0.26]","[-0.378, -0.136]",,14.945938600001682,15.546183800001018,14.180007999999361,"[-0.34444444444444444, 0.4148148148148148, 0.09444444444444444]","[-0.09259259259259259, -0.05925925925925926, -0.44907407407407407]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[14.171784300000581, 14.938464800001384, 15.5383490000022]",0.0070666999999957625,15.545280000002094,['A1'],['B2'],['C3'],['blue'],['yellow'],['salmon'],2232.2632954,None,10.0,2.3639734999997017,2232.2632954,None,2234.7133030999976,None,9.0,3.0473693999992975,2237.7464895999983,None,10.0,1.8985554999999295,2239.6798606999982,None,6.0,1.4481229999983043,<function functionImportanceA at 0x0000014900222510>,<function functionImportanceC at 0x00000149019DCF28>,<function functionImportanceB at 0x00000149019DCE18>,,,0.0,3.3478950999997323,3.0,3.7811012000020128,5.0,3.0473693999992975,<function functiondiffA at 0x00000149019DCB70>,<function functiondiffC at 0x0000014901D85E18>,<function functiondiffB at 0x00000149019DC730>,,,,,2216.2385386999995,2241.1132771999983,None,2244.9129385999986,None,2246.3463166999973,None,005,001,2022_Jun_13_1643,2leo,2021.2.3,60.00294014331605,
3,25,Plan how you want to read a book in your free time ,Stimuli/25A1.jpg,Stimuli/25A2.jpg,Stimuli/25A3.jpg,Stimuli/25B1.jpg,Stimuli/25B2.jpg,Stimuli/25B3.jpg,Stimuli/25C1.jpg,Stimuli/25C2.jpg,Stimuli/25C3.jpg,,,,,0,37,37,25,,,,,,,,2249.212446999998,None,2250.213082099999,None,2256.212940899997,None,"[0.304, -0.26]","[0.07, 0.393]","[-0.378, -0.136]","[-0.203, -0.347]","[0.399, -0.003]","[-0.2, 0.346]","[0.066, -0.395]","[0.306, 0.255]","[-0.377, 0.138]",,8.642267750001338,4.94264165000277,11.076093750001746,"[-0.17777777777777778, 0.30092592592592593, -0.3]","[-0.3398148148148148, -0.2611111111111111, 0.14166666666666666]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[4.935190100000909, 8.635097800000949, 11.068246100003307]",0.006766150003386429,11.074854050002614,['A1'],['B1'],['C3'],['salmon'],['yellow'],['blue'],2269.2121375999996,None,10.0,1.9134118000001763,2269.2121375999996,None,2278.7120644999995,None,3.0,2.148296700001083,2275.9452996,None,8.0,3.048131799998373,2271.228956499999,None,7.0,4.430963099999644,<function functionImportanceB at 0x0000014901D859D8>,<function functionImportanceC at 0x0000014901D85488>,<function functionImportanceA at 0x00000149019DCC80>,,,-0.0,2.2979524999973364,1.0,3.664488899998105,4.0,2.148296700001083,<function functiondiffB at 0x0000014900BEBBF8>,<function functiondiffC at 0x0000014902260730>,<function functiondiffA at 0x0000014900670598>,,,,,2257.6737231999978,2288.2285921999974,None,2283.2288246999997,None,2280.8619419999995,None,005,001,2022_Jun_13_1643,2leo,2021.2.3,60.00294014331605,
