Condition,N_Scenario,written_scenario,ImageA1,ImageA2,ImageA3,ImageB1,ImageB2,ImageB3,ImageC1,ImageC2,ImageC3,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,button_2.started,button_2.stopped,button_2.numClicks,button_2.timesOn,button_2.timesOff,text.started,text.stopped,fixationcross1_started,fixationcross1_stopped,Scenario_started,Scenario_stopped,fixationcross2_started,fixationcross2_stopped,A1pos,A2pos,A3pos,B1pos,B2pos,B3pos,C1pos,C2pos,C3pos,﻿Imagesdecision_started,decisiontimeA,decisiontimeB,decisiontimeC,mouse_x,mouse_y,mouse_leftButton,mouse_midButton,mouse_rightButton,mouse_time,mouse_started,mouse_stopped,clicked_optionA,clicked_optionB,clicked_optionC,colour_category_A,colour_category_B,colour_category_C,question_confidence_started,question_confidence_stopped,slider_confidence_response,slider_confidence_rt,slider_confidence_started,slider_confidence_stopped,question_valueA_started,question_valueA_stopped,slider_valueA_response,slider_valueA_rt,question_valueC_started,question_valueC_stopped,slider_valueC_response,slider_valueC_rt,question_valueB_started,question_valueB_stopped,slider_valueB_response,slider_valueB_rt,Importance_First,Importance_Second,Importance_Third,question_diff_started,question_diff_stopped,slider_diffB_response,slider_diffB_rt,slider_diffA_response,slider_diffA_rt,slider_diffC_response,slider_diffC_rt,diff_First,diff_Second,diff_Third,button_3_started,button_3_stopped,text_2_started,text_2_stopped,Imagesdecision_started,question_diffA_started,question_diffA_stopped,question_diffC_started,question_diffC_stopped,question_diffB_started,question_diffB_stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,33,Plan the items to decorate your Christmas tree,Stimuli/33A1.jpg,Stimuli/33A2.jpg,Stimuli/33A3.jpg,Stimuli/33B1.jpg,Stimuli/33B2.jpg,Stimuli/33B3.jpg,Stimuli/33C1.jpg,Stimuli/33C2.jpg,Stimuli/33C3.jpg,,,,,0,8,8,33,,,,,,,,684.9206919999997,None,685.9205521000004,None,691.9206505000002,None,"[0.066, -0.395]","[0.306, 0.255]","[-0.377, 0.138]","[0.304, -0.26]","[0.07, 0.393]","[-0.378, -0.136]","[-0.203, -0.347]","[0.399, -0.003]","[-0.2, 0.346]",,6.769321049996506,18.736131849997037,12.553089349996299,"[0.2601851851851852, -0.13425925925925927, -0.35648148148148145]","[0.2574074074074074, 0.32407407407407407, -0.1712962962962963]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[6.7641096000006655, 12.547140800001216, 18.730395300000964]",0.004699349996371893,18.735000549997494,['A2'],['B3'],['C3'],['salmon'],['yellow'],['blue'],712.8197194999993,None,8.0,2.1973447000018496,712.8197194999993,None,715.669747099997,None,8.0,3.529925099999673,718.6531990999974,None,8.0,2.4815048999989813,721.1363867,None,2.0,1.6483843000023626,<function functionImportanceA at 0x000001492C8D7C80>,<function functionImportanceC at 0x0000014900222EA0>,<function functionImportanceB at 0x000001492C2F4D90>,,,3.0,3.8640057999982673,6.0,2.964648199998919,2.0,3.529925099999673,<function functiondiffB at 0x00000149002226A8>,<function functiondiffA at 0x0000014900222488>,<function functiondiffC at 0x0000014900222598>,,,,,693.6180243999988,726.7863190999997,None,729.6361166999995,None,722.7696665999974,None,005,001,2022_Jun_13_1643,2leo,2021.2.3,60.00294014331605,
3,39,Plan what kind of watch you want to buy,Stimuli/39A1.jpg,Stimuli/39A2.jpg,Stimuli/39A3.jpg,Stimuli/39B1.jpg,Stimuli/39B2.jpg,Stimuli/39B3.jpg,Stimuli/39C1.jpg,Stimuli/39C2.jpg,Stimuli/39C3.jpg,,,,,0,9,9,39,,,,,,,,732.7194380000001,None,733.7193861999986,None,739.7192806999992,None,"[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]","[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]","[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]",,17.42816810000295,14.47835010000199,20.245159400001285,"[-0.1287037037037037, 0.28703703703703703, 0.030555555555555555]","[0.31574074074074077, 0.25925925925925924, 0.33055555555555555]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[14.462749300000723, 17.412742900000012, 20.229195200001413]",0.014908400000422262,20.243984400000045,['A2'],['B1'],['C2'],['salmon'],['yellow'],['blue'],761.5849262999982,None,8.0,1.8302116000013484,761.5849262999982,None,763.4852954999988,None,8.0,2.614922299999307,767.9350750999984,None,2.0,2.314459100001841,766.1017334999997,None,10.0,1.7650055000012799,<function functionImportanceA at 0x000001492C8D7BF8>,<function functionImportanceB at 0x000001492C8D76A8>,<function functionImportanceC at 0x000001492C8D77B8>,,,-0.0,2.7477698999973654,9.0,1.815465600000607,3.0,2.614922299999307,<function functiondiffB at 0x0000014900222268>,<function functiondiffC at 0x0000014900670378>,<function functiondiffA at 0x0000014900222E18>,,,,,740.8705432999996,777.0683341999975,None,772.9684806999976,None,770.2017079999969,None,005,001,2022_Jun_13_1643,2leo,2021.2.3,60.00294014331605,
3,6,Plan your wedding,Stimuli/6A1.jpg,Stimuli/6A2.jpg,Stimuli/6A3.jpg,Stimuli/6B1.jpg,Stimuli/6B2.jpg,Stimuli/6B3.jpg,Stimuli/6C1.jpg,Stimuli/6C2.jpg,Stimuli/6C3.jpg,,,,,0,10,10,6,,,,,,,,778.4015478000001,None,779.4015053999974,None,785.401414099997,None,"[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]","[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]","[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]",,10.469075150005665,11.336177750006755,15.086507350006286,"[0.4444444444444444, 0.030555555555555555, 0.2212962962962963]","[0.03611111111111111, -0.4185185185185185, -0.18981481481481483]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[10.463502999999037, 11.330179399999906, 15.080223199998727]",0.00510335000581108,15.085163650008326,['A1'],['B3'],['C3'],['blue'],['salmon'],['yellow'],806.0838874000001,None,9.0,2.2315186000014364,806.0838874000001,None,825.7666608999971,None,10.0,4.281788100000995,816.353014999997,None,2.0,9.414832000002207,810.0340601999997,None,10.0,6.763495700000931,<function functionImportanceB at 0x0000014900670A60>,<function functionImportanceC at 0x0000014900670158>,<function functionImportanceA at 0x0000014900670950>,,,2.0,3.1809195000023465,2.0,5.297644999998738,1.0,4.281788100000995,<function functiondiffA at 0x0000014900222F28>,<function functiondiffB at 0x00000149002220D0>,<function functiondiffC at 0x0000014900222048>,,,,,790.5384903999984,829.166877599997,None,837.7833476999986,None,834.5998032999996,None,005,001,2022_Jun_13_1643,2leo,2021.2.3,60.00294014331605,
3,5,Plan a birthday party for your younger self when you turn eight,Stimuli/5A1.jpg,Stimuli/5A2.jpg,Stimuli/5A3.jpg,Stimuli/5B1.jpg,Stimuli/5B2.jpg,Stimuli/5B3.jpg,Stimuli/5C1.jpg,Stimuli/5C2.jpg,Stimuli/5C3.jpg,,,,,0,11,11,5,,,,,,,,840.216565499999,None,841.2164905999998,None,847.2165015999999,None,"[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]","[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]","[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]",,17.02990500001033,12.829924400011805,21.947032800009765,"[-0.3277777777777778, 0.11203703703703703, -0.1259259259259259]","[0.14444444444444443, 0.3296296296296296, -0.26851851851851855]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[12.823367600001802, 17.023531099999673, 21.940000400001736]",0.005879900010768324,21.94559430001027,['A2'],['B1'],['C3'],['blue'],['yellow'],['salmon'],875.5155837999991,None,10.0,1.9461837999988347,875.5155837999991,None,890.7485689999994,None,6.0,7.665096799999446,878.2155523999973,None,10.0,7.2807536000000255,886.4150856999986,None,1.0,3.2650953000011214,<function functionImportanceC at 0x0000014900670BF8>,<function functionImportanceB at 0x00000149006700D0>,<function functionImportanceA at 0x00000149006707B8>,,,5.0,7.7643011000000115,4.0,4.8807606999980635,2.0,7.665096799999446,<function functiondiffB at 0x0000014900222158>,<function functiondiffC at 0x0000014900670268>,<function functiondiffA at 0x0000014900222D08>,,,,,853.1132903999969,908.1647675999993,None,903.6816569000002,None,896.0986037000002,None,005,001,2022_Jun_13_1643,2leo,2021.2.3,60.00294014331605,
3,35,Plan how you want to do your grocery shopping ,Stimuli/35A1.jpg,Stimuli/35A2.jpg,Stimuli/35A3.jpg,Stimuli/35B1.jpg,Stimuli/35B2.jpg,Stimuli/35B3.jpg,Stimuli/35C1.jpg,Stimuli/35C2.jpg,Stimuli/35C3.jpg,,,,,0,12,12,35,,,,,,,,911.7978285999998,None,912.7980081999995,None,918.7979603999993,None,"[0.306, 0.255]","[0.066, -0.395]","[-0.377, 0.138]","[0.399, -0.003]","[-0.203, -0.347]","[-0.2, 0.346]","[0.07, 0.393]","[0.304, -0.26]","[-0.378, -0.136]",,24.323640399998112,19.023923099997774,5.0081768999989436,"[0.21944444444444444, 0.42685185185185187, 0.3537037037037037]","[-0.2222222222222222, 0.0, 0.18055555555555555]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[4.9937148000026355, 19.00976190000074, 24.309798600002978]",0.013434799995593494,24.32305809999889,['A1'],['B1'],['C2'],['salmon'],['blue'],['yellow'],944.8470485999969,None,8.0,2.19730619999973,944.8470485999969,None,951.6970422999984,None,6.0,1.49840469999981,947.1305897999991,None,10.0,2.89784470000086,950.1471263999993,None,10.0,1.5651093000014953,<function functionImportanceC at 0x00000149006706A8>,<function functionImportanceB at 0x00000149006701E0>,<function functionImportanceA at 0x0000014900670048>,,,2.0,2.0309436000025016,9.0,3.21473960000003,3.0,1.49840469999981,<function functiondiffA at 0x0000014900670D90>,<function functiondiffB at 0x0000014900670400>,<function functiondiffC at 0x0000014900222BF8>,,,,,920.0546098999985,953.0970739000004,None,958.3804237000004,None,956.3468530999999,None,005,001,2022_Jun_13_1643,2leo,2021.2.3,60.00294014331605,
3,13,Plan a romantic date this weekend,Stimuli/13A1.jpg,Stimuli/13A2.jpg,Stimuli/13A3.jpg,Stimuli/13B1.jpg,Stimuli/13B2.jpg,Stimuli/13B3.jpg,Stimuli/13C1.jpg,Stimuli/13C2.jpg,Stimuli/13C3.jpg,,,,,0,13,13,13,,,,,,,,964.3797379999996,None,965.3797801999972,None,971.3798042999988,None,"[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]","[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]","[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]",,10.059756099999504,33.17610480000076,18.293199300002016,"[0.475, -0.2972222222222222, 0.3055555555555556]","[0.03518518518518519, 0.09907407407407408, -0.1712962962962963]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[10.044966700002988, 18.278006900000037, 33.16107000000193]",0.014029400001163594,33.174979400002485,['A2'],['B3'],['C1'],['yellow'],['blue'],['salmon'],1006.2119272999989,None,6.0,2.846655900000769,1006.2119272999989,None,1011.5287682999988,None,3.0,2.9144740000010643,1009.1289311999972,None,9.0,2.364513299999089,1014.4953552999978,None,1.0,2.498354500003188,<function functionImportanceC at 0x0000014900670B70>,<function functionImportanceA at 0x0000014900670C80>,<function functionImportanceB at 0x0000014900670620>,,,6.0,3.147297100000287,0.0,3.7142581999978574,2.0,2.9144740000010643,<function functiondiffB at 0x000001492C431C80>,<function functiondiffC at 0x000001492C8D7048>,<function functiondiffA at 0x0000014900670730>,,,,,972.5665621999979,1022.7618538999996,None,1020.0949957999983,None,1016.9459719999977,None,005,001,2022_Jun_13_1643,2leo,2021.2.3,60.00294014331605,
3,29,Plan a day in the mountains ,Stimuli/29A1.jpg,Stimuli/29A2.jpg,Stimuli/29A3.jpg,Stimuli/29B1.jpg,Stimuli/29B2.jpg,Stimuli/29B3.jpg,Stimuli/29C1.jpg,Stimuli/29C2.jpg,Stimuli/29C3.jpg,,,,,0,14,14,29,,,,,,,,1025.9950368999998,None,1026.9949326999995,None,1032.9950069999977,None,"[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]","[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]","[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]",,21.754939849997754,15.971939049999492,20.055247449996386,"[0.23796296296296296, 0.35833333333333334, -0.35185185185185186]","[-0.22407407407407406, -0.06388888888888888, 0.11203703703703703]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[15.959241000000475, 20.042497800001, 21.742634800000815]",0.01178644999890821,21.75418614999944,['A2'],['B3'],['C1'],['yellow'],['blue'],['salmon'],1056.3941701000003,None,7.0,2.1796572000021115,1056.3941701000003,None,1064.1940547999984,None,10.0,2.3149831000009726,1066.4773836999993,None,8.0,2.331763800000772,1058.627528099998,None,3.0,5.481299700000818,<function functionImportanceB at 0x0000014900670488>,<function functionImportanceA at 0x000001492C8D7D90>,<function functionImportanceC at 0x0000014900BEB510>,,,2.0,3.6644226999997045,0.0,7.931052799998724,2.0,2.3149831000009726,<function functiondiffC at 0x0000014900BEB1E0>,<function functiondiffB at 0x0000014900670AE8>,<function functiondiffA at 0x00000149006709D8>,,,,,1034.1659247999996,1075.610576799998,None,1068.7940262999982,None,1071.9104913999981,None,005,001,2022_Jun_13_1643,2leo,2021.2.3,60.00294014331605,
3,18,Plan your Saturday night ,Stimuli/18A1.jpg,Stimuli/18A2.jpg,Stimuli/18A3.jpg,Stimuli/18B1.jpg,Stimuli/18B2.jpg,Stimuli/18B3.jpg,Stimuli/18C1.jpg,Stimuli/18C2.jpg,Stimuli/18C3.jpg,,,,,0,15,15,18,,,,,,,,1127.4590936999994,None,1128.4591274999984,None,1134.459063299997,None,"[-0.378, -0.136]","[0.304, -0.26]","[0.07, 0.393]","[-0.377, 0.138]","[0.066, -0.395]","[0.306, 0.255]","[-0.2, 0.346]","[-0.203, -0.347]","[0.399, -0.003]",,9.828775699999824,3.4959204999977374,12.829153999999107,"[0.016666666666666666, 0.012037037037037037, -0.17222222222222222]","[-0.3296296296296296, 0.3527777777777778, -0.27685185185185185]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[3.4886081000004197, 9.821653200000583, 12.821581100000913]",0.006530999999085907,12.82796529999905,['A3'],['B2'],['C2'],['salmon'],['yellow'],['blue'],1148.8583037999997,None,10.0,1.863892900000792,1148.8583037999997,None,1153.2748418999981,None,9.0,3.1817451999995683,1156.474698799997,None,3.0,3.6152067000002717,1150.7582006999983,None,9.0,2.464509099998395,<function functionImportanceB at 0x0000014900BEB950>,<function functionImportanceA at 0x0000014900BEB840>,<function functionImportanceC at 0x0000014900BEB048>,,,0.0,2.7143918000001577,7.0,2.7648798000009265,1.0,3.1817451999995683,<function functiondiffB at 0x0000014900BEBE18>,<function functiondiffC at 0x0000014900BEBF28>,<function functiondiffA at 0x0000014900BEBAE8>,,,,,1135.5522623999968,1165.7412944999996,None,1162.8080446999993,None,1160.0581256999976,None,005,001,2022_Jun_13_1643,2leo,2021.2.3,60.00294014331605,
3,26,Plan how to wash one round of your laundry ,Stimuli/26A1.jpg,Stimuli/26A2.jpg,Stimuli/26A3.jpg,Stimuli/26B1.jpg,Stimuli/26B2.jpg,Stimuli/26B3.jpg,Stimuli/26C1.jpg,Stimuli/26C2.jpg,Stimuli/26C3.jpg,,,,,0,16,16,26,,,,,,,,1168.0244499999972,None,1169.0246028999973,None,1175.0246627999986,None,"[0.07, 0.393]","[0.304, -0.26]","[-0.378, -0.136]","[0.399, -0.003]","[-0.203, -0.347]","[-0.2, 0.346]","[0.306, 0.255]","[0.066, -0.395]","[-0.377, 0.138]",,12.51051594999808,26.310754350000934,21.39612594999926,"[0.06851851851851852, 0.08055555555555556, -0.10925925925925926, -0.12777777777777777]","[0.325, -0.3527777777777778, 0.26851851851851855, 0.275]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[12.495766399999411, 21.38070030000017, 25.629739100000734, 26.295551399998658]",0.014307149998785462,26.30964844999835,['A1'],['B3'],['C2'],['salmon'],['blue'],['yellow'],1202.9068497999979,None,7.0,2.0976994000011473,1202.9068497999979,None,1208.340313599998,None,9.0,2.315255599998636,1205.0736074999986,None,2.0,3.2640007000009064,1210.6902797000002,None,10.0,3.431481600000552,<function functionImportanceC at 0x0000014900BEB6A8>,<function functionImportanceA at 0x0000014900BEB488>,<function functionImportanceB at 0x0000014900BEB620>,,,-0.0,2.59777430000031,9.0,2.64796330000172,2.0,2.315255599998636,<function functiondiffB at 0x0000014900BEB158>,<function functiondiffA at 0x0000014900BEB730>,<function functiondiffC at 0x0000014900BEBEA0>,,,,,1176.1262013999985,1216.7234556000003,None,1219.3901260999992,None,1214.1067616999972,None,005,001,2022_Jun_13_1643,2leo,2021.2.3,60.00294014331605,
3,34,Plan what car you want to buy,Stimuli/34A1.jpg,Stimuli/34A2.jpg,Stimuli/34A3.jpg,Stimuli/34B1.jpg,Stimuli/34B2.jpg,Stimuli/34B3.jpg,Stimuli/34C1.jpg,Stimuli/34C2.jpg,Stimuli/34C3.jpg,,,,,0,17,17,34,,,,,,,,1224.006512699998,None,1225.0063381,None,1231.006442599999,None,"[0.07, 0.393]","[0.304, -0.26]","[-0.378, -0.136]","[0.306, 0.255]","[0.066, -0.395]","[-0.377, 0.138]","[0.399, -0.003]","[-0.203, -0.347]","[-0.2, 0.346]",,11.437451450005028,7.021375950003858,3.2220181500051694,"[-0.1814814814814815, 0.32222222222222224, 0.10185185185185185]","[-0.3175925925925926, 0.22870370370370371, 0.35]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[3.208373000001302, 7.007907100000011, 11.424315000000206]",0.012423950003721984,11.43691955000395,['A1'],['B1'],['C2'],['salmon'],['blue'],['yellow'],1245.972349599997,None,10.0,2.080374399996799,1245.972349599997,None,1252.655795999999,None,10.0,2.9648808000019926,1254.622483199997,None,10.0,1.6319466999993892,1249.0893049999977,None,10.0,3.497972999997728,<function functionImportanceB at 0x0000014900670F28>,<function functionImportanceA at 0x0000014900670EA0>,<function functionImportanceC at 0x0000014900BEB9D8>,,,3.0,4.631399199999578,0.0,4.314176100000623,-0.0,2.9648808000019926,<function functiondiffA at 0x0000014900BEB378>,<function functiondiffB at 0x0000014900222AE8>,<function functiondiffC at 0x0000014900FCA0D0>,,,,,1234.0803024999987,1256.5724367000003,None,1265.205443699997,None,1260.8056488000002,None,005,001,2022_Jun_13_1643,2leo,2021.2.3,60.00294014331605,
3,1,Plan how to study for an exam,Stimuli/1A1.jpg,Stimuli/1A2.jpg,Stimuli/1A3.jpg,Stimuli/1B1.jpg,Stimuli/1B2.jpg,Stimuli/1B3.jpg,Stimuli/1C1.jpg,Stimuli/1C2.jpg,Stimuli/1C3.jpg,,,,,0,18,18,1,,,,,,,,1266.1218558,None,1267.1219134999992,None,1273.1218238000001,None,"[0.07, 0.393]","[0.304, -0.26]","[-0.378, -0.136]","[0.306, 0.255]","[0.066, -0.395]","[-0.377, 0.138]","[0.399, -0.003]","[-0.203, -0.347]","[-0.2, 0.346]",,12.499397899995529,7.551290199993673,7.2170280999962415,"[0.412962962962963, 0.36666666666666664, 0.12777777777777777]","[0.03981481481481482, 0.18333333333333332, 0.3287037037037037]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[7.207252399999561, 7.541927599999326, 12.49027489999935]",0.008701099995960249,12.498906399992848,['A1'],['B1'],['C1'],['yellow'],['blue'],['salmon'],1287.1880150999968,None,10.0,1.4471746999988682,1287.1880150999968,None,1292.104876399997,None,10.0,2.2649315999988175,1294.3380132999991,None,10.0,2.232112199999392,1288.7234606999991,None,4.0,3.3644743000004382,<function functionImportanceB at 0x0000014900FCA9D8>,<function functionImportanceA at 0x00000149006702F0>,<function functionImportanceC at 0x0000014900FCA598>,,,3.0,1.8808606000020518,8.0,5.147573599999305,-0.0,2.2649315999988175,<function functiondiffA at 0x0000014900BEBA60>,<function functiondiffC at 0x00000149006708C8>,<function functiondiffB at 0x0000014900BEBD90>,,,,,1274.2117755,1296.5881071999975,None,1301.7379296,None,1303.787673499999,None,005,001,2022_Jun_13_1643,2leo,2021.2.3,60.00294014331605,
3,16,Plan a delicious cake for the birthday of a friend,Stimuli/16A1.jpg,Stimuli/16A2.jpg,Stimuli/16A3.jpg,Stimuli/16B1.jpg,Stimuli/16B2.jpg,Stimuli/16B3.jpg,Stimuli/16C1.jpg,Stimuli/16C2.jpg,Stimuli/16C3.jpg,,,,,0,19,19,16,,,,,,,,1305.2041826999994,None,1306.2041678999994,None,1312.2043102999996,None,"[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]","[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]","[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]",,7.114826100001665,13.164845200000855,16.383112499999697,"[-0.37592592592592594, 0.24166666666666667, -0.11851851851851852]","[-0.15, 0.22962962962962963, -0.262037037037037]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[7.1134235999998054, 13.163265599996521, 16.381117499997345]",0.0008888000011211261,16.380552700000408,['A2'],['B1'],['C3'],['salmon'],['yellow'],['blue'],1330.470120599999,None,10.0,1.1624602000010782,1330.470120599999,None,1336.9202368999977,None,10.0,1.9142929000008735,1333.9559499999996,None,3.0,3.0148790999992343,1331.9201098999984,None,10.0,2.1645818000033614,<function functionImportanceB at 0x0000014900FCA730>,<function functionImportanceC at 0x0000014900FCA510>,<function functionImportanceA at 0x0000014900FCA840>,,,1.0,1.3814023000013549,0.0,2.764617400000134,4.0,1.9142929000008735,<function functiondiffC at 0x0000014900BEB8C8>,<function functiondiffA at 0x0000014900BEB0D0>,<function functiondiffB at 0x0000014900BEB268>,,,,,1313.6067822999976,1342.053631699997,None,1338.8367323999992,None,1344.8700360999974,None,005,001,2022_Jun_13_1643,2leo,2021.2.3,60.00294014331605,
3,19,Plan how you want your garden to look like,Stimuli/19A1.jpg,Stimuli/19A2.jpg,Stimuli/19A3.jpg,Stimuli/19B1.jpg,Stimuli/19B2.jpg,Stimuli/19B3.jpg,Stimuli/19C1.jpg,Stimuli/19C2.jpg,Stimuli/19C3.jpg,,,,,0,20,20,19,,,,,,,,1345.7364683999986,None,1346.736442399997,None,1352.7365462999987,None,"[0.399, -0.003]","[-0.203, -0.347]","[-0.2, 0.346]","[0.306, 0.255]","[0.066, -0.395]","[-0.377, 0.138]","[0.07, 0.393]","[0.304, -0.26]","[-0.378, -0.136]",,11.068465500004095,20.83456450000449,9.568379700005607,"[-0.3111111111111111, 0.3685185185185185, -0.2916666666666667, -0.287962962962963]","[-0.06851851851851852, -0.06666666666666667, 0.046296296296296294, 0.08148148148148149]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[9.561903400001029, 11.062727299999096, 18.761506999999256, 20.82837759999893]",0.005331800006388221,20.833430000006047,['A1'],['B3'],['C3'],['salmon'],['yellow'],['blue'],1377.6691307,None,7.0,1.4637125000008382,1377.6691307,None,1387.2190104999972,None,0.0,3.4482892000014544,1380.5857689000004,None,10.0,3.463913700001285,1383.8052174000004,None,7.0,4.498359400000481,<function functionImportanceC at 0x0000014900FCA048>,<function functionImportanceB at 0x0000014900FCA950>,<function functionImportanceA at 0x0000014900222378>,,,9.0,3.097932499997114,0.0,1.5643444999986968,1.0,3.4482892000014544,<function functiondiffA at 0x0000014900FCAF28>,<function functiondiffC at 0x0000014900670510>,<function functiondiffB at 0x0000014900670D08>,,,,,1356.3742738999972,1390.6355358,None,1392.585433199998,None,1398.7864986999994,None,005,001,2022_Jun_13_1643,2leo,2021.2.3,60.00294014331605,
3,24,Plan your Monday morning on a workday ,Stimuli/24A1.jpg,Stimuli/24A2.jpg,Stimuli/24A3.jpg,Stimuli/24B1.jpg,Stimuli/24B2.jpg,Stimuli/24B3.jpg,Stimuli/24C1.jpg,Stimuli/24C2.jpg,Stimuli/24C3.jpg,,,,,0,21,21,24,,,,,,,,1401.1517189999977,None,1402.1518441999979,None,1408.1518701999994,None,"[-0.203, -0.347]","[-0.2, 0.346]","[0.399, -0.003]","[0.066, -0.395]","[-0.377, 0.138]","[0.306, 0.255]","[0.304, -0.26]","[-0.378, -0.136]","[0.07, 0.393]",,10.46096580000085,23.04399790000025,19.511382700002287,"[-0.13240740740740742, -0.12962962962962962, 0.03333333333333333, -0.387037037037037]","[-0.2518518518518518, -0.2611111111111111, 0.337037037037037, 0.07407407407407407]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[9.679652000002534, 10.446145400001114, 19.49584810000306, 23.02878700000292]",0.014413799999601906,23.0431451000004,['A1'],['B2'],['C3'],['yellow'],['blue'],['salmon'],1432.783958699998,None,5.0,2.6970830999998725,1432.783958699998,None,1435.5510303999981,None,10.0,3.447722100001556,1439.0510176999996,None,6.0,3.8319030000020575,1442.884212699999,None,1.0,3.1984201000013854,<function functionImportanceA at 0x0000014900FCA1E0>,<function functionImportanceC at 0x0000014900FCA378>,<function functionImportanceB at 0x0000014900FCA400>,,,0.0,2.4810741000001144,9.0,2.6643339000002015,8.0,3.447722100001556,<function functiondiffB at 0x0000014900FCABF8>,<function functiondiffC at 0x0000014900FCAE18>,<function functiondiffA at 0x0000014900FCA2F0>,,,,,1409.269494799999,1450.9340267999978,None,1448.5507199999993,None,1446.0507560999977,None,005,001,2022_Jun_13_1643,2leo,2021.2.3,60.00294014331605,
3,11,Plan a hike in nature on a free day,Stimuli/11A1.jpg,Stimuli/11A2.jpg,Stimuli/11A3.jpg,Stimuli/11B1.jpg,Stimuli/11B2.jpg,Stimuli/11B3.jpg,Stimuli/11C1.jpg,Stimuli/11C2.jpg,Stimuli/11C3.jpg,,,,,0,22,22,11,,,,,,,,1453.117055499999,None,1454.1171203999984,None,1460.1171455000003,None,"[0.066, -0.395]","[0.306, 0.255]","[-0.377, 0.138]","[0.304, -0.26]","[0.07, 0.393]","[-0.378, -0.136]","[-0.203, -0.347]","[0.399, -0.003]","[-0.2, 0.346]",,7.185411599999497,3.8020331999978225,12.08541089999926,"[0.0787037037037037, 0.2722222222222222, -0.23055555555555557]","[0.32222222222222224, 0.262037037037037, 0.3592592592592593]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[3.7998458000001847, 7.1834861999996065, 12.08289539999896]",0.001427999999577878,12.08427649999794,['A2'],['B2'],['C3'],['blue'],['yellow'],['salmon'],1473.8163996000003,None,9.0,1.6805320999992546,1473.8163996000003,None,1478.8512133000004,None,9.0,2.131895499998791,1481.0164820999998,None,9.0,2.031878699999652,1475.566596499997,None,8.0,3.281203500002448,<function functionImportanceB at 0x0000014900FCAD90>,<function functionImportanceA at 0x0000014900BEBD08>,<function functionImportanceC at 0x00000149014C7048>,,,3.0,2.931323300002987,2.0,6.581230699997832,6.0,2.131895499998791,<function functiondiffB at 0x0000014900FCA158>,<function functiondiffC at 0x0000014900FCAD08>,<function functiondiffA at 0x0000014900FCA6A8>,,,,,1461.2488027,1489.749613099997,None,1485.9832050999976,None,1483.033201299997,None,005,001,2022_Jun_13_1643,2leo,2021.2.3,60.00294014331605,
