Condition,N_Scenario,written_scenario,ImageA1,ImageA2,ImageA3,ImageB1,ImageB2,ImageB3,ImageC1,ImageC2,ImageC3,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,button_2.started,button_2.stopped,button_2.numClicks,button_2.timesOn,button_2.timesOff,text.started,text.stopped,fixationcross1_started,fixationcross1_stopped,Scenario_started,Scenario_stopped,fixationcross2_started,fixationcross2_stopped,A1pos,A2pos,A3pos,B1pos,B2pos,B3pos,C1pos,C2pos,C3pos,﻿Imagesdecision_started,decisiontimeA,decisiontimeB,decisiontimeC,mouse_x,mouse_y,mouse_leftButton,mouse_midButton,mouse_rightButton,mouse_time,mouse_started,mouse_stopped,clicked_optionA,clicked_optionB,clicked_optionC,colour_category_A,colour_category_B,colour_category_C,question_confidence_started,question_confidence_stopped,slider_confidence_response,slider_confidence_rt,slider_confidence_started,slider_confidence_stopped,question_valueC_started,question_valueC_stopped,slider_valueC_response,slider_valueC_rt,question_valueB_started,question_valueB_stopped,slider_valueB_response,slider_valueB_rt,question_valueA_started,question_valueA_stopped,slider_valueA_response,slider_valueA_rt,Importance_First,Importance_Second,Importance_Third,question_diff_started,question_diff_stopped,slider_diffB_response,slider_diffB_rt,slider_diffC_response,slider_diffC_rt,slider_diffA_response,slider_diffA_rt,diff_First,diff_Second,diff_Third,button_3_started,button_3_stopped,text_2_started,text_2_stopped,Imagesdecision_started,question_diffB_started,question_diffB_stopped,question_diffA_started,question_diffA_stopped,question_diffC_started,question_diffC_stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,8,Plan the interior of your living-room ,Stimuli/8A1.jpg,Stimuli/8A2.jpg,Stimuli/8A3.jpg,Stimuli/8B1.jpg,Stimuli/8B2.jpg,Stimuli/8B3.jpg,Stimuli/8C1.jpg,Stimuli/8C2.jpg,Stimuli/8C3.jpg,,,,,0,14,14,8,,,,,,,,1526.3076229999933,None,1527.3077811999974,None,1533.3076245999982,None,"[0.07, 0.393]","[0.304, -0.26]","[-0.378, -0.136]","[0.399, -0.003]","[-0.203, -0.347]","[-0.2, 0.346]","[0.306, 0.255]","[0.066, -0.395]","[-0.377, 0.138]",,13.128285579987278,36.02829327998916,26.678397679992486,"[0.11018518518518519, 0.1388888888888889, 0.362962962962963]","[0.3962962962962963, -0.3472222222222222, 0.020370370370370372]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[13.124250400003802, 26.67363050000131, 36.0239825000026]",0.003617779992055148,36.027025179988414,['A1'],['B1'],['C2'],['yellow'],['salmon'],['blue'],1574.5730565999984,None,8.0,2.8632686999990256,1574.5730565999984,None,1589.4262479999961,None,9.0,4.2806561999968835,1583.2564149999962,None,9.0,6.065492100002302,1577.506398599995,None,10.0,3.93090640000446,<function functionImportanceA at 0x000001CB21468BF8>,<function functionImportanceB at 0x000001CB21468620>,<function functionImportanceC at 0x000001CB21468510>,,,8.0,5.247653000005812,8.0,3.93090640000446,3.0,4.447875199999544,<function functiondiffB at 0x000001CB21468378>,<function functiondiffC at 0x000001CB2339B7B8>,<function functiondiffA at 0x000001CB21468C80>,,,,,1538.0828320999935,1592.339446099999,None,1600.4391512999937,None,1597.6085886,None,28,001,2022_Jul_20_1810,2leo,2021.2.3,59.98616718839323,
3,40,Plan to see a sports event ,Stimuli/40A1.jpg,Stimuli/40A2.jpg,Stimuli/40A3.jpg,Stimuli/40B1.jpg,Stimuli/40B2.jpg,Stimuli/40B3.jpg,Stimuli/40C1.jpg,Stimuli/40C2.jpg,Stimuli/40C3.jpg,,,,,0,15,15,40,,,,,,,,1628.5883896999949,None,1629.5884002999956,None,1635.5883680999978,None,"[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]","[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]","[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]",,40.41614000999107,27.767716809990816,10.183898009992845,"[0.44722222222222224, -0.30833333333333335, 0.3111111111111111]","[0.037037037037037035, -0.10740740740740741, 0.2740740740740741]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[10.167935700003, 27.75213750000694, 40.40073640000628]",0.014900709989888128,40.415305609989446,['A2'],['B1'],['C2'],['salmon'],['blue'],['yellow'],1677.8036573999998,None,9.0,3.980328700003156,1677.8036573999998,None,1694.2201145,None,5.0,4.065229699997872,1682.053709199994,None,10.0,4.747477899996738,1686.6370645999996,None,9.0,7.5152138999983435,<function functionImportanceB at 0x000001CB2339B620>,<function functionImportanceA at 0x000001CB214680D0>,<function functionImportanceC at 0x000001CB2339B9D8>,,,4.0,4.897425600000133,0.0,7.5152138999983435,8.0,5.2979847000024165,<function functiondiffB at 0x000001CB2339BB70>,<function functiondiffA at 0x000001CB2339B048>,<function functiondiffC at 0x000001CB21468048>,,,,,1636.920879499994,1698.2373838999993,None,1703.1199414000002,None,1708.4363114999942,None,28,001,2022_Jul_20_1810,2leo,2021.2.3,59.98616718839323,
3,5,Plan a birthday party for your younger self when you turn eight,Stimuli/5A1.jpg,Stimuli/5A2.jpg,Stimuli/5A3.jpg,Stimuli/5B1.jpg,Stimuli/5B2.jpg,Stimuli/5B3.jpg,Stimuli/5C1.jpg,Stimuli/5C2.jpg,Stimuli/5C3.jpg,,,,,0,16,16,5,,,,,,,,1712.1524840999991,None,1713.1530403999932,None,1719.1528010999973,None,"[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]","[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]","[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]",,49.13991966997128,33.24091926997062,25.34108096997079,"[0.3768518518518518, 0.05648148148148148, -0.35555555555555557]","[-0.02962962962962963, 0.3611111111111111, 0.11296296296296296]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[25.334800900003756, 33.23491959999956, 49.13429700000415]",0.005199569968681317,49.13930756996706,['A1'],['B2'],['C2'],['yellow'],['blue'],['salmon'],1774.5012234999958,None,7.0,2.581044999998994,1774.5012234999958,None,1777.751236199998,None,8.0,7.830884700000752,1792.083864799999,None,1.0,6.648669599999266,1787.550901399998,None,10.0,5.548257599999488,<function functionImportanceC at 0x000001CB2339B950>,<function functionImportanceA at 0x000001CB2339BC80>,<function functionImportanceB at 0x000001CB2339B598>,,,3.0,4.597645200003171,8.0,5.548257599999488,10.0,4.031276000001526,<function functiondiffB at 0x000001CB2339BE18>,<function functiondiffC at 0x000001CB2339B268>,<function functiondiffA at 0x000001CB1FF44840>,,,,,1724.904165,1797.5507400999995,None,1806.9337992999936,None,1801.9338777999947,None,28,001,2022_Jul_20_1810,2leo,2021.2.3,59.98616718839323,
3,28,Plan a one-week camping trip in Spain,Stimuli/28A1.jpg,Stimuli/28A2.jpg,Stimuli/28A3.jpg,Stimuli/28B1.jpg,Stimuli/28B2.jpg,Stimuli/28B3.jpg,Stimuli/28C1.jpg,Stimuli/28C2.jpg,Stimuli/28C3.jpg,,,,,0,17,17,28,,,,,,,,1809.7166383999938,None,1810.7170176,None,1816.717010399996,None,"[0.066, -0.395]","[-0.377, 0.138]","[0.306, 0.255]","[-0.203, -0.347]","[-0.2, 0.346]","[0.399, -0.003]","[0.304, -0.26]","[-0.378, -0.136]","[0.07, 0.393]",,22.26907690000371,36.50209639999957,28.119506400005776,"[-0.3675925925925926, -0.39166666666666666, -0.15648148148148147]","[0.14166666666666666, -0.16111111111111112, 0.32685185185185184]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[22.259537500001898, 28.109507900000608, 36.49243050000223]",0.00885990000097081,36.501232500006154,['A2'],['B2'],['C2'],['salmon'],['yellow'],['blue'],1854.8489319999935,None,8.0,2.5633508000028087,1854.8489319999935,None,1867.0820568999989,None,10.0,3.8149225000015576,1870.9319961999936,None,10.0,2.915793100000883,1857.5657964999991,None,10.0,9.564298600002076,<function functionImportanceA at 0x000001CB2339B510>,<function functionImportanceC at 0x000001CB2386A950>,<function functionImportanceB at 0x000001CB21468EA0>,,,8.0,11.52992280000035,0.0,9.564298600002076,3.0,4.864553100000194,<function functiondiffB at 0x000001CB2339B0D0>,<function functiondiffA at 0x000001CB2339B158>,<function functiondiffC at 0x000001CB1FF446A8>,,,,,1817.8729128999985,1873.7819122999936,None,1885.3483261000001,None,1890.2316600999984,None,28,001,2022_Jul_20_1810,2leo,2021.2.3,59.98616718839323,
3,10,Plan a restaurant visit with your family on the weekend ,Stimuli/10A1.jpg,Stimuli/10A2.jpg,Stimuli/10A3.jpg,Stimuli/10B1.jpg,Stimuli/10B2.jpg,Stimuli/10B3.jpg,Stimuli/10C1.jpg,Stimuli/10C2.jpg,Stimuli/10C3.jpg,,,,,0,18,18,10,,,,,,,,1893.331077099996,None,1894.3314126999976,None,1900.3313213000001,None,"[-0.2, 0.346]","[-0.203, -0.347]","[0.399, -0.003]","[-0.377, 0.138]","[0.066, -0.395]","[0.306, 0.255]","[-0.378, -0.136]","[0.304, -0.26]","[0.07, 0.393]",,29.804681079978764,34.321664479983156,39.72166577997996,"[-0.21851851851851853, 0.3296296296296296, 0.3148148148148148]","[-0.3537037037037037, 0.21666666666666667, -0.2740740740740741]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[29.799592499999562, 34.31619860000501, 39.7160531000045]",0.004589679985656403,39.720408379980654,['A2'],['B3'],['C2'],['yellow'],['blue'],['salmon'],1944.4631946999943,None,8.0,5.647038399998564,1944.4631946999943,None,1950.1633385999958,None,7.0,9.730938200002129,1969.246201899994,None,5.0,15.448329500002728,1960.029834999994,None,7.0,6.565067099996668,<function functionImportanceC at 0x000001CB2386A598>,<function functionImportanceA at 0x000001CB2386A158>,<function functionImportanceB at 0x000001CB2386A2F0>,,,0.0,7.2144885000016075,1.0,6.565067099996668,7.0,4.547780000000785,<function functiondiffC at 0x000001CB2386AAE8>,<function functiondiffA at 0x000001CB2339B8C8>,<function functiondiffB at 0x000001CB2339BAE8>,,,,,1904.2797584,1993.0622413999954,None,1987.745747699999,None,1981.9459265999976,None,28,001,2022_Jul_20_1810,2leo,2021.2.3,59.98616718839323,
3,36,Plan your shopping for new clothing,Stimuli/36A1.jpg,Stimuli/36A2.jpg,Stimuli/36A3.jpg,Stimuli/36B1.jpg,Stimuli/36B2.jpg,Stimuli/36B3.jpg,Stimuli/36C1.jpg,Stimuli/36C2.jpg,Stimuli/36C3.jpg,,,,,0,19,19,36,,,,,,,,1999.0283071999947,None,2000.028777899999,None,2006.028649199994,None,"[-0.203, -0.347]","[-0.2, 0.346]","[0.399, -0.003]","[0.304, -0.26]","[-0.378, -0.136]","[0.07, 0.393]","[0.066, -0.395]","[-0.377, 0.138]","[0.306, 0.255]",,33.147010479995515,27.664334879998933,38.96539687999757,"[0.08148148148148149, 0.3731481481481482, -0.3574074074074074]","[0.3333333333333333, -0.024074074074074074, 0.12407407407407407]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[27.65697999999975, 33.13997250000102, 38.95786919999955]",0.006462979996285867,38.96297878000041,['A3'],['B3'],['C2'],['salmon'],['yellow'],['blue'],2046.5941018999947,None,1.0,4.779166599997552,2046.5941018999947,None,2068.2602225999944,None,5.0,4.464857799997844,2051.4937857999976,None,2.0,10.16417999999976,2061.6271643999935,None,8.0,6.614966699999059,<function functionImportanceB at 0x000001CB2386A6A8>,<function functionImportanceA at 0x000001CB2386AB70>,<function functionImportanceC at 0x000001CB2386AC80>,,,8.0,3.1481249000062235,8.0,6.614966699999059,8.0,5.681141299995943,<function functiondiffA at 0x000001CB2339BBF8>,<function functiondiffC at 0x000001CB2339BF28>,<function functiondiffB at 0x000001CB2339B488>,,,,,2007.1522142999966,2083.3098504999944,None,2072.6935148999983,None,2078.4098658999937,None,28,001,2022_Jul_20_1810,2leo,2021.2.3,59.98616718839323,
3,43,Plan your dream house,Stimuli/43A1.jpg,Stimuli/43A2.jpg,Stimuli/43A3.jpg,Stimuli/43B1.jpg,Stimuli/43B2.jpg,Stimuli/43B3.jpg,Stimuli/43C1.jpg,Stimuli/43C2.jpg,Stimuli/43C3.jpg,,,,,0,20,20,43,,,,,,,,2085.9761612999937,None,2086.976335899999,None,2092.976472999995,None,"[0.066, -0.395]","[-0.377, 0.138]","[0.306, 0.255]","[-0.203, -0.347]","[-0.2, 0.346]","[0.399, -0.003]","[0.304, -0.26]","[-0.378, -0.136]","[0.07, 0.393]",,25.918256480006676,3.9359718800042174,14.485763580007188,"[-0.24537037037037038, 0.05925925925925926, 0.09259259259259259]","[0.3824074074074074, 0.38333333333333336, -0.3611111111111111]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[3.926744799995504, 14.476011099999596, 25.909376099996734]",0.008451480003714096,25.917495380002947,['A1'],['B2'],['C3'],['blue'],['yellow'],['salmon'],2120.4922192999948,None,9.0,2.6796943999943323,2120.4922192999948,None,2127.7588476999954,None,9.0,3.7151278000019374,2131.4920066999985,None,8.0,3.5317328999954043,2123.258776799994,None,6.0,4.514595100001316,<function functionImportanceA at 0x000001CB2386AD90>,<function functionImportanceC at 0x000001CB2386A9D8>,<function functionImportanceB at 0x000001CB2386A620>,,,-0.0,2.9817849999963073,2.0,4.514595100001316,3.0,3.980992699995113,<function functiondiffA at 0x000001CB2386A378>,<function functiondiffC at 0x000001CB2386AA60>,<function functiondiffB at 0x000001CB2386A510>,,,,,2094.0976486,2142.8083707999976,None,2135.008645899994,None,2139.025259599999,None,28,001,2022_Jul_20_1810,2leo,2021.2.3,59.98616718839323,
3,29,Plan a day in the mountains ,Stimuli/29A1.jpg,Stimuli/29A2.jpg,Stimuli/29A3.jpg,Stimuli/29B1.jpg,Stimuli/29B2.jpg,Stimuli/29B3.jpg,Stimuli/29C1.jpg,Stimuli/29C2.jpg,Stimuli/29C3.jpg,,,,,0,21,21,29,,,,,,,,2145.307817599998,None,2146.308311499997,None,2152.3081034999996,None,"[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]","[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]","[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]",,35.28485779999755,10.785649899997225,21.985571199998958,"[-0.2175925925925926, -0.39166666666666666, 0.3277777777777778]","[0.30185185185185187, -0.14444444444444443, 0.22037037037037038]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[10.784811800003808, 21.984487100002298, 35.28418539999984]",0.00012629999400814995,35.28413359999831,['A2'],['B1'],['C1'],['salmon'],['blue'],['yellow'],2189.240227299997,None,6.0,3.2632114999942132,2189.240227299997,None,2205.5566569999937,None,7.0,4.465355299995281,2201.623467999998,None,3.0,3.898529600002803,2192.6237458999967,None,5.0,9.047547699999996,<function functionImportanceA at 0x000001CB1FF44D08>,<function functionImportanceB at 0x000001CB1FF44D90>,<function functionImportanceC at 0x000001CB214689D8>,,,1.0,3.1810998000000836,0.0,9.047547699999996,8.0,5.598051100001612,<function functiondiffC at 0x000001CB2386A730>,<function functiondiffB at 0x000001CB2386A7B8>,<function functiondiffA at 0x000001CB2386A1E0>,,,,,2153.471681099996,2216.4065392999983,None,2219.6063175999952,None,2209.9900098999933,None,28,001,2022_Jul_20_1810,2leo,2021.2.3,59.98616718839323,
3,18,Plan your Saturday night ,Stimuli/18A1.jpg,Stimuli/18A2.jpg,Stimuli/18A3.jpg,Stimuli/18B1.jpg,Stimuli/18B2.jpg,Stimuli/18B3.jpg,Stimuli/18C1.jpg,Stimuli/18C2.jpg,Stimuli/18C3.jpg,,,,,0,22,22,18,,,,,,,,2224.723108899998,None,2225.7226902999973,None,2231.7227843,None,"[0.066, -0.395]","[0.306, 0.255]","[-0.377, 0.138]","[-0.203, -0.347]","[0.399, -0.003]","[-0.2, 0.346]","[0.304, -0.26]","[0.07, 0.393]","[-0.378, -0.136]",,17.69943986000726,34.16589766000834,31.499863560005906,"[0.075, 0.05092592592592592, -0.16203703703703703]","[-0.3907407407407407, 0.39351851851851855, -0.3416666666666667]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[17.691406400001142, 31.491207200000645, 34.1575490000032]",0.007626160004292615,34.1650705600041,['A1'],['B1'],['C2'],['salmon'],['yellow'],['blue'],2267.4549277999977,None,5.0,3.1469948000012664,2267.4549277999977,None,2276.3549825999944,None,7.0,4.848361399999703,2281.1881431,None,8.0,3.5981605000051786,2270.671510299995,None,9.0,5.664797900004487,<function functionImportanceA at 0x000001CB2386AE18>,<function functionImportanceC at 0x000001CB281CD1E0>,<function functionImportanceB at 0x000001CB281CD620>,,,8.0,7.230737199999567,8.0,5.664797900004487,2.0,5.764774300005229,<function functiondiffB at 0x000001CB21468950>,<function functiondiffC at 0x000001CB2339BEA0>,<function functiondiffA at 0x000001CB2386A268>,,,,,2232.8132910999993,2284.8047257999933,None,2296.4377184999976,None,2292.0544385999965,None,28,001,2022_Jul_20_1810,2leo,2021.2.3,59.98616718839323,
3,25,Plan how you want to read a book in your free time ,Stimuli/25A1.jpg,Stimuli/25A2.jpg,Stimuli/25A3.jpg,Stimuli/25B1.jpg,Stimuli/25B2.jpg,Stimuli/25B3.jpg,Stimuli/25C1.jpg,Stimuli/25C2.jpg,Stimuli/25C3.jpg,,,,,0,23,23,25,,,,,,,,2301.720477799994,None,2302.7207796000002,None,2308.720868999997,None,"[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]","[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]","[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]",,8.650936579993868,16.83429167999566,27.834168179993867,"[0.42592592592592593, -0.3453703703703704, -0.2953703703703704]","[-0.019444444444444445, -0.14074074074074075, 0.08333333333333333]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[8.635761700003059, 16.818761900001846, 27.818346699998074]",0.014765579995582812,27.833042979997117,['A1'],['B2'],['C2'],['salmon'],['blue'],['yellow'],2338.4698382999995,None,8.0,2.463696599996183,2338.4698382999995,None,2341.286353699994,None,4.0,7.114893899997696,2348.1696767999965,None,10.0,3.965085999996518,2352.1195993,None,7.0,5.981692599998496,<function functionImportanceC at 0x000001CB281CD950>,<function functionImportanceB at 0x000001CB2339B2F0>,<function functionImportanceA at 0x000001CB2386AF28>,,,1.0,9.547640500000853,9.0,5.981692599998496,3.0,5.014022699993802,<function functiondiffA at 0x000001CB2339B730>,<function functiondiffC at 0x000001CB281CD488>,<function functiondiffB at 0x000001CB2386AD08>,,,,,2310.1798939999935,2366.8359694999963,None,2358.0692270999934,None,2363.202505299996,None,28,001,2022_Jul_20_1810,2leo,2021.2.3,59.98616718839323,
3,21,Plan your sandwich for lunch,Stimuli/21A1.jpg,Stimuli/21A2.jpg,Stimuli/21A3.jpg,Stimuli/21B1.jpg,Stimuli/21B2.jpg,Stimuli/21B3.jpg,Stimuli/21C1.jpg,Stimuli/21C2.jpg,Stimuli/21C3.jpg,,,,,0,24,24,21,,,,,,,,2375.886386899998,None,2376.885528599996,None,2382.8856579999992,None,"[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]","[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]","[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]",,22.288257180000073,34.788406679996115,7.772531479997269,"[0.4074074074074074, -0.40555555555555556, -0.42314814814814816]","[-0.004629629629629629, -0.09907407407407408, 0.08055555555555556]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[7.761223500005144, 22.277430699999968, 34.777341400003934]",0.010290879996318836,34.787318880000385,['A2'],['B2'],['C1'],['salmon'],['yellow'],['blue'],2419.267596699996,None,9.0,3.696811699999671,2419.267596699996,None,2423.050990399999,None,10.0,3.9645726999951876,2427.0009561999977,None,5.0,8.99844529999973,2436.033932099999,None,7.0,4.1314658999981475,<function functionImportanceC at 0x000001CB281CD598>,<function functionImportanceB at 0x000001CB281CD0D0>,<function functionImportanceA at 0x000001CB2386A0D0>,,,5.0,7.380746099996031,0.0,4.1314658999981475,3.0,3.397976000000199,<function functiondiffB at 0x000001CB2386A400>,<function functiondiffC at 0x000001CB281CD9D8>,<function functiondiffA at 0x000001CB2339BA60>,,,,,2384.0056901999997,2440.150716099997,None,2451.017065299995,None,2447.533851999993,None,28,001,2022_Jul_20_1810,2leo,2021.2.3,59.98616718839323,
3,16,Plan a delicious cake for the birthday of a friend,Stimuli/16A1.jpg,Stimuli/16A2.jpg,Stimuli/16A3.jpg,Stimuli/16B1.jpg,Stimuli/16B2.jpg,Stimuli/16B3.jpg,Stimuli/16C1.jpg,Stimuli/16C2.jpg,Stimuli/16C3.jpg,,,,,0,25,25,16,,,,,,,,2453.9338014999958,None,2454.9335301999963,None,2460.9334781,None,"[0.304, -0.26]","[-0.378, -0.136]","[0.07, 0.393]","[0.066, -0.395]","[-0.377, 0.138]","[0.306, 0.255]","[-0.203, -0.347]","[-0.2, 0.346]","[0.399, -0.003]",,27.34153944999707,33.325136449995625,13.342611049993138,"[0.4638888888888889, -0.38055555555555554, 0.34814814814814815]","[-0.018518518518518517, -0.10555555555555556, 0.27314814814814814]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[13.331011900001613, 27.330534399996395, 33.31378810000024]",0.01050184999621706,33.32401944999583,['A2'],['B3'],['C3'],['blue'],['salmon'],['yellow'],2496.132391299994,None,6.0,3.2465341000061017,2496.132391299994,None,2505.7655855999983,None,5.0,4.181735599995591,2499.6657628999965,None,7.0,6.231169400001818,2509.8989083999986,None,9.0,2.5485344999979134,<function functionImportanceB at 0x000001CB281CDBF8>,<function functionImportanceC at 0x000001CB281CDEA0>,<function functionImportanceA at 0x000001CB281CD378>,,,6.0,7.0144064000051,2.0,2.5485344999979134,2.0,3.481189300000551,<function functiondiffB at 0x000001CB281CD840>,<function functiondiffC at 0x000001CB2386ABF8>,<function functiondiffA at 0x000001CB281CDE18>,,,,,2462.3497659999994,2512.4820339999933,None,2523.5984675999935,None,2519.482021399999,None,28,001,2022_Jul_20_1810,2leo,2021.2.3,59.98616718839323,
3,39,Plan what kind of watch you want to buy,Stimuli/39A1.jpg,Stimuli/39A2.jpg,Stimuli/39A3.jpg,Stimuli/39B1.jpg,Stimuli/39B2.jpg,Stimuli/39B3.jpg,Stimuli/39C1.jpg,Stimuli/39C2.jpg,Stimuli/39C3.jpg,,,,,0,26,26,39,,,,,,,,2526.5989720999933,None,2527.598092,None,2533.5982817999975,None,"[-0.377, 0.138]","[0.066, -0.395]","[0.306, 0.255]","[-0.2, 0.346]","[-0.203, -0.347]","[0.399, -0.003]","[-0.378, -0.136]","[0.304, -0.26]","[0.07, 0.393]",,43.83037579998927,11.39838489999238,47.564145499993174,"[-0.19907407407407407, -0.3787037037037037, -0.3074074074074074]","[-0.3425925925925926, 0.18796296296296297, -0.1574074074074074]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[11.382781300002534, 43.81511590000446, 47.54831970000669]",0.014842299991869368,47.56312049999542,['A1'],['B2'],['C1'],['yellow'],['blue'],['salmon'],2582.7800909999933,None,5.0,4.547174399995129,2582.7800909999933,None,2587.446527,None,0.0,3.664335100002063,2596.2299802999987,None,10.0,2.6817821000004187,2591.0801087,None,8.0,5.148549300000013,<function functionImportanceC at 0x000001CB281CDC80>,<function functionImportanceA at 0x000001CB281CD268>,<function functionImportanceB at 0x000001CB281CD510>,,,1.0,3.8308544000028633,8.0,5.148549300000013,8.0,11.380957900000794,<function functiondiffC at 0x000001CB281CDA60>,<function functiondiffA at 0x000001CB281CDF28>,<function functiondiffB at 0x000001CB281CD8C8>,,,,,2534.745956599996,2617.5461039,None,2606.1462804999974,None,2598.913203099997,None,28,001,2022_Jul_20_1810,2leo,2021.2.3,59.98616718839323,
3,35,Plan how you want to do your grocery shopping ,Stimuli/35A1.jpg,Stimuli/35A2.jpg,Stimuli/35A3.jpg,Stimuli/35B1.jpg,Stimuli/35B2.jpg,Stimuli/35B3.jpg,Stimuli/35C1.jpg,Stimuli/35C2.jpg,Stimuli/35C3.jpg,,,,,0,27,27,35,,,,,,,,2620.896131399997,None,2621.8957029999947,None,2627.8955254999964,None,"[0.066, -0.395]","[0.306, 0.255]","[-0.377, 0.138]","[0.304, -0.26]","[0.07, 0.393]","[-0.378, -0.136]","[-0.203, -0.347]","[0.399, -0.003]","[-0.2, 0.346]",,32.09877283000242,14.266296030000376,19.999888330006797,"[-0.3731481481481482, 0.36944444444444446, 0.030555555555555555]","[-0.16018518518518518, -0.008333333333333333, -0.3962962962962963]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[14.258410900001763, 19.99192149999726, 32.09133419999853]",0.006956930003070738,32.09818133000226,['A1'],['B3'],['C2'],['blue'],['salmon'],['yellow'],2661.6779618999935,None,8.0,2.696809500004747,2661.6779618999935,None,2664.4443998999996,None,8.0,9.49810210000578,2677.944281899996,None,5.0,4.998356900003273,2673.9611192999946,None,9.0,3.8983481000032043,<function functionImportanceC at 0x000001CB28924598>,<function functionImportanceA at 0x000001CB2386A488>,<function functionImportanceB at 0x000001CB28924048>,,,2.0,5.231021200001123,1.0,3.8983481000032043,3.0,5.1142098999989685,<function functiondiffA at 0x000001CB281CD158>,<function functiondiffB at 0x000001CB281CDD08>,<function functiondiffC at 0x000001CB2386A840>,,,,,2629.1026189999975,2688.010971099997,None,2682.8610854,None,2693.244028699999,None,28,001,2022_Jul_20_1810,2leo,2021.2.3,59.98616718839323,
3,24,Plan your Monday morning on a workday ,Stimuli/24A1.jpg,Stimuli/24A2.jpg,Stimuli/24A3.jpg,Stimuli/24B1.jpg,Stimuli/24B2.jpg,Stimuli/24B3.jpg,Stimuli/24C1.jpg,Stimuli/24C2.jpg,Stimuli/24C3.jpg,,,,,0,28,28,24,,,,,,,,2697.194533799993,None,2698.1938477000003,None,2704.1938131999996,None,"[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]","[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]","[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]",,36.98503106999851,12.352660969998396,22.319389370000863,"[-0.42592592592592593, 0.28055555555555556, 0.43425925925925923]","[-0.16944444444444445, 0.22962962962962963, 0.011111111111111112]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[12.34297940000397, 22.309394000003522, 36.975696000001335]",0.008893470003386028,36.98449047000031,['A1'],['B2'],['C1'],['yellow'],['blue'],['salmon'],2742.7591848999946,None,6.0,3.030140199996822,2742.7591848999946,None,2756.3090333,None,6.0,3.56511390000378,2750.4924336999975,None,5.0,5.798158300000068,2745.8593810999955,None,9.0,4.61429529999441,<function functionImportanceA at 0x000001CB289247B8>,<function functionImportanceB at 0x000001CB289248C8>,<function functionImportanceC at 0x000001CB28924400>,,,1.0,4.431120599998394,1.0,4.61429529999441,9.0,7.697545200004242,<function functiondiffC at 0x000001CB28924510>,<function functiondiffA at 0x000001CB281CDAE8>,<function functiondiffB at 0x000001CB28924B70>,,,,,2705.298413599994,2772.058743499998,None,2764.3420830999967,None,2759.8590056999965,None,28,001,2022_Jul_20_1810,2leo,2021.2.3,59.98616718839323,
