Condition,N_Scenario,written_scenario,ImageA1,ImageA2,ImageA3,ImageB1,ImageB2,ImageB3,ImageC1,ImageC2,ImageC3,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,button_2.started,button_2.stopped,button_2.numClicks,button_2.timesOn,button_2.timesOff,text.started,text.stopped,fixationcross1_started,fixationcross1_stopped,Scenario_started,Scenario_stopped,fixationcross2_started,fixationcross2_stopped,A1pos,A2pos,A3pos,B1pos,B2pos,B3pos,C1pos,C2pos,C3pos,﻿Imagesdecision_started,decisiontimeA,decisiontimeB,decisiontimeC,mouse_x,mouse_y,mouse_leftButton,mouse_midButton,mouse_rightButton,mouse_time,mouse_started,mouse_stopped,clicked_optionA,clicked_optionB,clicked_optionC,colour_category_A,colour_category_B,colour_category_C,question_confidence_started,question_confidence_stopped,slider_confidence_response,slider_confidence_rt,slider_confidence_started,slider_confidence_stopped,question_valueA_started,question_valueA_stopped,slider_valueA_response,slider_valueA_rt,question_valueB_started,question_valueB_stopped,slider_valueB_response,slider_valueB_rt,question_valueC_started,question_valueC_stopped,slider_valueC_response,slider_valueC_rt,Importance_First,Importance_Second,Importance_Third,question_diff_started,question_diff_stopped,slider_diffC_response,slider_diffC_rt,slider_diffA_response,slider_diffA_rt,slider_diffB_response,slider_diffB_rt,diff_First,diff_Second,diff_Third,button_3_started,button_3_stopped,text_2_started,text_2_stopped,Imagesdecision_started,question_diffA_started,question_diffA_stopped,question_diffB_started,question_diffB_stopped,question_diffC_started,question_diffC_stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,15,Plan your own Pasta for lunch,Stimuli/15A1.jpg,Stimuli/15A2.jpg,Stimuli/15A3.jpg,Stimuli/15B1.jpg,Stimuli/15B2.jpg,Stimuli/15B3.jpg,Stimuli/15C1.jpg,Stimuli/15C2.jpg,Stimuli/15C3.jpg,,,,,0,15,15,15,,,,,,,,1209.2374292,None,1210.2374974,None,1216.2373115,None,"[0.399, -0.003]","[-0.203, -0.347]","[-0.2, 0.346]","[0.07, 0.393]","[0.304, -0.26]","[-0.378, -0.136]","[0.306, 0.255]","[0.066, -0.395]","[-0.377, 0.138]",,15.604558959999622,7.606214959999761,12.355135659999632,"[0.2740740740740741, -0.33611111111111114, 0.40370370370370373]","[-0.2361111111111111, 0.12222222222222222, -0.04722222222222222]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[7.598061899999948, 12.34666859999993, 15.596798099999887]",0.00734795999983362,15.60386705999963,['A1'],['B2'],['C3'],['yellow'],['salmon'],['blue'],1234.2866022,None,10.0,1.780014700000038,1234.2866022,None,1239.8891280999999,None,10.0,1.8983745999998973,1241.7699503,None,10.0,1.881650000000036,1236.8384585,None,7.0,3.664271699999972,<function functionImportanceC at 0x0000016380884730>,<function functionImportanceA at 0x0000016380884840>,<function functionImportanceB at 0x0000016380884510>,,,0.0,1.8983745999998973,0.0,2.0645644999999604,0.0,2.1980932999999823,<function functiondiffC at 0x0000016380884C80>,<function functiondiffA at 0x0000016384D0C0D0>,<function functiondiffB at 0x00000163821D7AE8>,,,,,1218.2197791,1247.0530365,None,1249.1363324,None,1243.7529335,None,23,001,2022_Jul_20_0902,2leo,2021.2.3,60.00153603932009,
3,25,Plan how you want to read a book in your free time ,Stimuli/25A1.jpg,Stimuli/25A2.jpg,Stimuli/25A3.jpg,Stimuli/25B1.jpg,Stimuli/25B2.jpg,Stimuli/25B3.jpg,Stimuli/25C1.jpg,Stimuli/25C2.jpg,Stimuli/25C3.jpg,,,,,0,16,16,25,,,,,,,,1250.8527222,None,1251.8529589,None,1257.8529924,None,"[-0.2, 0.346]","[-0.203, -0.347]","[0.399, -0.003]","[-0.377, 0.138]","[0.066, -0.395]","[0.306, 0.255]","[-0.378, -0.136]","[0.304, -0.26]","[0.07, 0.393]",,9.522354769999765,21.422059669999953,7.539459569999963,"[0.24537037037037038, -0.15462962962962962, -0.3509259259259259]","[-0.20092592592592592, 0.29814814814814816, 0.11296296296296296]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[7.524643100000048, 9.508215299999847, 21.407641099999864]",0.013739869999881194,21.421103669999866,['A1'],['B1'],['C2'],['salmon'],['yellow'],['blue'],1281.251951,None,6.0,1.9300120999998853,1281.251951,None,1288.0186998,None,10.0,1.898547199999939,1283.2854571999999,None,9.0,2.997753899999907,1286.6020523,None,10.0,1.7321231000000807,<function functionImportanceB at 0x0000016380884950>,<function functionImportanceC at 0x0000016380884400>,<function functionImportanceA at 0x00000163808840D0>,,,10.0,1.898547199999939,1.0,2.1644066999999723,9.0,2.7476773000000776,<function functiondiffB at 0x00000163821D70D0>,<function functiondiffA at 0x00000163808842F0>,<function functiondiffC at 0x0000016380C37268>,,,,,1259.3728706,1292.6686402,None,1289.9185136,None,1294.935086,None,23,001,2022_Jul_20_0902,2leo,2021.2.3,60.00153603932009,
3,4,Plan a game night at your place,Stimuli/4A1.jpg,Stimuli/4A2.jpg,Stimuli/4A3.jpg,Stimuli/4B1.jpg,Stimuli/4B2.jpg,Stimuli/4B3.jpg,Stimuli/4C1.jpg,Stimuli/4C2.jpg,Stimuli/4C3.jpg,,,,,0,17,17,4,,,,,,,,1296.9013075,None,1297.9016778,None,1303.9017245,None,"[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]","[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]","[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]",,16.238473279999425,8.605567179999525,10.989243879999549,"[0.04351851851851852, 0.26481481481481484, -0.17592592592592593]","[-0.3768518518518518, -0.24814814814814815, -0.3314814814814815]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[8.58959270000014, 10.97300990000008, 16.22274850000008]",0.015135679999502827,16.237548079999442,['A3'],['B3'],['C3'],['salmon'],['yellow'],['blue'],1324.01758,None,9.0,2.1470085999999355,1324.01758,None,1336.2840103,None,2.0,2.7151891999999407,1333.1345734,None,7.0,2.114938200000097,1327.5508025,None,10.0,6.914673199999925,<function functionImportanceC at 0x0000016380C37598>,<function functionImportanceB at 0x0000016380C37158>,<function functionImportanceA at 0x0000016380884488>,,,9.0,2.7151891999999407,5.0,2.831367,8.0,2.981234100000165,<function functiondiffB at 0x0000016380884158>,<function functiondiffC at 0x0000016380C37730>,<function functiondiffA at 0x00000163808848C8>,,,,,1307.3283756,1344.0671832,None,1338.0008097,None,1341.3505804,None,23,001,2022_Jul_20_0902,2leo,2021.2.3,60.00153603932009,
3,38,Plan how you want to go for a run,Stimuli/38A1.jpg,Stimuli/38A2.jpg,Stimuli/38A3.jpg,Stimuli/38B1.jpg,Stimuli/38B2.jpg,Stimuli/38B3.jpg,Stimuli/38C1.jpg,Stimuli/38C2.jpg,Stimuli/38C3.jpg,,,,,0,18,18,38,,,,,,,,1346.1168935,None,1347.1170753,None,1353.1171344,None,"[0.399, -0.003]","[-0.203, -0.347]","[-0.2, 0.346]","[0.07, 0.393]","[0.304, -0.26]","[-0.378, -0.136]","[0.306, 0.255]","[0.066, -0.395]","[-0.377, 0.138]",,7.030746619999945,12.314250119999997,9.047741919999908,"[0.3925925925925926, 0.3416666666666667, 0.1175925925925926]","[0.017592592592592594, 0.2574074074074074, 0.4111111111111111]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[7.0219266999999945, 9.038358300000027, 12.30515349999996]",0.00840091999998549,12.31332752000003,['A1'],['B1'],['C1'],['blue'],['yellow'],['salmon'],1367.166464,None,7.0,2.780629600000111,1367.166464,None,1377.6328403,None,10.0,2.7986516999999367,1369.9995631,None,10.0,3.1643633999999565,1373.316457,None,1.0,4.381780600000184,<function functionImportanceB at 0x0000016380C37EA0>,<function functionImportanceC at 0x0000016380C37E18>,<function functionImportanceA at 0x0000016380C37F28>,,,0.0,2.7986516999999367,1.0,2.648002599999927,1.0,2.7644361000000117,<function functiondiffB at 0x0000016380C37C80>,<function functiondiffA at 0x0000016380C37BF8>,<function functiondiffC at 0x0000016380884BF8>,,,,,1354.3769872999999,1383.1661606,None,1380.3827813999999,None,1385.849206,None,23,001,2022_Jul_20_0902,2leo,2021.2.3,60.00153603932009,
3,26,Plan how to wash one round of your laundry ,Stimuli/26A1.jpg,Stimuli/26A2.jpg,Stimuli/26A3.jpg,Stimuli/26B1.jpg,Stimuli/26B2.jpg,Stimuli/26B3.jpg,Stimuli/26C1.jpg,Stimuli/26C2.jpg,Stimuli/26C3.jpg,,,,,0,19,19,26,,,,,,,,1387.0822917,None,1388.0825481,None,1394.0827126,None,"[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]","[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]","[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]",,18.52142192999986,13.504926829999931,14.838571530000081,"[-0.32037037037037036, 0.32592592592592595, -0.17314814814814813]","[-0.08148148148148149, 0.2851851851851852, 0.30092592592592593]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[13.492699700000003, 14.826180100000101, 18.50946010000007]",0.011467229999880146,18.52054782999994,['A2'],['B2'],['C1'],['yellow'],['blue'],['salmon'],1414.2153113,None,8.0,2.1141787000001386,1414.2153113,None,1426.0149055,None,9.0,3.9484717000000273,1416.3993613,None,7.0,6.581061399999953,1422.9985534,None,10.0,3.0145371999999497,<function functionImportanceB at 0x0000016380C37840>,<function functionImportanceC at 0x0000016380C378C8>,<function functionImportanceA at 0x0000016380C37AE8>,,,-0.0,3.9484717000000273,10.0,3.6308808999999655,1.0,2.1481198999999833,<function functiondiffA at 0x0000016384D0C158>,<function functiondiffB at 0x00000163821D7F28>,<function functiondiffC at 0x0000016380518F28>,,,,,1395.2204062,1429.9649901999999,None,1433.6148487,None,1435.7814736,None,23,001,2022_Jul_20_0902,2leo,2021.2.3,60.00153603932009,
3,27,Plan what festival to visit with your friends,Stimuli/27A1.jpg,Stimuli/27A2.jpg,Stimuli/27A3.jpg,Stimuli/27B1.jpg,Stimuli/27B2.jpg,Stimuli/27B3.jpg,Stimuli/27C1.jpg,Stimuli/27C2.jpg,Stimuli/27C3.jpg,,,,,0,20,20,27,,,,,,,,1437.3643433,None,1438.3645604,None,1444.3646348,None,"[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]","[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]","[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]",,17.8035459299997,19.553695829999697,10.43738932999986,"[0.05462962962962963, 0.35185185185185186, -0.337037037037037]","[0.33796296296296297, 0.001851851851851852, 0.08611111111111111]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[10.43373889999998, 17.800507299999936, 19.550274799999897]",0.0026253299997733848,19.552833829999827,['A1'],['B2'],['C1'],['blue'],['salmon'],['yellow'],1465.5471605,None,3.0,3.796624900000097,1465.5471605,None,1472.3489291,None,9.0,2.164840099999992,1469.4146633999999,None,8.0,2.9310343999998167,1474.5469772,None,8.0,3.3320560000001933,<function functionImportanceB at 0x0000016380C37048>,<function functionImportanceA at 0x0000016380518598>,<function functionImportanceC at 0x0000016380C37510>,,,8.0,2.164840099999992,2.0,1.831041900000173,1.0,4.347539500000039,<function functiondiffB at 0x0000016380C371E0>,<function functiondiffA at 0x0000016380C37D90>,<function functiondiffC at 0x0000016380C37B70>,,,,,1445.5124313,1482.2302838,None,1477.8635495,None,1484.0799461,None,23,001,2022_Jul_20_0902,2leo,2021.2.3,60.00153603932009,
3,37,Plan your cleaning routine ,Stimuli/37A1.jpg,Stimuli/37A2.jpg,Stimuli/37A3.jpg,Stimuli/37B1.jpg,Stimuli/37B2.jpg,Stimuli/37B3.jpg,Stimuli/37C1.jpg,Stimuli/37C2.jpg,Stimuli/37C3.jpg,,,,,0,21,21,37,,,,,,,,1487.0463782,None,1488.0467993,None,1494.0463574999999,None,"[0.066, -0.395]","[-0.377, 0.138]","[0.306, 0.255]","[-0.203, -0.347]","[-0.2, 0.346]","[0.399, -0.003]","[0.304, -0.26]","[-0.378, -0.136]","[0.07, 0.393]",,11.402462429999787,9.619387329999881,14.303148729999748,"[-0.1398148148148148, -0.29907407407407405, 0.05925925925925926]","[-0.31574074074074077, 0.08796296296296297, 0.34629629629629627]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[9.608423200000061, 11.391687000000047, 14.291778400000112]",0.01028622999979234,14.301791029999777,['A2'],['B1'],['C3'],['blue'],['yellow'],['salmon'],1509.9626979,None,10.0,1.3637350999999853,1509.9626979,None,1511.3959158,None,9.0,2.4476472999999714,1515.2129594,None,10.0,1.9819817999998577,1513.8461042,None,10.0,1.3483192000001054,<function functionImportanceA at 0x0000016380884048>,<function functionImportanceC at 0x0000016380C379D8>,<function functionImportanceB at 0x00000163808846A8>,,,0.0,2.4476472999999714,0.0,2.6978459999997995,0.0,2.164759100000083,<function functiondiffC at 0x0000016380884AE8>,<function functiondiffB at 0x0000016380884E18>,<function functiondiffA at 0x0000016380884268>,,,,,1495.1861523,1521.8292334999999,None,1519.6459403,None,1517.195885,None,23,001,2022_Jul_20_0902,2leo,2021.2.3,60.00153603932009,
3,36,Plan your shopping for new clothing,Stimuli/36A1.jpg,Stimuli/36A2.jpg,Stimuli/36A3.jpg,Stimuli/36B1.jpg,Stimuli/36B2.jpg,Stimuli/36B3.jpg,Stimuli/36C1.jpg,Stimuli/36C2.jpg,Stimuli/36C3.jpg,,,,,0,22,22,36,,,,,,,,1524.0454023,None,1525.0457199,None,1531.0458599,None,"[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]","[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]","[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]",,14.156910330000073,17.640691829999923,10.157597429999896,"[-0.4287037037037037, -0.21666666666666667, 0.019444444444444445]","[-0.1111111111111111, 0.37037037037037035, -0.3907407407407407]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[10.1521287999999, 14.152087599999959, 17.635558199999878]",0.004278529999965031,17.63949602999992,['A2'],['B3'],['C2'],['salmon'],['blue'],['yellow'],1550.3116033,None,10.0,2.1634372000000894,1550.3116033,None,1552.5451318,None,6.0,3.5644099000001006,1556.1118052,None,8.0,1.9149187000000438,1558.0615163,None,10.0,2.215097799999967,<function functionImportanceA at 0x0000016380C37620>,<function functionImportanceB at 0x0000016380C37950>,<function functionImportanceC at 0x0000016380C37A60>,,,8.0,3.5644099000001006,2.0,2.3806965999999647,3.0,2.5315391000001455,<function functiondiffB at 0x0000016380C37488>,<function functiondiffA at 0x0000016380518D08>,<function functiondiffC at 0x0000016380C37378>,,,,,1532.1913994,1562.8110985,None,1560.2615018,None,1565.1947087,None,23,001,2022_Jul_20_0902,2leo,2021.2.3,60.00153603932009,
3,44,Plan a party at your place,Stimuli/44A1.jpg,Stimuli/44A2.jpg,Stimuli/44A3.jpg,Stimuli/44B1.jpg,Stimuli/44B2.jpg,Stimuli/44B3.jpg,Stimuli/44C1.jpg,Stimuli/44C2.jpg,Stimuli/44C3.jpg,,,,,0,23,23,44,,,,,,,,1568.9108939,None,1569.9113083,None,1575.9111431,None,"[0.07, 0.393]","[0.304, -0.26]","[-0.378, -0.136]","[0.306, 0.255]","[0.066, -0.395]","[-0.377, 0.138]","[0.399, -0.003]","[-0.203, -0.347]","[-0.2, 0.346]",,27.105852900000173,16.23974320000002,15.20682180000017,"[-0.13425925925925927, 0.08055555555555556, 0.04259259259259259]","[0.3351851851851852, -0.42592592592592593, 0.31296296296296294]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[15.193362699999852, 16.22662749999995, 27.09307549999994]",0.012356800000134172,27.10521390000008,['A1'],['B2'],['C3'],['salmon'],['blue'],['yellow'],1604.6434731,None,2.0,3.763322799999969,1604.6434731,None,1608.4603304,None,10.0,4.39749299999994,1612.8933231,None,10.0,2.1316200999999637,1615.026585,None,10.0,2.3318065999999362,<function functionImportanceA at 0x0000016380C376A8>,<function functionImportanceB at 0x00000163810E7048>,<function functionImportanceC at 0x00000163810E7158>,,,0.0,4.39749299999994,10.0,1.7479005000000143,1.0,2.047834899999998,<function functiondiffC at 0x0000016380518510>,<function functiondiffB at 0x0000016380518C80>,<function functiondiffA at 0x0000016380C377B8>,,,,,1577.066026,1623.0430328,None,1620.976487,None,1617.3598335,None,23,001,2022_Jul_20_0902,2leo,2021.2.3,60.00153603932009,
3,42,Plan how to draw a painting ,Stimuli/42A1.jpg,Stimuli/42A2.jpg,Stimuli/42A3.jpg,Stimuli/42B1.jpg,Stimuli/42B2.jpg,Stimuli/42B3.jpg,Stimuli/42C1.jpg,Stimuli/42C2.jpg,Stimuli/42C3.jpg,,,,,0,24,24,42,,,,,,,,1624.3095232,None,1625.3097714,None,1631.309501,None,"[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]","[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]","[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]",,12.70040275999986,16.700640759999942,17.83397935999983,"[0.29444444444444445, 0.044444444444444446, -0.13333333333333333]","[0.2361111111111111, 0.3851851851851852, -0.36944444444444446]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[12.69834549999996, 16.69831699999986, 17.831340599999976]",0.0015435599998454563,17.832738759999984,['A2'],['B2'],['C3'],['blue'],['yellow'],['salmon'],1650.9257406,None,7.0,2.5640704999998434,1650.9257406,None,1656.8922843,None,7.0,2.3151792000001024,1659.0757202,None,6.0,2.931651800000054,1653.5613434,None,9.0,3.164378299999953,<function functionImportanceC at 0x00000163810E7B70>,<function functionImportanceA at 0x00000163810E7C80>,<function functionImportanceB at 0x00000163810E71E0>,,,1.0,2.3151792000001024,7.0,3.8315295999998398,2.0,3.6974553999998534,<function functiondiffB at 0x0000016380C372F0>,<function functiondiffA at 0x0000016380C37D08>,<function functiondiffC at 0x00000163810E76A8>,,,,,1632.6091013,1665.742056,None,1661.9923241,None,1669.5587596999999,None,23,001,2022_Jul_20_0902,2leo,2021.2.3,60.00153603932009,
3,39,Plan what kind of watch you want to buy,Stimuli/39A1.jpg,Stimuli/39A2.jpg,Stimuli/39A3.jpg,Stimuli/39B1.jpg,Stimuli/39B2.jpg,Stimuli/39B3.jpg,Stimuli/39C1.jpg,Stimuli/39C2.jpg,Stimuli/39C3.jpg,,,,,0,25,25,39,,,,,,,,1671.6582478999999,None,1672.6585391,None,1678.6585058,None,"[0.306, 0.255]","[0.066, -0.395]","[-0.377, 0.138]","[0.399, -0.003]","[-0.203, -0.347]","[-0.2, 0.346]","[0.07, 0.393]","[0.304, -0.26]","[-0.378, -0.136]",,6.113835139999992,8.19761713999992,9.780955839999933,"[0.2611111111111111, -0.175, 0.1175925925925926]","[0.20833333333333334, -0.35462962962962963, 0.3388888888888889]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[6.097150199999987, 8.180584400000043, 9.763749299999972]",0.01626973999987058,9.779751439999927,['A1'],['B2'],['C1'],['salmon'],['blue'],['yellow'],1690.0914048,None,10.0,1.4306148999999095,1690.0914048,None,1695.4746392,None,10.0,1.3816486000000623,1693.6915361,None,10.0,1.748479399999951,1691.6414522,None,10.0,2.097355000000107,<function functionImportanceC at 0x00000163810E77B8>,<function functionImportanceB at 0x00000163810E72F0>,<function functionImportanceA at 0x00000163810E7840>,,,0.0,1.3816486000000623,0.0,1.6137805000000753,0.0,1.9491846000000805,<function functiondiffC at 0x0000016380C370D0>,<function functiondiffB at 0x0000016380518268>,<function functiondiffA at 0x00000163808841E0>,,,,,1679.842361,1701.3911401999999,None,1699.4246389,None,1696.8413624,None,23,001,2022_Jul_20_0902,2leo,2021.2.3,60.00153603932009,
3,21,Plan your sandwich for lunch,Stimuli/21A1.jpg,Stimuli/21A2.jpg,Stimuli/21A3.jpg,Stimuli/21B1.jpg,Stimuli/21B2.jpg,Stimuli/21B3.jpg,Stimuli/21C1.jpg,Stimuli/21C2.jpg,Stimuli/21C3.jpg,,,,,0,26,26,21,,,,,,,,1702.5241225,None,1703.5246271,None,1709.5246175,None,"[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]","[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]","[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]",,11.53211720000013,17.132356700000173,13.149128200000177,"[0.31851851851851853, -0.17314814814814813, 0.2861111111111111]","[0.20092592592592592, 0.3138888888888889, -0.2601851851851852]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[11.52300409999998, 13.139595599999893, 17.122928199999933]",0.00859100000025137,17.13118650000024,['A2'],['B3'],['C1'],['blue'],['yellow'],['salmon'],1728.2904687,None,10.0,2.313164499999857,1728.2904687,None,1732.9736879,None,10.0,1.865039200000183,1730.6569249,None,8.0,2.281167600000117,1734.857682,None,10.0,1.9985795999998572,<function functionImportanceB at 0x00000163810E7488>,<function functionImportanceA at 0x00000163810E7400>,<function functionImportanceC at 0x00000163810E7510>,,,0.0,1.865039200000183,-0.0,2.314662799999951,0.0,1.4646494000000985,<function functiondiffA at 0x00000163810E7EA0>,<function functiondiffC at 0x00000163810E7AE8>,<function functiondiffB at 0x00000163810E7950>,,,,,1710.6820619,1736.8236824,None,1740.7745181999999,None,1739.1735082,None,23,001,2022_Jul_20_0902,2leo,2021.2.3,60.00153603932009,
3,3,Plan a movie night with a friend,Stimuli/3A1.jpg,Stimuli/3A2.jpg,Stimuli/3A3.jpg,Stimuli/3B1.jpg,Stimuli/3B2.jpg,Stimuli/3B3.jpg,Stimuli/3C1.jpg,Stimuli/3C2.jpg,Stimuli/3C3.jpg,,,,,0,27,27,3,,,,,,,,1741.7564236,None,1742.7567027,None,1748.756709,None,"[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]","[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]","[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]",,15.908060809999824,12.558444309999686,17.325180409999803,"[-0.17962962962962964, 0.075, -0.4064814814814815]","[0.30462962962962964, -0.36944444444444446, -0.15185185185185185]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[12.556872099999964, 15.906648700000005, 17.323372999999947]",0.0007780099997489742,17.32401390999985,['A3'],['B2'],['C2'],['blue'],['yellow'],['salmon'],1770.1393618,None,7.0,2.0468210999999883,1770.1393618,None,1779.0890345,None,3.0,2.8154222000000573,1772.9725152,None,10.0,2.8811416999999437,1776.8560573,None,0.0,3.915119200000163,<function functionImportanceB at 0x00000163814797B8>,<function functionImportanceC at 0x0000016381479730>,<function functionImportanceA at 0x00000163810E7730>,,,5.0,2.8154222000000573,7.0,4.398070799999914,-0.0,2.7978462999999465,<function functiondiffB at 0x00000163810E7D08>,<function functiondiffA at 0x0000016380884A60>,<function functiondiffC at 0x00000163810E7BF8>,,,,,1752.3483389,1784.7056018,None,1782.272558,None,1789.489079,None,23,001,2022_Jul_20_0902,2leo,2021.2.3,60.00153603932009,
3,16,Plan a delicious cake for the birthday of a friend,Stimuli/16A1.jpg,Stimuli/16A2.jpg,Stimuli/16A3.jpg,Stimuli/16B1.jpg,Stimuli/16B2.jpg,Stimuli/16B3.jpg,Stimuli/16C1.jpg,Stimuli/16C2.jpg,Stimuli/16C3.jpg,,,,,0,28,28,16,,,,,,,,1791.8717909,None,1792.8721401,None,1798.8721936,None,"[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]","[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]","[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]",,13.208542729999863,17.89207282999996,19.5251920300002,"[0.24814814814814815, 0.04537037037037037, 0.325]","[-0.22870370370370371, -0.4305555555555556, -0.05648148148148148]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[13.201185500000065, 17.884393499999987, 19.517473999999766]",0.006740429999808839,19.52412983000022,['A3'],['B3'],['C1'],['salmon'],['blue'],['yellow'],1820.3546017,None,0.0,2.3472740000001977,1820.3546017,None,1829.6546434999998,None,9.0,1.5984209999996892,1823.0211342999999,None,7.0,4.314120600000024,1827.2214173999998,None,6.0,2.548567599999842,<function functionImportanceB at 0x0000016381479488>,<function functionImportanceC at 0x0000016381479840>,<function functionImportanceA at 0x00000163810E7E18>,,,6.0,1.5984209999996892,9.0,3.0811517000001913,10.0,1.914544300000216,<function functiondiffA at 0x0000016380518EA0>,<function functiondiffC at 0x0000016381479950>,<function functiondiffB at 0x00000163810E7F28>,,,,,1800.36567,1831.2544139999998,None,1836.5543765,None,1834.3709913,None,23,001,2022_Jul_20_0902,2leo,2021.2.3,60.00153603932009,
3,17,Plan a day in Barcelona with a friend who is new to the city,Stimuli/17A1.jpg,Stimuli/17A2.jpg,Stimuli/17A3.jpg,Stimuli/17B1.jpg,Stimuli/17B2.jpg,Stimuli/17B3.jpg,Stimuli/17C1.jpg,Stimuli/17C2.jpg,Stimuli/17C3.jpg,,,,,0,29,29,17,,,,,,,,1837.9542917,None,1838.9543105,None,1844.9543087,None,"[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]","[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]","[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]",,12.664374910000333,11.047678010000254,13.93115091000027,"[0.2740740740740741, 0.12037037037037036, -0.2462962962962963]","[0.19722222222222222, 0.3148148148148148, -0.39537037037037037]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[11.03043290000005, 12.647420699999657, 13.913576299999932]",0.016457610000543355,13.93001841000023,['A2'],['B2'],['C3'],['yellow'],['blue'],['salmon'],1860.5535639000002,None,10.0,1.5136032000000341,1860.5535639000002,None,1864.6700632999998,None,2.0,4.079279900000074,1868.7368161000002,None,10.0,2.065356300000076,1862.1367733999998,None,10.0,2.4815408999998,<function functionImportanceC at 0x0000016381479158>,<function functionImportanceA at 0x0000016381479510>,<function functionImportanceB at 0x0000016381479598>,,,9.0,4.079279900000074,5.0,3.047697800000151,0.0,2.4311125000003813,<function functiondiffC at 0x0000016381479E18>,<function functiondiffB at 0x0000016381479D90>,<function functiondiffA at 0x0000016381479C80>,,,,,1846.1549321999998,1877.8365536,None,1875.3864652,None,1870.7700532000001,None,23,001,2022_Jul_20_0902,2leo,2021.2.3,60.00153603932009,
