Condition,N_Scenario,written_scenario,ImageA1,ImageA2,ImageA3,ImageB1,ImageB2,ImageB3,ImageC1,ImageC2,ImageC3,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,button_2.started,button_2.stopped,button_2.numClicks,button_2.timesOn,button_2.timesOff,text.started,text.stopped,fixationcross1_started,fixationcross1_stopped,Scenario_started,Scenario_stopped,fixationcross2_started,fixationcross2_stopped,A1pos,A2pos,A3pos,B1pos,B2pos,B3pos,C1pos,C2pos,C3pos,﻿Imagesdecision_started,decisiontimeA,decisiontimeB,decisiontimeC,mouse_x,mouse_y,mouse_leftButton,mouse_midButton,mouse_rightButton,mouse_time,mouse_started,mouse_stopped,clicked_optionA,clicked_optionB,clicked_optionC,colour_category_A,colour_category_B,colour_category_C,question_confidence_started,question_confidence_stopped,slider_confidence_response,slider_confidence_rt,slider_confidence_started,slider_confidence_stopped,question_valueB_started,question_valueB_stopped,slider_valueB_response,slider_valueB_rt,question_valueA_started,question_valueA_stopped,slider_valueA_response,slider_valueA_rt,question_valueC_started,question_valueC_stopped,slider_valueC_response,slider_valueC_rt,Importance_First,Importance_Second,Importance_Third,question_diff_started,question_diff_stopped,slider_diffB_response,slider_diffB_rt,slider_diffC_response,slider_diffC_rt,slider_diffA_response,slider_diffA_rt,diff_First,diff_Second,diff_Third,button_3_started,button_3_stopped,text_2_started,text_2_stopped,Imagesdecision_started,question_diffC_started,question_diffC_stopped,question_diffA_started,question_diffA_stopped,question_diffB_started,question_diffB_stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,37,Plan your cleaning routine ,Stimuli/37A1.jpg,Stimuli/37A2.jpg,Stimuli/37A3.jpg,Stimuli/37B1.jpg,Stimuli/37B2.jpg,Stimuli/37B3.jpg,Stimuli/37C1.jpg,Stimuli/37C2.jpg,Stimuli/37C3.jpg,,,,,0,21,21,37,,,,,,,,1378.277532299995,None,1379.2775698000041,None,1385.2775199000025,None,"[0.304, -0.26]","[0.07, 0.393]","[-0.378, -0.136]","[-0.203, -0.347]","[0.399, -0.003]","[-0.2, 0.346]","[0.066, -0.395]","[0.306, 0.255]","[-0.377, 0.138]",,3.4974664199980907,13.58104531999561,6.981781719994615,"[0.016666666666666666, 0.287962962962963, -0.20462962962962963]","[0.37962962962962965, 0.2212962962962963, 0.29907407407407405]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[3.480811499990523, 6.964652800001204, 13.564014699994004]",0.01610731999971904,13.580098719990929,['A2'],['B3'],['C2'],['salmon'],['yellow'],['blue'],1400.460289499999,None,9.0,1.9306410999997752,1400.460289499999,None,1402.4437284000014,None,-0.0,4.214062600003672,1408.9937134999927,None,9.0,2.831760699991719,1406.6938459999947,None,9.0,2.281677499995567,<function functionImportanceB at 0x0000023E80ABB2F0>,<function functionImportanceC at 0x0000023E80ECF8C8>,<function functionImportanceA at 0x0000023E80ABBD08>,,,6.0,2.5646296000049915,1.0,2.831760699991719,0.0,1.898175700000138,<function functiondiffC at 0x0000023E80ECF400>,<function functiondiffB at 0x0000023E80ECFD08>,<function functiondiffA at 0x0000023E80ECF0D0>,,,,,1386.4112288000033,1411.8099918999942,None,1418.7101350000012,None,1416.1268225999956,None,006,001,2022_Jun_14_1018,2leo,2021.2.3,59.978683572395056,
3,30,Plan your sport work out for tomorrow,Stimuli/30A1.jpg,Stimuli/30A2.jpg,Stimuli/30A3.jpg,Stimuli/30B1.jpg,Stimuli/30B2.jpg,Stimuli/30B3.jpg,Stimuli/30C1.jpg,Stimuli/30C2.jpg,Stimuli/30C3.jpg,,,,,0,22,22,30,,,,,,,,1420.1261229999945,None,1421.1264628999925,None,1427.126397,None,"[0.306, 0.255]","[0.066, -0.395]","[-0.377, 0.138]","[0.07, 0.393]","[0.304, -0.26]","[-0.378, -0.136]","[0.399, -0.003]","[-0.203, -0.347]","[-0.2, 0.346]",,7.455995459997212,3.7729884599975776,11.656715460005216,"[0.037037037037037035, 0.2722222222222222, -0.1814814814814815]","[0.35648148148148145, 0.2574074074074074, 0.30833333333333335]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[3.7597869000019273, 7.44315039999492, 11.643097799998941]",0.01240566000342369,11.655192060003174,['A1'],['B1'],['C3'],['salmon'],['blue'],['yellow'],1440.4423811000015,None,10.0,1.930399100005161,1440.4423811000015,None,1442.4925280000025,None,10.0,3.7147505000029923,1448.7257668999955,None,10.0,2.198375100007979,1446.1758039999986,None,1.0,2.5316766000032658,<function functionImportanceB at 0x0000023E811B2488>,<function functionImportanceC at 0x0000023E811B2048>,<function functionImportanceA at 0x0000023E806F8400>,,,-0.0,3.0810746000061044,3.0,2.198375100007979,3.0,2.2312187000061385,<function functiondiffB at 0x0000023E80ECF598>,<function functiondiffC at 0x0000023E80ECF1E0>,<function functiondiffA at 0x0000023E80ECFA60>,,,,,1428.3134183999937,1454.0090632999927,None,1456.7090150000004,None,1450.9256851999962,None,006,001,2022_Jun_14_1018,2leo,2021.2.3,59.978683572395056,
3,31,Plan your order at a restaurant    ,Stimuli/31A1.jpg,Stimuli/31A2.jpg,Stimuli/31A3.jpg,Stimuli/31B1.jpg,Stimuli/31B2.jpg,Stimuli/31B3.jpg,Stimuli/31C1.jpg,Stimuli/31C2.jpg,Stimuli/31C3.jpg,,,,,0,23,23,31,,,,,,,,1458.4420994999964,None,1459.4421948999952,None,1465.4422655999952,None,"[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]","[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]","[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]",,16.5024658000184,15.719829600013327,20.019945200008806,"[-0.40185185185185185, -0.22592592592592592, 0.04814814814814815]","[-0.11203703703703703, 0.29907407407407405, -0.41574074074074074]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[15.709200199999032, 16.492092700005742, 20.008996799995657]",0.009845700013102032,20.018521100020735,['A2'],['B2'],['C3'],['blue'],['salmon'],['yellow'],1488.5247030000028,None,10.0,1.4802631000056863,1488.5247030000028,None,1494.8745297999994,None,10.0,2.4317927999945823,1491.4748351000017,None,10.0,4.764666800008854,1497.341255499996,None,2.0,2.648213599997689,<function functionImportanceA at 0x0000023E80ABB840>,<function functionImportanceB at 0x0000023E80ECFD90>,<function functionImportanceC at 0x0000023E811B2268>,,,10.0,2.0478446000051918,1.0,4.764666800008854,10.0,2.614537500005099,<function functiondiffC at 0x0000023E806F8268>,<function functiondiffA at 0x0000023E803747B8>,<function functiondiffB at 0x0000023E806F8EA0>,,,,,1468.0487539000023,1499.9412551999994,None,1504.857712500001,None,1507.1410056000022,None,006,001,2022_Jun_14_1018,2leo,2021.2.3,59.978683572395056,
3,33,Plan the items to decorate your Christmas tree,Stimuli/33A1.jpg,Stimuli/33A2.jpg,Stimuli/33A3.jpg,Stimuli/33B1.jpg,Stimuli/33B2.jpg,Stimuli/33B3.jpg,Stimuli/33C1.jpg,Stimuli/33C2.jpg,Stimuli/33C3.jpg,,,,,0,24,24,33,,,,,,,,1508.7074003000016,None,1509.7074394999945,None,1515.7076034999918,None,"[-0.203, -0.347]","[-0.2, 0.346]","[0.399, -0.003]","[0.304, -0.26]","[-0.378, -0.136]","[0.07, 0.393]","[0.066, -0.395]","[-0.377, 0.138]","[0.306, 0.255]",,6.165668959991308,8.416963059993577,11.366185459992266,"[-0.15925925925925927, 0.2851851851851852, 0.13425925925925927]","[-0.31203703703703706, -0.24444444444444444, -0.36203703703703705]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[6.1538045999914175, 8.404846299992641, 11.353802099998575]",0.011437859997386113,11.36489445999905,['A1'],['B1'],['C1'],['salmon'],['blue'],['yellow'],1529.240213099998,None,10.0,2.3471143999922788,1529.240213099998,None,1537.0569501999998,None,2.0,2.281535200003418,1539.9414677000022,None,10.0,2.165169400002924,1531.6735558999935,None,0.0,5.397584699996514,<function functionImportanceC at 0x0000023E811B2620>,<function functionImportanceB at 0x0000023E811B2BF8>,<function functionImportanceA at 0x0000023E80ECF9D8>,,,3.0,2.4481544000009308,4.0,2.165169400002924,1.0,3.0813575999927707,<function functiondiffA at 0x0000023E80ECFC80>,<function functiondiffB at 0x0000023E806F87B8>,<function functiondiffC at 0x0000023E811B2510>,,,,,1517.4158725000016,1547.0900609999953,None,1541.6565374999918,None,1544.6255626999919,None,006,001,2022_Jun_14_1018,2leo,2021.2.3,59.978683572395056,
3,19,Plan how you want your garden to look like,Stimuli/19A1.jpg,Stimuli/19A2.jpg,Stimuli/19A3.jpg,Stimuli/19B1.jpg,Stimuli/19B2.jpg,Stimuli/19B3.jpg,Stimuli/19C1.jpg,Stimuli/19C2.jpg,Stimuli/19C3.jpg,,,,,0,25,25,19,,,,,,,,1549.572755000001,None,1550.5731196999986,None,1556.5731328999973,None,"[-0.2, 0.346]","[-0.203, -0.347]","[0.399, -0.003]","[-0.378, -0.136]","[0.304, -0.26]","[0.07, 0.393]","[-0.377, 0.138]","[0.066, -0.395]","[0.306, 0.255]",,4.461206680018222,10.577852380025433,14.728098080027848,"[-0.18333333333333332, 0.06759259259259259, -0.3888888888888889]","[-0.34074074074074073, 0.34629629629629627, 0.13333333333333333]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[4.449726300008479, 10.566029499997967, 14.716008500006865]",0.01097728002059739,14.72691368003143,['A2'],['B3'],['C1'],['salmon'],['blue'],['yellow'],1575.3890481999988,None,10.0,1.663875400001416,1575.3890481999988,None,1582.7769784999982,None,7.0,3.39857989999291,1585.122450499999,None,2.0,1.5984477000019979,1578.5224270000035,None,10.0,4.531116900005145,<function functionImportanceC at 0x0000023E811B28C8>,<function functionImportanceB at 0x0000023E811B2A60>,<function functionImportanceA at 0x0000023E811B2158>,,,7.0,3.8979782999958843,0.0,1.5984477000019979,4.0,3.1984533999930136,<function functiondiffC at 0x0000023E811B2598>,<function functiondiffB at 0x0000023E811B2840>,<function functiondiffA at 0x0000023E811B2400>,,,,,1560.2091515999928,1587.0388109999913,None,1594.5221133000014,None,1590.8555157999945,None,006,001,2022_Jun_14_1018,2leo,2021.2.3,59.978683572395056,
3,17,Plan a day in Barcelona with a friend who is new to the city,Stimuli/17A1.jpg,Stimuli/17A2.jpg,Stimuli/17A3.jpg,Stimuli/17B1.jpg,Stimuli/17B2.jpg,Stimuli/17B3.jpg,Stimuli/17C1.jpg,Stimuli/17C2.jpg,Stimuli/17C3.jpg,,,,,0,26,26,17,,,,,,,,1597.238432500002,None,1598.2385743999912,None,1604.2385028999997,None,"[0.306, 0.255]","[0.066, -0.395]","[-0.377, 0.138]","[0.07, 0.393]","[0.304, -0.26]","[-0.378, -0.136]","[0.399, -0.003]","[-0.203, -0.347]","[-0.2, 0.346]",,9.603634359984426,7.2372857599984854,4.970703459985089,"[-0.18888888888888888, -0.3398148148148148, 0.31574074074074077]","[-0.3351851851851852, -0.1675925925925926, 0.28055555555555556]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[4.966912100004265, 7.233696100011002, 9.6004787000129]",0.002738159993896261,9.602924359991448,['A1'],['B3'],['C2'],['blue'],['yellow'],['salmon'],1615.5213077999942,None,10.0,2.2968760000076145,1615.5213077999942,None,1626.1545371999964,None,10.0,2.1319462999963434,1622.4213316999958,None,3.0,3.731415400005062,1617.9378264999978,None,10.0,4.481142200005706,<function functionImportanceC at 0x0000023E811B2F28>,<function functionImportanceA at 0x0000023E811B27B8>,<function functionImportanceB at 0x0000023E811B2950>,,,1.0,3.097629900003085,8.0,3.731415400005062,8.0,2.7810934000008274,<function functiondiffB at 0x0000023E811B2730>,<function functiondiffA at 0x0000023E80ECFEA0>,<function functiondiffC at 0x0000023E811B2D08>,,,,,1605.4350334999908,1634.1709412999917,None,1631.3712095999945,None,1628.2544791999971,None,006,001,2022_Jun_14_1018,2leo,2021.2.3,59.978683572395056,
3,25,Plan how you want to read a book in your free time ,Stimuli/25A1.jpg,Stimuli/25A2.jpg,Stimuli/25A3.jpg,Stimuli/25B1.jpg,Stimuli/25B2.jpg,Stimuli/25B3.jpg,Stimuli/25C1.jpg,Stimuli/25C2.jpg,Stimuli/25C3.jpg,,,,,0,27,27,25,,,,,,,,1636.303803200004,None,1637.3041446999996,None,1643.3041402999952,None,"[-0.203, -0.347]","[-0.2, 0.346]","[0.399, -0.003]","[0.066, -0.395]","[-0.377, 0.138]","[0.306, 0.255]","[0.304, -0.26]","[-0.378, -0.136]","[0.07, 0.393]",,5.680357639997965,10.730659539985936,22.714007539994782,"[-0.19814814814814816, -0.30648148148148147, 0.06666666666666667]","[-0.34444444444444444, 0.10833333333333334, 0.4083333333333333]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[5.678977700008545, 10.728904900010093, 22.711911899998086]",0.0009757399966474622,22.712523939990206,['A1'],['B2'],['C3'],['blue'],['salmon'],['yellow'],1667.9699166999926,None,10.0,3.4966356999939308,1667.9699166999926,None,1671.5701750000007,None,8.0,3.581052200010163,1675.1368307999946,None,10.0,2.464361499994993,1677.924067,None,10.0,3.282108100000187,<function functionImportanceB at 0x0000023E811B21E0>,<function functionImportanceA at 0x0000023E80ECF7B8>,<function functionImportanceC at 0x0000023E811B2EA0>,,,6.0,4.498276199999964,9.0,2.464361499994993,1.0,2.314451799989911,<function functiondiffC at 0x0000023E816C46A8>,<function functiondiffB at 0x0000023E811B2378>,<function functiondiffA at 0x0000023E811B2B70>,,,,,1644.7885926000017,1680.953134700001,None,1689.3030452999956,None,1684.8031715999969,None,006,001,2022_Jun_14_1018,2leo,2021.2.3,59.978683572395056,
3,23,Plan a city trip,Stimuli/23A1.jpg,Stimuli/23A2.jpg,Stimuli/23A3.jpg,Stimuli/23B1.jpg,Stimuli/23B2.jpg,Stimuli/23B3.jpg,Stimuli/23C1.jpg,Stimuli/23C2.jpg,Stimuli/23C3.jpg,,,,,0,28,28,23,,,,,,,,1691.1357254000031,None,1692.136167100005,None,1698.1361131000012,None,"[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]","[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]","[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]",,5.216667100015911,11.833293800009415,8.03425250001601,"[-0.14537037037037037, -0.387037037037037, 0.041666666666666664]","[0.32222222222222224, -0.15185185185185185, -0.4]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[5.215360000001965, 8.032562299995334, 11.83176739999908]",0.0006741000106558204,11.832207700019353,['A2'],['B3'],['C2'],['blue'],['salmon'],['yellow'],1711.618753399991,None,10.0,1.5635986999986926,1711.618753399991,None,1717.8695154000015,None,10.0,1.5152246999932686,1713.2354426999955,None,8.0,2.5146912000054726,1715.818962099991,None,-0.0,2.0652168999949936,<function functionImportanceA at 0x0000023E80ECF6A8>,<function functionImportanceC at 0x0000023E816C4158>,<function functionImportanceB at 0x0000023E816C40D0>,,,8.0,4.881224299999303,3.0,2.5146912000054726,8.0,2.4147852000023704,<function functiondiffB at 0x0000023E811B2E18>,<function functiondiffC at 0x0000023E816C4488>,<function functiondiffA at 0x0000023E811B20D0>,,,,,1699.3014385999995,1724.2687355999951,None,1727.885009199992,None,1719.3688171999966,None,006,001,2022_Jun_14_1018,2leo,2021.2.3,59.978683572395056,
3,42,Plan how to draw a painting ,Stimuli/42A1.jpg,Stimuli/42A2.jpg,Stimuli/42A3.jpg,Stimuli/42B1.jpg,Stimuli/42B2.jpg,Stimuli/42B3.jpg,Stimuli/42C1.jpg,Stimuli/42C2.jpg,Stimuli/42C3.jpg,,,,,0,29,29,42,,,,,,,,1729.8182768999977,None,1730.8184161999961,None,1736.8184498000046,None,"[-0.377, 0.138]","[0.066, -0.395]","[0.306, 0.255]","[-0.2, 0.346]","[-0.203, -0.347]","[0.399, -0.003]","[-0.378, -0.136]","[0.304, -0.26]","[0.07, 0.393]",,7.730690040014451,5.797880040016025,11.497960340013378,"[-0.1787037037037037, 0.018518518518518517, -0.4101851851851852]","[-0.33055555555555555, -0.35185185185185186, -0.18333333333333332]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[5.788405400002375, 7.721467900002608, 11.488322999997763]",0.008669840011862107,11.496677040006034,['A2'],['B2'],['C1'],['yellow'],['salmon'],['blue'],1750.0844133999926,None,10.0,1.9803119999996852,1750.0844133999926,None,1755.7010066999937,None,1.0,2.8983955000003334,1752.2846524999914,None,10.0,3.5481737999944016,1758.6178107000014,None,3.0,2.6484841000055894,<function functionImportanceA at 0x0000023E816C47B8>,<function functionImportanceB at 0x0000023E816C4730>,<function functionImportanceC at 0x0000023E816C4510>,,,1.0,4.448045800003456,7.0,3.5481737999944016,-0.0,2.3646297000086633,<function functiondiffC at 0x0000023E80374EA0>,<function functiondiffB at 0x0000023E806F8488>,<function functiondiffA at 0x0000023E811B2AE8>,,,,,1738.1121831999917,1761.2509666999977,None,1769.553104999999,None,1765.050880099996,None,006,001,2022_Jun_14_1018,2leo,2021.2.3,59.978683572395056,
3,10,Plan a restaurant visit with your family on the weekend ,Stimuli/10A1.jpg,Stimuli/10A2.jpg,Stimuli/10A3.jpg,Stimuli/10B1.jpg,Stimuli/10B2.jpg,Stimuli/10B3.jpg,Stimuli/10C1.jpg,Stimuli/10C2.jpg,Stimuli/10C3.jpg,,,,,0,30,30,10,,,,,,,,1783.4504489999963,None,1784.4504787000042,None,1790.450354200002,None,"[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]","[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]","[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]",,10.751279960022657,6.068560760017135,4.168736460022046,"[0.06111111111111111, 0.2740740740740741, 0.3416666666666667]","[-0.362962962962963, -0.22685185185185186, -0.04814814814814815]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[4.151169100005063, 6.051167000012356, 10.734347300007357]",0.01642516002175398,10.75060796001344,['A2'],['B3'],['C3'],['yellow'],['blue'],['salmon'],1805.633101799991,None,10.0,1.6144175000081304,1805.633101799991,None,1816.3018747000024,None,9.0,5.448267100000521,1810.849688599992,None,1.0,2.798210199995083,1807.2996892999945,None,7.0,3.3979618000012124,<function functionImportanceC at 0x0000023E816C4B70>,<function functionImportanceA at 0x0000023E816C4BF8>,<function functionImportanceB at 0x0000023E816C4D08>,,,-0.0,3.614495000001625,6.0,2.798210199995083,3.0,3.9145882000011625,<function functiondiffA at 0x0000023E816C4E18>,<function functiondiffB at 0x0000023E816C41E0>,<function functiondiffC at 0x0000023E811B29D8>,,,,,1794.4306403999944,1826.5492155999964,None,1818.9994559000042,None,1823.6992141999945,None,006,001,2022_Jun_14_1018,2leo,2021.2.3,59.978683572395056,
3,6,Plan your wedding,Stimuli/6A1.jpg,Stimuli/6A2.jpg,Stimuli/6A3.jpg,Stimuli/6B1.jpg,Stimuli/6B2.jpg,Stimuli/6B3.jpg,Stimuli/6C1.jpg,Stimuli/6C2.jpg,Stimuli/6C3.jpg,,,,,0,31,31,6,,,,,,,,1828.6154349999997,None,1829.6157903999992,None,1835.6158099000022,None,"[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]","[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]","[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]",,14.982253880021744,9.899659980030265,3.8830399800208397,"[-0.35185185185185186, 0.06851851851851852, 0.41388888888888886]","[0.09351851851851851, 0.40185185185185185, -0.04722222222222222]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[3.876737200000207, 9.893594499997562, 14.976456700009294]",0.005278680022456683,14.981576480029617,['A2'],['B2'],['C1'],['salmon'],['blue'],['yellow'],1856.2984168999974,None,10.0,1.8302621000038926,1856.2984168999974,None,1859.9651125999953,None,8.0,7.247734799995669,1870.2490942000004,None,10.0,3.531831400003284,1866.6495073999977,None,10.0,3.6317109999945387,<function functionImportanceB at 0x0000023E811B2C80>,<function functionImportanceC at 0x0000023E80ABBE18>,<function functionImportanceA at 0x0000023E816C4C80>,,,9.0,2.848146899996209,0.0,3.531831400003284,8.0,4.314413799991598,<function functiondiffA at 0x0000023E816C42F0>,<function functiondiffC at 0x0000023E811B26A8>,<function functiondiffB at 0x0000023E816C48C8>,,,,,1840.8549538999941,1877.3645774000033,None,1872.9147243000043,None,1880.2312164000032,None,006,001,2022_Jun_14_1018,2leo,2021.2.3,59.978683572395056,
3,11,Plan a hike in nature on a free day,Stimuli/11A1.jpg,Stimuli/11A2.jpg,Stimuli/11A3.jpg,Stimuli/11B1.jpg,Stimuli/11B2.jpg,Stimuli/11B3.jpg,Stimuli/11C1.jpg,Stimuli/11C2.jpg,Stimuli/11C3.jpg,,,,,0,32,32,11,,,,,,,,1882.1974748999928,None,1883.1977024999942,None,1889.1978151999938,None,"[0.304, -0.26]","[-0.378, -0.136]","[0.07, 0.393]","[0.066, -0.395]","[-0.377, 0.138]","[0.306, 0.255]","[-0.203, -0.347]","[-0.2, 0.346]","[0.399, -0.003]",,8.109423440007959,3.2265739400027087,5.693494439998176,"[-0.3388888888888889, 0.34814814814814815, 0.03796296296296296]","[0.1037037037037037, -0.007407407407407408, 0.3314814814814815]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[3.211648700002115, 5.678194100008113, 8.09468310000375]",0.014136740006506443,8.108688740001526,['A3'],['B2'],['C3'],['salmon'],['yellow'],['blue'],1898.9804426000046,None,10.0,1.7972683999978472,1898.9804426000046,None,1904.330536399997,None,10.0,2.4154517999995733,1906.7471518999955,None,2.0,2.815045099996496,1900.8806234999938,None,10.0,3.4144105999876047,<function functionImportanceC at 0x0000023E80ABBEA0>,<function functionImportanceB at 0x0000023E80374510>,<function functionImportanceA at 0x0000023E811B2D90>,,,4.0,3.431107399999746,-0.0,2.815045099996496,6.0,3.0643921999871964,<function functiondiffC at 0x0000023E816C4378>,<function functiondiffA at 0x0000023E816C4598>,<function functiondiffB at 0x0000023E816C4AE8>,,,,,1890.4022823999985,1909.5136066999985,None,1913.4803576999984,None,1916.5635916000028,None,006,001,2022_Jun_14_1018,2leo,2021.2.3,59.978683572395056,
3,14,Plan your own Pizza for dinner,Stimuli/14A1.jpg,Stimuli/14A2.jpg,Stimuli/14A3.jpg,Stimuli/14B1.jpg,Stimuli/14B2.jpg,Stimuli/14B3.jpg,Stimuli/14C1.jpg,Stimuli/14C2.jpg,Stimuli/14C3.jpg,,,,,0,33,33,14,,,,,,,,1919.513064800005,None,1920.5133662000007,None,1926.5133713999967,None,"[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]","[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]","[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]",,9.449670280009741,12.967211680006585,4.888112580010784,"[0.3055555555555556, 0.39444444444444443, -0.3592592592592593]","[-0.2518518518518518, -0.03611111111111111, 0.075]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[4.883419700010563, 9.448403600006714, 12.965776600001846]",0.0007375800050795078,12.96587568000541,['A2'],['B1'],['C3'],['blue'],['yellow'],['salmon'],1941.146204299992,None,10.0,1.7467398999870056,1941.146204299992,None,1943.012889000005,None,6.0,4.2477243000030285,1947.2294422999985,None,9.0,2.882122700000764,1950.112804000004,None,10.0,2.6484138000087114,<function functionImportanceB at 0x0000023E81A8E598>,<function functionImportanceA at 0x0000023E811B22F0>,<function functionImportanceC at 0x0000023E81A8E268>,,,1.0,3.398005299997749,-0.0,2.882122700000764,8.0,2.3979426000005333,<function functiondiffB at 0x0000023E816C49D8>,<function functiondiffC at 0x0000023E81A8E158>,<function functiondiffA at 0x0000023E816C4EA0>,,,,,1927.6946287000028,1956.1816197000007,None,1958.4792776999966,None,1952.7794664999965,None,006,001,2022_Jun_14_1018,2leo,2021.2.3,59.978683572395056,
3,35,Plan how you want to do your grocery shopping ,Stimuli/35A1.jpg,Stimuli/35A2.jpg,Stimuli/35A3.jpg,Stimuli/35B1.jpg,Stimuli/35B2.jpg,Stimuli/35B3.jpg,Stimuli/35C1.jpg,Stimuli/35C2.jpg,Stimuli/35C3.jpg,,,,,0,34,34,35,,,,,,,,1960.395306099992,None,1961.3955361999979,None,1967.395693700004,None,"[0.399, -0.003]","[-0.203, -0.347]","[-0.2, 0.346]","[0.306, 0.255]","[0.066, -0.395]","[-0.377, 0.138]","[0.07, 0.393]","[0.304, -0.26]","[-0.378, -0.136]",,3.510402519998024,7.530595819989685,5.078291419995367,"[-0.15833333333333333, 0.27685185185185185, 0.32314814814814813]","[0.29907407407407405, -0.24537037037037038, 0.2861111111111111]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[3.5034784999879776, 5.071004399986123, 7.521650699985912]",0.006217919988557696,7.526723319999292,['A3'],['B1'],['C2'],['yellow'],['salmon'],['blue'],1976.6453198999952,None,10.0,2.1090999000007287,1976.6453198999952,None,1978.878417400003,None,10.0,3.997865200013621,1982.8450603999954,None,2.0,2.898333500008448,1985.728311800005,None,10.0,2.282016199998907,<function functionImportanceB at 0x0000023E81A8E488>,<function functionImportanceA at 0x0000023E81A8E510>,<function functionImportanceC at 0x0000023E81A8E8C8>,,,0.0,2.147861899997224,-0.0,2.898333500008448,2.0,2.547893599999952,<function functiondiffC at 0x0000023E816C4950>,<function functiondiffA at 0x0000023E816C4D90>,<function functiondiffB at 0x0000023E816C4048>,,,,,1968.6236512000032,1988.0119261999935,None,1991.5117093000008,None,1994.0948487999995,None,006,001,2022_Jun_14_1018,2leo,2021.2.3,59.978683572395056,
3,1,Plan how to study for an exam,Stimuli/1A1.jpg,Stimuli/1A2.jpg,Stimuli/1A3.jpg,Stimuli/1B1.jpg,Stimuli/1B2.jpg,Stimuli/1B3.jpg,Stimuli/1C1.jpg,Stimuli/1C2.jpg,Stimuli/1C3.jpg,,,,,0,35,35,1,,,,,,,,1995.7443702000019,None,1996.744754200001,None,2002.7447429000022,None,"[-0.2, 0.346]","[-0.203, -0.347]","[0.399, -0.003]","[-0.378, -0.136]","[0.304, -0.26]","[0.07, 0.393]","[-0.377, 0.138]","[0.066, -0.395]","[0.306, 0.255]",,9.133562660004827,11.900743760008481,3.5844050599989714,"[-0.3861111111111111, -0.225, -0.37407407407407406]","[0.13333333333333333, 0.30648148148148147, -0.1425925925925926]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[3.582610500001465, 9.132346099999268, 11.899195299993153]",0.0008171600056812167,11.899751560005825,['A1'],['B1'],['C1'],['yellow'],['blue'],['salmon'],2016.2441689999978,None,10.0,1.6301088000036543,2016.2441689999978,None,2025.494143399992,None,1.0,2.0985634999960894,2021.8774925000034,None,10.0,3.598347699997248,2017.911005499991,None,9.0,3.914685499999905,<function functionImportanceC at 0x0000023E81A8EA60>,<function functionImportanceA at 0x0000023E81A8E9D8>,<function functionImportanceB at 0x0000023E81A8E048>,,,0.0,3.2979820999898948,2.0,3.598347699997248,4.0,3.6479283000080613,<function functiondiffA at 0x0000023E81A8EEA0>,<function functiondiffB at 0x0000023E81A8EF28>,<function functiondiffC at 0x0000023E81A8E1E0>,,,,,2003.8616129000002,2034.5438231000007,None,2027.5774204000045,None,2031.2272592999943,None,006,001,2022_Jun_14_1018,2leo,2021.2.3,59.978683572395056,
