Condition,N_Scenario,written_scenario,ImageA1,ImageA2,ImageA3,ImageB1,ImageB2,ImageB3,ImageC1,ImageC2,ImageC3,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,button_2.started,button_2.stopped,button_2.numClicks,button_2.timesOn,button_2.timesOff,text.started,text.stopped,fixationcross1_started,fixationcross1_stopped,Scenario_started,Scenario_stopped,fixationcross2_started,fixationcross2_stopped,A1pos,A2pos,A3pos,B1pos,B2pos,B3pos,C1pos,C2pos,C3pos,﻿Imagesdecision_started,decisiontimeA,decisiontimeB,decisiontimeC,mouse_x,mouse_y,mouse_leftButton,mouse_midButton,mouse_rightButton,mouse_time,mouse_started,mouse_stopped,clicked_optionA,clicked_optionB,clicked_optionC,colour_category_A,colour_category_B,colour_category_C,question_confidence_started,question_confidence_stopped,slider_confidence_response,slider_confidence_rt,slider_confidence_started,slider_confidence_stopped,question_valueA_started,question_valueA_stopped,slider_valueA_response,slider_valueA_rt,question_valueC_started,question_valueC_stopped,slider_valueC_response,slider_valueC_rt,question_valueB_started,question_valueB_stopped,slider_valueB_response,slider_valueB_rt,Importance_First,Importance_Second,Importance_Third,question_diff_started,question_diff_stopped,slider_diffC_response,slider_diffC_rt,slider_diffA_response,slider_diffA_rt,slider_diffB_response,slider_diffB_rt,diff_First,diff_Second,diff_Third,button_3_started,button_3_stopped,text_2_started,text_2_stopped,Imagesdecision_started,question_diffC_started,question_diffC_stopped,question_diffA_started,question_diffA_stopped,question_diffB_started,question_diffB_stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,43,Plan your dream house,Stimuli/43A1.jpg,Stimuli/43A2.jpg,Stimuli/43A3.jpg,Stimuli/43B1.jpg,Stimuli/43B2.jpg,Stimuli/43B3.jpg,Stimuli/43C1.jpg,Stimuli/43C2.jpg,Stimuli/43C3.jpg,,,,,0,19,19,43,,,,,,,,1222.599956,None,1223.600271199999,None,1229.6002122999998,None,"[-0.203, -0.347]","[-0.2, 0.346]","[0.399, -0.003]","[0.304, -0.26]","[-0.378, -0.136]","[0.07, 0.393]","[0.066, -0.395]","[-0.377, 0.138]","[0.306, 0.255]",,24.97619864000262,18.409921740001664,10.8268734400026,"[0.05, -0.3101851851851852, 0.38055555555555554]","[-0.3472222222222222, -0.1685185185185185, -0.032407407407407406]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[10.811954400000104, 18.39515989999927, 24.961630100000548]",0.013969940002425574,24.975553540001783,['A3'],['B2'],['C1'],['yellow'],['salmon'],['blue'],1256.1827472999994,None,9.0,3.4637327999989793,1256.1827472999994,None,1265.7990969999992,None,9.0,3.331862800001545,1263.4991947999988,None,9.0,2.2484825999999885,1259.7160502999996,None,7.0,3.7812336000006326,<function functionImportanceB at 0x000001B0A37FF7B8>,<function functionImportanceC at 0x000001B0A37FF1E0>,<function functionImportanceA at 0x000001B0A37FF378>,,,7.0,3.331862800001545,6.0,2.9644306000009237,5.0,5.597931399999652,<function functiondiffA at 0x000001B0A37FF488>,<function functiondiffC at 0x000001B0A37FF730>,<function functiondiffB at 0x000001B0A37FF400>,,,,,1230.7351052999984,1272.0823505999997,None,1269.082450599999,None,1274.4323221999985,None,17,001,2022_Jul_19_1152,2leo,2021.2.3,59.98372041848456,
3,21,Plan your sandwich for lunch,Stimuli/21A1.jpg,Stimuli/21A2.jpg,Stimuli/21A3.jpg,Stimuli/21B1.jpg,Stimuli/21B2.jpg,Stimuli/21B3.jpg,Stimuli/21C1.jpg,Stimuli/21C2.jpg,Stimuli/21C3.jpg,,,,,0,20,20,21,,,,,,,,1279.5485813999985,None,1280.5487385999986,None,1286.5486899999996,None,"[0.066, -0.395]","[-0.377, 0.138]","[0.306, 0.255]","[-0.203, -0.347]","[-0.2, 0.346]","[0.399, -0.003]","[0.304, -0.26]","[-0.378, -0.136]","[0.07, 0.393]",,7.685388020001483,13.369224920001216,10.968951920001928,"[-0.33796296296296297, 0.33611111111111114, -0.1398148148148148]","[0.09351851851851851, -0.2037037037037037, 0.32685185185185184]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[7.683407399999851, 10.966519800000242, 13.366990500000611]",0.0014703200013173046,13.367911220000678,['A2'],['B2'],['C1'],['salmon'],['yellow'],['blue'],1301.5148384999993,None,8.0,1.8464633999992657,1301.5148384999993,None,1310.5146112999992,None,9.0,2.3318400000007387,1308.281328699999,None,10.0,2.2150359000006574,1303.4147986999997,None,2.0,4.831352299999708,<function functionImportanceB at 0x000001B0A9518D90>,<function functionImportanceC at 0x000001B0A9518950>,<function functionImportanceA at 0x000001B0A9518AE8>,,,1.0,2.3318400000007387,3.0,1.9812762000001385,2.0,3.14802249999957,<function functiondiffC at 0x000001B0A37FF9D8>,<function functiondiffB at 0x000001B0A37FFC80>,<function functiondiffA at 0x000001B0A37FF268>,,,,,1287.6628375,1312.814538499999,None,1320.1977210999994,None,1317.0478762999992,None,17,001,2022_Jul_19_1152,2leo,2021.2.3,59.98372041848456,
3,9,Plan a picnic with friends,Stimuli/9A1.jpg,Stimuli/9A2.jpg,Stimuli/9A3.jpg,Stimuli/9B1.jpg,Stimuli/9B2.jpg,Stimuli/9B3.jpg,Stimuli/9C1.jpg,Stimuli/9C2.jpg,Stimuli/9C3.jpg,,,,,0,21,21,9,,,,,,,,1321.7138671999983,None,1322.7141709999996,None,1328.7140510999998,None,"[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]","[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]","[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]",,21.241820860008374,16.15911856000821,9.159657760008486,"[-0.16944444444444445, -0.32222222222222224, -0.33796296296296297]","[0.28055555555555556, 0.11574074074074074, -0.17592592592592593]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[9.149055500000031, 16.1487333999994, 21.23175059999994]",0.009544160007862956,21.2412732600078,['A2'],['B2'],['C2'],['yellow'],['blue'],['salmon'],1355.7298402999986,None,8.0,2.813983100000769,1355.7298402999986,None,1365.0461061999995,None,9.0,3.9153818000013416,1368.984225799999,None,7.0,4.414890699999887,1359.8966242999995,None,8.0,4.931062499999825,<function functionImportanceB at 0x000001B0A37FFBF8>,<function functionImportanceA at 0x000001B0A7651B70>,<function functionImportanceC at 0x000001B0A37FFD90>,,,5.0,3.9153818000013416,3.0,3.964906899998823,3.0,3.5143342000010307,<function functiondiffB at 0x000001B0A37FF0D0>,<function functiondiffA at 0x000001B0A37FF158>,<function functiondiffC at 0x000001B0A37FF6A8>,,,,,1334.0329643999994,1379.8793331999987,None,1375.9128177999992,None,1372.279622099999,None,17,001,2022_Jul_19_1152,2leo,2021.2.3,59.98372041848456,
3,37,Plan your cleaning routine ,Stimuli/37A1.jpg,Stimuli/37A2.jpg,Stimuli/37A3.jpg,Stimuli/37B1.jpg,Stimuli/37B2.jpg,Stimuli/37B3.jpg,Stimuli/37C1.jpg,Stimuli/37C2.jpg,Stimuli/37C3.jpg,,,,,0,22,22,37,,,,,,,,1383.2623421999997,None,1384.2626683999988,None,1390.2623846999995,None,"[0.07, 0.393]","[0.304, -0.26]","[-0.378, -0.136]","[0.306, 0.255]","[0.066, -0.395]","[-0.377, 0.138]","[0.399, -0.003]","[-0.203, -0.347]","[-0.2, 0.346]",,8.517676740000752,13.167834640000365,17.867907040001228,"[-0.3851851851851852, 0.05277777777777778, -0.16296296296296298]","[-0.12037037037037036, -0.39444444444444443, -0.3712962962962963]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[8.50760629999968, 13.157448300000397, 17.857378699998662]",0.009469240001635626,17.866592140000648,['A3'],['B2'],['C2'],['yellow'],['blue'],['salmon'],1409.745107499999,None,8.0,2.597256999999445,1409.745107499999,None,1418.8949085999993,None,7.0,4.498965099999623,1412.4448700999983,None,9.0,3.747011700001167,1416.2116162999992,None,6.0,2.665433900001517,<function functionImportanceC at 0x000001B0A37FF2F0>,<function functionImportanceB at 0x000001B0A95187B8>,<function functionImportanceA at 0x000001B0A76510D0>,,,1.0,4.498965099999623,5.0,4.514768799999729,4.0,3.9810699000008754,<function functiondiffB at 0x000001B0A37FFA60>,<function functiondiffC at 0x000001B0A7651158>,<function functiondiffA at 0x000001B0A37FFE18>,,,,,1391.4043008999997,1427.3446968999997,None,1429.7946474,None,1423.344903199999,None,17,001,2022_Jul_19_1152,2leo,2021.2.3,59.98372041848456,
3,35,Plan how you want to do your grocery shopping ,Stimuli/35A1.jpg,Stimuli/35A2.jpg,Stimuli/35A3.jpg,Stimuli/35B1.jpg,Stimuli/35B2.jpg,Stimuli/35B3.jpg,Stimuli/35C1.jpg,Stimuli/35C2.jpg,Stimuli/35C3.jpg,,,,,0,23,23,35,,,,,,,,1433.8273764999994,None,1434.8277795999984,None,1440.8277663999997,None,"[0.304, -0.26]","[-0.378, -0.136]","[0.07, 0.393]","[0.066, -0.395]","[-0.377, 0.138]","[0.306, 0.255]","[-0.203, -0.347]","[-0.2, 0.346]","[0.399, -0.003]",,7.238865879999139,16.3057175799986,9.139076479999858,"[0.002777777777777778, -0.14814814814814814, 0.36018518518518516]","[0.3398148148148148, 0.33796296296296297, 0.2675925925925926]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[7.226263000000472, 9.126076800001101, 16.292839200001254]",0.011988779999228427,16.304530579998755,['A3'],['B3'],['C2'],['yellow'],['blue'],['salmon'],1458.811642999999,None,9.0,2.3632808000002115,1458.811642999999,None,1468.0436338,None,7.0,6.198380600000746,1461.2436631,None,10.0,3.9144784000000072,1465.2452152999995,None,8.0,2.8316807999999583,<function functionImportanceC at 0x000001B0A7BC89D8>,<function functionImportanceB at 0x000001B0A7BC8A60>,<function functionImportanceA at 0x000001B0A95180D0>,,,-0.0,6.198380600000746,5.0,6.031134499999098,3.0,2.414988099999391,<function functiondiffA at 0x000001B0A37FFB70>,<function functiondiffC at 0x000001B0A9518620>,<function functiondiffB at 0x000001B0A37FFF28>,,,,,1442.0339927999994,1480.259833799999,None,1474.2100253999997,None,1483.0264144999983,None,17,001,2022_Jul_19_1152,2leo,2021.2.3,59.98372041848456,
3,29,Plan a day in the mountains ,Stimuli/29A1.jpg,Stimuli/29A2.jpg,Stimuli/29A3.jpg,Stimuli/29B1.jpg,Stimuli/29B2.jpg,Stimuli/29B3.jpg,Stimuli/29C1.jpg,Stimuli/29C2.jpg,Stimuli/29C3.jpg,,,,,0,24,24,29,,,,,,,,1484.9426019999992,None,1485.9429772999993,None,1491.9428880999985,None,"[-0.2, 0.346]","[-0.203, -0.347]","[0.399, -0.003]","[-0.377, 0.138]","[0.066, -0.395]","[0.306, 0.255]","[-0.378, -0.136]","[0.304, -0.26]","[0.07, 0.393]",,8.522027259999959,14.571896760000527,19.655526360000295,"[-0.15648148148148147, 0.075, -0.32037037037037036]","[-0.3055555555555556, -0.42685185185185187, -0.08796296296296297]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[8.50964550000026, 14.55926730000101, 19.642732700000124]",0.01185666000128549,19.654255760000524,['A2'],['B2'],['C1'],['blue'],['yellow'],['salmon'],1513.242096599999,None,1.0,3.495947100000194,1513.242096599999,None,1516.858757099999,None,3.0,4.0977151000006415,1520.9254625999984,None,5.0,6.248078700000406,1527.1752158,None,3.0,2.7152677000012773,<function functionImportanceA at 0x000001B0A7BC8950>,<function functionImportanceC at 0x000001B0A7BC8510>,<function functionImportanceB at 0x000001B0A7BC8840>,,,10.0,4.0977151000006415,10.0,1.8646936000004644,10.0,3.1473596999985602,<function functiondiffB at 0x000001B0A37FFEA0>,<function functiondiffC at 0x000001B0A37FFAE8>,<function functiondiffA at 0x000001B0A6E641E0>,,,,,1493.1144589999985,1533.0416781999993,None,1534.675088599999,None,1529.8919339999993,None,17,001,2022_Jul_19_1152,2leo,2021.2.3,59.98372041848456,
3,42,Plan how to draw a painting ,Stimuli/42A1.jpg,Stimuli/42A2.jpg,Stimuli/42A3.jpg,Stimuli/42B1.jpg,Stimuli/42B2.jpg,Stimuli/42B3.jpg,Stimuli/42C1.jpg,Stimuli/42C2.jpg,Stimuli/42C3.jpg,,,,,0,25,25,42,,,,,,,,1536.0411728,None,1537.0416559999994,None,1543.041545,None,"[0.399, -0.003]","[-0.203, -0.347]","[-0.2, 0.346]","[0.07, 0.393]","[0.304, -0.26]","[-0.378, -0.136]","[0.306, 0.255]","[0.066, -0.395]","[-0.377, 0.138]",,7.110819120000087,16.859793520001404,12.577064720000635,"[-0.15092592592592594, -0.3, 0.05925925925925926]","[-0.2935185185185185, 0.13240740740740742, 0.34074074074074073]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[7.095716400001038, 12.561342000000877, 16.844488000000638]",0.014600220001739217,16.85899962000076,['A2'],['B1'],['C3'],['blue'],['salmon'],['yellow'],1561.6407602,None,4.0,2.4633779999985563,1561.6407602,None,1568.4407455,None,5.0,4.664909000000989,1572.9739046999985,None,7.0,2.3817101000004186,1564.1742798999985,None,7.0,4.097750400000223,<function functionImportanceB at 0x000001B0A7BC8400>,<function functionImportanceA at 0x000001B0A37FF950>,<function functionImportanceC at 0x000001B0A7BC88C8>,,,4.0,4.664909000000989,3.0,4.114489700001286,6.0,3.7476588999998057,<function functiondiffA at 0x000001B0A37FFD08>,<function functiondiffB at 0x000001B0A7BC8D90>,<function functiondiffC at 0x000001B0A7BC8378>,,,,,1544.312101899999,1583.2404702999993,None,1575.3738337999985,None,1579.4737048999996,None,17,001,2022_Jul_19_1152,2leo,2021.2.3,59.98372041848456,
3,40,Plan to see a sports event ,Stimuli/40A1.jpg,Stimuli/40A2.jpg,Stimuli/40A3.jpg,Stimuli/40B1.jpg,Stimuli/40B2.jpg,Stimuli/40B3.jpg,Stimuli/40C1.jpg,Stimuli/40C2.jpg,Stimuli/40C3.jpg,,,,,0,26,26,40,,,,,,,,1588.5897043999994,None,1589.5900180999997,None,1595.5899729999983,None,"[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]","[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]","[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]",,17.968702180001856,12.534875180001109,19.885009780000473,"[0.075, -0.1685185185185185, 0.33240740740740743]","[-0.3592592592592593, -0.35555555555555557, -0.2898148148148148]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[12.532024300000558, 17.966113500000574, 19.881908700001077]",0.002003180001338478,19.88360668000132,['A3'],['B3'],['C3'],['yellow'],['blue'],['salmon'],1617.2559008999997,None,2.0,7.813169799999741,1617.2559008999997,None,1625.1724583999985,None,5.0,2.6642038999998476,1627.822342899999,None,0.0,3.9982170000002952,1631.9722591999998,None,7.0,2.815036300000429,<function functionImportanceA at 0x000001B0A7BC8730>,<function functionImportanceC at 0x000001B0AE23A510>,<function functionImportanceB at 0x000001B0A7BC8048>,,,5.0,2.6642038999998476,6.0,2.7644063999996433,1.0,4.5141313999993145,<function functiondiffB at 0x000001B0A7BC8B70>,<function functiondiffC at 0x000001B0A7BC81E0>,<function functiondiffA at 0x000001B0A37FF510>,,,,,1596.8913252999992,1639.1721593999991,None,1643.5218178999985,None,1634.6723014,None,17,001,2022_Jul_19_1152,2leo,2021.2.3,59.98372041848456,
3,26,Plan how to wash one round of your laundry ,Stimuli/26A1.jpg,Stimuli/26A2.jpg,Stimuli/26A3.jpg,Stimuli/26B1.jpg,Stimuli/26B2.jpg,Stimuli/26B3.jpg,Stimuli/26C1.jpg,Stimuli/26C2.jpg,Stimuli/26C3.jpg,,,,,0,27,27,26,,,,,,,,1645.8048076999985,None,1646.8051778999998,None,1652.8049938999993,None,"[-0.203, -0.347]","[-0.2, 0.346]","[0.399, -0.003]","[0.304, -0.26]","[-0.378, -0.136]","[0.07, 0.393]","[0.066, -0.395]","[-0.377, 0.138]","[0.306, 0.255]",,9.600747659998888,16.88446735999787,13.901126959997782,"[-0.19074074074074074, 0.075, 0.06666666666666667]","[-0.3490740740740741, -0.35833333333333334, 0.43148148148148147]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[9.599439599998732, 13.899300799999764, 16.882710899999438]",0.0009044599974004086,16.883441159998256,['A1'],['B3'],['C1'],['yellow'],['salmon'],['blue'],1671.2711535999988,None,8.0,1.5471803000000364,1671.2711535999988,None,1679.3544408999987,None,8.0,4.49827230000119,1683.8709098999989,None,6.0,2.581454899998789,1672.8875394999995,None,8.0,6.464431899999909,<function functionImportanceB at 0x000001B0A7BC86A8>,<function functionImportanceA at 0x000001B0A7BC8BF8>,<function functionImportanceC at 0x000001B0AE23A048>,,,7.0,4.49827230000119,3.0,4.664253599999938,4.0,3.497433299999102,<function functiondiffB at 0x000001B0A7BC8C80>,<function functiondiffC at 0x000001B0A37FF8C8>,<function functiondiffA at 0x000001B0A7BC8268>,,,,,1653.9041320999986,1689.9708089999986,None,1693.4372963999995,None,1686.4541003999984,None,17,001,2022_Jul_19_1152,2leo,2021.2.3,59.98372041848456,
3,32,Plan how you want to relax after a workday,Stimuli/32A1.jpg,Stimuli/32A2.jpg,Stimuli/32A3.jpg,Stimuli/32B1.jpg,Stimuli/32B2.jpg,Stimuli/32B3.jpg,Stimuli/32C1.jpg,Stimuli/32C2.jpg,Stimuli/32C3.jpg,,,,,0,28,28,32,,,,,,,,1697.619977799999,None,1698.620352,None,1704.6203403,None,"[-0.203, -0.347]","[-0.2, 0.346]","[0.399, -0.003]","[0.304, -0.26]","[-0.378, -0.136]","[0.07, 0.393]","[0.066, -0.395]","[-0.377, 0.138]","[0.306, 0.255]",,26.535256480003227,22.66864978000376,9.30294748000415,"[0.2722222222222222, 0.03333333333333333, 0.43333333333333335]","[0.1824074074074074, 0.3962962962962963, 0.05092592592592592]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[9.298915800000032, 22.665004299999055, 26.531836499998462]",0.0027843800035043387,26.53444208000292,['A3'],['B3'],['C3'],['blue'],['yellow'],['salmon'],1734.619189699999,None,6.0,2.1798389999985375,1734.619189699999,None,1737.956262399999,None,9.0,5.097833300000275,1745.7022902999997,None,10.0,4.281749100000525,1742.752438899999,None,9.0,3.714989300000525,<function functionImportanceA at 0x000001B0AE23A7B8>,<function functionImportanceB at 0x000001B0AE23AA60>,<function functionImportanceC at 0x000001B0AE23A730>,,,7.0,5.097833300000275,9.0,3.0145747999995365,8.0,3.9979050000001735,<function functiondiffC at 0x000001B0AE23A488>,<function functiondiffB at 0x000001B0AE23A9D8>,<function functiondiffA at 0x000001B0AE23A268>,,,,,1707.6201100999988,1749.9689182999991,None,1758.4022410999987,None,1754.2189221999997,None,17,001,2022_Jul_19_1152,2leo,2021.2.3,59.98372041848456,
3,36,Plan your shopping for new clothing,Stimuli/36A1.jpg,Stimuli/36A2.jpg,Stimuli/36A3.jpg,Stimuli/36B1.jpg,Stimuli/36B2.jpg,Stimuli/36B3.jpg,Stimuli/36C1.jpg,Stimuli/36C2.jpg,Stimuli/36C3.jpg,,,,,0,29,29,36,,,,,,,,1760.5848780999986,None,1761.5853918999983,None,1767.5851534999983,None,"[-0.378, -0.136]","[0.304, -0.26]","[0.07, 0.393]","[-0.2, 0.346]","[-0.203, -0.347]","[0.399, -0.003]","[-0.377, 0.138]","[0.066, -0.395]","[0.306, 0.255]",,7.3470423799990385,13.347333079998862,2.781043380000483,"[-0.3537037037037037, -0.36666666666666664, 0.4388888888888889]","[0.08796296296296297, -0.1685185185185185, 0.01574074074074074]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[2.764282000000094, 7.330821899999137, 13.330641399999877]",0.015814379999937955,13.34640047999892,['A1'],['B3'],['C1'],['salmon'],['blue'],['yellow'],1782.5179742,None,9.0,2.1969083999993018,1782.5179742,None,1784.8180549999997,None,10.0,2.8319547999999486,1787.6345782999997,None,10.0,2.5988105999986146,1790.2511685999998,None,8.0,5.081872900000235,<function functionImportanceA at 0x000001B0AE23ABF8>,<function functionImportanceC at 0x000001B0AE23AB70>,<function functionImportanceB at 0x000001B0AE23A400>,,,9.0,2.8319547999999486,2.0,2.4814045000002807,8.0,3.9478030999998737,<function functiondiffC at 0x000001B0A7BC82F0>,<function functiondiffB at 0x000001B0AE23A158>,<function functiondiffA at 0x000001B0AE23A598>,,,,,1768.7025601999994,1795.317792599999,None,1801.8341609999989,None,1797.8677782999985,None,17,001,2022_Jul_19_1152,2leo,2021.2.3,59.98372041848456,
3,38,Plan how you want to go for a run,Stimuli/38A1.jpg,Stimuli/38A2.jpg,Stimuli/38A3.jpg,Stimuli/38B1.jpg,Stimuli/38B2.jpg,Stimuli/38B3.jpg,Stimuli/38C1.jpg,Stimuli/38C2.jpg,Stimuli/38C3.jpg,,,,,0,30,30,38,,,,,,,,1813.9672413999997,None,1814.9671707999987,None,1820.9670893999992,None,"[0.306, 0.255]","[0.066, -0.395]","[-0.377, 0.138]","[0.399, -0.003]","[-0.203, -0.347]","[-0.2, 0.346]","[0.07, 0.393]","[0.304, -0.26]","[-0.378, -0.136]",,9.63215202000174,15.781928120000885,5.06582212000103,"[0.34074074074074073, 0.08148148148148149, 0.4101851851851852]","[-0.21296296296296297, -0.33240740740740743, -0.03611111111111111]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[5.064415300001201, 9.631289700000707, 15.780865700000504]",0.00037012000211689156,15.78117112000109,['A2'],['B1'],['C2'],['salmon'],['yellow'],['blue'],1838.4329549999984,None,7.0,1.7807002999998076,1838.4329549999984,None,1846.9663435999992,None,7.0,2.148745600001348,1849.2160568999989,None,8.0,2.6818212999987736,1840.2831993,None,6.0,6.664489600001616,<function functionImportanceB at 0x000001B0AE23AAE8>,<function functionImportanceA at 0x000001B0AE23A6A8>,<function functionImportanceC at 0x000001B0AE5F7598>,,,5.0,2.148745600001348,6.0,3.7975571999995736,6.0,5.714433499999359,<function functiondiffA at 0x000001B0AE23A2F0>,<function functiondiffC at 0x000001B0AE23A840>,<function functiondiffB at 0x000001B0AE23A620>,,,,,1822.1680135999995,1855.6326998999994,None,1851.799565199999,None,1858.0494065999992,None,17,001,2022_Jul_19_1152,2leo,2021.2.3,59.98372041848456,
3,12,Plan the ingredients to mix yourself a cocktail,Stimuli/12A1.jpg,Stimuli/12A2.jpg,Stimuli/12A3.jpg,Stimuli/12B1.jpg,Stimuli/12B2.jpg,Stimuli/12B3.jpg,Stimuli/12C1.jpg,Stimuli/12C2.jpg,Stimuli/12C3.jpg,,,,,0,31,31,12,,,,,,,,1863.281997099999,None,1864.2825372999996,None,1870.282243399999,None,"[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]","[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]","[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]",,9.55411647999972,12.154093479999574,14.12104238000029,"[0.049074074074074076, 0.2712962962962963, 0.43703703703703706]","[0.3296296296296296, 0.25833333333333336, -0.07314814814814814]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[9.550943300000654, 12.150646699999925, 14.117362900000444]",0.0026484800000616815,14.11977558000035,['A2'],['B2'],['C2'],['salmon'],['blue'],['yellow'],1886.015046999999,None,0.0,2.030523600000379,1886.015046999999,None,1891.5983658999994,None,2.0,3.4318026000000827,1888.1151667999984,None,5.0,3.4478169000012713,1895.031599,None,1.0,4.081943299999693,<function functionImportanceC at 0x000001B0AE5F7B70>,<function functionImportanceA at 0x000001B0A9518D08>,<function functionImportanceB at 0x000001B0AE23A1E0>,,,8.0,3.4318026000000827,9.0,2.2145945000011125,10.0,2.1475614000009955,<function functiondiffB at 0x000001B0AE23A0D0>,<function functiondiffA at 0x000001B0AE23AD08>,<function functiondiffC at 0x000001B0AE5F7400>,,,,,1871.4129846999986,1903.4979144999998,None,1901.2648210999996,None,1899.0980590999989,None,17,001,2022_Jul_19_1152,2leo,2021.2.3,59.98372041848456,
3,34,Plan what car you want to buy,Stimuli/34A1.jpg,Stimuli/34A2.jpg,Stimuli/34A3.jpg,Stimuli/34B1.jpg,Stimuli/34B2.jpg,Stimuli/34B3.jpg,Stimuli/34C1.jpg,Stimuli/34C2.jpg,Stimuli/34C3.jpg,,,,,0,32,32,34,,,,,,,,1904.7641955,None,1905.7645715999988,None,1911.7644468999988,None,"[0.066, -0.395]","[0.306, 0.255]","[-0.377, 0.138]","[0.304, -0.26]","[0.07, 0.393]","[-0.378, -0.136]","[-0.203, -0.347]","[0.399, -0.003]","[-0.2, 0.346]",,18.596953480002412,8.747634380002637,14.197381680003673,"[0.028703703703703703, 0.41759259259259257, 0.12407407407407407]","[0.36574074074074076, 0.03796296296296296, -0.39814814814814814]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[8.746154700000261, 14.195689199999833, 18.59584840000025]",0.0007006800024100812,18.596317480003563,['A1'],['B2'],['C2'],['salmon'],['yellow'],['blue'],1933.9135819999992,None,7.0,1.9135188000000198,1933.9135819999992,None,1939.3968276999985,None,10.0,3.2815342000012606,1935.8976666999988,None,9.0,2.4815073999998276,1942.647062,None,8.0,3.015107299999727,<function functionImportanceC at 0x000001B0AE5F7378>,<function functionImportanceA at 0x000001B0AE5F7268>,<function functionImportanceB at 0x000001B0AE5F7158>,,,1.0,3.2815342000012606,0.0,2.7303893999996944,2.0,2.2646936000001006,<function functiondiffA at 0x000001B0AE23AD90>,<function functiondiffB at 0x000001B0AE23A8C8>,<function functiondiffC at 0x000001B0AE23AC80>,,,,,1914.8490852999985,1949.7301073999988,None,1945.0299412999993,None,1947.6802000999996,None,17,001,2022_Jul_19_1152,2leo,2021.2.3,59.98372041848456,
3,33,Plan the items to decorate your Christmas tree,Stimuli/33A1.jpg,Stimuli/33A2.jpg,Stimuli/33A3.jpg,Stimuli/33B1.jpg,Stimuli/33B2.jpg,Stimuli/33B3.jpg,Stimuli/33C1.jpg,Stimuli/33C2.jpg,Stimuli/33C3.jpg,,,,,0,33,33,33,,,,,,,,1951.7801583,None,1952.7798213999995,None,1958.7799219999997,None,"[-0.203, -0.347]","[-0.2, 0.346]","[0.399, -0.003]","[0.066, -0.395]","[-0.377, 0.138]","[0.306, 0.255]","[0.304, -0.26]","[-0.378, -0.136]","[0.07, 0.393]",,17.8724810599997,13.189354460000686,5.423152760000448,"[0.31851851851851853, 0.041666666666666664, -0.1925925925925926]","[-0.2574074074074074, -0.4064814814814815, 0.30092592592592593]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[5.407496599998922, 13.173845499999516, 17.857300300000134]",0.014674760001071263,17.871681360000366,['A2'],['B1'],['C1'],['salmon'],['blue'],['yellow'],1978.795692399999,None,7.0,1.7462156000001414,1978.795692399999,None,1981.1797823999987,None,7.0,5.3644737000013265,1986.0122075999989,None,7.0,2.5320517999989534,1988.5622854999983,None,1.0,2.481692400000611,<function functionImportanceA at 0x000001B0AE5F7E18>,<function functionImportanceC at 0x000001B0AE5F77B8>,<function functionImportanceB at 0x000001B0AE5F7EA0>,,,7.0,5.3644737000013265,6.0,2.7312538999995013,9.0,3.2810541999988345,<function functiondiffA at 0x000001B0AE5F7510>,<function functiondiffC at 0x000001B0AE5F7D90>,<function functiondiffB at 0x000001B0AE5F7488>,,,,,1960.4702006999996,1993.7621399,None,1991.1456571999988,None,1995.9788763999986,None,17,001,2022_Jul_19_1152,2leo,2021.2.3,59.98372041848456,
