Condition,N_Scenario,written_scenario,ImageA1,ImageA2,ImageA3,ImageB1,ImageB2,ImageB3,ImageC1,ImageC2,ImageC3,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,button_2.started,button_2.stopped,button_2.numClicks,button_2.timesOn,button_2.timesOff,text.started,text.stopped,fixationcross1_started,fixationcross1_stopped,Scenario_started,Scenario_stopped,fixationcross2_started,fixationcross2_stopped,A1pos,A2pos,A3pos,B1pos,B2pos,B3pos,C1pos,C2pos,C3pos,﻿Imagesdecision_started,decisiontimeA,decisiontimeB,decisiontimeC,mouse_x,mouse_y,mouse_leftButton,mouse_midButton,mouse_rightButton,mouse_time,mouse_started,mouse_stopped,clicked_optionA,clicked_optionB,clicked_optionC,colour_category_A,colour_category_B,colour_category_C,question_confidence_started,question_confidence_stopped,slider_confidence_response,slider_confidence_rt,slider_confidence_started,slider_confidence_stopped,question_valueC_started,question_valueC_stopped,slider_valueC_response,slider_valueC_rt,question_valueB_started,question_valueB_stopped,slider_valueB_response,slider_valueB_rt,question_valueA_started,question_valueA_stopped,slider_valueA_response,slider_valueA_rt,Importance_First,Importance_Second,Importance_Third,question_diff_started,question_diff_stopped,slider_diffA_response,slider_diffA_rt,slider_diffC_response,slider_diffC_rt,slider_diffB_response,slider_diffB_rt,diff_First,diff_Second,diff_Third,button_3_started,button_3_stopped,text_2_started,text_2_stopped,Imagesdecision_started,question_diffB_started,question_diffB_stopped,question_diffC_started,question_diffC_stopped,question_diffA_started,question_diffA_stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,2,Plan which ingredients you want to use for cooking dinner today,Stimuli/2A1.jpg,Stimuli/2A2.jpg,Stimuli/2A3.jpg,Stimuli/2B1.jpg,Stimuli/2B2.jpg,Stimuli/2B3.jpg,Stimuli/2C1.jpg,Stimuli/2C2.jpg,Stimuli/2C3.jpg,,,,,0,22,22,2,,,,,,,,1773.8232676999905,None,1774.8232420999993,None,1780.8233077999903,None,"[0.304, -0.26]","[0.07, 0.393]","[-0.378, -0.136]","[0.066, -0.395]","[0.306, 0.255]","[-0.377, 0.138]","[-0.203, -0.347]","[0.399, -0.003]","[-0.2, 0.346]",,14.442498199918191,20.209112899916363,19.442871499908506,"[-0.32407407407407407, -0.30092592592592593, -0.29259259259259257, -0.22870370370370371, -0.2916666666666667]","[-0.17314814814814813, 0.39537037037037037, 0.38981481481481484, 0.3537037037037037, 0.22037037037037038]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[14.43593680000049, 18.252547300013248, 18.90236000000732, 19.4358241000009, 20.20223920000717]",0.005961699920590036,20.208179699911852,['A3'],['B3'],['C3'],['salmon'],['yellow'],['blue'],1807.5891228999972,None,10.0,2.080815100009204,1807.5891228999972,None,1824.6389248999913,None,8.0,6.9149538000056054,1818.7389544000034,None,9.0,8.598411099999794,1810.8224539999937,None,9.0,5.680626700006542,<function functionImportanceA at 0x0000012F00DED1E0>,<function functionImportanceB at 0x0000012F00301A60>,<function functionImportanceC at 0x0000012F012B4620>,,,2.0,4.164586600003531,3.0,5.680626700006542,7.0,5.297219500003848,<function functiondiffC at 0x0000012F2D0B19D8>,<function functiondiffA at 0x0000012F008A3840>,<function functiondiffB at 0x0000012F012B4EA0>,,,,,1786.9216185999976,1843.1382491999975,None,1831.1220420000027,None,1838.471762999994,None,008,001,2022_Jun_14_1523,2leo,2021.2.3,59.377839000567086,
3,3,Plan a movie night with a friend,Stimuli/3A1.jpg,Stimuli/3A2.jpg,Stimuli/3A3.jpg,Stimuli/3B1.jpg,Stimuli/3B2.jpg,Stimuli/3B3.jpg,Stimuli/3C1.jpg,Stimuli/3C2.jpg,Stimuli/3C3.jpg,,,,,0,23,23,3,,,,,,,,1847.1546511999913,None,1848.154689499992,None,1854.154852199994,None,"[-0.378, -0.136]","[0.304, -0.26]","[0.07, 0.393]","[-0.377, 0.138]","[0.066, -0.395]","[0.306, 0.255]","[-0.2, 0.346]","[-0.203, -0.347]","[0.399, -0.003]",,17.38060254995071,14.264764949955861,10.164903249955387,"[-0.18425925925925926, 0.3175925925925926, -0.3888888888888889]","[-0.2796296296296296, 0.2759259259259259, -0.14907407407407408]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[10.15100369999709, 14.250918699995964, 17.367290299996966]",0.012817049951991066,17.380135249943123,['A1'],['B3'],['C2'],['yellow'],['blue'],['salmon'],1875.670543699991,None,9.0,2.347432199996547,1875.670543699991,None,1885.7201551999897,None,5.0,5.581877399992663,1890.420115300003,None,10.0,4.431969800003571,1878.1208167000004,None,10.0,5.863966200005962,<function functionImportanceA at 0x0000012F00DED400>,<function functionImportanceC at 0x0000012F018FC9D8>,<function functionImportanceB at 0x0000012F018FCA60>,,,2.0,6.160035499997321,1.0,5.863966200005962,1.0,4.832496100003482,<function functiondiffB at 0x0000012F012B48C8>,<function functiondiffA at 0x0000012F012B4158>,<function functiondiffC at 0x0000012F012B49D8>,,,,,1857.8373544999922,1894.3369613999967,None,1905.3700781999942,None,1898.8368390999967,None,008,001,2022_Jun_14_1523,2leo,2021.2.3,59.377839000567086,
3,35,Plan how you want to do your grocery shopping ,Stimuli/35A1.jpg,Stimuli/35A2.jpg,Stimuli/35A3.jpg,Stimuli/35B1.jpg,Stimuli/35B2.jpg,Stimuli/35B3.jpg,Stimuli/35C1.jpg,Stimuli/35C2.jpg,Stimuli/35C3.jpg,,,,,0,24,24,35,,,,,,,,1908.6363118000008,None,1909.6365202000015,None,1915.636493500002,None,"[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]","[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]","[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]",,29.342715449995012,37.97451134999574,35.241322249989025,"[0.023148148148148147, -0.1824074074074074, -0.40185185185185185]","[-0.4101851851851852, 0.32222222222222224, -0.16018518518518518]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[29.328220800001873, 35.226465100000496, 37.95993660000386]",0.013898149991291575,37.973520949992235,['A3'],['B1'],['C1'],['salmon'],['blue'],['yellow'],1955.351789399996,None,9.0,2.3802441000007093,1955.351789399996,None,1962.5351589999918,None,10.0,2.5321259000047576,1965.1350126000034,None,10.0,4.598681599993142,1957.8185785999958,None,7.0,4.664534900002764,<function functionImportanceA at 0x0000012F018FCF28>,<function functionImportanceC at 0x0000012F018FC378>,<function functionImportanceB at 0x0000012F018FCEA0>,,,2.0,2.331571400005487,-0.0,4.664534900002764,8.0,2.280941700009862,<function functiondiffC at 0x0000012F018FCB70>,<function functiondiffA at 0x0000012F018FCAE8>,<function functiondiffB at 0x0000012F018FC840>,,,,,1916.9076919999934,1986.0678906999965,None,1969.6183824000036,None,1983.7012908000033,None,008,001,2022_Jun_14_1523,2leo,2021.2.3,59.377839000567086,
3,37,Plan your cleaning routine ,Stimuli/37A1.jpg,Stimuli/37A2.jpg,Stimuli/37A3.jpg,Stimuli/37B1.jpg,Stimuli/37B2.jpg,Stimuli/37B3.jpg,Stimuli/37C1.jpg,Stimuli/37C2.jpg,Stimuli/37C3.jpg,,,,,0,25,25,37,,,,,,,,1987.8508981999912,None,1988.8511811999924,None,1994.8511672000022,None,"[-0.378, -0.136]","[0.304, -0.26]","[0.07, 0.393]","[-0.2, 0.346]","[-0.203, -0.347]","[0.399, -0.003]","[-0.377, 0.138]","[0.066, -0.395]","[0.306, 0.255]",,11.266275399990263,34.84922319998441,19.449723899990204,"[0.053703703703703705, 0.3148148148148148, -0.3888888888888889, -0.3388888888888889, -0.4046296296296296, -0.3712962962962963, -0.3490740740740741, -0.34629629629629627, -0.32592592592592595, -0.32685185185185184, 0.37592592592592594]","[0.3425925925925926, -0.25833333333333336, 0.04259259259259259, 0.07962962962962963, -0.1638888888888889, -0.15, -0.22962962962962963, -0.22592592592592592, -0.13518518518518519, -0.13518518518518519, 0.05648148148148148]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[11.265290399998776, 16.165221400005976, 18.015158499998506, 19.4484220000013, 26.081584700004896, 27.11490080000658, 27.73243230000662, 28.11497280000185, 28.58174570000847, 28.998440299998038, 34.84795799999847]",0.00037409998185466975,34.84828649998235,['A3'],['B3'],['C1'],['yellow'],['blue'],['salmon'],2031.3165872999962,None,7.0,4.2809417999960715,2031.3165872999962,None,2035.6498407999898,None,8.0,3.4980262000026414,2039.1665516999929,None,9.0,4.131643799992162,2043.3331135999906,None,5.0,5.715082899987465,<function functionImportanceC at 0x0000012F018FC6A8>,<function functionImportanceB at 0x0000012F018FC8C8>,<function functionImportanceA at 0x0000012F012B40D0>,,,8.0,4.431492900010198,1.0,5.715082899987465,8.0,2.9644089000066742,<function functiondiffC at 0x0000012F018FC0D0>,<function functiondiffA at 0x0000012F018FC2F0>,<function functiondiffB at 0x0000012F018FCC80>,,,,,1995.9854964999977,2057.0493373999925,None,2049.0328963999928,None,2052.5994697999995,None,008,001,2022_Jun_14_1523,2leo,2021.2.3,59.377839000567086,
3,33,Plan the items to decorate your Christmas tree,Stimuli/33A1.jpg,Stimuli/33A2.jpg,Stimuli/33A3.jpg,Stimuli/33B1.jpg,Stimuli/33B2.jpg,Stimuli/33B3.jpg,Stimuli/33C1.jpg,Stimuli/33C2.jpg,Stimuli/33C3.jpg,,,,,0,26,26,33,,,,,,,,2059.532413699999,None,2060.5325427999924,None,2066.53263419999,None,"[-0.378, -0.136]","[0.304, -0.26]","[0.07, 0.393]","[-0.377, 0.138]","[0.066, -0.395]","[0.306, 0.255]","[-0.2, 0.346]","[-0.203, -0.347]","[0.399, -0.003]",,14.955709149988252,17.805797849985538,19.989660149993142,"[-0.4046296296296296, 0.05277777777777778, 0.05462962962962963, 0.39814814814814814]","[-0.12314814814814815, -0.2814814814814815, -0.32407407407407407, 0.010185185185185186]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[14.940407499991124, 16.190271999992547, 17.790215399989393, 19.9737635999918]",0.01484564998827409,19.988400249989354,['A1'],['B2'],['C3'],['salmon'],['yellow'],['blue'],2088.6650523999997,None,10.0,1.4975331000023289,2088.6650523999997,None,2098.165020699991,None,9.0,4.415009300006204,2090.215067600002,None,5.0,3.481056400007219,2094.231574599995,None,8.0,4.381640399995376,<function functionImportanceB at 0x0000012F00DEDC80>,<function functionImportanceA at 0x0000012F00DED620>,<function functionImportanceC at 0x0000012F018FC510>,,,8.0,2.6312588000000687,1.0,4.381640399995376,1.0,3.4145400000124937,<function functiondiffC at 0x0000012F01D6E730>,<function functiondiffB at 0x0000012F018FC950>,<function functiondiffA at 0x0000012F018FC1E0>,,,,,2068.223133899999,2105.7481401999976,None,2102.531493699993,None,2109.2978501999896,None,008,001,2022_Jun_14_1523,2leo,2021.2.3,59.377839000567086,
3,44,Plan a party at your place,Stimuli/44A1.jpg,Stimuli/44A2.jpg,Stimuli/44A3.jpg,Stimuli/44B1.jpg,Stimuli/44B2.jpg,Stimuli/44B3.jpg,Stimuli/44C1.jpg,Stimuli/44C2.jpg,Stimuli/44C3.jpg,,,,,0,27,27,44,,,,,,,,2111.3308323999954,None,2112.3311874999927,None,2118.33112979999,None,"[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]","[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]","[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]",,19.104216649997397,13.321334849999403,17.65453704999527,"[-0.32685185185185184, -0.37037037037037035, -0.1425925925925926]","[0.07592592592592592, -0.10740740740740741, 0.3037037037037037]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[13.317827699996997, 17.650734800001374, 19.100985500001116]",0.0028324500017333776,19.103376049999497,['A1'],['B1'],['C1'],['salmon'],['blue'],['yellow'],2139.063515899994,None,9.0,12.662847599989618,2139.063515899994,None,2160.432300200002,None,4.0,2.999087200005306,2157.046790799999,None,10.0,3.365772300006938,2151.7799188999925,None,9.0,5.230649000004632,<function functionImportanceA at 0x0000012F00DED0D0>,<function functionImportanceB at 0x0000012F01D6E158>,<function functionImportanceC at 0x0000012F01D6E400>,,,1.0,5.481408399995416,-0.0,5.230649000004632,10.0,6.214524600000004,<function functiondiffC at 0x0000012F01D6E378>,<function functiondiffB at 0x0000012F018FCE18>,<function functiondiffA at 0x0000012F018FC598>,,,,,2119.478906499993,2169.596231000003,None,2163.4131715999974,None,2175.8296478999982,None,008,001,2022_Jun_14_1523,2leo,2021.2.3,59.377839000567086,
3,1,Plan how to study for an exam,Stimuli/1A1.jpg,Stimuli/1A2.jpg,Stimuli/1A3.jpg,Stimuli/1B1.jpg,Stimuli/1B2.jpg,Stimuli/1B3.jpg,Stimuli/1C1.jpg,Stimuli/1C2.jpg,Stimuli/1C3.jpg,,,,,0,28,28,1,,,,,,,,2180.8290760999953,None,2181.829216500002,None,2187.829366699996,None,"[0.306, 0.255]","[0.066, -0.395]","[-0.377, 0.138]","[0.07, 0.393]","[0.304, -0.26]","[-0.378, -0.136]","[0.399, -0.003]","[-0.203, -0.347]","[-0.2, 0.346]",,18.886360949996742,17.73716715000046,12.687224049994256,"[0.4351851851851852, -0.45185185185185184, 0.03981481481481482]","[-0.032407407407407406, -0.13148148148148148, -0.3527777777777778]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[12.67563360001077, 17.725653400004376, 18.875199900008738]",0.01067134999902919,18.885760150005808,['A2'],['B3'],['C1'],['salmon'],['blue'],['yellow'],2208.295070299995,None,10.0,2.2640370999870356,2208.295070299995,None,2215.195031700001,None,10.0,3.5484213000017917,2210.6285971000034,None,10.0,4.581121299997903,2218.778497799998,None,6.0,4.181684299997869,<function functionImportanceB at 0x0000012F01D6E2F0>,<function functionImportanceC at 0x0000012F01D6E1E0>,<function functionImportanceA at 0x0000012F01D6E8C8>,,,9.0,5.364192699998966,8.0,4.181684299997869,9.0,4.164257600001292,<function functiondiffA at 0x0000012F01D6E620>,<function functiondiffC at 0x0000012F01D6EBF8>,<function functiondiffB at 0x0000012F01D6EB70>,,,,,2188.933963599993,2236.977945599996,None,2228.328313799997,None,2222.961620499991,None,008,001,2022_Jun_14_1523,2leo,2021.2.3,59.377839000567086,
3,10,Plan a restaurant visit with your family on the weekend ,Stimuli/10A1.jpg,Stimuli/10A2.jpg,Stimuli/10A3.jpg,Stimuli/10B1.jpg,Stimuli/10B2.jpg,Stimuli/10B3.jpg,Stimuli/10C1.jpg,Stimuli/10C2.jpg,Stimuli/10C3.jpg,,,,,0,29,29,10,,,,,,,,2240.6607057999936,None,2241.660953300001,None,2247.6611615,None,"[-0.203, -0.347]","[0.399, -0.003]","[-0.2, 0.346]","[0.066, -0.395]","[0.306, 0.255]","[-0.377, 0.138]","[0.304, -0.26]","[0.07, 0.393]","[-0.378, -0.136]",,13.470236649969593,17.82006664997607,14.753749149967916,"[0.412962962962963, -0.41759259259259257, 0.05740740740740741]","[-0.04722222222222222, -0.15462962962962962, -0.3333333333333333]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[13.469300500000827, 14.752216699998826, 17.818906500004232]",0.0004391499678604305,17.819263449971913,['A2'],['B1'],['C3'],['salmon'],['blue'],['yellow'],2269.910299199997,None,8.0,3.713812899994082,2269.910299199997,None,2291.5595631999895,None,2.0,2.364959500002442,2276.410024500001,None,10.0,6.931072799998219,2280.760136099998,None,10.0,10.913217599998461,<function functionImportanceB at 0x0000012F01D6E268>,<function functionImportanceA at 0x0000012F01D6EAE8>,<function functionImportanceC at 0x0000012F01D6E048>,,,-0.0,2.2979800999892177,1.0,10.913217599998461,1.0,5.564829199996893,<function functiondiffC at 0x0000012F01D6EA60>,<function functiondiffB at 0x0000012F012B4A60>,<function functiondiffA at 0x0000012F012B4D08>,,,,,2251.6246143000026,2298.3596161000023,None,2293.9265707000013,None,2303.192931999991,None,008,001,2022_Jun_14_1523,2leo,2021.2.3,59.377839000567086,
3,34,Plan what car you want to buy,Stimuli/34A1.jpg,Stimuli/34A2.jpg,Stimuli/34A3.jpg,Stimuli/34B1.jpg,Stimuli/34B2.jpg,Stimuli/34B3.jpg,Stimuli/34C1.jpg,Stimuli/34C2.jpg,Stimuli/34C3.jpg,,,,,0,30,30,34,,,,,,,,2330.0421923999966,None,2331.0421557999944,None,2337.042027299991,None,"[0.399, -0.003]","[-0.203, -0.347]","[-0.2, 0.346]","[0.306, 0.255]","[0.066, -0.395]","[-0.377, 0.138]","[0.07, 0.393]","[0.304, -0.26]","[-0.378, -0.136]",,11.399046849968727,8.599672149968683,13.316036449963576,"[-0.37592592592592594, -0.22962962962962963, 0.06388888888888888]","[0.125, 0.33611111111111114, 0.34814814814814815]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[8.596492900003796, 11.39614199999778, 13.31278619999648]",0.0023277499567484483,13.31496044996311,['A3'],['B3'],['C1'],['salmon'],['yellow'],['blue'],2353.9744986000005,None,10.0,1.8144879000028595,2353.9744986000005,None,2361.9580023000017,None,7.0,2.53148729998793,2365.557936600002,None,5.0,5.6983454000001075,2356.8772781000007,None,10.0,6.081033900001785,<function functionImportanceA at 0x0000012F018FC7B8>,<function functionImportanceC at 0x0000012F018FC158>,<function functionImportanceB at 0x0000012F018FC400>,,,9.0,5.164227100001881,2.0,6.081033900001785,8.0,3.098119200003566,<function functiondiffA at 0x0000012F01D6EEA0>,<function functiondiffC at 0x0000012F01D6EC80>,<function functiondiffB at 0x0000012F01D6EE18>,,,,,2340.193316299992,2379.824307799994,None,2375.374276799994,None,2370.5244113999943,None,008,001,2022_Jun_14_1523,2leo,2021.2.3,59.377839000567086,
3,16,Plan a delicious cake for the birthday of a friend,Stimuli/16A1.jpg,Stimuli/16A2.jpg,Stimuli/16A3.jpg,Stimuli/16B1.jpg,Stimuli/16B2.jpg,Stimuli/16B3.jpg,Stimuli/16C1.jpg,Stimuli/16C2.jpg,Stimuli/16C3.jpg,,,,,0,31,31,16,,,,,,,,2382.2070921999984,None,2383.2072428999963,None,2389.2074333999917,None,"[0.306, 0.255]","[0.066, -0.395]","[-0.377, 0.138]","[0.399, -0.003]","[-0.203, -0.347]","[-0.2, 0.346]","[0.07, 0.393]","[0.304, -0.26]","[-0.378, -0.136]",,18.5227616999764,24.45606409998436,10.090145999973174,"[-0.33611111111111114, -0.39537037037037037, 0.3398148148148148]","[-0.1962962962962963, 0.11851851851851852, 0.03888888888888889]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[10.083387599996058, 18.516543599995202, 24.44977769999241]",0.0055641999788349494,24.455127499983064,['A3'],['B1'],['C3'],['yellow'],['salmon'],['blue'],2415.606140399992,None,10.0,2.1134640999953263,2415.606140399992,None,2445.689081299992,None,10.0,5.815299099995173,2422.2897525000008,None,9.0,23.547907200001646,2417.806637899994,None,9.0,4.247875200002454,<function functionImportanceA at 0x0000012F00DEDF28>,<function functionImportanceB at 0x0000012F00DEDEA0>,<function functionImportanceC at 0x0000012F0235A048>,,,9.0,5.247583299991675,0.0,4.247875200002454,9.0,4.581202899993514,<function functiondiffA at 0x0000012F018FCBF8>,<function functiondiffB at 0x0000012F018FCD08>,<function functiondiffC at 0x0000012F01D6E9D8>,,,,,2390.6879940999934,2456.7220480999968,None,2461.3056314999994,None,2451.4223988000012,None,008,001,2022_Jun_14_1523,2leo,2021.2.3,59.377839000567086,
3,23,Plan a city trip,Stimuli/23A1.jpg,Stimuli/23A2.jpg,Stimuli/23A3.jpg,Stimuli/23B1.jpg,Stimuli/23B2.jpg,Stimuli/23B3.jpg,Stimuli/23C1.jpg,Stimuli/23C2.jpg,Stimuli/23C3.jpg,,,,,0,32,32,23,,,,,,,,2463.638180599999,None,2464.6388448999933,None,2470.63862469999,None,"[0.399, -0.003]","[-0.203, -0.347]","[-0.2, 0.346]","[0.306, 0.255]","[0.066, -0.395]","[-0.377, 0.138]","[0.07, 0.393]","[0.304, -0.26]","[-0.378, -0.136]",,12.261130849990877,7.861319049989106,10.67810364998877,"[0.08148148148148149, 0.08518518518518518, -0.262037037037037]","[-0.4046296296296296, 0.31574074074074077, -0.3990740740740741]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[7.845714499999303, 10.662251899993862, 12.245775899995351]",0.014860049996059388,12.260340349981561,['A2'],['B2'],['C1'],['blue'],['yellow'],['salmon'],2484.537913699998,None,10.0,1.696893699991051,2484.537913699998,None,2490.2378288000036,None,8.0,7.731511100006173,2486.304824699997,None,10.0,3.8814303999970434,2497.9379177999945,None,9.0,2.931518400000641,<function functionImportanceB at 0x0000012F01D6E510>,<function functionImportanceC at 0x0000012F00DED2F0>,<function functionImportanceA at 0x0000012F01D6EF28>,,,2.0,3.2811378999904264,0.0,2.931518400000641,0.0,2.147813200004748,<function functiondiffC at 0x0000012F0235A268>,<function functiondiffB at 0x0000012F018FC048>,<function functiondiffA at 0x0000012F01D6E598>,,,,,2471.807289599994,2506.4543451999925,None,2500.8710207999975,None,2508.620828400002,None,008,001,2022_Jun_14_1523,2leo,2021.2.3,59.377839000567086,
3,39,Plan what kind of watch you want to buy,Stimuli/39A1.jpg,Stimuli/39A2.jpg,Stimuli/39A3.jpg,Stimuli/39B1.jpg,Stimuli/39B2.jpg,Stimuli/39B3.jpg,Stimuli/39C1.jpg,Stimuli/39C2.jpg,Stimuli/39C3.jpg,,,,,0,33,33,39,,,,,,,,2511.4213126999966,None,2512.420648200001,None,2518.420687699996,None,"[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]","[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]","[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]",,8.33485904999543,9.418820849998156,10.519008949995623,"[0.275, 0.38796296296296295, -0.4111111111111111]","[-0.29074074074074074, 0.001851851851851852, 0.10185185185185185]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[8.324233799998183, 9.408010600003763, 10.508055199999944]",0.01004004999413155,10.517680149991065,['A3'],['B2'],['C1'],['yellow'],['salmon'],['blue'],2530.5868186000007,None,10.0,1.9296549999999115,2530.5868186000007,None,2542.6573953999905,None,8.0,3.8650628000032157,2532.5702858000004,None,10.0,6.664581100005307,2539.2700071,None,5.0,3.314988899990567,<function functionImportanceB at 0x0000012F0235AC80>,<function functionImportanceA at 0x0000012F01D6E6A8>,<function functionImportanceC at 0x0000012F0235A9D8>,,,2.0,4.514345000003232,0.0,3.314988899990567,-0.0,2.798118299993803,<function functiondiffA at 0x0000012F012B47B8>,<function functiondiffC at 0x0000012F01D6ED08>,<function functiondiffB at 0x0000012F01D6E7B8>,,,,,2519.593057799997,2554.3029561000003,None,2550.9863224,None,2546.4531553999986,None,008,001,2022_Jun_14_1523,2leo,2021.2.3,59.377839000567086,
3,30,Plan your sport work out for tomorrow,Stimuli/30A1.jpg,Stimuli/30A2.jpg,Stimuli/30A3.jpg,Stimuli/30B1.jpg,Stimuli/30B2.jpg,Stimuli/30B3.jpg,Stimuli/30C1.jpg,Stimuli/30C2.jpg,Stimuli/30C3.jpg,,,,,0,34,34,30,,,,,,,,2556.6190766999935,None,2557.6194210999965,None,2563.6193888999987,None,"[0.066, -0.395]","[-0.377, 0.138]","[0.306, 0.255]","[-0.203, -0.347]","[-0.2, 0.346]","[0.399, -0.003]","[0.304, -0.26]","[-0.378, -0.136]","[0.07, 0.393]",,11.256280549991061,10.556582449993584,8.59003574999224,"[-0.3453703703703704, -0.22685185185185186, 0.06018518518518518]","[-0.175, -0.3287037037037037, -0.3509259259259259]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[8.58502579999913, 10.551895500000683, 11.251851100008935]",0.004029349991469644,11.255481949992827,['A1'],['B1'],['C2'],['blue'],['yellow'],['salmon'],2576.535662800001,None,10.0,3.4805962999962503,2576.535662800001,None,2580.085669299995,None,7.0,3.0976285000069765,2583.2356292999903,None,9.0,3.048580700007733,2586.2521169999964,None,9.0,3.1488494999939576,<function functionImportanceC at 0x0000012F0235A950>,<function functionImportanceB at 0x0000012F0235A488>,<function functionImportanceA at 0x0000012F0235A158>,,,1.0,3.4977055999916047,7.0,3.1488494999939576,7.0,3.1477549000119325,<function functiondiffA at 0x0000012F018FC268>,<function functiondiffB at 0x0000012F012B4C80>,<function functiondiffC at 0x0000012F01D6E488>,,,,,2564.798538499992,2592.935255599994,None,2596.0849930999975,None,2589.403169099998,None,008,001,2022_Jun_14_1523,2leo,2021.2.3,59.377839000567086,
3,42,Plan how to draw a painting ,Stimuli/42A1.jpg,Stimuli/42A2.jpg,Stimuli/42A3.jpg,Stimuli/42B1.jpg,Stimuli/42B2.jpg,Stimuli/42B3.jpg,Stimuli/42C1.jpg,Stimuli/42C2.jpg,Stimuli/42C3.jpg,,,,,0,35,35,42,,,,,,,,2597.818029999995,None,2598.8183243999956,None,2604.8184032999998,None,"[-0.203, -0.347]","[0.399, -0.003]","[-0.2, 0.346]","[0.066, -0.395]","[0.306, 0.255]","[-0.377, 0.138]","[0.304, -0.26]","[0.07, 0.393]","[-0.378, -0.136]",,23.197388750006212,9.61369775001367,16.929970250013866,"[0.27870370370370373, -0.3851851851851852, 0.3814814814814815]","[0.23703703703703705, -0.15185185185185185, -0.03425925925925926]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[9.596513700002106, 16.912462399996002, 23.180462400006945]",0.01643635000800714,23.195124450008734,['A2'],['B2'],['C3'],['salmon'],['blue'],['yellow'],2629.784045799999,None,10.0,2.6628001000062795,2629.784045799999,None,2632.517655699994,None,9.0,2.664640999995754,2638.1507364999998,None,9.0,4.231745099998079,2635.351028099991,None,9.0,2.93163029999414,<function functionImportanceC at 0x0000012F0235A6A8>,<function functionImportanceA at 0x0000012F0235AF28>,<function functionImportanceB at 0x0000012F0235AAE8>,,,9.0,3.7978605999960564,1.0,2.93163029999414,3.0,5.5979910000023665,<function functiondiffA at 0x0000012F0235A730>,<function functiondiffC at 0x0000012F0235AA60>,<function functiondiffB at 0x0000012F0235AE18>,,,,,2606.1209728999966,2650.9677880999952,None,2646.183837199991,None,2642.400646199996,None,008,001,2022_Jun_14_1523,2leo,2021.2.3,59.377839000567086,
