Condition,N_Scenario,written_scenario,ImageA1,ImageA2,ImageA3,ImageB1,ImageB2,ImageB3,ImageC1,ImageC2,ImageC3,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,button_2.started,button_2.stopped,button_2.numClicks,button_2.timesOn,button_2.timesOff,text.started,text.stopped,fixationcross1_started,fixationcross1_stopped,Scenario_started,Scenario_stopped,fixationcross2_started,fixationcross2_stopped,A1pos,A2pos,A3pos,B1pos,B2pos,B3pos,C1pos,C2pos,C3pos,﻿Imagesdecision_started,decisiontimeA,decisiontimeB,decisiontimeC,mouse_x,mouse_y,mouse_leftButton,mouse_midButton,mouse_rightButton,mouse_time,mouse_started,mouse_stopped,clicked_optionA,clicked_optionB,clicked_optionC,colour_category_A,colour_category_B,colour_category_C,question_confidence_started,question_confidence_stopped,slider_confidence_response,slider_confidence_rt,slider_confidence_started,slider_confidence_stopped,question_valueB_started,question_valueB_stopped,slider_valueB_response,slider_valueB_rt,question_valueA_started,question_valueA_stopped,slider_valueA_response,slider_valueA_rt,question_valueC_started,question_valueC_stopped,slider_valueC_response,slider_valueC_rt,Importance_First,Importance_Second,Importance_Third,question_diff_started,question_diff_stopped,slider_diffB_response,slider_diffB_rt,slider_diffA_response,slider_diffA_rt,slider_diffC_response,slider_diffC_rt,diff_First,diff_Second,diff_Third,button_3_started,button_3_stopped,text_2_started,text_2_stopped,Imagesdecision_started,question_diffA_started,question_diffA_stopped,question_diffC_started,question_diffC_stopped,question_diffB_started,question_diffB_stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,29,Plan a day in the mountains ,Stimuli/29A1.jpg,Stimuli/29A2.jpg,Stimuli/29A3.jpg,Stimuli/29B1.jpg,Stimuli/29B2.jpg,Stimuli/29B3.jpg,Stimuli/29C1.jpg,Stimuli/29C2.jpg,Stimuli/29C3.jpg,,,,,0,14,14,29,,,,,,,,998.8046192000002,None,999.8048892999977,None,1005.8050659999972,None,"[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]","[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]","[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]",,13.164470759998949,11.281341459998657,16.148058459999447,"[-0.3111111111111111, -0.32314814814814813, 0.48703703703703705]","[0.12777777777777777, -0.1425925925925926, -0.013888888888888888]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[11.2742769999968, 13.157779899996967, 16.140950599998177]",0.006187859999045031,16.146905260000494,['A2'],['B2'],['C1'],['yellow'],['blue'],['salmon'],1023.6208918999982,None,0.0,1.5634140000001935,1023.6208918999982,None,1030.5709809,None,2.0,3.8485994000002393,1028.0708090999979,None,7.0,2.5482630000005884,1025.2543770999982,None,2.0,2.747770900001342,<function functionImportanceC at 0x000001FB8081F488>,<function functionImportanceA at 0x000001FB805BCAE8>,<function functionImportanceB at 0x000001FB8081F730>,,,7.0,2.0645581999997376,5.0,1.5812148999975761,7.0,2.5482630000005884,<function functiondiffB at 0x000001FB80433D08>,<function functiondiffC at 0x000001FB805BC510>,<function functiondiffA at 0x000001FB80433F28>,,,,,1006.9951154999981,1037.9375271999997,None,1036.4874423,None,1034.4207971999967,None,25,001,2022_Jul_20_1408,2leo,2021.2.3,60.545588407345754,
3,5,Plan a birthday party for your younger self when you turn eight,Stimuli/5A1.jpg,Stimuli/5A2.jpg,Stimuli/5A3.jpg,Stimuli/5B1.jpg,Stimuli/5B2.jpg,Stimuli/5B3.jpg,Stimuli/5C1.jpg,Stimuli/5C2.jpg,Stimuli/5C3.jpg,,,,,0,15,15,5,,,,,,,,1078.9696320999974,None,1079.969621199998,None,1085.9695053999967,None,"[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]","[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]","[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]",,9.266090599983727,3.883213999983127,10.899843599985616,"[0.32222222222222224, 0.11296296296296296, -0.35555555555555557, -0.21388888888888888, -0.18703703703703703]","[0.23796296296296296, 0.38055555555555554, 0.15833333333333333, -0.23981481481481481, -0.3212962962962963]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[3.8663725000005797, 9.249541500001214, 9.732864800000243, 10.599483500001952, 10.882647200000065]",0.016039499983889982,10.89851769998495,['A2'],['B2'],['C3'],['blue'],['salmon'],['yellow'],1103.102279499999,None,8.0,2.0473458000014944,1103.102279499999,None,1109.535480399998,None,10.0,3.165227000001323,1113.8184202999983,None,8.0,4.498542400000588,1105.8188255999994,None,9.0,2.8315747999986343,<function functionImportanceC at 0x000001FB8081FD90>,<function functionImportanceB at 0x000001FB8081FEA0>,<function functionImportanceA at 0x000001FB8081F048>,,,0.0,3.014412099997571,10.0,2.7816602000020794,6.0,4.498542400000588,<function functiondiffC at 0x000001FB80433840>,<function functiondiffA at 0x000001FB804332F0>,<function functiondiffB at 0x000001FB80433AE8>,,,,,1091.7565789999971,1119.3854270999982,None,1115.851974899997,None,1121.785199599999,None,25,001,2022_Jul_20_1408,2leo,2021.2.3,60.545588407345754,
3,31,Plan your order at a restaurant    ,Stimuli/31A1.jpg,Stimuli/31A2.jpg,Stimuli/31A3.jpg,Stimuli/31B1.jpg,Stimuli/31B2.jpg,Stimuli/31B3.jpg,Stimuli/31C1.jpg,Stimuli/31C2.jpg,Stimuli/31C3.jpg,,,,,0,16,16,31,,,,,,,,1123.9849890999976,None,1124.9852397999966,None,1130.9849469,None,"[-0.2, 0.346]","[-0.203, -0.347]","[0.399, -0.003]","[-0.377, 0.138]","[0.066, -0.395]","[0.306, 0.255]","[-0.378, -0.136]","[0.304, -0.26]","[0.07, 0.393]",,3.1042035999962536,15.537515099997108,16.12124479999693,"[-0.175, 0.11388888888888889, 0.10648148148148148]","[-0.37962962962962965, -0.39351851851851855, 0.36203703703703705]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[3.1021113000024343, 15.535168400001567, 16.11847080000007]",0.0015784999959578272,16.119795599995996,['A2'],['B2'],['C3'],['yellow'],['salmon'],['blue'],1150.2343288999982,None,9.0,1.579982300001575,1150.2343288999982,None,1155.3842370999992,None,9.0,2.4149963000018033,1153.3675616999972,None,10.0,3.430927299999894,1157.8174660999975,None,8.0,2.18190930000128,<function functionImportanceA at 0x000001FB8081FBF8>,<function functionImportanceB at 0x000001FB8081F7B8>,<function functionImportanceC at 0x000001FB8081FA60>,,,2.0,1.4143297000009625,-0.0,1.9314489999997022,2.0,3.430927299999894,<function functiondiffC at 0x000001FB8081F9D8>,<function functiondiffA at 0x000001FB8081F950>,<function functiondiffB at 0x000001FB8081F158>,,,,,1133.6492018999998,1162.5841492,None,1159.9340843999998,None,1164.2008336,None,25,001,2022_Jul_20_1408,2leo,2021.2.3,60.545588407345754,
3,17,Plan a day in Barcelona with a friend who is new to the city,Stimuli/17A1.jpg,Stimuli/17A2.jpg,Stimuli/17A3.jpg,Stimuli/17B1.jpg,Stimuli/17B2.jpg,Stimuli/17B3.jpg,Stimuli/17C1.jpg,Stimuli/17C2.jpg,Stimuli/17C3.jpg,,,,,0,17,17,17,,,,,,,,1165.1336073999992,None,1166.1340452999975,None,1172.1340390999976,None,"[-0.378, -0.136]","[0.304, -0.26]","[0.07, 0.393]","[-0.2, 0.346]","[-0.203, -0.347]","[0.399, -0.003]","[-0.377, 0.138]","[0.066, -0.395]","[0.306, 0.255]",,6.214090759996907,13.064464959996258,12.2309480599979,"[0.03518518518518519, -0.33055555555555555, 0.39814814814814814]","[0.39444444444444443, 0.1824074074074074, 0.05555555555555555]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[6.207513400000607, 12.224039200002153, 13.057645100001537]",0.005976159998681396,13.063259959999414,['A3'],['B3'],['C1'],['blue'],['yellow'],['salmon'],1186.8665712000002,None,9.0,1.3967420000008133,1186.8665712000002,None,1191.7500738999988,None,9.0,4.3819739999999,1190.1667452000002,None,9.0,1.6320527999996557,1188.333329699999,None,9.0,1.7480289000013727,<function functionImportanceC at 0x000001FBA8451F28>,<function functionImportanceA at 0x000001FB8081F6A8>,<function functionImportanceB at 0x000001FB8081F378>,,,1.0,2.1985850000019127,-0.0,2.3140359000026365,0.0,1.6320527999996557,<function functiondiffB at 0x000001FB8081FB70>,<function functiondiffC at 0x000001FB80433D90>,<function functiondiffA at 0x000001FB805BCC80>,,,,,1173.3233957999983,1199.6998963999977,None,1198.3330767999978,None,1196.1165514999993,None,25,001,2022_Jul_20_1408,2leo,2021.2.3,60.545588407345754,
3,28,Plan a one-week camping trip in Spain,Stimuli/28A1.jpg,Stimuli/28A2.jpg,Stimuli/28A3.jpg,Stimuli/28B1.jpg,Stimuli/28B2.jpg,Stimuli/28B3.jpg,Stimuli/28C1.jpg,Stimuli/28C2.jpg,Stimuli/28C3.jpg,,,,,0,18,18,28,,,,,,,,1201.532632399998,None,1202.5328187999985,None,1208.532851,None,"[-0.377, 0.138]","[0.066, -0.395]","[0.306, 0.255]","[-0.2, 0.346]","[-0.203, -0.347]","[0.399, -0.003]","[-0.378, -0.136]","[0.304, -0.26]","[0.07, 0.393]",,25.648141019999457,29.131630320000113,15.982345320000604,"[0.0824074074074074, -0.387037037037037, 0.34814814814814815]","[0.36203703703703705, 0.1388888888888889, -0.01574074074074074]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[15.97454750000179, 25.641051000002335, 29.124069900000904]",0.006685219999781111,29.130487520000315,['A1'],['B3'],['C3'],['yellow'],['salmon'],['blue'],1239.2821385999996,None,2.0,1.9309838000008313,1239.2821385999996,None,1244.2987635999998,None,7.0,4.281490800000029,1241.2822462999975,None,2.0,2.997176100001525,1248.581780499997,None,2.0,5.431244700001116,<function functionImportanceA at 0x000001FBA8451A60>,<function functionImportanceB at 0x000001FB80B87730>,<function functionImportanceC at 0x000001FB80B87620>,,,7.0,1.614575600000535,7.0,1.8146254000021145,6.0,2.997176100001525,<function functiondiffC at 0x000001FB80B87AE8>,<function functiondiffB at 0x000001FB8081FD08>,<function functiondiffA at 0x000001FB8081FE18>,,,,,1209.6726999999992,1257.5983994999988,None,1254.0152110999989,None,1255.9650963999993,None,25,001,2022_Jul_20_1408,2leo,2021.2.3,60.545588407345754,
3,44,Plan a party at your place,Stimuli/44A1.jpg,Stimuli/44A2.jpg,Stimuli/44A3.jpg,Stimuli/44B1.jpg,Stimuli/44B2.jpg,Stimuli/44B3.jpg,Stimuli/44C1.jpg,Stimuli/44C2.jpg,Stimuli/44C3.jpg,,,,,0,19,19,44,,,,,,,,1258.9313892999999,None,1259.9314066999978,None,1265.9316027999994,None,"[-0.203, -0.347]","[0.399, -0.003]","[-0.2, 0.346]","[0.066, -0.395]","[0.306, 0.255]","[-0.377, 0.138]","[0.304, -0.26]","[0.07, 0.393]","[-0.378, -0.136]",,14.002061999999569,20.38542399999642,5.252830199999153,"[-0.37777777777777777, -0.18333333333333332, -0.37222222222222223]","[-0.1388888888888889, 0.2953703703703704, 0.11296296296296296]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[5.243192699999781, 13.993074000001798, 20.37619160000031]",0.008395199998631142,20.384315199997218,['A3'],['B3'],['C3'],['blue'],['salmon'],['yellow'],1287.9472950999989,None,8.0,1.613475500002096,1287.9472950999989,None,1294.5140709999978,None,9.0,1.765258499999618,1292.1640131999993,None,8.0,2.315043599999626,1289.6307213,None,8.0,2.530909299999621,<function functionImportanceC at 0x000001FB80B876A8>,<function functionImportanceA at 0x000001FB80B870D0>,<function functionImportanceB at 0x000001FB80B87510>,,,1.0,1.3812219999999797,1.0,1.4980882999989262,1.0,2.315043599999626,<function functiondiffC at 0x000001FB80B878C8>,<function functiondiffA at 0x000001FB8081F598>,<function functiondiffB at 0x000001FB8081F1E0>,,,,,1267.086720299998,1298.6139023999967,None,1296.2640709999978,None,1300.147326899998,None,25,001,2022_Jul_20_1408,2leo,2021.2.3,60.545588407345754,
3,22,Plan a beach day with your friends,Stimuli/22A1.jpg,Stimuli/22A2.jpg,Stimuli/22A3.jpg,Stimuli/22B1.jpg,Stimuli/22B2.jpg,Stimuli/22B3.jpg,Stimuli/22C1.jpg,Stimuli/22C2.jpg,Stimuli/22C3.jpg,,,,,0,20,20,22,,,,,,,,1301.0300113999983,None,1302.0305420999975,None,1308.0303534999985,None,"[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]","[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]","[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]",,22.015715400000772,11.099679899998591,19.74962990000131,"[-0.16203703703703703, -0.32685185185185184, 0.30833333333333335]","[0.33055555555555555, 0.1361111111111111, -0.18611111111111112]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[11.091759500002809, 19.741485900001862, 22.00798830000349]",0.007100599999830592,22.01502039999832,['A3'],['B2'],['C2'],['yellow'],['blue'],['salmon'],1331.6795676000002,None,8.0,2.280431800001679,1331.6795676000002,None,1335.4796838000002,None,8.0,1.215171100000589,1336.7296317,None,8.0,1.5482402999987244,1334.046347399999,None,7.0,1.4477260999992723,<function functionImportanceC at 0x000001FB80B87598>,<function functionImportanceB at 0x000001FB80B879D8>,<function functionImportanceA at 0x000001FB80B87840>,,,3.0,1.397632899999735,3.0,1.26469569999972,2.0,1.5482402999987244,<function functiondiffC at 0x000001FB8081FF28>,<function functiondiffA at 0x000001FB8081F620>,<function functiondiffB at 0x000001FB8081F2F0>,,,,,1309.185982199997,1340.3961017000001,None,1338.2627747999977,None,1341.6794856999986,None,25,001,2022_Jul_20_1408,2leo,2021.2.3,60.545588407345754,
3,9,Plan a picnic with friends,Stimuli/9A1.jpg,Stimuli/9A2.jpg,Stimuli/9A3.jpg,Stimuli/9B1.jpg,Stimuli/9B2.jpg,Stimuli/9B3.jpg,Stimuli/9C1.jpg,Stimuli/9C2.jpg,Stimuli/9C3.jpg,,,,,0,21,21,9,,,,,,,,1342.595634899997,None,1343.5961390999983,None,1349.5959586999998,None,"[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]","[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]","[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]",,14.738570019988401,5.689284419990145,23.92369121998854,"[-0.16296296296296298, -0.3296296296296296, 0.1]","[0.3527777777777778, 0.11018518518518519, 0.40370370370370373]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[5.6838841999997385, 14.733463599997776, 23.917973199997505]",0.004706019990408095,23.92139301998759,['A1'],['B1'],['C2'],['salmon'],['yellow'],['blue'],1379.3450196999984,None,2.0,1.4622343000010005,1379.3450196999984,None,1382.1467366999968,None,1.0,5.348241200001212,1387.7279479999997,None,8.0,5.831463500002428,1393.5447772999978,None,3.0,3.8486459000014293,<function functionImportanceB at 0x000001FB80B87BF8>,<function functionImportanceA at 0x000001FB80B877B8>,<function functionImportanceC at 0x000001FB80B87D08>,,,7.0,2.5976080000000366,0.0,1.5981809999975667,7.0,5.831463500002428,<function functiondiffB at 0x000001FB80B871E0>,<function functiondiffC at 0x000001FB80B87400>,<function functiondiffA at 0x000001FB80B87C80>,,,,,1354.964162999997,1401.812541299998,None,1398.9945719999996,None,1396.2946902999975,None,25,001,2022_Jul_20_1408,2leo,2021.2.3,60.545588407345754,
3,24,Plan your Monday morning on a workday ,Stimuli/24A1.jpg,Stimuli/24A2.jpg,Stimuli/24A3.jpg,Stimuli/24B1.jpg,Stimuli/24B2.jpg,Stimuli/24B3.jpg,Stimuli/24C1.jpg,Stimuli/24C2.jpg,Stimuli/24C3.jpg,,,,,0,22,22,24,,,,,,,,1402.494063799997,None,1403.494334799998,None,1409.4944486999993,None,"[0.066, -0.395]","[-0.377, 0.138]","[0.306, 0.255]","[0.304, -0.26]","[-0.378, -0.136]","[0.07, 0.393]","[-0.203, -0.347]","[-0.2, 0.346]","[0.399, -0.003]",,15.749134899997443,12.632955099998071,20.234313900000416,"[0.30185185185185187, 0.04814814814814815]","[-0.21944444444444444, -0.35]","[1, 1]","[0, 0]","[0, 0]","[12.62535470000148, 15.7417443000013]",0.006914499997947132,20.231658199998492,['A1'],['B1'],['C3'],['yellow'],['blue'],['salmon'],1431.3601844999976,None,10.0,1.54575350000232,1431.3601844999976,None,1433.0102037999968,None,9.0,3.2645088999997824,1436.2936211999986,None,9.0,2.398462799999834,1438.7102640999983,None,9.0,1.7981753999993089,<function functionImportanceB at 0x000001FB80B87378>,<function functionImportanceA at 0x000001FB80B87950>,<function functionImportanceC at 0x000001FB8081FAE8>,,,1.0,2.347549300000537,2.0,1.3144410999993852,1.0,2.398462799999834,<function functiondiffB at 0x000001FB80B87D90>,<function functiondiffC at 0x000001FB80B872F0>,<function functiondiffA at 0x000001FB8081F8C8>,,,,,1410.6501052999993,1444.2101418999991,None,1442.8268040999974,None,1440.4601715999997,None,25,001,2022_Jul_20_1408,2leo,2021.2.3,60.545588407345754,
3,15,Plan your own Pasta for lunch,Stimuli/15A1.jpg,Stimuli/15A2.jpg,Stimuli/15A3.jpg,Stimuli/15B1.jpg,Stimuli/15B2.jpg,Stimuli/15B3.jpg,Stimuli/15C1.jpg,Stimuli/15C2.jpg,Stimuli/15C3.jpg,,,,,0,23,23,15,,,,,,,,1445.0429756999984,None,1446.0432621,None,1452.0434369999966,None,"[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]","[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]","[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]",,2.1463258799958567,5.564313679995394,7.930048679994798,"[0.1388888888888889, -0.19166666666666668, 0.030555555555555555]","[0.3509259259259259, 0.3111111111111111, -0.3416666666666667]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[2.1360519000008935, 5.5537313999993785, 7.919103399999585]",0.009829079994233325,7.92889417999686,['A1'],['B2'],['C3'],['yellow'],['blue'],['salmon'],1462.3594285,None,9.0,1.5302057999979297,1462.3594285,None,1463.9259430999991,None,8.0,2.147941900002479,1469.5261288000002,None,9.0,2.0651030000008177,1466.8262006999976,None,2.0,3.3147822999999335,<function functionImportanceB at 0x000001FB81072BF8>,<function functionImportanceC at 0x000001FB81072B70>,<function functionImportanceA at 0x000001FB80B87048>,,,2.0,2.0649081000010483,2.0,1.4476132999989204,4.0,2.0651030000008177,<function functiondiffC at 0x000001FB81072400>,<function functiondiffB at 0x000001FB80B87EA0>,<function functiondiffA at 0x000001FB80B87488>,,,,,1453.968568999997,1477.6092514999982,None,1471.6593074999982,None,1475.525964299999,None,25,001,2022_Jul_20_1408,2leo,2021.2.3,60.545588407345754,
3,30,Plan your sport work out for tomorrow,Stimuli/30A1.jpg,Stimuli/30A2.jpg,Stimuli/30A3.jpg,Stimuli/30B1.jpg,Stimuli/30B2.jpg,Stimuli/30B3.jpg,Stimuli/30C1.jpg,Stimuli/30C2.jpg,Stimuli/30C3.jpg,,,,,0,24,24,30,,,,,,,,1478.5756611999968,None,1479.5756735999967,None,1485.575731099998,None,"[-0.203, -0.347]","[-0.2, 0.346]","[0.399, -0.003]","[0.304, -0.26]","[-0.378, -0.136]","[0.07, 0.393]","[0.066, -0.395]","[-0.377, 0.138]","[0.306, 0.255]",,8.053002859996923,5.4364909599971725,10.336954259997583,"[0.33611111111111114, -0.1675925925925926, 0.32222222222222224]","[-0.2537037037037037, -0.30462962962962964, 0.2657407407407407]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[5.427031299997907, 8.04381039999862, 10.327100299997255]",0.008782359996985178,10.335593959996913,['A1'],['B1'],['C3'],['yellow'],['blue'],['salmon'],1497.575036899998,None,9.0,1.3130531000024348,1497.575036899998,None,1502.7269127,None,9.0,1.7652445999992779,1498.9584581999989,None,9.0,1.8980139000013878,1500.8917944999994,None,9.0,1.7814614000017173,<function functionImportanceA at 0x000001FB81072268>,<function functionImportanceC at 0x000001FB81072158>,<function functionImportanceB at 0x000001FB81072598>,,,0.0,1.51479130000007,0.0,1.56439699999828,2.0,1.8980139000013878,<function functiondiffA at 0x000001FB810729D8>,<function functiondiffB at 0x000001FB81072A60>,<function functiondiffC at 0x000001FB81072C80>,,,,,1486.7628385999997,1504.425218299999,None,1507.541717,None,1506.0251750999996,None,25,001,2022_Jul_20_1408,2leo,2021.2.3,60.545588407345754,
3,8,Plan the interior of your living-room ,Stimuli/8A1.jpg,Stimuli/8A2.jpg,Stimuli/8A3.jpg,Stimuli/8B1.jpg,Stimuli/8B2.jpg,Stimuli/8B3.jpg,Stimuli/8C1.jpg,Stimuli/8C2.jpg,Stimuli/8C3.jpg,,,,,0,25,25,8,,,,,,,,1508.5579917999967,None,1509.558277799999,None,1515.5585176999994,None,"[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]","[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]","[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]",,20.639884919986798,10.390396719983983,23.90704541998639,"[0.4388888888888889, 0.3814814814814815, 0.3314814814814815]","[-0.01574074074074074, 0.23425925925925925, -0.21574074074074073]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[10.381307799998467, 20.631073699998524, 23.8974621999987]",0.00839961998644867,23.90556821998689,['A1'],['B1'],['C3'],['salmon'],['blue'],['yellow'],1544.7240162999988,None,1.0,1.6455490000007558,1544.7240162999988,None,1551.3073893999972,None,10.0,3.9149735999999393,1546.4074543999996,None,7.0,3.1646073999982036,1555.4239441999998,None,7.0,6.0650223000011465,<function functionImportanceA at 0x000001FBA84510D0>,<function functionImportanceB at 0x000001FBA80489D8>,<function functionImportanceC at 0x000001FB80433EA0>,,,1.0,3.2647042000025976,7.0,1.4811057000006258,7.0,3.1646073999982036,<function functiondiffB at 0x000001FB80B87158>,<function functiondiffC at 0x000001FB80B87268>,<function functiondiffA at 0x000001FB80B87E18>,,,,,1520.3434866999996,1565.3235561000001,None,1563.4569527999993,None,1560.1237532999985,None,25,001,2022_Jul_20_1408,2leo,2021.2.3,60.545588407345754,
3,7,Plan your Sunday breakfast ,Stimuli/7A1.jpg,Stimuli/7A2.jpg,Stimuli/7A3.jpg,Stimuli/7B1.jpg,Stimuli/7B2.jpg,Stimuli/7B3.jpg,Stimuli/7C1.jpg,Stimuli/7C2.jpg,Stimuli/7C3.jpg,,,,,0,26,26,7,,,,,,,,1566.3230936999971,None,1567.3233884999972,None,1573.3235373999996,None,"[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]","[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]","[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]",,12.963285379984882,13.597035179984232,8.314061579985719,"[0.41203703703703703, -0.33055555555555555, 0.3861111111111111]","[0.03148148148148148, 0.1398148148148148, -0.29907407407407405]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[8.307979400000477, 12.957817099999374, 13.591038700000354]",0.005061279985966394,13.596072979984456,['A1'],['B3'],['C2'],['blue'],['yellow'],['salmon'],1593.4392907000001,None,10.0,1.063433499999519,1593.4392907000001,None,1600.892309499999,None,10.0,3.748820100001467,1604.4892354999974,None,10.0,3.348197399998753,1595.8394870999982,None,1.0,4.381060300001991,<function functionImportanceC at 0x000001FB81072488>,<function functionImportanceB at 0x000001FB81072D08>,<function functionImportanceA at 0x000001FB81072378>,,,0.0,2.2982617000016035,0.0,1.9978967999995803,4.0,3.348197399998753,<function functiondiffC at 0x000001FB81072D90>,<function functiondiffA at 0x000001FB81072840>,<function functiondiffB at 0x000001FB81072620>,,,,,1579.3843855999985,1609.055700599998,None,1606.405907799999,None,1611.239149699999,None,25,001,2022_Jul_20_1408,2leo,2021.2.3,60.545588407345754,
3,39,Plan what kind of watch you want to buy,Stimuli/39A1.jpg,Stimuli/39A2.jpg,Stimuli/39A3.jpg,Stimuli/39B1.jpg,Stimuli/39B2.jpg,Stimuli/39B3.jpg,Stimuli/39C1.jpg,Stimuli/39C2.jpg,Stimuli/39C3.jpg,,,,,0,27,27,39,,,,,,,,1612.4062169999997,None,1613.4056122000002,None,1619.4055627999987,None,"[0.306, 0.255]","[0.066, -0.395]","[-0.377, 0.138]","[0.07, 0.393]","[0.304, -0.26]","[-0.378, -0.136]","[0.399, -0.003]","[-0.203, -0.347]","[-0.2, 0.346]",,7.3495419200007746,3.916578420001315,12.33341891999953,"[0.08703703703703704, 0.07222222222222222, -0.1574074074074074]","[0.4, -0.36944444444444446, -0.3148148148148148]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[3.908967700001085, 7.342193299999053, 12.325610299998516]",0.0068024200008949265,12.332202819998201,['A2'],['B1'],['C2'],['salmon'],['yellow'],['blue'],1633.4382859999969,None,-0.0,1.4131436999996367,1633.4382859999969,None,1640.171478999997,None,2.0,1.6817627000018547,1634.9715245999978,None,2.0,3.5144714999987627,1638.5215403000002,None,2.0,1.6650472999972408,<function functionImportanceA at 0x000001FB81072510>,<function functionImportanceC at 0x000001FB81072048>,<function functionImportanceB at 0x000001FB81072730>,,,7.0,1.9477480000023206,8.0,1.4646782999989227,8.0,3.5144714999987627,<function functiondiffB at 0x000001FB80B87B70>,<function functiondiffA at 0x000001FB810721E0>,<function functiondiffC at 0x000001FB80B87A60>,,,,,1620.6270282999976,1643.7715374,None,1645.2567150999967,None,1641.8050115999977,None,25,001,2022_Jul_20_1408,2leo,2021.2.3,60.545588407345754,
3,14,Plan your own Pizza for dinner,Stimuli/14A1.jpg,Stimuli/14A2.jpg,Stimuli/14A3.jpg,Stimuli/14B1.jpg,Stimuli/14B2.jpg,Stimuli/14B3.jpg,Stimuli/14C1.jpg,Stimuli/14C2.jpg,Stimuli/14C3.jpg,,,,,0,28,28,14,,,,,,,,1645.9383965999987,None,1646.9379763999968,None,1652.938077699997,None,"[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]","[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]","[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]",,13.928178259997367,18.145043859996804,25.611728659998334,"[0.31666666666666665, -0.175, -0.2953703703703704, 0.037037037037037035]","[-0.2518518518518518, -0.32685185185185184, -0.15925925925925927, -0.33796296296296297]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[13.914481399999204, 18.131134700000985, 19.78105349999896, 25.597547500001383]",0.012905159997899318,25.610512159997597,['A3'],['B3'],['C3'],['yellow'],['salmon'],['blue'],1680.203732099999,None,5.0,1.9136746000003768,1680.203732099999,None,1683.6037956,None,7.0,1.6984346999997797,1685.2872160999977,None,10.0,2.1317966999995406,1682.170646399998,None,5.0,1.3644547999974748,<function functionImportanceC at 0x000001FB81495048>,<function functionImportanceB at 0x000001FB814952F0>,<function functionImportanceA at 0x000001FB810720D0>,,,7.0,2.5644508999976097,2.0,1.6146857000021555,6.0,2.1317966999995406,<function functiondiffB at 0x000001FB80B87F28>,<function functiondiffA at 0x000001FB81072AE8>,<function functiondiffC at 0x000001FB81495510>,,,,,1654.1205224999976,1689.9870875999986,None,1691.6202636999988,None,1687.4205133999967,None,25,001,2022_Jul_20_1408,2leo,2021.2.3,60.545588407345754,
