Condition,N_Scenario,written_scenario,ImageA1,ImageA2,ImageA3,ImageB1,ImageB2,ImageB3,ImageC1,ImageC2,ImageC3,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,button_2.started,button_2.stopped,button_2.numClicks,button_2.timesOn,button_2.timesOff,text.started,text.stopped,fixationcross1_started,fixationcross1_stopped,Scenario_started,Scenario_stopped,fixationcross2_started,fixationcross2_stopped,A1pos,A2pos,A3pos,B1pos,B2pos,B3pos,C1pos,C2pos,C3pos,﻿Imagesdecision_started,decisiontimeA,decisiontimeB,decisiontimeC,mouse_x,mouse_y,mouse_leftButton,mouse_midButton,mouse_rightButton,mouse_time,mouse_started,mouse_stopped,clicked_optionA,clicked_optionB,clicked_optionC,colour_category_A,colour_category_B,colour_category_C,question_confidence_started,question_confidence_stopped,slider_confidence_response,slider_confidence_rt,slider_confidence_started,slider_confidence_stopped,question_valueC_started,question_valueC_stopped,slider_valueC_response,slider_valueC_rt,question_valueA_started,question_valueA_stopped,slider_valueA_response,slider_valueA_rt,question_valueB_started,question_valueB_stopped,slider_valueB_response,slider_valueB_rt,Importance_First,Importance_Second,Importance_Third,question_diff_started,question_diff_stopped,slider_diffA_response,slider_diffA_rt,slider_diffC_response,slider_diffC_rt,slider_diffB_response,slider_diffB_rt,diff_First,diff_Second,diff_Third,button_3_started,button_3_stopped,text_2_started,text_2_stopped,Imagesdecision_started,question_diffA_started,question_diffA_stopped,question_diffC_started,question_diffC_stopped,question_diffB_started,question_diffB_stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,17,Plan a day in Barcelona with a friend who is new to the city,Stimuli/17A1.jpg,Stimuli/17A2.jpg,Stimuli/17A3.jpg,Stimuli/17B1.jpg,Stimuli/17B2.jpg,Stimuli/17B3.jpg,Stimuli/17C1.jpg,Stimuli/17C2.jpg,Stimuli/17C3.jpg,,,,,0,35,35,17,,,,,,,,2512.8792221999975,None,2513.879301000001,None,2519.8795548999988,None,"[0.304, -0.26]","[-0.378, -0.136]","[0.07, 0.393]","[0.066, -0.395]","[-0.377, 0.138]","[0.306, 0.255]","[-0.203, -0.347]","[-0.2, 0.346]","[0.399, -0.003]",,9.511398299997381,10.328342599997995,6.711745099997643,"[-0.23425925925925925, -0.3768518518518518, -0.3509259259259259]","[0.33796296296296297, -0.13240740740740742, 0.13333333333333333]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[6.69676029999755, 9.496938899999805, 10.313636099999712]",0.013957200000731973,10.327298599997448,['A2'],['B2'],['C2'],['yellow'],['salmon'],['blue'],2531.8287179,None,8.0,3.263545800000429,2531.8287179,None,2543.612175899998,None,8.0,2.6978504000035173,2535.195646100001,None,8.0,8.432268100001238,2546.3287509,None,10.0,2.5320184999982303,<function functionImportanceA at 0x000002019519CBF8>,<function functionImportanceC at 0x000002019519C9D8>,<function functionImportanceB at 0x000002019519C7B8>,,,4.0,5.648213899999973,3.0,8.432268100001238,-0.0,2.2974770000000717,<function functiondiffB at 0x000002019519CD08>,<function functiondiffA at 0x000002019519CF28>,<function functiondiffC at 0x000002019519C950>,,,,,2521.029636200001,2551.161656299999,None,2556.8285245000006,None,2548.8452599999982,None,14,001,2022_Jul_12_1607,2leo,2021.2.3,60.014535520271174,
3,32,Plan how you want to relax after a workday,Stimuli/32A1.jpg,Stimuli/32A2.jpg,Stimuli/32A3.jpg,Stimuli/32B1.jpg,Stimuli/32B2.jpg,Stimuli/32B3.jpg,Stimuli/32C1.jpg,Stimuli/32C2.jpg,Stimuli/32C3.jpg,,,,,0,36,36,32,,,,,,,,2561.1615026,None,2562.1614095000004,None,2568.1614322999994,None,"[-0.377, 0.138]","[0.066, -0.395]","[0.306, 0.255]","[-0.2, 0.346]","[-0.203, -0.347]","[0.399, -0.003]","[-0.378, -0.136]","[0.304, -0.26]","[0.07, 0.393]",,6.156587419991411,11.239835119991767,13.791964819989516,"[0.08518518518518518, -0.1925925925925926, 0.2777777777777778]","[-0.3712962962962963, -0.3675925925925926, -0.2388888888888889]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[6.153001500002574, 11.236037000002398, 13.787841000001208]",0.0030527199887728784,13.789040519990522,['A2'],['B2'],['C2'],['yellow'],['blue'],['salmon'],2585.427576899998,None,8.0,1.9954966000004788,2585.427576899998,None,2596.777294299998,None,4.0,3.648609799998667,2588.5776282999977,None,8.0,9.2809957999998,2601.2269794999993,None,10.0,3.5654393000004347,<function functionImportanceA at 0x000002019519CAE8>,<function functionImportanceC at 0x0000020190774EA0>,<function functionImportanceB at 0x0000020194CC4598>,,,2.0,3.348057899998821,3.0,9.2809957999998,0.0,2.58084549999694,<function functiondiffC at 0x000002019519CEA0>,<function functiondiffA at 0x000002019519C158>,<function functiondiffB at 0x000002019519C730>,,,,,2571.157036599998,2620.4101434000004,None,2603.9937825999987,None,2623.593393899999,None,14,001,2022_Jul_12_1607,2leo,2021.2.3,60.014535520271174,
3,23,Plan a city trip,Stimuli/23A1.jpg,Stimuli/23A2.jpg,Stimuli/23A3.jpg,Stimuli/23B1.jpg,Stimuli/23B2.jpg,Stimuli/23B3.jpg,Stimuli/23C1.jpg,Stimuli/23C2.jpg,Stimuli/23C3.jpg,,,,,0,37,37,23,,,,,,,,2625.526495899998,None,2626.5264554999994,None,2632.5264561000004,None,"[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]","[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]","[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]",,14.693086199997197,9.442810399996233,7.209750899994106,"[-0.33611111111111114, -0.1675925925925926, -0.3416666666666667]","[0.15092592592592594, 0.287962962962963, -0.11851851851851852]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[7.204131400001643, 9.437502799999493, 14.688052400000743]",0.00462889999471372,14.692088099996909,['A1'],['B1'],['C1'],['yellow'],['salmon'],['blue'],2648.8591111999995,None,10.0,2.646116500000062,2648.8591111999995,None,2654.7591235,None,10.0,3.0160032999992836,2657.7757346,None,10.0,2.5821175999990373,2651.5932203999982,None,9.0,3.1307627000023786,<function functionImportanceB at 0x00000201955B6730>,<function functionImportanceC at 0x00000201955B61E0>,<function functionImportanceA at 0x0000020194CC4D08>,,,2.0,3.9479348999993817,3.0,2.5821175999990373,-0.0,2.8147783000022173,<function functiondiffA at 0x000002019519CC80>,<function functiondiffC at 0x00000201955B6A60>,<function functiondiffB at 0x0000020194CC4840>,,,,,2633.6867456,2660.3256354999976,None,2664.2922800999986,None,2667.4254791999992,None,14,001,2022_Jul_12_1607,2leo,2021.2.3,60.014535520271174,
3,29,Plan a day in the mountains ,Stimuli/29A1.jpg,Stimuli/29A2.jpg,Stimuli/29A3.jpg,Stimuli/29B1.jpg,Stimuli/29B2.jpg,Stimuli/29B3.jpg,Stimuli/29C1.jpg,Stimuli/29C2.jpg,Stimuli/29C3.jpg,,,,,0,38,38,29,,,,,,,,2669.7595685999986,None,2670.7585999999974,None,2676.7588389999983,None,"[-0.203, -0.347]","[-0.2, 0.346]","[0.399, -0.003]","[0.066, -0.395]","[-0.377, 0.138]","[0.306, 0.255]","[0.304, -0.26]","[-0.378, -0.136]","[0.07, 0.393]",,16.644206799999665,9.961443000000145,14.778087099999539,"[0.0712962962962963, 0.2851851851851852, -0.18796296296296297]","[-0.3731481481481482, -0.25462962962962965, 0.2898148148148148]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[9.955189500000415, 14.771569200001977, 16.638013300002058]",0.0054902999982004985,16.64342039999974,['A2'],['B1'],['C1'],['yellow'],['blue'],['salmon'],2695.0412467999995,None,8.0,2.2971332000015536,2695.0412467999995,None,2697.4080302999973,None,9.0,4.647865900002216,2702.124544399998,None,9.0,6.165041000000201,2708.2410703999994,None,3.0,2.7816323999977612,<function functionImportanceC at 0x00000201955B6950>,<function functionImportanceA at 0x00000201955B6378>,<function functionImportanceB at 0x00000201955B69D8>,,,2.0,2.9639704000001075,7.0,6.165041000000201,3.0,4.714469099999405,<function functiondiffA at 0x000002019519C620>,<function functiondiffB at 0x000002019519CA60>,<function functiondiffC at 0x00000201955B6C80>,,,,,2677.9179234999974,2711.0243945,None,2718.7240217,None,2714.007718500001,None,14,001,2022_Jul_12_1607,2leo,2021.2.3,60.014535520271174,
3,9,Plan a picnic with friends,Stimuli/9A1.jpg,Stimuli/9A2.jpg,Stimuli/9A3.jpg,Stimuli/9B1.jpg,Stimuli/9B2.jpg,Stimuli/9B3.jpg,Stimuli/9C1.jpg,Stimuli/9C2.jpg,Stimuli/9C3.jpg,,,,,0,39,39,9,,,,,,,,2721.1747361999987,None,2722.1739786,None,2728.1739187999992,None,"[0.399, -0.003]","[-0.203, -0.347]","[-0.2, 0.346]","[0.306, 0.255]","[0.066, -0.395]","[-0.377, 0.138]","[0.07, 0.393]","[0.304, -0.26]","[-0.378, -0.136]",,10.29372137998871,5.3442942799883895,8.194990779986256,"[0.09259259259259259, 0.35185185185185186, 0.425]","[-0.4, -0.2638888888888889, 0.001851851851851852]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[5.338288400002057, 8.188805400001002, 10.288132900001074]",0.005192879987589549,10.293308779986546,['A1'],['B2'],['C2'],['salmon'],['yellow'],['blue'],2744.2900004999974,None,8.0,2.4641405000002123,2744.2900004999974,None,2748.2579592,None,6.0,7.064177699998254,2759.1064215000006,None,7.0,4.731542599998647,2755.1899502999986,None,9.0,3.698475799999869,<function functionImportanceC at 0x00000201955B6158>,<function functionImportanceB at 0x00000201955B66A8>,<function functionImportanceA at 0x00000201955B68C8>,,,1.0,3.2641862999989826,0.0,4.731542599998647,0.0,2.8808353999993415,<function functiondiffB at 0x000002019519C268>,<function functiondiffC at 0x000002019519C400>,<function functiondiffA at 0x000002019519C378>,,,,,2733.5366240999974,2768.4060346000006,None,2765.6895944999997,None,2762.7063501999983,None,14,001,2022_Jul_12_1607,2leo,2021.2.3,60.014535520271174,
3,38,Plan how you want to go for a run,Stimuli/38A1.jpg,Stimuli/38A2.jpg,Stimuli/38A3.jpg,Stimuli/38B1.jpg,Stimuli/38B2.jpg,Stimuli/38B3.jpg,Stimuli/38C1.jpg,Stimuli/38C2.jpg,Stimuli/38C3.jpg,,,,,0,40,40,38,,,,,,,,2770.7234492999996,None,2771.722673199998,None,2777.722735299998,None,"[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]","[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]","[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]",,8.569977899998776,7.237142499998299,5.1870759000012185,"[-0.375, -0.2, -0.3194444444444444]","[0.1259259259259259, 0.31203703703703706, -0.10740740740740741]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[5.184453500001837, 7.2347838999994565, 8.56785149999996]",0.0016047999997681472,8.569422100001248,['A2'],['B2'],['C2'],['blue'],['yellow'],['salmon'],2788.0220636999984,None,10.0,1.6301644999985,2788.0220636999984,None,2792.905543099998,None,1.0,2.9153883999970276,2789.7722219999996,None,10.0,3.0313978000012867,2795.7388326,None,5.0,6.081880800000363,<function functionImportanceA at 0x00000201955B6840>,<function functionImportanceC at 0x0000020195A9C048>,<function functionImportanceB at 0x00000201955B6598>,,,0.0,2.4311420999983966,1.0,3.0313978000012867,3.0,5.36418440000125,<function functiondiffB at 0x00000201955B6E18>,<function functiondiffC at 0x00000201955B6F28>,<function functiondiffA at 0x00000201955B6D08>,,,,,2778.9715241999984,2810.288405299998,None,2807.1719311999987,None,2801.7720477999974,None,14,001,2022_Jul_12_1607,2leo,2021.2.3,60.014535520271174,
3,6,Plan your wedding,Stimuli/6A1.jpg,Stimuli/6A2.jpg,Stimuli/6A3.jpg,Stimuli/6B1.jpg,Stimuli/6B2.jpg,Stimuli/6B3.jpg,Stimuli/6C1.jpg,Stimuli/6C2.jpg,Stimuli/6C3.jpg,,,,,0,41,41,6,,,,,,,,2812.2391848000007,None,2813.2382787999995,None,2819.2381908999996,None,"[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]","[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]","[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]",,5.711189379988355,11.044372079988534,8.645013779987494,"[-0.17037037037037037, 0.30833333333333335, 0.28055555555555556]","[0.34814814814814815, -0.24814814814814815, 0.24166666666666667]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[5.696919599999092, 8.630173999998078, 11.029942400000436]",0.013681479988008505,11.043526779987587,['A2'],['B1'],['C3'],['yellow'],['blue'],['salmon'],2835.837644799998,None,9.0,2.347365500001615,2835.837644799998,None,2839.4375340999977,None,4.0,6.147982899998169,2853.6369836999984,None,9.0,7.432059699996898,2846.0708648,None,4.0,8.04813219999778,<function functionImportanceC at 0x0000020194CC4BF8>,<function functionImportanceB at 0x00000201955B6488>,<function functionImportanceA at 0x00000201955B6B70>,,,-0.0,2.8813993000003393,1.0,7.432059699996898,2.0,3.364490100000694,<function functiondiffB at 0x00000201955B6268>,<function functiondiffA at 0x00000201955B60D0>,<function functiondiffC at 0x0000020195A9C378>,,,,,2824.3427935,2863.5869796999978,None,2866.570347500001,None,2860.287107,None,14,001,2022_Jul_12_1607,2leo,2021.2.3,60.014535520271174,
3,34,Plan what car you want to buy,Stimuli/34A1.jpg,Stimuli/34A2.jpg,Stimuli/34A3.jpg,Stimuli/34B1.jpg,Stimuli/34B2.jpg,Stimuli/34B3.jpg,Stimuli/34C1.jpg,Stimuli/34C2.jpg,Stimuli/34C3.jpg,,,,,0,42,42,34,,,,,,,,2869.9211092000005,None,2870.9200423,None,2876.9201102000006,None,"[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]","[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]","[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]",,5.9777831999927,4.111205299996072,10.245027799996024,"[0.31203703703703706, 0.38333333333333336, 0.2814814814814815]","[0.25092592592592594, -0.026851851851851852, -0.275]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[4.096712000002299, 5.9635874000014155, 10.230134100002033]",0.013772499994956888,10.243765099992743,['A1'],['B1'],['C3'],['yellow'],['blue'],['salmon'],2890.786051700001,None,8.0,4.613613399997121,2890.786051700001,None,2903.6706097999995,None,7.0,4.364938599999732,2901.252630499999,None,9.0,3.4151888999986113,2896.485980999998,None,9.0,4.713937900000019,<function functionImportanceB at 0x0000020195A9C9D8>,<function functionImportanceA at 0x0000020194CC4EA0>,<function functionImportanceC at 0x0000020195A9C620>,,,0.0,2.881011199999193,7.0,3.4151888999986113,1.0,2.831354800000554,<function functiondiffB at 0x00000201955B6510>,<function functiondiffC at 0x00000201955B6400>,<function functiondiffA at 0x00000201955B62F0>,,,,,2880.0888960999982,2915.485703399998,None,2910.8358303999994,None,2908.2357847999992,None,14,001,2022_Jul_12_1607,2leo,2021.2.3,60.014535520271174,
3,30,Plan your sport work out for tomorrow,Stimuli/30A1.jpg,Stimuli/30A2.jpg,Stimuli/30A3.jpg,Stimuli/30B1.jpg,Stimuli/30B2.jpg,Stimuli/30B3.jpg,Stimuli/30C1.jpg,Stimuli/30C2.jpg,Stimuli/30C3.jpg,,,,,0,43,43,30,,,,,,,,2917.5368013000007,None,2918.552061300001,None,2924.552211800001,None,"[-0.203, -0.347]","[-0.2, 0.346]","[0.399, -0.003]","[0.304, -0.26]","[-0.378, -0.136]","[0.07, 0.393]","[0.066, -0.395]","[-0.377, 0.138]","[0.306, 0.255]",,10.859070080001402,9.65739398000369,7.25776758000211,"[-0.35, 0.33055555555555555, 0.3509259259259259]","[0.12407407407407407, -0.2916666666666667, 0.004629629629629629]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[7.244789299998956, 9.644718499999726, 10.846509300001344]",0.011979880004219012,10.856788780001807,['A3'],['B1'],['C2'],['salmon'],['yellow'],['blue'],2937.0514963999995,None,10.0,3.0289058000016666,2937.0514963999995,None,2947.2014278999995,None,9.0,2.6649058000002697,2940.1849570999984,None,10.0,3.798484399998415,2944.034882,None,7.0,3.214782999999443,<function functionImportanceA at 0x00000201955B67B8>,<function functionImportanceB at 0x0000020195A9CD90>,<function functionImportanceC at 0x0000020195A9C950>,,,1.0,3.414427399999113,1.0,3.798484399998415,-0.0,2.364808599999378,<function functiondiffA at 0x00000201955B6620>,<function functiondiffC at 0x0000020195A9C0D0>,<function functiondiffB at 0x00000201955B6D90>,,,,,2925.721491199998,2949.8516028999984,None,2953.2845745999985,None,2955.5680127999985,None,14,001,2022_Jul_12_1607,2leo,2021.2.3,60.014535520271174,
3,24,Plan your Monday morning on a workday ,Stimuli/24A1.jpg,Stimuli/24A2.jpg,Stimuli/24A3.jpg,Stimuli/24B1.jpg,Stimuli/24B2.jpg,Stimuli/24B3.jpg,Stimuli/24C1.jpg,Stimuli/24C2.jpg,Stimuli/24C3.jpg,,,,,0,44,44,24,,,,,,,,2957.4363742999994,None,2958.4510956999984,None,2964.4511667999977,None,"[0.066, -0.395]","[-0.377, 0.138]","[0.306, 0.255]","[-0.203, -0.347]","[-0.2, 0.346]","[0.399, -0.003]","[0.304, -0.26]","[-0.378, -0.136]","[0.07, 0.393]",,3.6405031600006623,6.090739460003533,9.640880560000369,"[0.09166666666666666, 0.35185185185185186, 0.07407407407407407]","[-0.39814814814814814, -0.008333333333333333, 0.4]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[3.6282744000018283, 6.078149699998903, 9.627908000002208]",0.011702260002493858,9.639487460000964,['A1'],['B3'],['C3'],['yellow'],['blue'],['salmon'],2975.667060399999,None,10.0,2.1298573999993096,2975.667060399999,None,2982.7338543000005,None,10.0,2.365464199996495,2977.8507482999994,None,10.0,2.5477525999995123,2980.4339588999974,None,10.0,2.2819645999989007,<function functionImportanceA at 0x0000020195A9C510>,<function functionImportanceB at 0x0000020195A9CAE8>,<function functionImportanceC at 0x0000020195A9C400>,,,-0.0,1.647574499998882,-0.0,2.5477525999995123,0.0,8.397746300001018,<function functiondiffA at 0x0000020195A9C158>,<function functiondiffB at 0x0000020195A9CE18>,<function functiondiffC at 0x00000201955B6BF8>,,,,,2965.553860699998,2985.083905399999,None,2995.1669784999976,None,2986.7505103000003,None,14,001,2022_Jul_12_1607,2leo,2021.2.3,60.014535520271174,
