Condition,N_Scenario,written_scenario,ImageA1,ImageA2,ImageA3,ImageB1,ImageB2,ImageB3,ImageC1,ImageC2,ImageC3,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,button_2.started,button_2.stopped,button_2.numClicks,button_2.timesOn,button_2.timesOff,text.started,text.stopped,fixationcross1_started,fixationcross1_stopped,Scenario_started,Scenario_stopped,fixationcross2_started,fixationcross2_stopped,A1pos,A2pos,A3pos,B1pos,B2pos,B3pos,C1pos,C2pos,C3pos,﻿Imagesdecision_started,decisiontimeA,decisiontimeB,decisiontimeC,mouse_x,mouse_y,mouse_leftButton,mouse_midButton,mouse_rightButton,mouse_time,mouse_started,mouse_stopped,clicked_optionA,clicked_optionB,clicked_optionC,colour_category_A,colour_category_B,colour_category_C,question_confidence_started,question_confidence_stopped,slider_confidence_response,slider_confidence_rt,slider_confidence_started,slider_confidence_stopped,question_valueB_started,question_valueB_stopped,slider_valueB_response,slider_valueB_rt,question_valueA_started,question_valueA_stopped,slider_valueA_response,slider_valueA_rt,question_valueC_started,question_valueC_stopped,slider_valueC_response,slider_valueC_rt,Importance_First,Importance_Second,Importance_Third,question_diff_started,question_diff_stopped,slider_diffC_response,slider_diffC_rt,slider_diffA_response,slider_diffA_rt,slider_diffB_response,slider_diffB_rt,diff_First,diff_Second,diff_Third,button_3_started,button_3_stopped,text_2_started,text_2_stopped,Imagesdecision_started,question_diffB_started,question_diffB_stopped,question_diffA_started,question_diffA_stopped,question_diffC_started,question_diffC_stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,24,Plan your Monday morning on a workday ,Stimuli/24A1.jpg,Stimuli/24A2.jpg,Stimuli/24A3.jpg,Stimuli/24B1.jpg,Stimuli/24B2.jpg,Stimuli/24B3.jpg,Stimuli/24C1.jpg,Stimuli/24C2.jpg,Stimuli/24C3.jpg,,,,,0,13,13,24,,,,,,,,1209.7563874999996,None,1210.7562473999988,None,1216.7563327999978,None,"[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]","[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]","[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]",,16.83712491999904,7.3546083199980785,29.387515520000306,"[-0.1287037037037037, 0.06574074074074074, 0.2740740740740741]","[-0.287962962962963, 0.40925925925925927, 0.22685185185185186]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[7.342458099999931, 16.82545829999799, 29.375326499997755]",0.01126081999973394,29.38629002000016,['A1'],['B3'],['C1'],['blue'],['yellow'],['salmon'],1247.755168400001,None,2.0,2.130579399999988,1247.755168400001,None,1258.5883215999984,None,2.0,3.548454600000696,1262.1548324999985,None,9.0,2.4816982000011194,1249.9553436999977,None,9.0,8.597646500002156,<function functionImportanceC at 0x000001A400327EA0>,<function functionImportanceB at 0x000001A402265F28>,<function functionImportanceA at 0x000001A402265730>,,,9.0,2.4816982000011194,9.0,2.9479506999996374,9.0,3.2147647999991023,<function functiondiffC at 0x000001A4003271E0>,<function functiondiffA at 0x000001A400327BF8>,<function functiondiffB at 0x000001A400327950>,,,,,1217.895179199999,1271.837942600001,None,1268.871343599998,None,1264.6050811000005,None,003,001,2022_Jun_13_1245,2leo,2021.2.3,60.01006968952248,
3,12,Plan the ingredients to mix yourself a cocktail,Stimuli/12A1.jpg,Stimuli/12A2.jpg,Stimuli/12A3.jpg,Stimuli/12B1.jpg,Stimuli/12B2.jpg,Stimuli/12B3.jpg,Stimuli/12C1.jpg,Stimuli/12C2.jpg,Stimuli/12C3.jpg,,,,,0,14,14,12,,,,,,,,1274.5712513999988,None,1275.5712103999995,None,1281.5711962999976,None,"[-0.203, -0.347]","[0.399, -0.003]","[-0.2, 0.346]","[0.304, -0.26]","[0.07, 0.393]","[-0.378, -0.136]","[0.066, -0.395]","[0.306, 0.255]","[-0.377, 0.138]",,2.482282919998397,16.89994251999815,13.532593219999399,"[-0.1962962962962963, -0.17777777777777778, -0.3490740740740741, 0.2916666666666667]","[-0.3472222222222222, 0.31574074074074077, 0.1537037037037037, -0.22870370370370371]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[2.481570300002204, 5.948225100000855, 13.531207100000756, 16.898981000002095]",0.0002971199974126648,16.898344419998466,['A1'],['B1'],['C3'],['salmon'],['yellow'],['blue'],1300.1038972999977,None,3.0,3.2957556000001205,1300.1038972999977,None,1314.1200536999986,None,3.0,3.6648817999994208,1303.4872406999984,None,2.0,6.197938900000736,1309.6704951999982,None,3.0,4.41503090000333,<function functionImportanceA at 0x000001A402265598>,<function functionImportanceC at 0x000001A40088F1E0>,<function functionImportanceB at 0x000001A40088F9D8>,,,6.0,6.197938900000736,1.0,3.2804802999999083,2.0,2.998429399998713,<function functiondiffC at 0x000001A400327D08>,<function functiondiffB at 0x000001A400327C80>,<function functiondiffA at 0x000001A4049A59D8>,,,,,1282.7200298999978,1321.4867384000008,None,1324.5033811999983,None,1317.7702356999998,None,003,001,2022_Jun_13_1245,2leo,2021.2.3,60.01006968952248,
3,6,Plan your wedding,Stimuli/6A1.jpg,Stimuli/6A2.jpg,Stimuli/6A3.jpg,Stimuli/6B1.jpg,Stimuli/6B2.jpg,Stimuli/6B3.jpg,Stimuli/6C1.jpg,Stimuli/6C2.jpg,Stimuli/6C3.jpg,,,,,0,15,15,6,,,,,,,,1353.6692605000007,None,1354.6691798999982,None,1360.6691668000003,None,"[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]","[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]","[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]",,7.9562987000063,21.073043200005486,18.090093700004218,"[0.25555555555555554, -0.16296296296296298, 0.2824074074074074]","[0.2351851851851852, -0.3138888888888889, -0.2722222222222222]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[7.945329300000594, 18.0784605000008, 21.061648999999306]",0.01055350000387989,21.072132100005547,['A1'],['B3'],['C3'],['yellow'],['salmon'],['blue'],1387.3349003999992,None,9.0,2.597379799997725,1387.3349003999992,None,1391.618315499998,None,3.0,6.814564100001007,1403.1180155999991,None,10.0,3.7485106000021915,1398.0182022999998,None,5.0,5.11503669999729,<function functionImportanceB at 0x000001A4040019D8>,<function functionImportanceC at 0x000001A4022658C8>,<function functionImportanceA at 0x000001A461910E18>,,,8.0,3.7485106000021915,4.0,4.214875199999369,1.0,3.7478448999972898,<function functiondiffC at 0x000001A400327AE8>,<function functiondiffB at 0x000001A4003278C8>,<function functiondiffA at 0x000001A400327488>,,,,,1365.808095399998,1410.5010518,None,1414.1676919000001,None,1406.101313000001,None,003,001,2022_Jun_13_1245,2leo,2021.2.3,60.01006968952248,
3,22,Plan a beach day with your friends,Stimuli/22A1.jpg,Stimuli/22A2.jpg,Stimuli/22A3.jpg,Stimuli/22B1.jpg,Stimuli/22B2.jpg,Stimuli/22B3.jpg,Stimuli/22C1.jpg,Stimuli/22C2.jpg,Stimuli/22C3.jpg,,,,,0,16,16,22,,,,,,,,1417.6009386999995,None,1418.6008950999985,None,1424.600764599998,None,"[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]","[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]","[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]",,12.183697879998363,2.8508499800009304,6.684679679998226,"[-0.21944444444444444, 0.33240740740740743, 0.08888888888888889]","[0.387037037037037, -0.24166666666666667, -0.3472222222222222]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[2.8488233000025502, 6.682295400001749, 12.181853100002627]",0.0012576799999806099,12.18290737999996,['A3'],['B2'],['C3'],['yellow'],['blue'],['salmon'],1438.4502530000009,None,6.0,2.3136615000003076,1438.4502530000009,None,1440.8670441999984,None,2.0,4.414337900001556,1445.3001734000009,None,2.0,2.9319635999963793,1448.2667235999998,None,2.0,6.415078300000459,<function functionImportanceB at 0x000001A40088FD08>,<function functionImportanceA at 0x000001A40088F7B8>,<function functionImportanceC at 0x000001A40088F510>,,,2.0,2.9319635999963793,2.0,3.5309360999999626,2.0,2.9641413999997894,<function functiondiffC at 0x000001A40088F378>,<function functiondiffA at 0x000001A40088FB70>,<function functiondiffB at 0x000001A40088FF28>,,,,,1425.7839919999988,1461.183038199999,None,1457.616624100001,None,1454.6165345999998,None,003,001,2022_Jun_13_1245,2leo,2021.2.3,60.01006968952248,
3,33,Plan the items to decorate your Christmas tree,Stimuli/33A1.jpg,Stimuli/33A2.jpg,Stimuli/33A3.jpg,Stimuli/33B1.jpg,Stimuli/33B2.jpg,Stimuli/33B3.jpg,Stimuli/33C1.jpg,Stimuli/33C2.jpg,Stimuli/33C3.jpg,,,,,0,17,17,33,,,,,,,,1463.6664088999987,None,1464.6659123000009,None,1470.666280299998,None,"[-0.2, 0.346]","[-0.203, -0.347]","[0.399, -0.003]","[-0.377, 0.138]","[0.066, -0.395]","[0.306, 0.255]","[-0.378, -0.136]","[0.304, -0.26]","[0.07, 0.393]",,15.318016900000657,11.51861270000154,8.168832300001668,"[0.3138888888888889, 0.2972222222222222, -0.15462962962962962]","[-0.19814814814814816, 0.28703703703703703, -0.3287037037037037]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[8.163081399998191, 11.513023799998336, 15.312763299996732]",0.004718600001069717,15.317415000001347,['A2'],['B3'],['C2'],['blue'],['salmon'],['yellow'],1488.1322598999996,None,3.0,3.4301716000009037,1488.1322598999996,None,1491.6156284000008,None,2.0,3.4314998000008927,1495.5839355999979,None,2.0,3.514829700001428,1498.6321431999986,None,3.0,4.131570000001375,<function functionImportanceB at 0x000001A40088F950>,<function functionImportanceA at 0x000001A40088FAE8>,<function functionImportanceC at 0x000001A40088F730>,,,2.0,3.514829700001428,2.0,3.4149494000012055,5.0,3.048217999999906,<function functiondiffC at 0x000001A400327A60>,<function functiondiffB at 0x000001A40088F158>,<function functiondiffA at 0x000001A40088FBF8>,,,,,1472.348299899999,1505.8319027999987,None,1509.0318841999997,None,1502.7320617999994,None,003,001,2022_Jun_13_1245,2leo,2021.2.3,60.01006968952248,
3,15,Plan your own Pasta for lunch,Stimuli/15A1.jpg,Stimuli/15A2.jpg,Stimuli/15A3.jpg,Stimuli/15B1.jpg,Stimuli/15B2.jpg,Stimuli/15B3.jpg,Stimuli/15C1.jpg,Stimuli/15C2.jpg,Stimuli/15C3.jpg,,,,,0,18,18,15,,,,,,,,1511.8315515999984,None,1512.831554399998,None,1518.8315319999983,None,"[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]","[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]","[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]",,14.897051519998058,10.480754619995423,5.914524619995063,"[0.33796296296296297, -0.21944444444444444, -0.35555555555555557]","[-0.26481481481481484, 0.37037037037037035, 0.2]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[5.909644200000912, 10.476220900000044, 14.892767500001355]",0.003772619995288551,14.896274319995428,['A2'],['B2'],['C3'],['yellow'],['blue'],['salmon'],1536.1143427999978,None,5.0,2.863445300001331,1536.1143427999978,None,1543.8976626999993,None,8.0,3.515121399999771,1539.1477851,None,6.0,4.848021900001186,1548.1309216999998,None,10.0,3.3483116999996128,<function functionImportanceA at 0x000001A400327F28>,<function functionImportanceB at 0x000001A400DB70D0>,<function functionImportanceC at 0x000001A400DB7730>,,,0.0,4.848021900001186,3.0,4.864532200001122,1.0,4.529362900000706,<function functiondiffA at 0x000001A40088FEA0>,<function functiondiffC at 0x000001A4003270D0>,<function functiondiffB at 0x000001A4049A5378>,,,,,1520.7515232999995,1558.3805460999993,None,1550.7808170000008,None,1555.7973144999978,None,003,001,2022_Jun_13_1245,2leo,2021.2.3,60.01006968952248,
3,27,Plan what festival to visit with your friends,Stimuli/27A1.jpg,Stimuli/27A2.jpg,Stimuli/27A3.jpg,Stimuli/27B1.jpg,Stimuli/27B2.jpg,Stimuli/27B3.jpg,Stimuli/27C1.jpg,Stimuli/27C2.jpg,Stimuli/27C3.jpg,,,,,0,19,19,27,,,,,,,,1562.4304623999979,None,1563.4302320000006,None,1569.430338199998,None,"[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]","[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]","[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]",,16.474784919999365,11.225658719999046,7.925749319998431,"[0.07314814814814814, -0.175, 0.33425925925925926]","[-0.34074074074074073, -0.34074074074074073, -0.25092592592592594]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[7.91955329999837, 11.219693600000028, 16.469098599998688]",0.005101120001199888,16.474137619999965,['A3'],['B3'],['C3'],['salmon'],['yellow'],['blue'],1587.529536699998,None,7.0,2.9309188000006543,1587.529536699998,None,1598.2628273999999,None,3.0,5.73157910000009,1590.5130864000002,None,9.0,3.8978295999986585,1594.462953799999,None,7.0,3.815176699998119,<function functionImportanceA at 0x000001A40088FA60>,<function functionImportanceC at 0x000001A400DB72F0>,<function functionImportanceB at 0x000001A400DB7268>,,,5.0,3.8978295999986585,0.0,5.231229099998018,1.0,3.598028600001271,<function functiondiffC at 0x000001A400DB7400>,<function functiondiffA at 0x000001A40088F840>,<function functiondiffB at 0x000001A40088FE18>,,,,,1570.5747637999975,1612.862222499998,None,1607.6125736999984,None,1603.9960589999991,None,003,001,2022_Jun_13_1245,2leo,2021.2.3,60.01006968952248,
3,40,Plan to see a sports event ,Stimuli/40A1.jpg,Stimuli/40A2.jpg,Stimuli/40A3.jpg,Stimuli/40B1.jpg,Stimuli/40B2.jpg,Stimuli/40B3.jpg,Stimuli/40C1.jpg,Stimuli/40C2.jpg,Stimuli/40C3.jpg,,,,,0,20,20,40,,,,,,,,1615.9788250000001,None,1616.9789621,None,1622.9788002999976,None,"[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]","[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]","[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]",,26.047895900002914,10.832215400005225,16.28226490000452,"[-0.19166666666666668, 0.3638888888888889, -0.29259259259259257]","[0.37592592592592594, -0.25277777777777777, 0.13425925925925927]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[10.821920999998838, 16.271574999998847, 26.03784160000214]",0.009626500002923422,26.047419800004718,['A1'],['B1'],['C3'],['blue'],['salmon'],['yellow'],1650.8279215999992,None,2.0,2.130493500000739,1650.8279215999992,None,1659.3780423999979,None,9.0,3.3152771999994,1656.2613397000005,None,9.0,2.9820832000004884,1653.0279729999984,None,9.0,3.1973226000009163,<function functionImportanceC at 0x000001A400DB7950>,<function functionImportanceA at 0x000001A400DB7840>,<function functionImportanceB at 0x000001A400DB7C80>,,,7.0,2.9820832000004884,7.0,3.8477602999992087,2.0,5.147782899999584,<function functiondiffB at 0x000001A400DB7048>,<function functiondiffC at 0x000001A400DB7D90>,<function functiondiffA at 0x000001A402265EA0>,,,,,1624.306851299998,1662.5777419999995,None,1670.761168799998,None,1667.7111062999993,None,003,001,2022_Jun_13_1245,2leo,2021.2.3,60.01006968952248,
3,4,Plan a game night at your place,Stimuli/4A1.jpg,Stimuli/4A2.jpg,Stimuli/4A3.jpg,Stimuli/4B1.jpg,Stimuli/4B2.jpg,Stimuli/4B3.jpg,Stimuli/4C1.jpg,Stimuli/4C2.jpg,Stimuli/4C3.jpg,,,,,0,21,21,4,,,,,,,,1674.1272891999997,None,1675.1273318000003,None,1681.1274711999995,None,"[-0.203, -0.347]","[0.399, -0.003]","[-0.2, 0.346]","[0.066, -0.395]","[0.306, 0.255]","[-0.377, 0.138]","[0.304, -0.26]","[0.07, 0.393]","[-0.378, -0.136]",,7.610330180003075,16.89393408000251,12.344624980003573,"[-0.16944444444444445, -0.36018518518518516, -0.34814814814814815]","[-0.325, -0.18425925925925926, 0.18333333333333332]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[7.60739889999968, 12.340900999999576, 16.890556900001684]",0.0025247800003853627,16.89290988000357,['A1'],['B3'],['C3'],['yellow'],['salmon'],['blue'],1701.8765216999982,None,8.0,3.5801616000026115,1701.8765216999982,None,1710.9598915999977,None,3.0,3.2485914999997476,1706.5109446000006,None,3.0,5.447646500000701,1715.5620627999979,None,6.0,5.448645299999043,<function functionImportanceA at 0x000001A400DB78C8>,<function functionImportanceB at 0x000001A400DB7488>,<function functionImportanceC at 0x000001A400DB7620>,,,6.0,5.447646500000701,2.0,3.6811416999989888,3.0,3.981162800002494,<function functiondiffB at 0x000001A400DB7378>,<function functiondiffA at 0x000001A400DB79D8>,<function functiondiffC at 0x000001A400DB71E0>,,,,,1684.5193849000007,1719.6927254999991,None,1724.0096073999975,None,1727.7428006999999,None,003,001,2022_Jun_13_1245,2leo,2021.2.3,60.01006968952248,
3,17,Plan a day in Barcelona with a friend who is new to the city,Stimuli/17A1.jpg,Stimuli/17A2.jpg,Stimuli/17A3.jpg,Stimuli/17B1.jpg,Stimuli/17B2.jpg,Stimuli/17B3.jpg,Stimuli/17C1.jpg,Stimuli/17C2.jpg,Stimuli/17C3.jpg,,,,,0,22,22,17,,,,,,,,1732.1423376000002,None,1733.1424691999982,None,1739.1423001999992,None,"[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]","[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]","[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]",,13.826661859999149,5.693911959999241,17.64382445999945,"[-0.32314814814814813, -0.2175925925925926, -0.2898148148148148]","[-0.1638888888888889, 0.3351851851851852, 0.16296296296296298]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[5.678615199998603, 13.811671600000409, 17.628274200000305]",0.014580759998352733,17.6428047599984,['A1'],['B1'],['C1'],['blue'],['salmon'],['yellow'],1758.441653699998,None,4.0,2.1470133000002534,1758.441653699998,None,1764.9418332999976,None,2.0,5.148513599997386,1770.1583956999984,None,4.0,4.465021399999387,1760.6919024,None,2.0,4.264411399999517,<function functionImportanceC at 0x000001A4011AE048>,<function functionImportanceB at 0x000001A40088F048>,<function functionImportanceA at 0x000001A400DB7F28>,,,2.0,4.465021399999387,4.0,3.1812866000000213,1.0,3.4312333000016224,<function functiondiffC at 0x000001A4011AE950>,<function functiondiffA at 0x000001A400DB7BF8>,<function functiondiffB at 0x000001A400DB7510>,,,,,1740.3284918000008,1781.3581523999983,None,1778.158129999998,None,1774.5415053999986,None,003,001,2022_Jun_13_1245,2leo,2021.2.3,60.01006968952248,
3,41,Plan how you want to have dinner tonight ,Stimuli/41A1.jpg,Stimuli/41A2.jpg,Stimuli/41A3.jpg,Stimuli/41B1.jpg,Stimuli/41B2.jpg,Stimuli/41B3.jpg,Stimuli/41C1.jpg,Stimuli/41C2.jpg,Stimuli/41C3.jpg,,,,,0,23,23,41,,,,,,,,1784.3077321,None,1785.3078344000005,None,1791.3077723999977,None,"[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]","[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]","[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]",,15.695490479996806,5.812498379997123,12.696209279994946,"[0.037037037037037035, 0.2537037037037037, 0.36574074074074076]","[0.37222222222222223, 0.29259259259259257, -0.004629629629629629]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[5.803628099998605, 12.686913300000015, 15.686922400000185]",0.008151679994625738,15.694728479997138,['A1'],['B1'],['C1'],['salmon'],['blue'],['yellow'],1808.8238451999987,None,9.0,1.9803496000022278,1808.8238451999987,None,1810.873871400001,None,10.0,3.9310812000003352,1817.7904268000002,None,10.0,3.2152104000015242,1814.9904385999998,None,7.0,2.9319691000018793,<function functionImportanceB at 0x000001A4011AE6A8>,<function functionImportanceC at 0x000001A4011AE400>,<function functionImportanceA at 0x000001A4011AE488>,,,6.0,3.2152104000015242,0.0,3.264565700003004,-0.0,3.7313323999987915,<function functiondiffA at 0x000001A40088F598>,<function functiondiffC at 0x000001A4011AE0D0>,<function functiondiffB at 0x000001A400DB77B8>,,,,,1792.6537095000003,1828.1902057999996,None,1820.9736358999999,None,1824.2901272,None,003,001,2022_Jun_13_1245,2leo,2021.2.3,60.01006968952248,
3,31,Plan your order at a restaurant    ,Stimuli/31A1.jpg,Stimuli/31A2.jpg,Stimuli/31A3.jpg,Stimuli/31B1.jpg,Stimuli/31B2.jpg,Stimuli/31B3.jpg,Stimuli/31C1.jpg,Stimuli/31C2.jpg,Stimuli/31C3.jpg,,,,,0,24,24,31,,,,,,,,1831.439786099998,None,1832.4399317999978,None,1838.4398801000007,None,"[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]","[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]","[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]",,24.33775600000081,11.537994599999365,28.203985699998157,"[0.1037037037037037, 0.09444444444444444, 0.2722222222222222, 0.2851851851851852, 0.37222222222222223, -0.36574074074074076]","[-0.3907407407407407, -0.3925925925925926, 0.27314814814814814, 0.23148148148148148, 0.05555555555555555, -0.08703703703703704]","[1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[11.534111199998733, 13.21708949999811, 18.100448799999867, 19.116906799998105, 24.334227599996666, 28.200035699999717]",0.0030262000000220723,28.202867799998785,['A2'],['B3'],['C1'],['yellow'],['salmon'],['blue'],1869.7222893999988,None,6.0,2.9805688000014925,1869.7222893999988,None,1872.7721810999992,None,9.0,4.8975667000013345,1879.0887295999983,None,10.0,3.998661000001448,1881.7553763999986,None,3.0,3.948726299997361,<function functionImportanceB at 0x000001A4011AEBF8>,<function functionImportanceA at 0x000001A4011AEAE8>,<function functionImportanceC at 0x000001A4011AEA60>,,,4.0,3.998661000001448,2.0,3.8641927000026044,8.0,3.414621800002351,<function functiondiffA at 0x000001A4011AE378>,<function functiondiffB at 0x000001A4011AED08>,<function functiondiffC at 0x000001A4011AE268>,,,,,1841.0540113000006,1889.5216984999988,None,1885.9716583999998,None,1892.9551781999999,None,003,001,2022_Jun_13_1245,2leo,2021.2.3,60.01006968952248,
3,3,Plan a movie night with a friend,Stimuli/3A1.jpg,Stimuli/3A2.jpg,Stimuli/3A3.jpg,Stimuli/3B1.jpg,Stimuli/3B2.jpg,Stimuli/3B3.jpg,Stimuli/3C1.jpg,Stimuli/3C2.jpg,Stimuli/3C3.jpg,,,,,0,25,25,3,,,,,,,,1898.0880830999977,None,1899.0882647999988,None,1905.0881062999997,None,"[0.066, -0.395]","[-0.377, 0.138]","[0.306, 0.255]","[-0.203, -0.347]","[-0.2, 0.346]","[0.399, -0.003]","[0.304, -0.26]","[-0.378, -0.136]","[0.07, 0.393]",,13.771448140007124,2.921891340007278,5.738704540006438,"[0.3712962962962963, -0.3888888888888889, -0.3990740740740741]","[-0.002777777777777778, -0.1787037037037037, 0.175]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[2.912100100002135, 5.728764100000262, 13.761999900001683]",0.008942240005126223,13.770578140007274,['A2'],['B3'],['C2'],['blue'],['salmon'],['yellow'],1922.9041813999993,None,6.0,1.7133695000011357,1922.9041813999993,None,1932.1087021000003,None,5.0,4.6149746000010055,1936.0540362999982,None,6.0,4.0487850999998045,1926.3943323000003,None,1.0,6.681058199999825,<function functionImportanceC at 0x000001A4011AEE18>,<function functionImportanceB at 0x000001A400DB7EA0>,<function functionImportanceA at 0x000001A400DB7AE8>,,,1.0,4.0487850999998045,3.0,4.030864500000462,2.0,9.931586900002003,<function functiondiffC at 0x000001A4011AE510>,<function functiondiffB at 0x000001A4011AEC80>,<function functiondiffA at 0x000001A400DB7158>,,,,,1908.6738604000002,1944.2705264999986,None,1953.8368468999997,None,1940.403888499999,None,003,001,2022_Jun_13_1245,2leo,2021.2.3,60.01006968952248,
3,37,Plan your cleaning routine ,Stimuli/37A1.jpg,Stimuli/37A2.jpg,Stimuli/37A3.jpg,Stimuli/37B1.jpg,Stimuli/37B2.jpg,Stimuli/37B3.jpg,Stimuli/37C1.jpg,Stimuli/37C2.jpg,Stimuli/37C3.jpg,,,,,0,26,26,37,,,,,,,,1957.3862503,None,1958.3864513999997,None,1964.3865055999977,None,"[0.07, 0.393]","[0.304, -0.26]","[-0.378, -0.136]","[0.306, 0.255]","[0.066, -0.395]","[-0.377, 0.138]","[0.399, -0.003]","[-0.203, -0.347]","[-0.2, 0.346]",,11.188191419998475,22.55516611999701,25.671704419997695,"[-0.32592592592592595, -0.3592592592592593, 0.39814814814814814]","[-0.08981481481481482, 0.08703703703703704, 0.010185185185185186]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[11.184218200000032, 22.55096229999981, 25.66738130000158]",0.003359319998708088,25.670611819998157,['A3'],['B3'],['C1'],['yellow'],['salmon'],['blue'],1991.6857241999987,None,6.0,3.0640037000011944,1991.6857241999987,None,1994.8524111999996,None,1.0,3.597478100000444,1998.435663899998,None,2.0,8.481609300000855,2006.9687743999984,None,2.0,3.1318114999994577,<function functionImportanceB at 0x000001A4011AEEA0>,<function functionImportanceA at 0x000001A4011AE7B8>,<function functionImportanceC at 0x000001A4011AE8C8>,,,1.0,8.481609300000855,8.0,6.164389800000208,5.0,6.531063400001585,<function functiondiffA at 0x000001A40088F268>,<function functiondiffB at 0x000001A4011AE1E0>,<function functiondiffC at 0x000001A4015A7620>,,,,,1965.5333074999999,2016.2352162999978,None,2010.0519796999997,None,2022.7849193999991,None,003,001,2022_Jun_13_1245,2leo,2021.2.3,60.01006968952248,
3,25,Plan how you want to read a book in your free time ,Stimuli/25A1.jpg,Stimuli/25A2.jpg,Stimuli/25A3.jpg,Stimuli/25B1.jpg,Stimuli/25B2.jpg,Stimuli/25B3.jpg,Stimuli/25C1.jpg,Stimuli/25C2.jpg,Stimuli/25C3.jpg,,,,,0,27,27,25,,,,,,,,2024.9515023000004,None,2025.9515819999997,None,2031.9516410999986,None,"[0.399, -0.003]","[-0.203, -0.347]","[-0.2, 0.346]","[0.306, 0.255]","[0.066, -0.395]","[-0.377, 0.138]","[0.07, 0.393]","[0.304, -0.26]","[-0.378, -0.136]",,27.753672519997053,16.93788451999717,21.671012819999305,"[0.08518518518518518, 0.3435185185185185, 0.4425925925925926]","[-0.4064814814814815, -0.23055555555555557, 0.007407407407407408]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[16.92371390000335, 21.656616500000382, 27.739829400001327]",0.013401519998296862,27.753146619998006,['A1'],['B2'],['C2'],['salmon'],['yellow'],['blue'],2061.6503933000004,None,7.0,3.113959500002238,2061.6503933000004,None,2064.867253999999,None,9.0,4.548183099999733,2069.4004196000005,None,8.0,6.598735999999917,2076.317020799999,None,10.0,3.4484706000002916,<function functionImportanceB at 0x000001A4015A7378>,<function functionImportanceA at 0x000001A4011AE158>,<function functionImportanceC at 0x000001A4015A7400>,,,-0.0,6.598735999999917,7.0,3.831277500001306,1.0,3.5645421000008355,<function functiondiffA at 0x000001A4011AE730>,<function functiondiffC at 0x000001A4015A76A8>,<function functiondiffB at 0x000001A4011AE598>,,,,,2033.4405970999996,2087.3499078999976,None,2079.4502883999976,None,2083.3667920999997,None,003,001,2022_Jun_13_1245,2leo,2021.2.3,60.01006968952248,
