Condition,N_Scenario,written_scenario,ImageA1,ImageA2,ImageA3,ImageB1,ImageB2,ImageB3,ImageC1,ImageC2,ImageC3,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,button_2.started,button_2.stopped,button_2.numClicks,button_2.timesOn,button_2.timesOff,text.started,text.stopped,fixationcross1_started,fixationcross1_stopped,Scenario_started,Scenario_stopped,fixationcross2_started,fixationcross2_stopped,A1pos,A2pos,A3pos,B1pos,B2pos,B3pos,C1pos,C2pos,C3pos,﻿Imagesdecision_started,decisiontimeA,decisiontimeB,decisiontimeC,mouse_x,mouse_y,mouse_leftButton,mouse_midButton,mouse_rightButton,mouse_time,mouse_started,mouse_stopped,clicked_optionA,clicked_optionB,clicked_optionC,colour_category_A,colour_category_B,colour_category_C,question_confidence_started,question_confidence_stopped,slider_confidence_response,slider_confidence_rt,slider_confidence_started,slider_confidence_stopped,question_valueA_started,question_valueA_stopped,slider_valueA_response,slider_valueA_rt,question_valueB_started,question_valueB_stopped,slider_valueB_response,slider_valueB_rt,question_valueC_started,question_valueC_stopped,slider_valueC_response,slider_valueC_rt,Importance_First,Importance_Second,Importance_Third,question_diff_started,question_diff_stopped,slider_diffA_response,slider_diffA_rt,slider_diffC_response,slider_diffC_rt,slider_diffB_response,slider_diffB_rt,diff_First,diff_Second,diff_Third,button_3_started,button_3_stopped,text_2_started,text_2_stopped,Imagesdecision_started,question_diffC_started,question_diffC_stopped,question_diffA_started,question_diffA_stopped,question_diffB_started,question_diffB_stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,4,Plan a game night at your place,Stimuli/4A1.jpg,Stimuli/4A2.jpg,Stimuli/4A3.jpg,Stimuli/4B1.jpg,Stimuli/4B2.jpg,Stimuli/4B3.jpg,Stimuli/4C1.jpg,Stimuli/4C2.jpg,Stimuli/4C3.jpg,,,,,0,24,24,4,,,,,,,,2586.1685916,None,2587.1688576,None,2593.1686205,None,"[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]","[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]","[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]",,19.814694620000864,7.165559120001035,4.698829320001096,"[0.028703703703703703, -0.17962962962962964, 0.24074074074074073]","[0.39444444444444443, -0.26944444444444443, 0.19907407407407407]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[4.696445900000072, 7.163288199999897, 19.81287740000016]",0.0014039200009392516,19.81393332000107,['A1'],['B3'],['C1'],['salmon'],['yellow'],['blue'],2616.867819,None,10.0,4.363729899999726,2616.867819,None,2633.1673918,None,1.0,8.114881499999683,2629.0842089,None,5.0,3.064876500000082,2622.5862136,None,10.0,7.797520600000098,<function functionImportanceC at 0x00000262235CC950>,<function functionImportanceB at 0x00000262235CC510>,<function functionImportanceA at 0x00000262235CC400>,,,6.0,6.247989199999665,-0.0,8.114881499999683,1.0,2.564816999999948,<function functiondiffC at 0x000002621E4CEAE8>,<function functiondiffB at 0x0000026222CCD950>,<function functiondiffA at 0x0000026222CCD400>,,,,,2596.5884684,2640.6338286,None,2649.5168257,None,2646.6005044,None,15,001,2022_Jul_19_0903,2leo,2021.2.3,59.965411950381636,
3,7,Plan your Sunday breakfast ,Stimuli/7A1.jpg,Stimuli/7A2.jpg,Stimuli/7A3.jpg,Stimuli/7B1.jpg,Stimuli/7B2.jpg,Stimuli/7B3.jpg,Stimuli/7C1.jpg,Stimuli/7C2.jpg,Stimuli/7C3.jpg,,,,,0,25,25,7,,,,,,,,2654.9666331,None,2655.9665582,None,2661.9665312,None,"[-0.203, -0.347]","[-0.2, 0.346]","[0.399, -0.003]","[0.066, -0.395]","[-0.377, 0.138]","[0.306, 0.255]","[0.304, -0.26]","[-0.378, -0.136]","[0.07, 0.393]",,13.06590942000139,3.9328268200015373,8.216643320001367,"[-0.3472222222222222, 0.037037037037037035, 0.4462962962962963]","[0.10092592592592593, 0.35555555555555557, 0.04722222222222222]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[3.927030100000138, 8.210534700000153, 13.060301699999854]",0.0050128200014114555,13.065051120001499,['A3'],['B2'],['C3'],['yellow'],['blue'],['salmon'],2681.5159592,None,10.0,1.913430900000094,2681.5159592,None,2685.2824678,None,6.0,6.7978667999996105,2692.1654212,None,9.0,4.098353000000316,2695.6989022,None,1.0,11.531863000000158,<function functionImportanceA at 0x00000262235CC1E0>,<function functionImportanceB at 0x00000262235CCEA0>,<function functionImportanceC at 0x00000262235CC2F0>,,,0.0,4.3142204000000675,2.0,6.7978667999996105,2.0,3.397675700000036,<function functiondiffA at 0x0000026222CCD2F0>,<function functiondiffB at 0x0000026222CCD620>,<function functiondiffC at 0x0000026222CCDD90>,,,,,2667.9897668,2714.0485662,None,2706.4820831,None,2710.9318327,None,15,001,2022_Jul_19_0903,2leo,2021.2.3,59.965411950381636,
3,26,Plan how to wash one round of your laundry ,Stimuli/26A1.jpg,Stimuli/26A2.jpg,Stimuli/26A3.jpg,Stimuli/26B1.jpg,Stimuli/26B2.jpg,Stimuli/26B3.jpg,Stimuli/26C1.jpg,Stimuli/26C2.jpg,Stimuli/26C3.jpg,,,,,0,26,26,26,,,,,,,,2717.0646034,None,2718.0652276,None,2724.0646914999998,None,"[0.066, -0.395]","[0.306, 0.255]","[-0.377, 0.138]","[0.304, -0.26]","[0.07, 0.393]","[-0.378, -0.136]","[-0.203, -0.347]","[0.399, -0.003]","[-0.2, 0.346]",,35.98480523999979,10.419250939999984,29.702415839999958,"[0.08796296296296297, 0.35555555555555557, 0.28703703703703703]","[0.34444444444444444, 0.026851851851851852, 0.2388888888888889]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[10.416497499999878, 29.699345199999698, 35.982221299999765]",0.0018275399997946806,35.98401853999985,['A2'],['B2'],['C2'],['blue'],['yellow'],['salmon'],2761.7135378,None,6.0,3.4304298000001836,2761.7135378,None,2768.4803348,None,2.0,6.064926900000046,2774.580055,None,7.0,5.331714700000248,2765.2302791,None,2.0,3.2145034999998643,<function functionImportanceC at 0x00000262235CC6A8>,<function functionImportanceA at 0x00000262235CCE18>,<function functionImportanceB at 0x00000262235CCB70>,,,2.0,2.681267200000093,9.0,6.064926900000046,0.0,2.431364399999893,<function functiondiffC at 0x00000262235CCF28>,<function functiondiffA at 0x00000262235CC9D8>,<function functiondiffB at 0x00000262235CC7B8>,,,,,2725.2502938,2779.8467066,None,2783.6964755,None,2786.3964382999998,None,15,001,2022_Jul_19_0903,2leo,2021.2.3,59.965411950381636,
3,3,Plan a movie night with a friend,Stimuli/3A1.jpg,Stimuli/3A2.jpg,Stimuli/3A3.jpg,Stimuli/3B1.jpg,Stimuli/3B2.jpg,Stimuli/3B3.jpg,Stimuli/3C1.jpg,Stimuli/3C2.jpg,Stimuli/3C3.jpg,,,,,0,27,27,3,,,,,,,,2788.3459291,None,2789.3462292,None,2795.3462257,None,"[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]","[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]","[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]",,8.226227000001018,22.642589300000964,15.459778100001131,"[0.046296296296296294, -0.21203703703703702, 0.2564814814814815]","[-0.33055555555555555, -0.3175925925925926, -0.21574074074074073]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[8.209349199999906, 15.44239299999981, 22.625475899999856]",0.016224600000896316,22.64163950000102,['A3'],['B3'],['C3'],['salmon'],['blue'],['yellow'],2822.0452603,None,7.0,2.5968643000001066,2822.0452603,None,2837.0949584,None,10.0,4.28150689999984,2833.595182,None,9.0,4.198262200000045,2826.412049,None,1.0,8.147599000000355,<function functionImportanceC at 0x0000026223BEC0D0>,<function functionImportanceB at 0x0000026223BEC510>,<function functionImportanceA at 0x00000262235CCD90>,,,7.0,7.964645099999871,4.0,4.28150689999984,2.0,4.081152899999779,<function functiondiffB at 0x000002621DE92048>,<function functiondiffC at 0x00000262235CCA60>,<function functiondiffA at 0x000002621DE92D90>,,,,,2798.9535024,2845.8113547,None,2849.1279334,None,2841.7283359,None,15,001,2022_Jul_19_0903,2leo,2021.2.3,59.965411950381636,
3,15,Plan your own Pasta for lunch,Stimuli/15A1.jpg,Stimuli/15A2.jpg,Stimuli/15A3.jpg,Stimuli/15B1.jpg,Stimuli/15B2.jpg,Stimuli/15B3.jpg,Stimuli/15C1.jpg,Stimuli/15C2.jpg,Stimuli/15C3.jpg,,,,,0,28,28,15,,,,,,,,2856.6106489,None,2857.6108889,None,2863.6108822,None,"[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]","[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]","[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]",,4.181772160000037,29.48100376000002,8.115243460000329,"[0.04722222222222222, 0.3037037037037037, 0.3907407407407407]","[0.3490740740740741, 0.2324074074074074, 0.016666666666666666]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[4.169436900000164, 8.102385400000003, 29.468434500000058]",0.011802160000115691,29.48019076000037,['A2'],['B2'],['C2'],['yellow'],['salmon'],['blue'],2895.5430756,None,8.0,3.2141946000001553,2895.5430756,None,2902.2432553,None,8.0,2.2153134000000136,2898.8433019999998,None,7.0,3.3309755000000223,2905.1602433,None,7.0,6.481626000000233,<function functionImportanceB at 0x0000026223BECA60>,<function functionImportanceA at 0x00000262235CCD08>,<function functionImportanceC at 0x0000026223BEC598>,,,5.0,8.497394200000144,0.0,2.2153134000000136,4.0,6.764646199999788,<function functiondiffB at 0x00000262235CC488>,<function functiondiffC at 0x0000026223BEC840>,<function functiondiffA at 0x00000262235CC620>,,,,,2865.6028274,2917.8093356,None,2920.0426977,None,2910.8762472,None,15,001,2022_Jul_19_0903,2leo,2021.2.3,59.965411950381636,
3,12,Plan the ingredients to mix yourself a cocktail,Stimuli/12A1.jpg,Stimuli/12A2.jpg,Stimuli/12A3.jpg,Stimuli/12B1.jpg,Stimuli/12B2.jpg,Stimuli/12B3.jpg,Stimuli/12C1.jpg,Stimuli/12C2.jpg,Stimuli/12C3.jpg,,,,,0,29,29,12,,,,,,,,2928.0586982,None,2929.0589815,None,2935.058666,None,"[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]","[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]","[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]",,22.536639339999965,23.470728539999982,23.003983340000104,"[0.2638888888888889, 0.11296296296296296, -0.125]","[0.18425925925925926, 0.3175925925925926, 0.31851851851851853]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[22.533516399999826, 23.000330200000008, 23.467269300000225]",0.0026857399998334586,23.469651540000086,['A1'],['B2'],['C1'],['salmon'],['blue'],['yellow'],2960.1912822,None,9.0,2.9632825999997294,2960.1912822,None,2963.2423448,None,3.0,3.8478503999999703,2969.9745816,None,8.0,2.5151292999998986,2967.1080108,None,10.0,2.8819288999998207,<function functionImportanceA at 0x0000026223BECC80>,<function functionImportanceC at 0x0000026223BEC158>,<function functionImportanceB at 0x0000026223BEC950>,,,2.0,2.7980945999997857,1.0,3.8478503999999703,1.0,4.414479700000356,<function functiondiffC at 0x0000026223BECE18>,<function functiondiffB at 0x00000262235CCAE8>,<function functiondiffA at 0x00000262235CC378>,,,,,2936.2399698,2972.491111,None,2980.757602,None,2976.3244032,None,15,001,2022_Jul_19_0903,2leo,2021.2.3,59.965411950381636,
3,41,Plan how you want to have dinner tonight ,Stimuli/41A1.jpg,Stimuli/41A2.jpg,Stimuli/41A3.jpg,Stimuli/41B1.jpg,Stimuli/41B2.jpg,Stimuli/41B3.jpg,Stimuli/41C1.jpg,Stimuli/41C2.jpg,Stimuli/41C3.jpg,,,,,0,30,30,41,,,,,,,,2997.8069632,None,2998.807209,None,3004.8071499,None,"[0.066, -0.395]","[-0.377, 0.138]","[0.306, 0.255]","[0.304, -0.26]","[-0.378, -0.136]","[0.07, 0.393]","[-0.203, -0.347]","[-0.2, 0.346]","[0.399, -0.003]",,18.48650568000039,18.020084480000605,13.353998980000597,"[0.3712962962962963, 0.2740740740740741, 0.07037037037037037]","[-0.027777777777777776, -0.22037037037037038, -0.3314814814814815]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[13.341234800000166, 18.007757200000015, 18.474488500000007]",0.011601780000546569,18.485782880000443,['A1'],['B1'],['C3'],['salmon'],['blue'],['yellow'],3025.1228537,None,9.0,2.5135927999999694,3025.1228537,None,3033.9060833,None,6.0,2.431742700000086,3027.7062377,None,9.0,6.164126199999828,3036.5059584,None,7.0,3.248289300000124,<function functionImportanceB at 0x0000026223BEC1E0>,<function functionImportanceA at 0x0000026223BEC268>,<function functionImportanceC at 0x0000026223BEC730>,,,3.0,3.8146299,4.0,2.431742700000086,1.0,2.2649389000002884,<function functiondiffA at 0x00000262235CCBF8>,<function functiondiffB at 0x0000026223BEC048>,<function functiondiffC at 0x0000026223BEC488>,,,,,3006.16493,3045.7223635,None,3039.5724064,None,3043.4058046,None,15,001,2022_Jul_19_0903,2leo,2021.2.3,59.965411950381636,
3,21,Plan your sandwich for lunch,Stimuli/21A1.jpg,Stimuli/21A2.jpg,Stimuli/21A3.jpg,Stimuli/21B1.jpg,Stimuli/21B2.jpg,Stimuli/21B3.jpg,Stimuli/21C1.jpg,Stimuli/21C2.jpg,Stimuli/21C3.jpg,,,,,0,31,31,21,,,,,,,,3052.738495,None,3053.7387565,None,3059.7385424,None,"[-0.377, 0.138]","[0.066, -0.395]","[0.306, 0.255]","[-0.378, -0.136]","[0.304, -0.26]","[0.07, 0.393]","[-0.2, 0.346]","[-0.203, -0.347]","[0.399, -0.003]",,22.964575499999683,27.814882399999988,31.648213199999645,"[0.03518518518518519, 0.06666666666666667, 0.3675925925925926]","[-0.3675925925925926, 0.4, 0.010185185185185186]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[22.955938099999912, 27.805895899999996, 31.63900479999984]",0.00808599999982107,31.64697299999989,['A2'],['B3'],['C3'],['yellow'],['blue'],['salmon'],3093.0208968,None,8.0,3.2802620000002207,3093.0208968,None,3096.371865,None,8.0,3.3810404999999264,3099.7540268,None,4.0,2.4321053999997275,3102.2374121,None,7.0,2.481661499999973,<function functionImportanceA at 0x000002621DE92378>,<function functionImportanceB at 0x000002621E4CEBF8>,<function functionImportanceC at 0x0000026223BECF28>,,,1.0,4.33116340000015,8.0,3.3810404999999264,8.0,7.24776780000002,<function functiondiffB at 0x0000026223BEC8C8>,<function functiondiffC at 0x0000026223BEC7B8>,<function functiondiffA at 0x00000262235CC0D0>,,,,,3060.895752,3111.9538215,None,3121.2704547,None,3104.6873603,None,15,001,2022_Jul_19_0903,2leo,2021.2.3,59.965411950381636,
3,9,Plan a picnic with friends,Stimuli/9A1.jpg,Stimuli/9A2.jpg,Stimuli/9A3.jpg,Stimuli/9B1.jpg,Stimuli/9B2.jpg,Stimuli/9B3.jpg,Stimuli/9C1.jpg,Stimuli/9C2.jpg,Stimuli/9C3.jpg,,,,,0,32,32,9,,,,,,,,3125.1197628,None,3126.1201811,None,3132.1200003999998,None,"[-0.2, 0.346]","[-0.203, -0.347]","[0.399, -0.003]","[-0.377, 0.138]","[0.066, -0.395]","[0.306, 0.255]","[-0.378, -0.136]","[0.304, -0.26]","[0.07, 0.393]",,29.119125320001785,5.986576820001574,11.155050320001465,"[-0.37592592592592594, 0.06296296296296296, -0.175]","[0.11018518518518519, 0.3537037037037037, -0.2833333333333333]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[5.981430499999988, 11.149462200000016, 29.11419810000052]",0.004421120001552481,29.11842912000202,['A2'],['B1'],['C3'],['blue'],['yellow'],['salmon'],3167.1355588,None,9.0,3.196706599999743,3167.1355588,None,3171.8855854,None,4.0,6.547912099999849,3184.601604,None,6.0,4.365644900000007,3178.4193968000004,None,3.0,6.364824700000099,<function functionImportanceA at 0x0000026223BECAE8>,<function functionImportanceC at 0x000002621E4CE2F0>,<function functionImportanceB at 0x0000026223BEC378>,,,1.0,10.06439279999995,2.0,6.547912099999849,-0.0,2.3312125000002197,<function functiondiffC at 0x00000262240F6A60>,<function functiondiffB at 0x00000262235CCC80>,<function functiondiffA at 0x0000026223BECD08>,,,,,3137.557178,3188.1700405999995,None,3198.8348462999998,None,3196.3682182999996,None,15,001,2022_Jul_19_0903,2leo,2021.2.3,59.965411950381636,
3,32,Plan how you want to relax after a workday,Stimuli/32A1.jpg,Stimuli/32A2.jpg,Stimuli/32A3.jpg,Stimuli/32B1.jpg,Stimuli/32B2.jpg,Stimuli/32B3.jpg,Stimuli/32C1.jpg,Stimuli/32C2.jpg,Stimuli/32C3.jpg,,,,,0,33,33,32,,,,,,,,3207.9340987,None,3208.9345037,None,3214.9343261,None,"[-0.203, -0.347]","[-0.2, 0.346]","[0.399, -0.003]","[0.304, -0.26]","[-0.378, -0.136]","[0.07, 0.393]","[0.066, -0.395]","[-0.377, 0.138]","[0.306, 0.255]",,24.932522060001247,16.24959976000082,27.766399860001002,"[-0.36203703703703705, -0.19722222222222222, -0.3398148148148148]","[-0.0824074074074074, 0.287962962962963, 0.1574074074074074]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[16.248106799999732, 24.931308599999284, 27.764641599999777]",0.0007145600011426723,27.76513446000081,['A2'],['B2'],['C2'],['yellow'],['salmon'],['blue'],3246.2665740999996,None,6.0,1.6133552000001146,3246.2665740999996,None,3259.8164233,None,4.0,4.465075699999943,3263.9828919999995,None,8.0,3.731820200000584,3247.9842887,None,3.0,10.69730350000009,<function functionImportanceC at 0x00000262235CC8C8>,<function functionImportanceA at 0x0000026223BECB70>,<function functionImportanceB at 0x0000026223BEC2F0>,,,7.0,3.2641654999997627,2.0,4.465075699999943,9.0,6.8144004000005225,<function functiondiffA at 0x0000026223BEC6A8>,<function functiondiffB at 0x0000026223BECEA0>,<function functiondiffC at 0x00000262240F6048>,,,,,3218.0342446,3276.9825874000003,None,3267.2161969000003,None,3270.3328476,None,15,001,2022_Jul_19_0903,2leo,2021.2.3,59.965411950381636,
3,2,Plan which ingredients you want to use for cooking dinner today,Stimuli/2A1.jpg,Stimuli/2A2.jpg,Stimuli/2A3.jpg,Stimuli/2B1.jpg,Stimuli/2B2.jpg,Stimuli/2B3.jpg,Stimuli/2C1.jpg,Stimuli/2C2.jpg,Stimuli/2C3.jpg,,,,,0,34,34,2,,,,,,,,3287.9485713999998,None,3288.9488525,None,3294.9488143000003,None,"[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]","[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]","[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]",,12.01920710000104,15.202857600001153,4.986884200001441,"[0.023148148148148147, -0.21388888888888888, 0.3101851851851852]","[0.36203703703703705, -0.40370370370370373, 0.21203703703703702]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[4.978486400000293, 12.011205599999812, 15.19468980000056]",0.0073608000011518016,15.201819700001579,['A3'],['B2'],['C2'],['salmon'],['yellow'],['blue'],3316.7480506999996,None,9.0,2.613382499999716,3316.7480506999996,None,3330.6644783999996,None,6.0,6.581481299999723,3322.7309721999995,None,7.0,10.06433620000007,3336.697506,None,9.0,3.9319399000005433,<function functionImportanceB at 0x00000262240F6488>,<function functionImportanceA at 0x0000026223BECBF8>,<function functionImportanceC at 0x00000262240F6C80>,,,6.0,8.764010400000188,0.0,6.581481299999723,3.0,2.964359499999773,<function functiondiffA at 0x00000262235CC730>,<function functiondiffB at 0x0000026223BEC9D8>,<function functiondiffC at 0x00000262240F6950>,,,,,3301.0875603,3351.9639113,None,3340.3641261999996,None,3349.6138741,None,15,001,2022_Jul_19_0903,2leo,2021.2.3,59.965411950381636,
3,29,Plan a day in the mountains ,Stimuli/29A1.jpg,Stimuli/29A2.jpg,Stimuli/29A3.jpg,Stimuli/29B1.jpg,Stimuli/29B2.jpg,Stimuli/29B3.jpg,Stimuli/29C1.jpg,Stimuli/29C2.jpg,Stimuli/29C3.jpg,,,,,0,35,35,29,,,,,,,,3353.5468888,None,3354.5470289,None,3360.5470873,None,"[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]","[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]","[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]",,15.25176779999947,29.40167029999975,43.418337999999494,"[-0.3925925925925926, 0.2564814814814815, -0.2574074074074074]","[0.10277777777777777, -0.22314814814814815, -0.3731481481481482]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[15.249110599999767, 29.398691499999586, 43.415135799999916]",0.0021031999995102524,43.416986299999735,['A2'],['B3'],['C3'],['salmon'],['yellow'],['blue'],3405.6953731999997,None,3.0,2.3630645000002914,3405.6953731999997,None,3408.2122839999997,None,8.0,3.514703300000292,3411.7288671,None,1.0,2.1817621000000145,3413.8787420000003,None,5.0,3.5813940999996703,<function functionImportanceA at 0x00000262240F69D8>,<function functionImportanceB at 0x00000262240F6510>,<function functionImportanceC at 0x00000262240F60D0>,,,7.0,2.5311817999991035,2.0,3.514703300000292,9.0,3.131095199999436,<function functiondiffB at 0x0000026222CCD488>,<function functiondiffA at 0x00000262235CC598>,<function functiondiffC at 0x00000262240F6378>,,,,,3361.795581,3423.1283663,None,3420.5951978,None,3417.4286888,None,15,001,2022_Jul_19_0903,2leo,2021.2.3,59.965411950381636,
3,42,Plan how to draw a painting ,Stimuli/42A1.jpg,Stimuli/42A2.jpg,Stimuli/42A3.jpg,Stimuli/42B1.jpg,Stimuli/42B2.jpg,Stimuli/42B3.jpg,Stimuli/42C1.jpg,Stimuli/42C2.jpg,Stimuli/42C3.jpg,,,,,0,36,36,42,,,,,,,,3424.9783616,None,3425.9783771999996,None,3431.9783863999996,None,"[-0.203, -0.347]","[-0.2, 0.346]","[0.399, -0.003]","[0.066, -0.395]","[-0.377, 0.138]","[0.306, 0.255]","[0.304, -0.26]","[-0.378, -0.136]","[0.07, 0.393]",,18.128968159999204,7.779338659998757,27.595824759999232,"[0.030555555555555555, -0.22037037037037038, 0.1175925925925926]","[-0.3712962962962963, 0.2814814814814815, 0.42777777777777776]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[7.762682300000051, 18.11250360000031, 27.578754799999842]",0.01594255999862071,27.59468225999899,['A2'],['B1'],['C3'],['salmon'],['yellow'],['blue'],3461.3438865000003,None,3.0,2.3969537000002674,3461.3438865000003,None,3463.9606348,None,8.0,2.981228900000133,3469.0938497,None,4.0,2.1486141000004864,3466.8105818,None,10.0,2.265075899999829,<function functionImportanceA at 0x00000262240F68C8>,<function functionImportanceC at 0x00000262240F6D08>,<function functionImportanceB at 0x00000262240F61E0>,,,1.0,3.264493399999992,8.0,2.981228900000133,6.0,4.46456599999965,<function functiondiffA at 0x00000262240F6268>,<function functiondiffC at 0x00000262235CC840>,<function functiondiffB at 0x00000262240F6158>,,,,,3433.2809104000003,3474.5104724999997,None,3471.2605209999997,None,3476.7769904,None,15,001,2022_Jul_19_0903,2leo,2021.2.3,59.965411950381636,
3,33,Plan the items to decorate your Christmas tree,Stimuli/33A1.jpg,Stimuli/33A2.jpg,Stimuli/33A3.jpg,Stimuli/33B1.jpg,Stimuli/33B2.jpg,Stimuli/33B3.jpg,Stimuli/33C1.jpg,Stimuli/33C2.jpg,Stimuli/33C3.jpg,,,,,0,37,37,33,,,,,,,,3480.7604577999996,None,3481.7601357999997,None,3487.7599535000004,None,"[0.07, 0.393]","[0.304, -0.26]","[-0.378, -0.136]","[0.399, -0.003]","[-0.203, -0.347]","[-0.2, 0.346]","[0.306, 0.255]","[0.066, -0.395]","[-0.377, 0.138]",,21.696500879999803,35.17944908000027,12.430568679999851,"[0.04351851851851852, 0.11666666666666667, 0.3574074074074074]","[-0.3888888888888889, 0.34629629629629627, -0.02962962962962963]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[12.419713800000864, 21.68626949999998, 35.16892110000026]",0.009797579999940353,35.17867368000043,['A1'],['B1'],['C2'],['salmon'],['blue'],['yellow'],3525.1088131,None,2.0,1.5637508999998317,3525.1088131,None,3531.0921540000004,None,8.0,1.9651756000002933,3532.5420583,None,1.0,2.4985537000002296,3526.7585861000002,None,6.0,3.814351300000453,<function functionImportanceC at 0x00000262240F6AE8>,<function functionImportanceA at 0x0000026223BEC400>,<function functionImportanceB at 0x00000262240F6730>,,,6.0,7.464991600000758,6.0,1.9651756000002933,10.0,2.9146300000002157,<function functiondiffC at 0x00000262240F6E18>,<function functiondiffB at 0x00000262240F66A8>,<function functiondiffA at 0x00000262240F62F0>,,,,,3489.4689585,3535.0419476,None,3541.9083545,None,3538.8419461,None,15,001,2022_Jul_19_0903,2leo,2021.2.3,59.965411950381636,
3,13,Plan a romantic date this weekend,Stimuli/13A1.jpg,Stimuli/13A2.jpg,Stimuli/13A3.jpg,Stimuli/13B1.jpg,Stimuli/13B2.jpg,Stimuli/13B3.jpg,Stimuli/13C1.jpg,Stimuli/13C2.jpg,Stimuli/13C3.jpg,,,,,0,38,38,13,,,,,,,,3548.7597109000003,None,3549.7751985,None,3555.7747973,None,"[0.399, -0.003]","[-0.203, -0.347]","[-0.2, 0.346]","[0.306, 0.255]","[0.066, -0.395]","[-0.377, 0.138]","[0.07, 0.393]","[0.304, -0.26]","[-0.378, -0.136]",,15.183084759999474,30.015005459999884,32.748607159999665,"[-0.1685185185185185, 0.2833333333333333, -0.3490740740740741]","[-0.3055555555555556, 0.22314814814814815, -0.13148148148148148]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[15.173968199999763, 30.005669000000125, 32.738854000000174]",0.00861255999916466,32.747340359999725,['A2'],['B1'],['C3'],['blue'],['salmon'],['yellow'],3590.2236934,None,8.0,1.6804410000004282,3590.2236934,None,3591.9905277000003,None,2.0,3.547596500000509,3598.5914121,None,4.0,2.665126699999746,3595.5402848,None,9.0,2.9820021999994424,<function functionImportanceA at 0x0000026223BEC620>,<function functionImportanceC at 0x00000262248F7400>,<function functionImportanceB at 0x00000262248F7598>,,,6.0,3.230890100000579,2.0,3.547596500000509,0.0,5.981696099999681,<function functiondiffA at 0x00000262240F6D90>,<function functiondiffC at 0x00000262248F7950>,<function functiondiffB at 0x00000262240F6840>,,,,,3557.0000526999997,3604.4233466,None,3601.1899022000002,None,3607.0233462,None,15,001,2022_Jul_19_0903,2leo,2021.2.3,59.965411950381636,
