Condition,N_Scenario,written_scenario,ImageA1,ImageA2,ImageA3,ImageB1,ImageB2,ImageB3,ImageC1,ImageC2,ImageC3,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,button_2.started,button_2.stopped,button_2.numClicks,button_2.timesOn,button_2.timesOff,text.started,text.stopped,fixationcross1_started,fixationcross1_stopped,Scenario_started,Scenario_stopped,fixationcross2_started,fixationcross2_stopped,A1pos,A2pos,A3pos,B1pos,B2pos,B3pos,C1pos,C2pos,C3pos,﻿Imagesdecision_started,decisiontimeA,decisiontimeB,decisiontimeC,mouse_x,mouse_y,mouse_leftButton,mouse_midButton,mouse_rightButton,mouse_time,mouse_started,mouse_stopped,clicked_optionA,clicked_optionB,clicked_optionC,colour_category_A,colour_category_B,colour_category_C,question_confidence_started,question_confidence_stopped,slider_confidence_response,slider_confidence_rt,slider_confidence_started,slider_confidence_stopped,question_valueA_started,question_valueA_stopped,slider_valueA_response,slider_valueA_rt,question_valueB_started,question_valueB_stopped,slider_valueB_response,slider_valueB_rt,question_valueC_started,question_valueC_stopped,slider_valueC_response,slider_valueC_rt,Importance_First,Importance_Second,Importance_Third,question_diff_started,question_diff_stopped,slider_diffC_response,slider_diffC_rt,slider_diffB_response,slider_diffB_rt,slider_diffA_response,slider_diffA_rt,diff_First,diff_Second,diff_Third,button_3_started,button_3_stopped,text_2_started,text_2_stopped,Imagesdecision_started,question_diffB_started,question_diffB_stopped,question_diffC_started,question_diffC_stopped,question_diffA_started,question_diffA_stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,22,Plan a beach day with your friends,Stimuli/22A1.jpg,Stimuli/22A2.jpg,Stimuli/22A3.jpg,Stimuli/22B1.jpg,Stimuli/22B2.jpg,Stimuli/22B3.jpg,Stimuli/22C1.jpg,Stimuli/22C2.jpg,Stimuli/22C3.jpg,,,,,0,23,23,22,,,,,,,,1686.3722783000012,None,1687.3726150000002,None,1693.3726344999995,None,"[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]","[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]","[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]",,13.550145590001193,21.300230090000696,9.150808089998463,"[0.4083333333333333, 0.07777777777777778, 0.37037037037037035]","[-0.028703703703703703, 0.39814814814814814, 0.2351851851851852]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[9.140289500002837, 13.540154300000722, 21.290011400000367]",0.009439389999897685,21.29916369000057,['A2'],['B2'],['C2'],['yellow'],['blue'],['salmon'],1716.3216021000007,None,8.0,3.9470478000002913,1716.3216021000007,None,1720.3382961999996,None,8.0,3.3476512000015646,1725.554955399999,None,5.0,2.6816205000031914,1723.7714309000003,None,8.0,1.8150234000022465,<function functionImportanceA at 0x0000022B011B9158>,<function functionImportanceC at 0x0000022B016CC048>,<function functionImportanceB at 0x0000022B016CC158>,,,2.0,3.3476512000015646,7.0,2.3479222999994818,1.0,1.7312938999966718,<function functiondiffC at 0x0000022B011B9400>,<function functiondiffA at 0x0000022B011B9D08>,<function functiondiffB at 0x0000022B011B9BF8>,,,,,1694.5468051999997,1733.304609499999,None,1728.2047850999988,None,1731.538088600002,None,13,001,2022_Jul_12_1508,2leo,2021.2.3,59.99070144162057,
3,33,Plan the items to decorate your Christmas tree,Stimuli/33A1.jpg,Stimuli/33A2.jpg,Stimuli/33A3.jpg,Stimuli/33B1.jpg,Stimuli/33B2.jpg,Stimuli/33B3.jpg,Stimuli/33C1.jpg,Stimuli/33C2.jpg,Stimuli/33C3.jpg,,,,,0,24,24,33,,,,,,,,1735.1710143000018,None,1736.1712793000006,None,1742.1709937000014,None,"[-0.203, -0.347]","[-0.2, 0.346]","[0.399, -0.003]","[0.066, -0.395]","[-0.377, 0.138]","[0.306, 0.255]","[0.304, -0.26]","[-0.378, -0.136]","[0.07, 0.393]",,14.564534709999862,11.531442010000319,20.881817109999247,"[0.09074074074074075, -0.19722222222222222, 0.07037037037037037]","[-0.3824074074074074, 0.39351851851851855, 0.387037037037037]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[11.520091200000024, 14.553367900000012, 20.870093800000177]",0.010630910001054872,20.880430509998405,['A2'],['B1'],['C3'],['yellow'],['salmon'],['blue'],1765.1702306000007,None,9.0,2.0630732999998145,1765.1702306000007,None,1767.8065499000004,None,2.0,4.931519100002333,1772.2367111999993,None,2.0,1.6819323000017903,1773.9702923000004,None,2.0,1.465068000001338,<function functionImportanceA at 0x0000022B016CC488>,<function functionImportanceB at 0x0000022B016CC2F0>,<function functionImportanceC at 0x0000022B016CC730>,,,7.0,4.931519100002333,7.0,1.9313559000001987,7.0,2.147886300001119,<function functiondiffC at 0x0000022B016CC1E0>,<function functiondiffB at 0x0000022B011B9378>,<function functiondiffA at 0x0000022B0093CF28>,,,,,1743.8303517000022,1779.0534250000019,None,1775.403433899999,None,1781.1366161000005,None,13,001,2022_Jul_12_1508,2leo,2021.2.3,59.99070144162057,
3,20,Plan a tea party with your friends,Stimuli/20A1.jpg,Stimuli/20A2.jpg,Stimuli/20A3.jpg,Stimuli/20B1.jpg,Stimuli/20B2.jpg,Stimuli/20B3.jpg,Stimuli/20C1.jpg,Stimuli/20C2.jpg,Stimuli/20C3.jpg,,,,,0,25,25,20,,,,,,,,1782.6697906000009,None,1783.6698294999987,None,1789.669953200002,None,"[0.399, -0.003]","[-0.203, -0.347]","[-0.2, 0.346]","[0.07, 0.393]","[0.304, -0.26]","[-0.378, -0.136]","[0.306, 0.255]","[0.066, -0.395]","[-0.377, 0.138]",,23.1507315700037,18.01760077000654,19.017941870006325,"[0.053703703703703705, 0.26666666666666666, -0.18888888888888888]","[0.337037037037037, 0.24444444444444444, -0.375]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[18.003215400000045, 19.00326109999878, 23.136538599999767]",0.013694570003281115,23.149942570005805,['A2'],['B1'],['C1'],['yellow'],['blue'],['salmon'],1816.852124000001,None,9.0,2.363925300000119,1816.852124000001,None,1823.9354433000008,None,3.0,2.5819217000025674,1828.9189686999998,None,8.0,4.364919100000407,1819.2690619000023,None,5.0,4.597933900000498,<function functionImportanceC at 0x0000022B016CC950>,<function functionImportanceA at 0x0000022B016CCC80>,<function functionImportanceB at 0x0000022B016CC9D8>,,,2.0,2.5819217000025674,1.0,1.9314947999992,5.0,1.9475163000024622,<function functiondiffC at 0x0000022B011B97B8>,<function functiondiffA at 0x0000022B011B9D90>,<function functiondiffB at 0x0000022B011B92F0>,,,,,1793.2479578999992,1835.9187315999989,None,1830.851884399999,None,1833.4021666000008,None,13,001,2022_Jul_12_1508,2leo,2021.2.3,59.99070144162057,
3,8,Plan the interior of your living-room ,Stimuli/8A1.jpg,Stimuli/8A2.jpg,Stimuli/8A3.jpg,Stimuli/8B1.jpg,Stimuli/8B2.jpg,Stimuli/8B3.jpg,Stimuli/8C1.jpg,Stimuli/8C2.jpg,Stimuli/8C3.jpg,,,,,0,26,26,8,,,,,,,,1836.8183070000014,None,1837.8184875000006,None,1843.8184486999999,None,"[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]","[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]","[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]",,12.18834019001224,31.306413490012346,13.355820490010956,"[-0.37592592592592594, -0.3638888888888889, 0.37962962962962965]","[0.14166666666666666, -0.12685185185185185, -0.012962962962962963]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[12.173734100000729, 13.340621999999712, 31.291465599999356]",0.014160890012135496,31.30567299001268,['A1'],['B2'],['C1'],['salmon'],['blue'],['yellow'],1880.4672671000008,None,7.0,2.1289483000000473,1880.4672671000008,None,1882.667384299999,None,8.0,2.7810114000021713,1892.0519862,None,5.0,3.1315985999972327,1887.3672478000008,None,8.0,4.732208099998388,<function functionImportanceA at 0x0000022B016CCBF8>,<function functionImportanceC at 0x0000022B016CCF28>,<function functionImportanceB at 0x0000022B016CC6A8>,,,1.0,2.7810114000021713,8.0,3.497730099999899,2.0,2.0307334999997693,<function functiondiffA at 0x0000022B016CCD90>,<function functiondiffC at 0x0000022B01AAD268>,<function functiondiffB at 0x0000022B016CC598>,,,,,1848.7090011,1898.3503908999992,None,1895.9338217000004,None,1893.333751099999,None,13,001,2022_Jul_12_1508,2leo,2021.2.3,59.99070144162057,
3,1,Plan how to study for an exam,Stimuli/1A1.jpg,Stimuli/1A2.jpg,Stimuli/1A3.jpg,Stimuli/1B1.jpg,Stimuli/1B2.jpg,Stimuli/1B3.jpg,Stimuli/1C1.jpg,Stimuli/1C2.jpg,Stimuli/1C3.jpg,,,,,0,27,27,1,,,,,,,,1900.849761100002,None,1901.8502393999988,None,1907.8499926000004,None,"[0.304, -0.26]","[0.07, 0.393]","[-0.378, -0.136]","[0.066, -0.395]","[0.306, 0.255]","[-0.377, 0.138]","[-0.203, -0.347]","[0.399, -0.003]","[-0.2, 0.346]",,10.108324220000213,12.692867919999117,16.442290420000063,"[0.2962962962962963, 0.31296296296296294, -0.18425925925925926]","[-0.27037037037037037, 0.2601851851851852, -0.3509259259259259]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[10.102980399999069, 12.702868799999123, 16.436454700000468]",0.004881819997535786,16.441055920000508,['A1'],['B2'],['C1'],['yellow'],['salmon'],['blue'],1925.8995394000012,None,8.0,2.3467149999996764,1925.8995394000012,None,1937.9992610000008,None,8.0,2.2817992999989656,1928.366127100002,None,9.0,7.514715600002091,1935.8825206000001,None,7.0,2.131583700000192,<function functionImportanceB at 0x0000022B016CCEA0>,<function functionImportanceC at 0x0000022B01AAD950>,<function functionImportanceA at 0x0000022B016CC0D0>,,,7.0,2.2817992999989656,3.0,4.547197199997754,6.0,3.2643103999980667,<function functiondiffA at 0x0000022B011B9488>,<function functiondiffC at 0x0000022B01AAD620>,<function functiondiffB at 0x0000022B016CC400>,,,,,1908.980116499999,1945.348918300002,None,1943.5325384999996,None,1940.2658306000012,None,13,001,2022_Jul_12_1508,2leo,2021.2.3,59.99070144162057,
3,27,Plan what festival to visit with your friends,Stimuli/27A1.jpg,Stimuli/27A2.jpg,Stimuli/27A3.jpg,Stimuli/27B1.jpg,Stimuli/27B2.jpg,Stimuli/27B3.jpg,Stimuli/27C1.jpg,Stimuli/27C2.jpg,Stimuli/27C3.jpg,,,,,0,28,28,27,,,,,,,,1949.4318052000017,None,1950.4320174999993,None,1956.4322132000016,None,"[0.306, 0.255]","[0.066, -0.395]","[-0.377, 0.138]","[0.07, 0.393]","[0.304, -0.26]","[-0.378, -0.136]","[0.399, -0.003]","[-0.203, -0.347]","[-0.2, 0.346]",,20.659654030001548,17.513321730002644,18.626718230003462,"[0.3527777777777778, 0.44166666666666665, 0.3175925925925926]","[-0.31296296296296294, -0.020370370370370372, 0.2101851851851852]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[17.496869299997343, 18.61184409999987, 20.645292099998187]",0.013946630002465099,20.65907363000224,['A1'],['B2'],['C1'],['salmon'],['blue'],['yellow'],1978.6646585999988,None,8.0,2.5475698999980523,1978.6646585999988,None,1986.897840900001,None,9.0,1.6149188000017602,1984.5812368000006,None,3.0,2.3150559999994584,1981.2813425999993,None,6.0,3.2811403999985487,<function functionImportanceC at 0x0000022B01AAD7B8>,<function functionImportanceB at 0x0000022B01AADBF8>,<function functionImportanceA at 0x0000022B016CC510>,,,3.0,1.6149188000017602,5.0,4.881028800002241,1.0,2.7144344999978784,<function functiondiffA at 0x0000022B016CC378>,<function functiondiffB at 0x0000022B011B9EA0>,<function functiondiffC at 0x0000022B01AAD730>,,,,,1957.5342609,1991.247914200001,None,1996.147713800001,None,1988.5145545000014,None,13,001,2022_Jul_12_1508,2leo,2021.2.3,59.99070144162057,
3,16,Plan a delicious cake for the birthday of a friend,Stimuli/16A1.jpg,Stimuli/16A2.jpg,Stimuli/16A3.jpg,Stimuli/16B1.jpg,Stimuli/16B2.jpg,Stimuli/16B3.jpg,Stimuli/16C1.jpg,Stimuli/16C2.jpg,Stimuli/16C3.jpg,,,,,0,29,29,16,,,,,,,,1998.2471848000023,None,1999.2477227999989,None,2005.247566500002,None,"[0.304, -0.26]","[-0.378, -0.136]","[0.07, 0.393]","[-0.203, -0.347]","[-0.2, 0.346]","[0.399, -0.003]","[0.066, -0.395]","[-0.377, 0.138]","[0.306, 0.255]",,8.710122450003837,10.825574250004138,13.142246150004212,"[-0.34444444444444444, -0.2462962962962963, 0.28703703703703703]","[-0.15092592592592594, -0.3453703703703704, 0.2324074074074074]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[8.710062300000573, 10.810152800000651, 13.126426599999832]",0.014725050004926743,13.141017850004573,['A2'],['B1'],['C3'],['blue'],['yellow'],['salmon'],2020.2634485000017,None,7.0,2.9142060999984096,2020.2634485000017,None,2028.0467465000002,None,7.0,1.5155034999988857,2023.4637060000023,None,7.0,4.797727099998156,2029.663526700002,None,7.0,1.8821965999995882,<function functionImportanceB at 0x0000022B01AAD1E0>,<function functionImportanceA at 0x0000022B01AAD378>,<function functionImportanceC at 0x0000022B01AADEA0>,,,3.0,1.5155034999988857,1.0,3.2312149000026693,2.0,2.9802638000001025,<function functiondiffA at 0x0000022B016CC268>,<function functiondiffB at 0x0000022B01AADC80>,<function functiondiffC at 0x0000022B01AADD90>,,,,,2006.6529379000021,2034.4967681000016,None,2037.7299592999989,None,2031.4634721000002,None,13,001,2022_Jul_12_1508,2leo,2021.2.3,59.99070144162057,
3,18,Plan your Saturday night ,Stimuli/18A1.jpg,Stimuli/18A2.jpg,Stimuli/18A3.jpg,Stimuli/18B1.jpg,Stimuli/18B2.jpg,Stimuli/18B3.jpg,Stimuli/18C1.jpg,Stimuli/18C2.jpg,Stimuli/18C3.jpg,,,,,0,30,30,18,,,,,,,,2060.3627622999993,None,2061.3627715000002,None,2067.3625642000006,None,"[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]","[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]","[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]",,5.9497882400028175,18.150563140003214,23.816686540001683,"[0.3175925925925926, 0.09444444444444444, -0.16111111111111112]","[0.26296296296296295, 0.37777777777777777, 0.36018518518518516]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[5.940585700001975, 18.156890199999907, 23.806924500000605]",0.00876404000155162,23.815611040001386,['A1'],['B1'],['C2'],['yellow'],['salmon'],['blue'],2092.744907600001,None,8.0,2.797304499999882,2092.744907600001,None,2098.428318099999,None,9.0,2.4321044999996957,2095.5783825,None,9.0,2.797872200000711,2100.8949694000003,None,1.0,2.0481980000004114,<function functionImportanceB at 0x0000022B01AAD840>,<function functionImportanceA at 0x0000022B01AAD8C8>,<function functionImportanceC at 0x0000022B01AAD510>,,,7.0,2.4321044999996957,8.0,1.7476669999996375,1.0,1.9814335000010033,<function functiondiffC at 0x0000022B016CC620>,<function functiondiffA at 0x0000022B01AAD048>,<function functiondiffB at 0x0000022B016CCE18>,,,,,2068.4540860999987,2107.428233900002,None,2102.9116600000016,None,2105.444825900002,None,13,001,2022_Jul_12_1508,2leo,2021.2.3,59.99070144162057,
3,7,Plan your Sunday breakfast ,Stimuli/7A1.jpg,Stimuli/7A2.jpg,Stimuli/7A3.jpg,Stimuli/7B1.jpg,Stimuli/7B2.jpg,Stimuli/7B3.jpg,Stimuli/7C1.jpg,Stimuli/7C2.jpg,Stimuli/7C3.jpg,,,,,0,31,31,7,,,,,,,,2108.7110238999994,None,2109.7114303000017,None,2115.7114083000015,None,"[0.304, -0.26]","[0.07, 0.393]","[-0.378, -0.136]","[0.066, -0.395]","[0.306, 0.255]","[-0.377, 0.138]","[-0.203, -0.347]","[0.399, -0.003]","[-0.2, 0.346]",,24.840056560009543,23.607197360008286,17.474186860010377,"[-0.17222222222222222, -0.32037037037037036, -0.36018518518518516]","[0.30833333333333335, 0.1111111111111111, -0.13333333333333333]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[17.460781099998712, 23.594018799998594, 24.827165499998955]",0.012216260009154212,24.83928676000869,['A3'],['B3'],['C3'],['blue'],['salmon'],['yellow'],2146.9602999000017,None,8.0,1.6468464999998105,2146.9602999000017,None,2150.3936135000004,None,8.0,4.631137899999885,2157.859832099999,None,8.0,3.9813528999984555,2154.5267811000012,None,2.0,2.648747100000037,<function functionImportanceA at 0x0000022B01AAD9D8>,<function functionImportanceC at 0x0000022B00C83620>,<function functionImportanceB at 0x0000022B00C83EA0>,,,2.0,4.631137899999885,5.0,5.347593999998935,8.0,3.131486900001619,<function functiondiffB at 0x0000022B01AADAE8>,<function functiondiffC at 0x0000022B01E2B0D0>,<function functiondiffA at 0x0000022B01AADE18>,,,,,2121.668387599999,2160.594271099999,None,2165.659738999999,None,2168.093250599999,None,13,001,2022_Jul_12_1508,2leo,2021.2.3,59.99070144162057,
3,6,Plan your wedding,Stimuli/6A1.jpg,Stimuli/6A2.jpg,Stimuli/6A3.jpg,Stimuli/6B1.jpg,Stimuli/6B2.jpg,Stimuli/6B3.jpg,Stimuli/6C1.jpg,Stimuli/6C2.jpg,Stimuli/6C3.jpg,,,,,0,32,32,6,,,,,,,,2170.242972799999,None,2171.2430612999997,None,2177.2429594000023,None,"[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]","[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]","[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]",,17.67376048000733,22.70748428000661,22.190794080008345,"[-0.325, -0.2212962962962963, 0.04259259259259259]","[-0.14722222222222223, -0.38425925925925924, -0.412962962962963]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[17.664713099999062, 22.18105220000143, 22.698008100000152]",0.008627480008726707,22.706346380007744,['A1'],['B3'],['C3'],['blue'],['yellow'],['salmon'],2205.6585803999988,None,6.0,2.063078900002438,2205.6585803999988,None,2215.7122445000023,None,6.0,4.348754800001188,2209.5276436999993,None,1.0,3.8977511999983108,2212.9586869000013,None,0.0,2.731616799999756,<function functionImportanceB at 0x0000022B016CCB70>,<function functionImportanceC at 0x0000022B016CC8C8>,<function functionImportanceA at 0x0000022B00C83F28>,,,10.0,4.348754800001188,8.0,3.9142365000006976,4.0,3.1642907000023115,<function functiondiffB at 0x0000022B01AADF28>,<function functiondiffA at 0x0000022B01AAD2F0>,<function functiondiffC at 0x0000022B01E2B510>,,,,,2182.4938638999993,2219.175207600001,None,2226.2921731999995,None,2223.0417122,None,13,001,2022_Jul_12_1508,2leo,2021.2.3,59.99070144162057,
3,21,Plan your sandwich for lunch,Stimuli/21A1.jpg,Stimuli/21A2.jpg,Stimuli/21A3.jpg,Stimuli/21B1.jpg,Stimuli/21B2.jpg,Stimuli/21B3.jpg,Stimuli/21C1.jpg,Stimuli/21C2.jpg,Stimuli/21C3.jpg,,,,,0,33,33,21,,,,,,,,2227.7911663000014,None,2228.7915337000013,None,2234.791690500002,None,"[0.066, -0.395]","[0.306, 0.255]","[-0.377, 0.138]","[0.304, -0.26]","[0.07, 0.393]","[-0.378, -0.136]","[-0.203, -0.347]","[0.399, -0.003]","[-0.2, 0.346]",,6.1589593999960925,9.442147599995224,15.075344899996708,"[-0.3333333333333333, -0.3509259259259259, 0.4324074074074074]","[0.09722222222222222, -0.12685185185185185, -0.005555555555555556]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[6.153281299997616, 9.436160299999756, 15.069264499998098]",0.005068099995696684,15.074221299997589,['A3'],['B3'],['C2'],['blue'],['salmon'],['yellow'],2251.5074858000007,None,8.0,5.897294700000202,2251.5074858000007,None,2260.5241576000008,None,8.0,1.5485675999989326,2257.507485500002,None,6.0,2.998067299999093,2262.1074273000013,None,7.0,2.1816986999983783,<function functionImportanceB at 0x0000022B016CC7B8>,<function functionImportanceA at 0x0000022B01AADB70>,<function functionImportanceC at 0x0000022B016CC840>,,,5.0,1.5485675999989326,1.0,2.3645311999971454,2.0,2.3481305000022985,<function functiondiffB at 0x0000022B01AADA60>,<function functiondiffC at 0x0000022B01E2B950>,<function functiondiffA at 0x0000022B01AAD0D0>,,,,,2235.951768499999,2264.223980300001,None,2266.607200800001,None,2268.890604600001,None,13,001,2022_Jul_12_1508,2leo,2021.2.3,59.99070144162057,
3,34,Plan what car you want to buy,Stimuli/34A1.jpg,Stimuli/34A2.jpg,Stimuli/34A3.jpg,Stimuli/34B1.jpg,Stimuli/34B2.jpg,Stimuli/34B3.jpg,Stimuli/34C1.jpg,Stimuli/34C2.jpg,Stimuli/34C3.jpg,,,,,0,34,34,34,,,,,,,,2270.7733348,None,2271.773790700001,None,2277.773715899999,None,"[0.066, -0.395]","[0.306, 0.255]","[-0.377, 0.138]","[-0.203, -0.347]","[0.399, -0.003]","[-0.2, 0.346]","[0.304, -0.26]","[0.07, 0.393]","[-0.378, -0.136]",,5.142816560008214,18.475290560007124,13.09331476000807,"[-0.38796296296296295, 0.34074074074074073, -0.175]","[0.12314814814814815, -0.3101851851851852, -0.37222222222222223]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[5.126929399997607, 13.092886399997951, 18.459825699999783]",0.014784260005399119,18.474215560006996,['A3'],['B1'],['C1'],['salmon'],['blue'],['yellow'],2299.7894812000013,None,9.0,2.3632362999996985,2299.7894812000013,None,2306.506078300001,None,5.0,3.73195620000115,2303.1743012000006,None,2.0,3.2310063000004448,2309.222873900002,None,3.0,2.682089599999017,<function functionImportanceB at 0x0000022B01E2BE18>,<function functionImportanceA at 0x0000022B01AAD158>,<function functionImportanceC at 0x0000022B01E2BD90>,,,6.0,3.73195620000115,8.0,3.664328899998509,3.0,3.281080100001418,<function functiondiffB at 0x0000022B016CCD08>,<function functiondiffC at 0x0000022B01E2BD08>,<function functiondiffA at 0x0000022B01AAD400>,,,,,2280.8607991999997,2312.1393377999993,None,2315.5726388000003,None,2319.6410314000022,None,13,001,2022_Jul_12_1508,2leo,2021.2.3,59.99070144162057,
3,17,Plan a day in Barcelona with a friend who is new to the city,Stimuli/17A1.jpg,Stimuli/17A2.jpg,Stimuli/17A3.jpg,Stimuli/17B1.jpg,Stimuli/17B2.jpg,Stimuli/17B3.jpg,Stimuli/17C1.jpg,Stimuli/17C2.jpg,Stimuli/17C3.jpg,,,,,0,35,35,17,,,,,,,,2322.1053259,None,2323.105759000002,None,2329.1057389000016,None,"[0.306, 0.255]","[0.066, -0.395]","[-0.377, 0.138]","[0.07, 0.393]","[0.304, -0.26]","[-0.378, -0.136]","[0.399, -0.003]","[-0.203, -0.347]","[-0.2, 0.346]",,31.574098699999013,14.174955800001044,15.541672399998788,"[0.262037037037037, 0.32592592592592595, 0.2722222222222222]","[-0.27685185185185185, 0.005555555555555556, 0.29074074074074074]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[14.169242100000702, 15.53586659999928, 31.568772300001]",0.00489229999948293,31.573610200000985,['A1'],['B2'],['C1'],['yellow'],['salmon'],['blue'],2362.3212219000015,None,6.0,2.930897099999129,2362.3212219000015,None,2372.2710761000017,None,2.0,1.8821496999989904,2369.5877684000006,None,7.0,2.614994300001854,2365.3213257999996,None,9.0,4.23083250000127,<function functionImportanceC at 0x0000022B01E2B488>,<function functionImportanceB at 0x0000022B01E2B6A8>,<function functionImportanceA at 0x0000022B01E2B840>,,,8.0,1.8821496999989904,6.0,2.031100100000913,10.0,1.4145642000003136,<function functiondiffC at 0x0000022B01E2B400>,<function functiondiffB at 0x0000022B01E2BB70>,<function functiondiffA at 0x0000022B016CCA60>,,,,,2330.2668484999995,2376.6709556999995,None,2374.0541964000004,None,2378.720739200002,None,13,001,2022_Jul_12_1508,2leo,2021.2.3,59.99070144162057,
3,11,Plan a hike in nature on a free day,Stimuli/11A1.jpg,Stimuli/11A2.jpg,Stimuli/11A3.jpg,Stimuli/11B1.jpg,Stimuli/11B2.jpg,Stimuli/11B3.jpg,Stimuli/11C1.jpg,Stimuli/11C2.jpg,Stimuli/11C3.jpg,,,,,0,36,36,11,,,,,,,,2379.654698999999,None,2380.654161300001,None,2386.654210200002,None,"[-0.377, 0.138]","[0.066, -0.395]","[0.306, 0.255]","[-0.378, -0.136]","[0.304, -0.26]","[0.07, 0.393]","[-0.2, 0.346]","[-0.203, -0.347]","[0.399, -0.003]",,5.081374110002798,8.864786210000602,11.664930010003445,"[0.3138888888888889, 0.28888888888888886, 0.3731481481481482]","[0.24814814814814815, -0.2675925925925926, -0.008333333333333333]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[5.064474800001335, 8.847724700000981, 11.647550199999387]",0.01628511000308208,11.663614410001173,['A3'],['B2'],['C3'],['blue'],['salmon'],['yellow'],2399.9203516000016,None,9.0,2.1642935999989277,2399.9203516000016,None,2404.4870790000023,None,10.0,1.6484412999998312,2406.15366,None,5.0,2.131563599999936,2402.153798899999,None,7.0,2.314393900000141,<function functionImportanceC at 0x0000022B01E2B7B8>,<function functionImportanceA at 0x0000022B01E2BC80>,<function functionImportanceB at 0x0000022B01E2B158>,,,2.0,1.6484412999998312,2.0,2.9645969000011974,1.0,2.247789199998806,<function functiondiffA at 0x0000022B016CCAE8>,<function functiondiffC at 0x0000022B01AAD488>,<function functiondiffB at 0x0000022B01E2B598>,,,,,2387.7880459000007,2412.320131700002,None,2410.536809000001,None,2408.2702105999997,None,13,001,2022_Jul_12_1508,2leo,2021.2.3,59.99070144162057,
3,5,Plan a birthday party for your younger self when you turn eight,Stimuli/5A1.jpg,Stimuli/5A2.jpg,Stimuli/5A3.jpg,Stimuli/5B1.jpg,Stimuli/5B2.jpg,Stimuli/5B3.jpg,Stimuli/5C1.jpg,Stimuli/5C2.jpg,Stimuli/5C3.jpg,,,,,0,37,37,5,,,,,,,,2414.803301600001,None,2415.8032439000017,None,2421.8034014000004,None,"[-0.377, 0.138]","[0.066, -0.395]","[0.306, 0.255]","[-0.2, 0.346]","[-0.203, -0.347]","[0.399, -0.003]","[-0.378, -0.136]","[0.304, -0.26]","[0.07, 0.393]",,24.63362856000822,32.838696260005236,22.934020760007115,"[0.2851851851851852, 0.3037037037037037, 0.5064814814814815, 0.4388888888888889]","[-0.2722222222222222, 0.2074074074074074, 0.022222222222222223, -0.016666666666666666]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[22.916511100000207, 24.616555399999925, 31.732922200000758, 32.82138009999835]",0.0164776600067853,32.83784366000691,['A3'],['B3'],['C2'],['blue'],['yellow'],['salmon'],2460.8853407999995,None,6.0,1.9581333999994968,2460.8853407999995,None,2469.0852073999995,None,3.0,4.7150465000013355,2472.735192,None,-0.0,2.782004799999413,2463.5187110000006,None,6.0,3.5810844999978144,<function functionImportanceC at 0x0000022B01E2B620>,<function functionImportanceA at 0x0000022B01E2B048>,<function functionImportanceB at 0x0000022B01E2B1E0>,,,3.0,4.7150465000013355,10.0,2.347730800000136,6.0,3.481054400002904,<function functiondiffA at 0x0000022B011B9598>,<function functiondiffB at 0x0000022B01E2BF28>,<function functiondiffC at 0x0000022B023509D8>,,,,,2427.5907110000007,2477.8349074,None,2479.9850719999995,None,2474.785882299999,None,13,001,2022_Jul_12_1508,2leo,2021.2.3,59.99070144162057,
