Condition,N_Scenario,written_scenario,ImageA1,ImageA2,ImageA3,ImageB1,ImageB2,ImageB3,ImageC1,ImageC2,ImageC3,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,button_2.started,button_2.stopped,button_2.numClicks,button_2.timesOn,button_2.timesOff,text.started,text.stopped,fixationcross1_started,fixationcross1_stopped,Scenario_started,Scenario_stopped,fixationcross2_started,fixationcross2_stopped,A1pos,A2pos,A3pos,B1pos,B2pos,B3pos,C1pos,C2pos,C3pos,﻿Imagesdecision_started,decisiontimeA,decisiontimeB,decisiontimeC,mouse_x,mouse_y,mouse_leftButton,mouse_midButton,mouse_rightButton,mouse_time,mouse_started,mouse_stopped,clicked_optionA,clicked_optionB,clicked_optionC,colour_category_A,colour_category_B,colour_category_C,question_confidence_started,question_confidence_stopped,slider_confidence_response,slider_confidence_rt,slider_confidence_started,slider_confidence_stopped,question_valueA_started,question_valueA_stopped,slider_valueA_response,slider_valueA_rt,question_valueB_started,question_valueB_stopped,slider_valueB_response,slider_valueB_rt,question_valueC_started,question_valueC_stopped,slider_valueC_response,slider_valueC_rt,Importance_First,Importance_Second,Importance_Third,question_diff_started,question_diff_stopped,slider_diffC_response,slider_diffC_rt,slider_diffB_response,slider_diffB_rt,slider_diffA_response,slider_diffA_rt,diff_First,diff_Second,diff_Third,button_3_started,button_3_stopped,text_2_started,text_2_stopped,Imagesdecision_started,question_diffB_started,question_diffB_stopped,question_diffC_started,question_diffC_stopped,question_diffA_started,question_diffA_stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,15,Plan your own Pasta for lunch,Stimuli/15A1.jpg,Stimuli/15A2.jpg,Stimuli/15A3.jpg,Stimuli/15B1.jpg,Stimuli/15B2.jpg,Stimuli/15B3.jpg,Stimuli/15C1.jpg,Stimuli/15C2.jpg,Stimuli/15C3.jpg,,,,,0,8,8,15,,,,,,,,860.8273219000002,None,861.8275093000011,None,867.8273031999997,None,"[-0.378, -0.136]","[0.304, -0.26]","[0.07, 0.393]","[-0.377, 0.138]","[0.066, -0.395]","[0.306, 0.255]","[-0.2, 0.346]","[-0.203, -0.347]","[0.399, -0.003]",,17.5342117600012,18.650761960001546,20.117987760000688,"[0.07407407407407407, 0.0787037037037037, 0.387037037037037]","[0.3907407407407407, -0.4046296296296296, 0.000925925925925926]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[17.528508699997474, 18.644874799996614, 20.111590099997557]",0.005064360000687884,20.11650576000102,['A3'],['B2'],['C3'],['salmon'],['blue'],['yellow'],890.3266107999989,None,9.0,2.4970170999986294,890.3266107999989,None,893.0100472000013,None,7.0,5.431154699999752,898.3264579999995,None,8.0,2.2649953000000096,901.3264445999994,None,8.0,3.0149594000031357,<function functionImportanceA at 0x0000022B002D0268>,<function functionImportanceB at 0x0000022B0093C048>,<function functionImportanceC at 0x0000022B0093C0D0>,,,2.0,5.431154699999752,2.0,3.7807785000004515,5.0,1.9482346000004327,<function functiondiffB at 0x0000022B002D09D8>,<function functiondiffC at 0x0000022B002D0400>,<function functiondiffA at 0x0000022B002D0EA0>,,,,,869.7457742000006,903.6263841,None,907.5763243000001,None,909.3097440999991,None,13,001,2022_Jul_12_1508,2leo,2021.2.3,59.99070144162057,
3,23,Plan a city trip,Stimuli/23A1.jpg,Stimuli/23A2.jpg,Stimuli/23A3.jpg,Stimuli/23B1.jpg,Stimuli/23B2.jpg,Stimuli/23B3.jpg,Stimuli/23C1.jpg,Stimuli/23C2.jpg,Stimuli/23C3.jpg,,,,,0,9,9,23,,,,,,,,910.7761208000011,None,911.7761146000012,None,917.7760187000022,None,"[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]","[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]","[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]",,16.346132310005487,12.046359710006072,21.24637621000511,"[0.2851851851851852, -0.3648148148148148, 0.39814814814814814]","[-0.28703703703703703, 0.10925925925925926, -0.01574074074074074]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[12.038436500002717, 16.338609700000234, 21.238409200002934]",0.007027210005617235,21.24518151000666,['A2'],['B3'],['C1'],['yellow'],['salmon'],['blue'],940.641922499999,None,9.0,4.09663929999806,940.641922499999,None,944.7919662999993,None,7.0,3.54772519999824,951.1751177000006,None,6.0,2.9818441000024904,948.4252938999998,None,5.0,2.7815536000016436,<function functionImportanceA at 0x0000022B002D0F28>,<function functionImportanceC at 0x0000022B002D0D08>,<function functionImportanceB at 0x0000022B002D0378>,,,2.0,3.54772519999824,5.0,2.3809617000006256,4.0,3.5979036999997334,<function functiondiffB at 0x0000022B002D0B70>,<function functiondiffA at 0x0000022B002D0E18>,<function functiondiffC at 0x0000022B002D0510>,,,,,918.9193864000008,954.1417408999987,None,960.158148999999,None,956.5417639000007,None,13,001,2022_Jul_12_1508,2leo,2021.2.3,59.99070144162057,
3,13,Plan a romantic date this weekend,Stimuli/13A1.jpg,Stimuli/13A2.jpg,Stimuli/13A3.jpg,Stimuli/13B1.jpg,Stimuli/13B2.jpg,Stimuli/13B3.jpg,Stimuli/13C1.jpg,Stimuli/13C2.jpg,Stimuli/13C3.jpg,,,,,0,10,10,13,,,,,,,,962.5246375999996,None,963.5248463999997,None,969.5248195000022,None,"[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]","[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]","[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]",,16.22713398000269,24.99370468000052,12.92770967999968,"[-0.17037037037037037, -0.40185185185185185, -0.3425925925925926]","[0.30648148148148147, -0.1935185185185185, 0.09166666666666666]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[12.912105699997483, 16.212062899998273, 24.978367899999284]",0.014670579999801703,24.993016079999506,['A1'],['B1'],['C1'],['salmon'],['blue'],['yellow'],996.1737897999992,None,9.0,3.180380399997375,996.1737897999992,None,1007.1404126000016,None,7.0,8.281756899999891,1004.5738229999988,None,1.0,2.5984779999998864,999.4237759999996,None,7.0,5.0813818000024185,<function functionImportanceC at 0x0000022B0093CA60>,<function functionImportanceB at 0x0000022B0093CD08>,<function functionImportanceA at 0x0000022B002D0840>,,,1.0,8.281756899999891,7.0,7.04787750000105,1.0,1.6647405000003346,<function functiondiffB at 0x0000022B0093C158>,<function functiondiffC at 0x0000022B0093C2F0>,<function functiondiffA at 0x0000022B002D0620>,,,,,970.7114374000012,1015.423593200001,None,1022.4564405000019,None,1024.2067291000021,None,13,001,2022_Jul_12_1508,2leo,2021.2.3,59.99070144162057,
3,35,Plan how you want to do your grocery shopping ,Stimuli/35A1.jpg,Stimuli/35A2.jpg,Stimuli/35A3.jpg,Stimuli/35B1.jpg,Stimuli/35B2.jpg,Stimuli/35B3.jpg,Stimuli/35C1.jpg,Stimuli/35C2.jpg,Stimuli/35C3.jpg,,,,,0,11,11,35,,,,,,,,1025.3897073000007,None,1026.3897055000016,None,1032.3898928000017,None,"[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]","[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]","[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]",,10.769849279997288,21.936215279998578,6.637124479999329,"[0.30185185185185187, 0.31666666666666665, -0.17592592592592593]","[-0.27037037037037037, 0.262037037037037, 0.3037037037037037]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[6.63359649999984, 10.76689830000032, 21.93308039999829]",0.002389479999692412,21.9353704799978,['A2'],['B1'],['C3'],['yellow'],['salmon'],['blue'],1056.0055556000007,None,8.0,2.379877600000327,1056.0055556000007,None,1061.4389446000023,None,6.0,3.4982175000004645,1058.5224611000012,None,8.0,2.947740999999951,1064.938724800002,None,1.0,2.84834189999674,<function functionImportanceB at 0x0000022B0093C7B8>,<function functionImportanceA at 0x0000022B0093C488>,<function functionImportanceC at 0x0000022B0093C620>,,,2.0,3.4982175000004645,8.0,2.7312127000004693,6.0,3.197424999998475,<function functiondiffA at 0x0000022B002D0488>,<function functiondiffC at 0x0000022B0093CEA0>,<function functiondiffB at 0x0000022B398D6488>,,,,,1033.5884441999988,1073.2054024999998,None,1070.988666600002,None,1067.7721824,None,13,001,2022_Jul_12_1508,2leo,2021.2.3,59.99070144162057,
3,24,Plan your Monday morning on a workday ,Stimuli/24A1.jpg,Stimuli/24A2.jpg,Stimuli/24A3.jpg,Stimuli/24B1.jpg,Stimuli/24B2.jpg,Stimuli/24B3.jpg,Stimuli/24C1.jpg,Stimuli/24C2.jpg,Stimuli/24C3.jpg,,,,,0,12,12,24,,,,,,,,1075.4383712999988,None,1076.438672799999,None,1082.4384366000013,None,"[-0.377, 0.138]","[0.066, -0.395]","[0.306, 0.255]","[-0.2, 0.346]","[-0.203, -0.347]","[0.399, -0.003]","[-0.378, -0.136]","[0.304, -0.26]","[0.07, 0.393]",,33.826349830000254,11.810858330001793,20.727417630001582,"[-0.2111111111111111, -0.3925925925925926, 0.04259259259259259]","[0.32685185185185184, -0.12962962962962962, -0.375]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[11.804378400000132, 20.720687900000485, 33.820061700000224]",0.00577843000064604,33.82570403000136,['A2'],['B1'],['C1'],['salmon'],['blue'],['yellow'],1117.853998900002,None,8.0,3.0471730000026582,1117.853998900002,None,1126.6538519999995,None,2.0,2.5984801999984484,1124.6706511000011,None,8.0,1.9817078999985824,1120.970768700001,None,6.0,3.680936999997357,<function functionImportanceC at 0x0000022B0093C1E0>,<function functionImportanceB at 0x0000022B0093CAE8>,<function functionImportanceA at 0x0000022B0093CC80>,,,2.0,2.5984801999984484,5.0,3.3977574999989884,7.0,2.7975848999994923,<function functiondiffB at 0x0000022B0093C268>,<function functiondiffC at 0x0000022B002D07B8>,<function functiondiffA at 0x0000022B0093C510>,,,,,1083.547501000001,1129.2536844999995,None,1132.6703812000014,None,1135.7536516,None,13,001,2022_Jul_12_1508,2leo,2021.2.3,59.99070144162057,
3,29,Plan a day in the mountains ,Stimuli/29A1.jpg,Stimuli/29A2.jpg,Stimuli/29A3.jpg,Stimuli/29B1.jpg,Stimuli/29B2.jpg,Stimuli/29B3.jpg,Stimuli/29C1.jpg,Stimuli/29C2.jpg,Stimuli/29C3.jpg,,,,,0,13,13,29,,,,,,,,1138.0700634999994,None,1139.0700988999997,None,1145.069986300001,None,"[-0.203, -0.347]","[0.399, -0.003]","[-0.2, 0.346]","[0.304, -0.26]","[0.07, 0.393]","[-0.378, -0.136]","[0.066, -0.395]","[0.306, 0.255]","[-0.377, 0.138]",,12.215519500001392,10.664602299999387,15.364818099998956,"[0.062037037037037036, -0.22037037037037038, 0.05555555555555555]","[0.3972222222222222, -0.35462962962962963, -0.40185185185185185]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[10.655738999997993, 12.207038900000043, 15.355792800000927]",0.008082000000285916,15.363751100001537,['A1'],['B2'],['C1'],['yellow'],['blue'],['salmon'],1162.0696036000008,None,8.0,1.7635283000017807,1162.0696036000008,None,1166.8193453000022,None,4.0,6.748058500001207,1173.5194644000003,None,2.0,2.531590499998856,1163.9028552000018,None,3.0,2.8480573000015283,<function functionImportanceC at 0x0000022B00C83048>,<function functionImportanceA at 0x0000022B0093CB70>,<function functionImportanceB at 0x0000022B0093CE18>,,,2.0,6.748058500001207,2.0,2.3476335000013933,2.0,2.26449870000215,<function functiondiffB at 0x0000022B002D0950>,<function functiondiffA at 0x0000022B398D61E0>,<function functiondiffC at 0x0000022B0093C378>,,,,,1146.2282816000006,1176.052550700002,None,1180.7025383,None,1178.4357462000007,None,13,001,2022_Jul_12_1508,2leo,2021.2.3,59.99070144162057,
3,9,Plan a picnic with friends,Stimuli/9A1.jpg,Stimuli/9A2.jpg,Stimuli/9A3.jpg,Stimuli/9B1.jpg,Stimuli/9B2.jpg,Stimuli/9B3.jpg,Stimuli/9C1.jpg,Stimuli/9C2.jpg,Stimuli/9C3.jpg,,,,,0,14,14,9,,,,,,,,1182.1356161000003,None,1183.1357441,None,1189.1356822000016,None,"[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]","[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]","[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]",,22.085594680011127,21.01917108001362,9.18639158001315,"[-0.3435185185185185, 0.2916666666666667, -0.17777777777777778]","[-0.1287037037037037, 0.24351851851851852, 0.3277777777777778]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[9.169925300000614, 21.002858600000764, 22.06963580000229]",0.015498180011491058,22.084997680012748,['A1'],['B2'],['C1'],['salmon'],['yellow'],['blue'],1217.0847643999987,None,8.0,1.6300632999991649,1217.0847643999987,None,1220.2849438000012,None,5.0,6.2478593999985605,1226.3404391000004,None,8.0,3.4482795000003534,1229.9679127999989,None,7.0,10.515020800001366,<function functionImportanceA at 0x0000022B00C837B8>,<function functionImportanceB at 0x0000022B00C838C8>,<function functionImportanceC at 0x0000022B00C836A8>,,,1.0,6.2478593999985605,2.0,3.3979302999978245,1.0,2.464862400000129,<function functiondiffC at 0x0000022B00C83510>,<function functiondiffA at 0x0000022B0093C9D8>,<function functiondiffB at 0x0000022B00C83950>,,,,,1194.5513606000022,1244.7841129000008,None,1239.5007640000003,None,1242.384747,None,13,001,2022_Jul_12_1508,2leo,2021.2.3,59.99070144162057,
3,37,Plan your cleaning routine ,Stimuli/37A1.jpg,Stimuli/37A2.jpg,Stimuli/37A3.jpg,Stimuli/37B1.jpg,Stimuli/37B2.jpg,Stimuli/37B3.jpg,Stimuli/37C1.jpg,Stimuli/37C2.jpg,Stimuli/37C3.jpg,,,,,0,15,15,37,,,,,,,,1267.9000592000011,None,1268.9001280000011,None,1274.9000476,None,"[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]","[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]","[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]",,7.05137231000117,20.501024810000672,28.834711210001842,"[-0.17222222222222222, -0.36666666666666664, 0.041666666666666664]","[0.2953703703703704, -0.1574074074074074, -0.4046296296296296]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[7.0496494000035455, 20.49889990000156, 28.832411200000934]",0.0011845100016216747,28.83309861000089,['A2'],['B2'],['C3'],['yellow'],['blue'],['salmon'],1305.3658576000016,None,5.0,3.347000500001741,1305.3658576000016,None,1312.4489701999992,None,1.0,3.414882100001705,1308.8158378000007,None,1.0,3.597264299998642,1315.865697600002,None,1.0,1.998610300001019,<function functionImportanceB at 0x0000022B00C83598>,<function functionImportanceA at 0x0000022B00C831E0>,<function functionImportanceC at 0x0000022B00C83840>,,,8.0,3.414882100001705,8.0,4.347639100000379,6.0,2.9978898000008485,<function functiondiffB at 0x0000022B0093C400>,<function functiondiffA at 0x0000022B0093C6A8>,<function functiondiffC at 0x0000022B00C83488>,,,,,1276.051456699999,1317.8154802999998,None,1325.1987246999997,None,1322.182076699999,None,13,001,2022_Jul_12_1508,2leo,2021.2.3,59.99070144162057,
3,40,Plan to see a sports event ,Stimuli/40A1.jpg,Stimuli/40A2.jpg,Stimuli/40A3.jpg,Stimuli/40B1.jpg,Stimuli/40B2.jpg,Stimuli/40B3.jpg,Stimuli/40C1.jpg,Stimuli/40C2.jpg,Stimuli/40C3.jpg,,,,,0,16,16,40,,,,,,,,1326.448425999999,None,1327.4487469000014,None,1333.4486580000012,None,"[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]","[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]","[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]",,13.794230819999939,4.211200120000285,14.727862520001509,"[-0.19074074074074074, -0.3398148148148148, -0.36944444444444446]","[0.32037037037037036, -0.14351851851851852, 0.1537037037037037]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[4.203496300000552, 13.78677930000049, 14.719860600001994]",0.006940819999726955,14.72667372000069,['A2'],['B2'],['C2'],['salmon'],['yellow'],['blue'],1349.9478043000017,None,9.0,1.7466951999995217,1349.9478043000017,None,1357.6477735000008,None,9.0,4.731698399999004,1351.8980496000004,None,9.0,3.6142403000012564,1355.3979550000004,None,7.0,2.2151316000017687,<function functionImportanceB at 0x0000022B00C832F0>,<function functionImportanceC at 0x0000022B011B96A8>,<function functionImportanceA at 0x0000022B00C83B70>,,,1.0,4.731698399999004,1.0,2.747495899999194,1.0,2.531720899998618,<function functiondiffB at 0x0000022B00C83C80>,<function functiondiffA at 0x0000022B00C83268>,<function functiondiffC at 0x0000022B0093C598>,,,,,1334.7445666999993,1362.3809715999996,None,1367.6641756999998,None,1365.1142633000018,None,13,001,2022_Jul_12_1508,2leo,2021.2.3,59.99070144162057,
3,30,Plan your sport work out for tomorrow,Stimuli/30A1.jpg,Stimuli/30A2.jpg,Stimuli/30A3.jpg,Stimuli/30B1.jpg,Stimuli/30B2.jpg,Stimuli/30B3.jpg,Stimuli/30C1.jpg,Stimuli/30C2.jpg,Stimuli/30C3.jpg,,,,,0,17,17,30,,,,,,,,1371.9139146000016,None,1372.957216499999,None,1378.9307058000013,None,"[-0.377, 0.138]","[0.066, -0.395]","[0.306, 0.255]","[-0.2, 0.346]","[-0.203, -0.347]","[0.399, -0.003]","[-0.378, -0.136]","[0.304, -0.26]","[0.07, 0.393]",,13.68687779999891,7.4204623000005085,18.05399100000068,"[-0.17314814814814813, -0.35, 0.08055555555555556]","[0.325, 0.16018518518518518, 0.35555555555555557]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[7.408891099999892, 13.675631000001886, 18.042055900001287]",0.010845500000868924,18.05265380000128,['A1'],['B1'],['C3'],['yellow'],['blue'],['salmon'],1398.6132622000005,None,9.0,2.513206399999035,1398.6132622000005,None,1406.3463075,None,7.0,1.8981351000002178,1401.2467858000018,None,7.0,3.4311603999994986,1404.6465921999988,None,7.0,1.6815790000000561,<function functionImportanceB at 0x0000022B002D0730>,<function functionImportanceC at 0x0000022B0093C950>,<function functionImportanceA at 0x0000022B002D0D90>,,,5.0,1.8981351000002178,3.0,2.1979028999994625,5.0,3.8309595999999146,<function functiondiffA at 0x0000022B002D0C80>,<function functiondiffB at 0x0000022B0093CBF8>,<function functiondiffC at 0x0000022B00C83D90>,,,,,1380.084961200002,1412.0964805000003,None,1414.2962918000012,None,1408.229813599999,None,13,001,2022_Jul_12_1508,2leo,2021.2.3,59.99070144162057,
3,31,Plan your order at a restaurant    ,Stimuli/31A1.jpg,Stimuli/31A2.jpg,Stimuli/31A3.jpg,Stimuli/31B1.jpg,Stimuli/31B2.jpg,Stimuli/31B3.jpg,Stimuli/31C1.jpg,Stimuli/31C2.jpg,Stimuli/31C3.jpg,,,,,0,18,18,31,,,,,,,,1416.1127865000017,None,1417.1128572999987,None,1423.1129432000016,None,"[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]","[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]","[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]",,21.415765860005195,20.682600360003562,6.95012016000328,"[0.06851851851851852, -0.20092592592592592, -0.37592592592592594]","[-0.3972222222222222, 0.31851851851851853, -0.175]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[6.941160899998067, 20.674051099998906, 21.407493599999725]",0.00774336000540643,21.41514176000419,['A2'],['B2'],['C3'],['yellow'],['blue'],['salmon'],1447.5786539,None,9.0,1.3636230000010983,1447.5786539,None,1450.412010600001,None,8.0,4.114862399997946,1453.1637045999996,None,8.0,6.948366000000533,1460.145090099999,None,8.0,1.5651072000000568,<function functionImportanceA at 0x0000022B0093C730>,<function functionImportanceB at 0x0000022B011B91E0>,<function functionImportanceC at 0x0000022B011B9950>,,,1.0,4.114862399997946,7.0,2.897860299999593,2.0,2.847968199999741,<function functiondiffA at 0x0000022B0093CD90>,<function functiondiffC at 0x0000022B011B9048>,<function functiondiffB at 0x0000022B00C830D0>,,,,,1425.7042708000008,1467.2616385000001,None,1464.5284740999996,None,1462.0118218999996,None,13,001,2022_Jul_12_1508,2leo,2021.2.3,59.99070144162057,
3,44,Plan a party at your place,Stimuli/44A1.jpg,Stimuli/44A2.jpg,Stimuli/44A3.jpg,Stimuli/44B1.jpg,Stimuli/44B2.jpg,Stimuli/44B3.jpg,Stimuli/44C1.jpg,Stimuli/44C2.jpg,Stimuli/44C3.jpg,,,,,0,19,19,44,,,,,,,,1469.6780337000018,None,1470.6781928000019,None,1476.6781101000015,None,"[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]","[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]","[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]",,30.14894812000057,9.799983920001978,28.083117019999918,"[-0.17037037037037037, 0.3351851851851852, -0.37962962962962965]","[0.31666666666666665, -0.25092592592592594, 0.10277777777777777]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[9.790508599999157, 28.073321599997143, 30.139708099999552]",0.008699320002051536,30.148375920001854,['A2'],['B2'],['C3'],['yellow'],['salmon'],['blue'],1508.427064800002,None,8.0,3.030301300001156,1508.427064800002,None,1515.1108437000003,None,5.0,2.681995700000698,1517.7937373999994,None,10.0,2.014642099999037,1511.5270084000003,None,8.0,3.5478810999993584,<function functionImportanceC at 0x0000022B011B9620>,<function functionImportanceA at 0x0000022B011B9C80>,<function functionImportanceB at 0x0000022B011B9730>,,,8.0,2.681995700000698,1.0,2.680877300001157,5.0,4.0309503999997105,<function functiondiffB at 0x0000022B00C83AE8>,<function functiondiffA at 0x0000022B002D0BF8>,<function functiondiffC at 0x0000022B00C83378>,,,,,1477.8022472000011,1519.8103297999987,None,1526.543257199999,None,1522.4936550999992,None,13,001,2022_Jul_12_1508,2leo,2021.2.3,59.99070144162057,
3,36,Plan your shopping for new clothing,Stimuli/36A1.jpg,Stimuli/36A2.jpg,Stimuli/36A3.jpg,Stimuli/36B1.jpg,Stimuli/36B2.jpg,Stimuli/36B3.jpg,Stimuli/36C1.jpg,Stimuli/36C2.jpg,Stimuli/36C3.jpg,,,,,0,20,20,36,,,,,,,,1528.2929255000017,None,1529.2932557999993,None,1535.2933097999994,None,"[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]","[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]","[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]",,10.090220530000806,23.288625130000582,24.088872029999038,"[0.23055555555555557, -0.1814814814814815, -0.33796296296296297]","[0.28703703703703703, -0.34629629629629627, -0.14166666666666666]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[10.078289900000527, 23.276240999999573, 24.07631649999894]",0.0115318300013314,24.08755403000032,['A1'],['B3'],['C2'],['salmon'],['blue'],['yellow'],1560.9590589,None,9.0,2.5467046999983722,1560.9590589,None,1563.5758591000013,None,8.0,3.597473199999513,1570.6422905,None,2.0,2.032056100000773,1567.192272799999,None,5.0,3.448363100000279,<function functionImportanceA at 0x0000022B011B9F28>,<function functionImportanceC at 0x0000022B011B9E18>,<function functionImportanceB at 0x0000022B011B9268>,,,6.0,3.597473199999513,6.0,3.131245599997783,4.0,2.0647080000017013,<function functiondiffB at 0x0000022B00C83D08>,<function functiondiffC at 0x0000022B00C83A60>,<function functiondiffA at 0x0000022B00C83BF8>,,,,,1536.3981511999991,1572.6754800000017,None,1575.8254713999995,None,1578.3921397000013,None,13,001,2022_Jul_12_1508,2leo,2021.2.3,59.99070144162057,
3,2,Plan which ingredients you want to use for cooking dinner today,Stimuli/2A1.jpg,Stimuli/2A2.jpg,Stimuli/2A3.jpg,Stimuli/2B1.jpg,Stimuli/2B2.jpg,Stimuli/2B3.jpg,Stimuli/2C1.jpg,Stimuli/2C2.jpg,Stimuli/2C3.jpg,,,,,0,21,21,2,,,,,,,,1579.9748736000001,None,1580.9752181000003,None,1586.9749271,None,"[-0.377, 0.138]","[0.066, -0.395]","[0.306, 0.255]","[-0.2, 0.346]","[-0.203, -0.347]","[0.399, -0.003]","[-0.378, -0.136]","[0.304, -0.26]","[0.07, 0.393]",,18.606281480013422,9.773089280013664,14.589962680012832,"[-0.2222222222222222, 0.08888888888888889, 0.2796296296296296]","[-0.3527777777777778, 0.36203703703703705, 0.22314814814814815]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[9.768095600000379, 14.584581199997046, 18.6015047999972]",0.004155280013947049,18.605403480014502,['A3'],['B2'],['C3'],['blue'],['yellow'],['salmon'],1612.1408985000016,None,8.0,3.2966522999995505,1612.1408985000016,None,1616.576996300002,None,5.0,7.78103910000209,1626.6075038999988,None,5.0,5.6153162000009615,1629.5406191000002,None,7.0,3.164596700000402,<function functionImportanceA at 0x0000022B0093C840>,<function functionImportanceB at 0x0000022B0093C8C8>,<function functionImportanceC at 0x0000022B011B9AE8>,,,6.0,7.78103910000209,6.0,3.51422630000161,7.0,3.3313552999970852,<function functiondiffB at 0x0000022B00C83158>,<function functiondiffA at 0x0000022B011B9840>,<function functiondiffC at 0x0000022B00C83400>,,,,,1593.073128600001,1632.907299999999,None,1639.1405167000012,None,1635.9405647000021,None,13,001,2022_Jul_12_1508,2leo,2021.2.3,59.99070144162057,
3,19,Plan how you want your garden to look like,Stimuli/19A1.jpg,Stimuli/19A2.jpg,Stimuli/19A3.jpg,Stimuli/19B1.jpg,Stimuli/19B2.jpg,Stimuli/19B3.jpg,Stimuli/19C1.jpg,Stimuli/19C2.jpg,Stimuli/19C3.jpg,,,,,0,22,22,19,,,,,,,,1641.2565925000017,None,1642.2570749000006,None,1648.2569755000004,None,"[0.066, -0.395]","[0.306, 0.255]","[-0.377, 0.138]","[0.304, -0.26]","[0.07, 0.393]","[-0.378, -0.136]","[-0.203, -0.347]","[0.399, -0.003]","[-0.2, 0.346]",,11.458071570006723,15.326397370004997,7.358690370005206,"[-0.2074074074074074, 0.3]","[-0.33796296296296297, 0.20925925925925926]","[1, 1]","[0, 0]","[0, 0]","[7.347947599999316, 11.447751300001983]",0.00980727000569459,15.324118170006841,['A2'],['B1'],['C1'],['blue'],['yellow'],['salmon'],1667.7896591999997,None,9.0,1.7451393000010285,1667.7896591999997,None,1673.6060613000009,None,7.0,2.3322612999982084,1677.1227719000017,None,7.0,2.6646762999989733,1670.9899072000007,None,7.0,3.930976499999815,<function functionImportanceC at 0x0000022B011B98C8>,<function functionImportanceA at 0x0000022B011B90D0>,<function functionImportanceB at 0x0000022B011B9B70>,,,6.0,2.3322612999982084,3.0,4.414240300000529,3.0,1.9645023999983096,<function functiondiffB at 0x0000022B011B9A60>,<function functiondiffA at 0x0000022B011B9510>,<function functiondiffC at 0x0000022B011B99D8>,,,,,1652.0112903000008,1678.8078533000007,None,1685.3559158999997,None,1683.006002000002,None,13,001,2022_Jul_12_1508,2leo,2021.2.3,59.99070144162057,
