Condition,N_Scenario,written_scenario,ImageA1,ImageA2,ImageA3,ImageB1,ImageB2,ImageB3,ImageC1,ImageC2,ImageC3,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,button_2.started,button_2.stopped,button_2.numClicks,button_2.timesOn,button_2.timesOff,text.started,text.stopped,fixationcross1_started,fixationcross1_stopped,Scenario_started,Scenario_stopped,fixationcross2_started,fixationcross2_stopped,A1pos,A2pos,A3pos,B1pos,B2pos,B3pos,C1pos,C2pos,C3pos,﻿Imagesdecision_started,decisiontimeA,decisiontimeB,decisiontimeC,mouse_x,mouse_y,mouse_leftButton,mouse_midButton,mouse_rightButton,mouse_time,mouse_started,mouse_stopped,clicked_optionA,clicked_optionB,clicked_optionC,colour_category_A,colour_category_B,colour_category_C,question_confidence_started,question_confidence_stopped,slider_confidence_response,slider_confidence_rt,slider_confidence_started,slider_confidence_stopped,question_valueA_started,question_valueA_stopped,slider_valueA_response,slider_valueA_rt,question_valueB_started,question_valueB_stopped,slider_valueB_response,slider_valueB_rt,question_valueC_started,question_valueC_stopped,slider_valueC_response,slider_valueC_rt,Importance_First,Importance_Second,Importance_Third,question_diff_started,question_diff_stopped,slider_diffA_response,slider_diffA_rt,slider_diffC_response,slider_diffC_rt,slider_diffB_response,slider_diffB_rt,diff_First,diff_Second,diff_Third,button_3_started,button_3_stopped,text_2_started,text_2_stopped,Imagesdecision_started,question_diffB_started,question_diffB_stopped,question_diffC_started,question_diffC_stopped,question_diffA_started,question_diffA_stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,8,Plan the interior of your living-room ,Stimuli/8A1.jpg,Stimuli/8A2.jpg,Stimuli/8A3.jpg,Stimuli/8B1.jpg,Stimuli/8B2.jpg,Stimuli/8B3.jpg,Stimuli/8C1.jpg,Stimuli/8C2.jpg,Stimuli/8C3.jpg,,,,,0,13,13,8,,,,,,,,935.0167516000001,None,936.0168365000009,None,942.0170111000007,None,"[0.306, 0.255]","[0.066, -0.395]","[-0.377, 0.138]","[0.399, -0.003]","[-0.203, -0.347]","[-0.2, 0.346]","[0.07, 0.393]","[0.304, -0.26]","[-0.378, -0.136]",,13.302897440011293,11.436805440011085,8.853963940011454,"[0.10185185185185185, -0.20833333333333334, 0.38055555555555554]","[0.38796296296296295, -0.375, 0.2638888888888889]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[8.839873299999454, 11.422838700000284, 13.289303499999733]",0.013148840011126595,13.302407940011108,['A1'],['B2'],['C1'],['salmon'],['blue'],['yellow'],960.5494397000002,None,8.0,2.247144999999364,960.5494397000002,None,966.9991828000002,None,8.0,2.748608299998523,964.5828903000001,None,10.0,4.114465000000564,971.6825411000009,None,10.0,3.6496958000007,<function functionImportanceB at 0x0000017A84861400>,<function functionImportanceA at 0x0000017A84071158>,<function functionImportanceC at 0x0000017A84861620>,,,0.0,3.6974341999994067,3.0,2.748608299998523,2.0,3.1339547999996284,<function functiondiffA at 0x0000017A848612F0>,<function functiondiffB at 0x0000017A845A7840>,<function functiondiffC at 0x0000017A84B34378>,,,,,946.7933291000008,977.6491578000005,None,980.8322929000005,None,973.399339900001,None,11,001,2022_Jul_12_1224,2leo,2021.2.3,60.01219447820375,
3,32,Plan how you want to relax after a workday,Stimuli/32A1.jpg,Stimuli/32A2.jpg,Stimuli/32A3.jpg,Stimuli/32B1.jpg,Stimuli/32B2.jpg,Stimuli/32B3.jpg,Stimuli/32C1.jpg,Stimuli/32C2.jpg,Stimuli/32C3.jpg,,,,,0,14,14,32,,,,,,,,982.298758500001,None,983.2988784999998,None,989.2989278000005,None,"[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]","[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]","[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]",,13.808650660006606,5.942845760006094,9.642792460006604,"[0.2962962962962963, 0.32037037037037036, -0.21481481481481482]","[-0.2518518518518518, 0.22870370370370371, 0.362962962962963]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[5.9349452999995265, 9.651393899999675, 13.801145400000678]",0.006994960005613393,13.808094660005736,['A2'],['B3'],['C1'],['blue'],['yellow'],['salmon'],1006.6148074000012,None,10.0,2.463734300001306,1006.6148074000012,None,1013.6814632000005,None,10.0,4.148412200000166,1017.5978175,None,10.0,2.6487123999995674,1009.2149663,None,8.0,3.4309752000008302,<function functionImportanceC at 0x0000017A84B347B8>,<function functionImportanceA at 0x0000017A84071378>,<function functionImportanceB at 0x0000017A84B34620>,,,2.0,4.03120349999881,-0.0,4.148412200000166,0.0,4.431162900000345,<function functiondiffC at 0x0000017A84B34AE8>,<function functiondiffB at 0x0000017A84861BF8>,<function functiondiffA at 0x0000017A84861AE8>,,,,,992.3441235000009,1023.7645714000009,None,1019.3814375000002,None,1028.3810854000003,None,11,001,2022_Jul_12_1224,2leo,2021.2.3,60.01219447820375,
3,6,Plan your wedding,Stimuli/6A1.jpg,Stimuli/6A2.jpg,Stimuli/6A3.jpg,Stimuli/6B1.jpg,Stimuli/6B2.jpg,Stimuli/6B3.jpg,Stimuli/6C1.jpg,Stimuli/6C2.jpg,Stimuli/6C3.jpg,,,,,0,15,15,6,,,,,,,,1050.2638965000006,None,1051.263912800001,None,1057.2638478000008,None,"[-0.378, -0.136]","[0.304, -0.26]","[0.07, 0.393]","[-0.2, 0.346]","[-0.203, -0.347]","[0.399, -0.003]","[-0.377, 0.138]","[0.066, -0.395]","[0.306, 0.255]",,8.349808820010367,13.86656842001139,19.0836162200103,"[0.016666666666666666, -0.19444444444444445, 0.03888888888888889]","[0.39351851851851855, 0.32314814814814813, -0.4361111111111111]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[8.335225400000127, 13.851923700000043, 19.068636799998785]",0.013964420009870082,19.08235372001036,['A3'],['B1'],['C2'],['blue'],['yellow'],['salmon'],1081.9628857000007,None,8.0,2.513523300000088,1081.9628857000007,None,1089.4127733000005,None,10.0,3.1487376000004588,1086.1795432,None,10.0,3.647981500000242,1092.5791358999995,None,8.0,3.5150047000006452,<function functionImportanceB at 0x0000017A84B34598>,<function functionImportanceA at 0x0000017A84B34510>,<function functionImportanceC at 0x0000017A84B34158>,,,8.0,5.664639900000111,10.0,3.1487376000004588,0.0,4.014538299999913,<function functiondiffA at 0x0000017A84B34F28>,<function functiondiffB at 0x0000017A84B34BF8>,<function functiondiffC at 0x0000017A84B34B70>,,,,,1062.4271645999997,1100.9624074000003,None,1104.9802572999997,None,1095.1626422000008,None,11,001,2022_Jul_12_1224,2leo,2021.2.3,60.01219447820375,
3,0,Plan a barbecue,Stimuli/0A1.jpg,Stimuli/0A2.jpg,Stimuli/0A3.jpg,Stimuli/0B1.jpg,Stimuli/0B2.jpg,Stimuli/0B3.jpg,Stimuli/0C1.jpg,Stimuli/0C2.jpg,Stimuli/0C3.jpg,,,,,0,16,16,0,,,,,,,,1108.1287989000011,None,1109.12889,None,1115.1288326000013,None,"[0.066, -0.395]","[-0.377, 0.138]","[0.306, 0.255]","[-0.203, -0.347]","[-0.2, 0.346]","[0.399, -0.003]","[0.304, -0.26]","[-0.378, -0.136]","[0.07, 0.393]",,14.260135380003703,5.827186280002934,11.110737480003081,"[0.3787037037037037, 0.10925925925925926, 0.28055555555555556]","[0.020370370370370372, 0.37037037037037035, 0.23981481481481481]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[5.82164560000092, 11.105111599999873, 14.255027100000007]",0.004521480002949829,14.259245080003893,['A3'],['B3'],['C3'],['yellow'],['blue'],['salmon'],1132.344869800001,None,8.0,2.4470421000005445,1132.344869800001,None,1141.4802262000012,None,10.0,3.2486086999997497,1143.428135600001,None,2.0,2.0654080000003887,1134.8949814000007,None,2.0,5.247730299999603,<function functionImportanceC at 0x0000017A84B34400>,<function functionImportanceA at 0x0000017A84B34488>,<function functionImportanceB at 0x0000017A84B346A8>,,,0.0,1.9643553999994765,7.0,3.2486086999997497,-0.0,3.2311155999996117,<function functiondiffB at 0x0000017A84B34D90>,<function functiondiffC at 0x0000017A84B34268>,<function functiondiffA at 0x0000017A84B34EA0>,,,,,1117.6211304999997,1145.428034300001,None,1148.6961769999998,None,1151.6611524,None,11,001,2022_Jul_12_1224,2leo,2021.2.3,60.01219447820375,
3,11,Plan a hike in nature on a free day,Stimuli/11A1.jpg,Stimuli/11A2.jpg,Stimuli/11A3.jpg,Stimuli/11B1.jpg,Stimuli/11B2.jpg,Stimuli/11B3.jpg,Stimuli/11C1.jpg,Stimuli/11C2.jpg,Stimuli/11C3.jpg,,,,,0,17,17,11,,,,,,,,1152.7609697999997,None,1153.760976200001,None,1159.7611022,None,"[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]","[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]","[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]",,4.198224339999797,10.198016140000618,16.51464943999963,"[0.06944444444444445, -0.3685185185185185, -0.2101851851851852]","[-0.39166666666666666, -0.1648148148148148, -0.31666666666666665]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[4.18968280000081, 10.189311199999793, 16.505627200000163]",0.007914840000012191,16.5133127400004,['A3'],['B2'],['C3'],['blue'],['salmon'],['yellow'],1177.8935340999997,None,8.0,1.6633122999992338,1177.8935340999997,None,1185.1433005,None,10.0,2.3648895000005723,1182.760362000001,None,10.0,2.331640899999911,1179.6269599999996,None,10.0,3.1144899999999325,<function functionImportanceC at 0x0000017A84B34048>,<function functionImportanceB at 0x0000017A84071D90>,<function functionImportanceA at 0x0000017A84861048>,,,-0.0,1.8645022000000608,1.0,2.3648895000005723,2.0,2.9978351999998267,<function functiondiffB at 0x0000017A84861268>,<function functiondiffA at 0x0000017A84B342F0>,<function functiondiffC at 0x0000017A848617B8>,,,,,1160.9024821000003,1187.4601493999999,None,1192.360208,None,1190.4768237999997,None,11,001,2022_Jul_12_1224,2leo,2021.2.3,60.01219447820375,
3,23,Plan a city trip,Stimuli/23A1.jpg,Stimuli/23A2.jpg,Stimuli/23A3.jpg,Stimuli/23B1.jpg,Stimuli/23B2.jpg,Stimuli/23B3.jpg,Stimuli/23C1.jpg,Stimuli/23C2.jpg,Stimuli/23C3.jpg,,,,,0,18,18,23,,,,,,,,1194.7765608999998,None,1195.7766346999997,None,1201.7765246,None,"[-0.377, 0.138]","[0.066, -0.395]","[0.306, 0.255]","[-0.378, -0.136]","[0.304, -0.26]","[0.07, 0.393]","[-0.2, 0.346]","[-0.203, -0.347]","[0.399, -0.003]",,9.283747339999536,3.8513581400002295,6.484628039999734,"[0.2574074074074074, -0.15555555555555556, -0.33611111111111114]","[-0.2064814814814815, -0.35, 0.0787037037037037]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[3.8411569999989297, 6.474199399999634, 9.27388719999908]",0.009425440000995877,9.283302240000921,['A1'],['B2'],['C2'],['yellow'],['blue'],['salmon'],1212.6759401,None,10.0,2.131061599999157,1212.6759401,None,1214.8596816999998,None,10.0,2.1144036000005144,1219.0093233999996,None,10.0,2.4317078000003676,1217.0426402000012,None,10.0,1.9814748999997391,<function functionImportanceA at 0x0000017A84861158>,<function functionImportanceC at 0x0000017A84DCA378>,<function functionImportanceB at 0x0000017A84DCA488>,,,-0.0,2.0142111999994086,-0.0,2.1144036000005144,0.0,2.0313076000002184,<function functiondiffA at 0x0000017A84B34E18>,<function functiondiffB at 0x0000017A84B34A60>,<function functiondiffC at 0x0000017A84DCA840>,,,,,1202.9170909000004,1223.4590989000008,None,1225.5090766000012,None,1221.426067800001,None,11,001,2022_Jul_12_1224,2leo,2021.2.3,60.01219447820375,
3,13,Plan a romantic date this weekend,Stimuli/13A1.jpg,Stimuli/13A2.jpg,Stimuli/13A3.jpg,Stimuli/13B1.jpg,Stimuli/13B2.jpg,Stimuli/13B3.jpg,Stimuli/13C1.jpg,Stimuli/13C2.jpg,Stimuli/13C3.jpg,,,,,0,19,19,13,,,,,,,,1227.0257044999998,None,1228.0256461999998,None,1234.0256772000012,None,"[0.304, -0.26]","[0.07, 0.393]","[-0.378, -0.136]","[-0.203, -0.347]","[0.399, -0.003]","[-0.2, 0.346]","[0.066, -0.395]","[0.306, 0.255]","[-0.377, 0.138]",,20.89842702000169,16.04885702000138,5.282282720001604,"[0.05740740740740741, -0.19722222222222222, 0.037037037037037035]","[-0.41759259259259257, 0.3537037037037037, 0.3472222222222222]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[5.272577600000659, 16.039164899999378, 20.889071800000238]",0.008733020000363467,20.897684820001814,['A2'],['B3'],['C1'],['yellow'],['salmon'],['blue'],1256.5915186000002,None,10.0,2.230083399999785,1256.5915186000002,None,1266.6248661999998,None,3.0,2.698565700000472,1258.9415798999999,None,3.0,4.997579899998527,1263.9249082000006,None,10.0,2.698472000000038,<function functionImportanceB at 0x0000017A84DCAAE8>,<function functionImportanceC at 0x0000017A84DCA620>,<function functionImportanceA at 0x0000017A84DCA9D8>,,,0.0,2.531287900001189,2.0,2.698565700000472,8.0,4.1476934000002075,<function functiondiffC at 0x0000017A84DCA6A8>,<function functiondiffB at 0x0000017A84DCAC80>,<function functiondiffA at 0x0000017A84DCA048>,,,,,1235.2183607000006,1273.1912857999996,None,1269.2915130000001,None,1277.3411101000002,None,11,001,2022_Jul_12_1224,2leo,2021.2.3,60.01219447820375,
3,14,Plan your own Pizza for dinner,Stimuli/14A1.jpg,Stimuli/14A2.jpg,Stimuli/14A3.jpg,Stimuli/14B1.jpg,Stimuli/14B2.jpg,Stimuli/14B3.jpg,Stimuli/14C1.jpg,Stimuli/14C2.jpg,Stimuli/14C3.jpg,,,,,0,20,20,14,,,,,,,,1279.3909074000003,None,1280.3909832000008,None,1286.3909569999996,None,"[-0.377, 0.138]","[0.066, -0.395]","[0.306, 0.255]","[-0.2, 0.346]","[-0.203, -0.347]","[0.399, -0.003]","[-0.378, -0.136]","[0.304, -0.26]","[0.07, 0.393]",,20.274289099999805,7.425084499998775,12.291972199998781,"[0.39537037037037037, 0.26666666666666666, -0.3990740740740741]","[0.017592592592592594, -0.25, 0.16111111111111112]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[7.411050900000191, 12.277659100000164, 20.260709700000007]",0.013170599999284605,20.273666899998716,['A1'],['B3'],['C2'],['salmon'],['blue'],['yellow'],1308.2902157000008,None,8.0,2.480593399999634,1308.2902157000008,None,1317.8069655,None,10.0,2.0989305000002787,1310.8903748000012,None,10.0,4.947949999999764,1315.7899166000007,None,10.0,1.9820502000002307,<function functionImportanceB at 0x0000017A84B34730>,<function functionImportanceC at 0x0000017A84B341E0>,<function functionImportanceA at 0x0000017A84B34950>,,,1.0,2.3308666000011726,-0.0,2.0989305000002787,2.0,1.8980439999995724,<function functiondiffA at 0x0000017A84DCA268>,<function functiondiffB at 0x0000017A84DCA7B8>,<function functiondiffC at 0x0000017A84DCA730>,,,,,1287.5431869000004,1322.2566047,None,1324.1566139000006,None,1319.8900754000006,None,11,001,2022_Jul_12_1224,2leo,2021.2.3,60.01219447820375,
3,35,Plan how you want to do your grocery shopping ,Stimuli/35A1.jpg,Stimuli/35A2.jpg,Stimuli/35A3.jpg,Stimuli/35B1.jpg,Stimuli/35B2.jpg,Stimuli/35B3.jpg,Stimuli/35C1.jpg,Stimuli/35C2.jpg,Stimuli/35C3.jpg,,,,,0,21,21,35,,,,,,,,1326.0228000999996,None,1327.0231404000006,None,1333.0231529000012,None,"[0.066, -0.395]","[-0.377, 0.138]","[0.306, 0.255]","[-0.203, -0.347]","[-0.2, 0.346]","[0.399, -0.003]","[0.304, -0.26]","[-0.378, -0.136]","[0.07, 0.393]",,10.82046912000078,19.086963219999234,6.537391120000393,"[0.35, 0.3175925925925926, 0.42592592592592593]","[-0.2833333333333333, 0.2796296296296296, -0.016666666666666666]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[6.5336186999993515, 10.817079899999953, 19.083305800000744]",0.0027825199995277217,19.085926820000168,['A3'],['B3'],['C1'],['salmon'],['yellow'],['blue'],1353.7889132,None,7.0,3.8301903000010498,1353.7889132,None,1361.9724361000008,None,10.0,2.0317547999984527,1357.7556645000004,None,10.0,4.247473399998853,1363.9887584999997,None,10.0,2.7819393999998283,<function functionImportanceB at 0x0000017A84DCAD90>,<function functionImportanceA at 0x0000017A845A7EA0>,<function functionImportanceC at 0x0000017A8539E598>,,,0.0,2.2992397000016354,0.0,2.0317547999984527,2.0,3.681069899999784,<function functiondiffC at 0x0000017A84DCAEA0>,<function functiondiffA at 0x0000017A84DCA158>,<function functiondiffB at 0x0000017A84DCA598>,,,,,1334.2215152999997,1372.7220517000005,None,1366.7722743000013,None,1370.3886796999996,None,11,001,2022_Jul_12_1224,2leo,2021.2.3,60.01219447820375,
3,3,Plan a movie night with a friend,Stimuli/3A1.jpg,Stimuli/3A2.jpg,Stimuli/3A3.jpg,Stimuli/3B1.jpg,Stimuli/3B2.jpg,Stimuli/3B3.jpg,Stimuli/3C1.jpg,Stimuli/3C2.jpg,Stimuli/3C3.jpg,,,,,0,22,22,3,,,,,,,,1375.9048445000008,None,1376.9051335000004,None,1382.9051474999997,None,"[-0.377, 0.138]","[0.066, -0.395]","[0.306, 0.255]","[-0.2, 0.346]","[-0.203, -0.347]","[0.399, -0.003]","[-0.378, -0.136]","[0.304, -0.26]","[0.07, 0.393]",,12.160604900005637,15.927645700005087,6.861131800005751,"[0.3055555555555556, 0.2814814814814815, 0.3851851851851852]","[-0.24537037037037038, 0.25462962962962965, -0.019444444444444445]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[6.849798700000974, 12.149639299999762, 15.916484299999865]",0.010320000004867325,15.926501100006135,['A3'],['B3'],['C2'],['blue'],['yellow'],['salmon'],1402.8211331000002,None,10.0,1.696654600000329,1402.8211331000002,None,1410.6376961000005,None,10.0,1.9316980999992666,1405.2877409000012,None,10.0,2.6645848999996815,1408.9707436000008,None,10.0,3.34857379999994,<function functionImportanceB at 0x0000017A84DCAA60>,<function functionImportanceC at 0x0000017A8539E488>,<function functionImportanceA at 0x0000017A84861C80>,,,-0.0,1.7644073999999819,-0.0,1.9316980999992666,0.0,1.748319399999673,<function functiondiffC at 0x0000017A8539E840>,<function functiondiffA at 0x0000017A84DCAF28>,<function functiondiffB at 0x0000017A84DCAD08>,,,,,1386.4394043000011,1416.6709150000006,None,1412.887583400001,None,1414.5208858000005,None,11,001,2022_Jul_12_1224,2leo,2021.2.3,60.01219447820375,
3,38,Plan how you want to go for a run,Stimuli/38A1.jpg,Stimuli/38A2.jpg,Stimuli/38A3.jpg,Stimuli/38B1.jpg,Stimuli/38B2.jpg,Stimuli/38B3.jpg,Stimuli/38C1.jpg,Stimuli/38C2.jpg,Stimuli/38C3.jpg,,,,,0,23,23,38,,,,,,,,1417.5706592000006,None,1418.5708372000008,None,1424.5706315000007,None,"[0.304, -0.26]","[0.07, 0.393]","[-0.378, -0.136]","[0.066, -0.395]","[0.306, 0.255]","[-0.377, 0.138]","[-0.203, -0.347]","[0.399, -0.003]","[-0.2, 0.346]",,13.643476640001609,10.226065240001844,3.809668440000678,"[0.4305555555555556, -0.33055555555555555, -0.39537037037037037]","[0.012962962962962963, 0.11481481481481481, -0.1259259259259259]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[3.8029399999995803, 10.21943359999932, 13.637176099999124]",0.0057140400022035465,13.641874640001333,['A3'],['B3'],['C2'],['blue'],['salmon'],['yellow'],1439.920015400001,None,10.0,1.712821700000859,1439.920015400001,None,1441.7033189000012,None,10.0,2.4313764999988052,1444.1866472000002,None,10.0,2.148335699999734,1446.453348000001,None,10.0,2.231792899998254,<function functionImportanceA at 0x0000017A8539EF28>,<function functionImportanceB at 0x0000017A8539EEA0>,<function functionImportanceC at 0x0000017A8539E8C8>,,,0.0,2.247874299999239,2.0,2.4313764999988052,2.0,2.198477299998558,<function functiondiffA at 0x0000017A8539E378>,<function functiondiffB at 0x0000017A84DCA950>,<function functiondiffC at 0x0000017A84DCA510>,,,,,1425.7998707000006,1450.8034220000009,None,1453.0364835,None,1448.5365674000004,None,11,001,2022_Jul_12_1224,2leo,2021.2.3,60.01219447820375,
3,37,Plan your cleaning routine ,Stimuli/37A1.jpg,Stimuli/37A2.jpg,Stimuli/37A3.jpg,Stimuli/37B1.jpg,Stimuli/37B2.jpg,Stimuli/37B3.jpg,Stimuli/37C1.jpg,Stimuli/37C2.jpg,Stimuli/37C3.jpg,,,,,0,24,24,37,,,,,,,,1454.9530501999998,None,1455.952984200001,None,1461.9529478000004,None,"[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]","[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]","[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]",,12.160050520000368,7.660382320000281,4.544349420000799,"[0.28703703703703703, -0.32407407407407407, 0.3648148148148148]","[0.1675925925925926, -0.14166666666666666, 0.002777777777777778]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[4.529329299999517, 7.645679999999629, 12.145550900000671]",0.013985319999846979,12.159395619999486,['A2'],['B1'],['C2'],['blue'],['salmon'],['yellow'],1475.6857520000012,None,10.0,1.8305571999990207,1475.6857520000012,None,1482.452376700001,None,10.0,3.1648334999990766,1479.735743000001,None,10.0,2.681935300000987,1477.5858853000009,None,10.0,2.147834800000055,<function functionImportanceC at 0x0000017A84861EA0>,<function functionImportanceB at 0x0000017A84861B70>,<function functionImportanceA at 0x0000017A84861378>,,,2.0,1.7644407999996474,-0.0,3.1648334999990766,2.0,1.8813336999992316,<function functiondiffC at 0x0000017A8539EC80>,<function functiondiffB at 0x0000017A8539E2F0>,<function functiondiffA at 0x0000017A8539E048>,,,,,1463.0558870000004,1487.9189442999996,None,1485.6022577000003,None,1489.8188188000004,None,11,001,2022_Jul_12_1224,2leo,2021.2.3,60.01219447820375,
3,28,Plan a one-week camping trip in Spain,Stimuli/28A1.jpg,Stimuli/28A2.jpg,Stimuli/28A3.jpg,Stimuli/28B1.jpg,Stimuli/28B2.jpg,Stimuli/28B3.jpg,Stimuli/28C1.jpg,Stimuli/28C2.jpg,Stimuli/28C3.jpg,,,,,0,25,25,28,,,,,,,,1491.101899700001,None,1492.1024522999996,None,1498.1023191000004,None,"[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]","[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]","[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]",,24.066190419998748,10.122880519997125,19.416559119998055,"[0.06296296296296296, 0.33611111111111114, -0.20555555555555555]","[-0.412962962962963, -0.2324074074074074, -0.29814814814814816]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[10.121417100001054, 19.415162400000554, 24.065322300000844]",0.00028091999774915166,24.065102219998153,['A3'],['B3'],['C3'],['yellow'],['salmon'],['blue'],1523.7679355,None,8.0,2.030075799999395,1523.7679355,None,1525.8679024000012,None,10.0,2.9322390999986965,1528.8180016000006,None,10.0,2.2313586000000214,1531.0512514000002,None,10.0,2.0150979999998526,<function functionImportanceA at 0x0000017A84DCABF8>,<function functionImportanceB at 0x0000017A84DCA2F0>,<function functionImportanceC at 0x0000017A84DCA0D0>,,,0.0,2.014793700000155,3.0,2.9322390999986965,2.0,3.1144673000017065,<function functiondiffB at 0x0000017A8539E620>,<function functiondiffC at 0x0000017A8539E0D0>,<function functiondiffA at 0x0000017A84861A60>,,,,,1499.2170301000006,1533.0676393000012,None,1536.2009823000008,None,1538.3509047000007,None,11,001,2022_Jul_12_1224,2leo,2021.2.3,60.01219447820375,
3,19,Plan how you want your garden to look like,Stimuli/19A1.jpg,Stimuli/19A2.jpg,Stimuli/19A3.jpg,Stimuli/19B1.jpg,Stimuli/19B2.jpg,Stimuli/19B3.jpg,Stimuli/19C1.jpg,Stimuli/19C2.jpg,Stimuli/19C3.jpg,,,,,0,26,26,19,,,,,,,,1539.8838297000002,None,1540.8843377000012,None,1546.8841334999997,None,"[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]","[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]","[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]",,9.931227780009067,13.447799780009518,6.132005280009253,"[-0.4388888888888889, 0.3675925925925926, 0.07777777777777778]","[0.14444444444444443, -0.012037037037037037, 0.33611111111111114]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[6.126797400000214, 9.926505400000678, 13.442803800000547]",0.004192080008579069,13.446991880009591,['A2'],['B2'],['C1'],['blue'],['salmon'],['yellow'],1564.3833132,None,10.0,1.9973006000000169,1564.3833132,None,1570.8500494,None,10.0,2.2485811000005924,1574.2008234000004,None,10.0,3.6481621000002633,1567.8002020000004,None,10.0,4.364812899999379,<function functionImportanceC at 0x0000017A8539EA60>,<function functionImportanceA at 0x0000017A8539E7B8>,<function functionImportanceB at 0x0000017A8539E158>,,,9.0,5.614287399999739,1.0,2.2485811000005924,9.0,2.797951500000636,<function functiondiffC at 0x0000017A8539E730>,<function functiondiffA at 0x0000017A84DCA8C8>,<function functiondiffB at 0x0000017A84DCAB70>,,,,,1550.4761743,1586.9664137,None,1577.0999897000002,None,1581.0999271,None,11,001,2022_Jul_12_1224,2leo,2021.2.3,60.01219447820375,
3,20,Plan a tea party with your friends,Stimuli/20A1.jpg,Stimuli/20A2.jpg,Stimuli/20A3.jpg,Stimuli/20B1.jpg,Stimuli/20B2.jpg,Stimuli/20B3.jpg,Stimuli/20C1.jpg,Stimuli/20C2.jpg,Stimuli/20C3.jpg,,,,,0,27,27,20,,,,,,,,1589.0491863999996,None,1590.0494450000006,None,1596.0495702000007,None,"[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]","[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]","[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]",,14.47942296000656,10.479921560005096,5.113711360005254,"[-0.38981481481481484, 0.3972222222222222, 0.30462962962962964]","[0.10648148148148148, 0.023148148148148147, -0.24259259259259258]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[5.1005707000003895, 10.46711730000061, 14.466672200000176]",0.012093960005586268,14.478742160006732,['A3'],['B1'],['C2'],['yellow'],['blue'],['salmon'],1614.6154896000007,None,10.0,1.8142005999998219,1614.6154896000007,None,1621.7987374000004,None,10.0,1.9481815999988612,1618.9487226,None,9.0,5.26447349999944,1623.7820326,None,10.0,1.9981670999986818,<function functionImportanceB at 0x0000017A8539EBF8>,<function functionImportanceA at 0x0000017A8539EE18>,<function functionImportanceC at 0x0000017A85735400>,,,-0.0,2.7808757000002515,2.0,1.9481815999988612,0.0,4.1314923000009,<function functiondiffA at 0x0000017A8539E1E0>,<function functiondiffC at 0x0000017A857359D8>,<function functiondiffB at 0x0000017A8539E950>,,,,,1599.679999,1631.7152205000002,None,1628.5319199000005,None,1625.7321014000008,None,11,001,2022_Jul_12_1224,2leo,2021.2.3,60.01219447820375,
