Condition,N_Scenario,written_scenario,ImageA1,ImageA2,ImageA3,ImageB1,ImageB2,ImageB3,ImageC1,ImageC2,ImageC3,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,button_2.started,button_2.stopped,button_2.numClicks,button_2.timesOn,button_2.timesOff,text.started,text.stopped,fixationcross1_started,fixationcross1_stopped,Scenario_started,Scenario_stopped,fixationcross2_started,fixationcross2_stopped,A1pos,A2pos,A3pos,B1pos,B2pos,B3pos,C1pos,C2pos,C3pos,﻿Imagesdecision_started,decisiontimeA,decisiontimeB,decisiontimeC,mouse_x,mouse_y,mouse_leftButton,mouse_midButton,mouse_rightButton,mouse_time,mouse_started,mouse_stopped,clicked_optionA,clicked_optionB,clicked_optionC,colour_category_A,colour_category_B,colour_category_C,question_confidence_started,question_confidence_stopped,slider_confidence_response,slider_confidence_rt,slider_confidence_started,slider_confidence_stopped,question_valueC_started,question_valueC_stopped,slider_valueC_response,slider_valueC_rt,question_valueA_started,question_valueA_stopped,slider_valueA_response,slider_valueA_rt,question_valueB_started,question_valueB_stopped,slider_valueB_response,slider_valueB_rt,Importance_First,Importance_Second,Importance_Third,question_diff_started,question_diff_stopped,slider_diffC_response,slider_diffC_rt,slider_diffB_response,slider_diffB_rt,slider_diffA_response,slider_diffA_rt,diff_First,diff_Second,diff_Third,button_3_started,button_3_stopped,text_2_started,text_2_stopped,Imagesdecision_started,question_diffC_started,question_diffC_stopped,question_diffB_started,question_diffB_stopped,question_diffA_started,question_diffA_stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,7,Plan your Sunday breakfast ,Stimuli/7A1.jpg,Stimuli/7A2.jpg,Stimuli/7A3.jpg,Stimuli/7B1.jpg,Stimuli/7B2.jpg,Stimuli/7B3.jpg,Stimuli/7C1.jpg,Stimuli/7C2.jpg,Stimuli/7C3.jpg,,,,,0,34,34,7,,,,,,,,2687.127282600006,None,2688.1416739999986,None,2694.1416920000047,None,"[0.304, -0.26]","[0.07, 0.393]","[-0.378, -0.136]","[0.066, -0.395]","[0.306, 0.255]","[-0.377, 0.138]","[-0.203, -0.347]","[0.399, -0.003]","[-0.2, 0.346]",,10.851497250332613,4.851843750322587,8.318702650329215,"[-0.3509259259259259, 0.39814814814814814, -0.37777777777777777]","[0.20833333333333334, -0.037037037037037035, -0.11944444444444445]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[4.842184699999052, 8.308907400001772, 10.842116200001328]",0.008764750324189663,10.850827650327119,['A3'],['B3'],['C2'],['yellow'],['salmon'],['blue'],2711.391063400006,None,10.0,1.6808364000025904,2711.391063400006,None,2721.0907195000036,None,10.0,3.5980378999956883,2725.2742071000102,None,10.0,4.998758000001544,2714.9745381000102,None,10.0,6.731089599998086,<function functionImportanceB at 0x00000258247A4510>,<function functionImportanceC at 0x0000025824D5BB70>,<function functionImportanceA at 0x00000258247A4C80>,,,5.0,4.998758000001544,-0.0,4.564401399999042,-0.0,3.5153748000011547,<function functiondiffB at 0x0000025824D5BC80>,<function functiondiffC at 0x0000025824D5B048>,<function functiondiffA at 0x0000025824D5B158>,,,,,2700.084335700012,2733.407264900001,None,2729.1407302000007,None,2735.8573265000014,None,30,001,2022_Jul_21_1117,2leo,2021.2.3,60.00553250681822,
3,9,Plan a picnic with friends,Stimuli/9A1.jpg,Stimuli/9A2.jpg,Stimuli/9A3.jpg,Stimuli/9B1.jpg,Stimuli/9B2.jpg,Stimuli/9B3.jpg,Stimuli/9C1.jpg,Stimuli/9C2.jpg,Stimuli/9C3.jpg,,,,,0,35,35,9,,,,,,,,2738.3927529000066,None,2739.407023000007,None,2745.4071738000057,None,"[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]","[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]","[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]",,23.257983400297235,17.524953900297987,16.12559610028984,"[0.062037037037037036, -0.21574074074074073, -0.31296296296296294]","[0.43425925925925923, 0.3648148148148148, 0.1685185185185185]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[16.11427740000363, 17.513997899994138, 23.24726560000272]",0.010273000298184343,23.257504800290917,['A1'],['B1'],['C2'],['yellow'],['salmon'],['blue'],2774.672786700001,None,9.0,2.4140508999989834,2774.672786700001,None,2807.505407000004,None,10.0,6.231603499996709,2797.4723819000064,None,0.0,10.098411999992095,2778.5061940000014,None,10.0,18.7307148000109,<function functionImportanceB at 0x0000025824D5B9D8>,<function functionImportanceA at 0x0000025824D5B488>,<function functionImportanceC at 0x0000025824D5B378>,,,10.0,10.098411999992095,-0.0,3.2307049999944866,0.0,3.6647951000049943,<function functiondiffB at 0x0000025824D5B840>,<function functiondiffA at 0x0000025824D5BD90>,<function functiondiffC at 0x00000258247A4D08>,,,,,2750.9606166000012,2819.605226300002,None,2812.5885666000104,None,2815.938534800007,None,30,001,2022_Jul_21_1117,2leo,2021.2.3,60.00553250681822,
3,39,Plan what kind of watch you want to buy,Stimuli/39A1.jpg,Stimuli/39A2.jpg,Stimuli/39A3.jpg,Stimuli/39B1.jpg,Stimuli/39B2.jpg,Stimuli/39B3.jpg,Stimuli/39C1.jpg,Stimuli/39C2.jpg,Stimuli/39C3.jpg,,,,,0,36,36,39,,,,,,,,2823.393033900007,None,2824.4047941000026,None,2830.4047745999997,None,"[-0.378, -0.136]","[0.304, -0.26]","[0.07, 0.393]","[-0.2, 0.346]","[-0.203, -0.347]","[0.399, -0.003]","[-0.377, 0.138]","[0.066, -0.395]","[0.306, 0.255]",,15.732389250013512,7.53295315001742,12.616115650016582,"[0.4462962962962963, 0.03333333333333333, 0.014814814814814815]","[0.03981481481481482, -0.3527777777777778, 0.3972222222222222]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[7.5313300999987405, 12.61436859999958, 15.731038600002648]",0.0007168500160332769,15.73166865001258,['A3'],['B3'],['C2'],['blue'],['yellow'],['salmon'],2847.8375140999997,None,10.0,2.0640987000078894,2847.8375140999997,None,2850.054329800012,None,-0.0,2.131394800002454,2852.154250000007,None,10.0,2.981859399995301,2855.137600400005,None,10.0,5.515098600008059,<function functionImportanceC at 0x000002582528E048>,<function functionImportanceA at 0x0000025824D5B1E0>,<function functionImportanceB at 0x0000025824D5B730>,,,0.0,2.981859399995301,10.0,1.931246000007377,-0.0,5.481620100006694,<function functiondiffA at 0x0000025824D5BAE8>,<function functiondiffB at 0x0000025824D5B0D0>,<function functiondiffC at 0x000002582528E400>,,,,,2831.620576500005,2868.070631900002,None,2866.120739500009,None,2860.6205354999984,None,30,001,2022_Jul_21_1117,2leo,2021.2.3,60.00553250681822,
3,27,Plan what festival to visit with your friends,Stimuli/27A1.jpg,Stimuli/27A2.jpg,Stimuli/27A3.jpg,Stimuli/27B1.jpg,Stimuli/27B2.jpg,Stimuli/27B3.jpg,Stimuli/27C1.jpg,Stimuli/27C2.jpg,Stimuli/27C3.jpg,,,,,0,37,37,27,,,,,,,,2870.3398441000027,None,2871.3537357000023,None,2877.353611700004,None,"[0.304, -0.26]","[0.07, 0.393]","[-0.378, -0.136]","[-0.203, -0.347]","[0.399, -0.003]","[-0.2, 0.346]","[0.066, -0.395]","[0.306, 0.255]","[-0.377, 0.138]",,12.078114749994711,5.428355650001322,29.91153275000397,"[0.43703703703703706, 0.1111111111111111, 0.29907407407407405]","[-0.001851851851851852, 0.337037037037037, 0.21203703703703702]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[5.412857300005271, 12.062958199996501, 29.895811499998672]",0.014642850001109764,29.910213049995946,['A2'],['B2'],['C2'],['yellow'],['blue'],['salmon'],2908.8691626000073,None,10.0,1.997108700001263,2908.8691626000073,None,2910.9192030999984,None,10.0,4.664541499994812,2917.619025100008,None,10.0,2.6652519999915967,2915.61929290001,None,10.0,1.9985825000039767,<function functionImportanceC at 0x000002582528E0D0>,<function functionImportanceB at 0x000002582528E1E0>,<function functionImportanceA at 0x0000025824D5BA60>,,,10.0,2.6652519999915967,0.0,2.19792089999828,10.0,2.231358700009878,<function functiondiffC at 0x000002581D994C80>,<function functiondiffB at 0x00000258247A4268>,<function functiondiffA at 0x0000025824D5BD08>,,,,,2878.4885666000046,2920.285727900002,None,2923.4690365999995,None,2925.685576300006,None,30,001,2022_Jul_21_1117,2leo,2021.2.3,60.00553250681822,
3,5,Plan a birthday party for your younger self when you turn eight,Stimuli/5A1.jpg,Stimuli/5A2.jpg,Stimuli/5A3.jpg,Stimuli/5B1.jpg,Stimuli/5B2.jpg,Stimuli/5B3.jpg,Stimuli/5C1.jpg,Stimuli/5C2.jpg,Stimuli/5C3.jpg,,,,,0,38,38,5,,,,,,,,2927.438503199999,None,2928.45203320001,None,2934.452098499998,None,"[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]","[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]","[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]",,20.12096760030545,29.57118340030138,14.021684200299205,"[-0.4083333333333333, -0.24444444444444444, -0.42407407407407405]","[0.18333333333333332, 0.3333333333333333, -0.1814814814814815]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[14.01941789999546, 20.119172399994568, 29.569160400002147]",0.0012622002977877855,29.57014860030904,['A2'],['B2'],['C2'],['blue'],['salmon'],['yellow'],2970.2843529000093,None,10.0,3.3965400000015507,2970.2843529000093,None,2985.1340938000067,None,10.0,2.232086599993636,2976.284294199999,None,0.0,6.297578899990185,2981.550840900003,None,-0.0,4.414950299993507,<function functionImportanceA at 0x0000025824D5B620>,<function functionImportanceB at 0x0000025824D5BE18>,<function functionImportanceC at 0x0000025824D5B510>,,,0.0,6.297578899990185,1.0,5.647792599993409,10.0,3.497734999997192,<function functiondiffA at 0x000002582528E158>,<function functiondiffB at 0x000002582528E598>,<function functiondiffC at 0x000002582528EBF8>,,,,,2940.2505063999997,2996.017197500012,None,2990.567269300009,None,2987.500733000008,None,30,001,2022_Jul_21_1117,2leo,2021.2.3,60.00553250681822,
3,20,Plan a tea party with your friends,Stimuli/20A1.jpg,Stimuli/20A2.jpg,Stimuli/20A3.jpg,Stimuli/20B1.jpg,Stimuli/20B2.jpg,Stimuli/20B3.jpg,Stimuli/20C1.jpg,Stimuli/20C2.jpg,Stimuli/20C3.jpg,,,,,0,39,39,20,,,,,,,,2998.1207817000104,None,2999.133575800006,None,3005.133521200012,None,"[0.306, 0.255]","[0.066, -0.395]","[-0.377, 0.138]","[0.07, 0.393]","[0.304, -0.26]","[-0.378, -0.136]","[0.399, -0.003]","[-0.203, -0.347]","[-0.2, 0.346]",,19.467593050183496,22.617640350188594,5.035113950187224,"[-0.2490740740740741, -0.3787037037037037, 0.001851851851851852]","[-0.31574074074074077, 0.15462962962962962, 0.4388888888888889]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[5.02838740000152, 19.46120860001247, 22.611175000012736]",0.005588550178799778,22.616817050176905,['A3'],['B1'],['C2'],['blue'],['salmon'],['yellow'],3031.8993158000085,None,10.0,2.0305246000061743,3031.8993158000085,None,3044.999165400004,None,-0.0,4.448390599995037,3049.5657409000123,None,0.0,4.031665100003011,3036.482761899999,None,10.0,10.981151300002239,<function functionImportanceB at 0x000002582528EAE8>,<function functionImportanceC at 0x000002582528E620>,<function functionImportanceA at 0x000002582528EF28>,,,10.0,4.031665100003011,0.0,2.7474027999996906,10.0,3.2645449000119697,<function functiondiffC at 0x00000258247A4598>,<function functiondiffB at 0x00000258247A4378>,<function functiondiffA at 0x000002581FA04AE8>,,,,,3008.8174788000033,3053.4824035000056,None,3056.6154243000055,None,3058.8155934000097,None,30,001,2022_Jul_21_1117,2leo,2021.2.3,60.00553250681822,
3,41,Plan how you want to have dinner tonight ,Stimuli/41A1.jpg,Stimuli/41A2.jpg,Stimuli/41A3.jpg,Stimuli/41B1.jpg,Stimuli/41B2.jpg,Stimuli/41B3.jpg,Stimuli/41C1.jpg,Stimuli/41C2.jpg,Stimuli/41C3.jpg,,,,,0,40,40,41,,,,,,,,3061.6199845000083,None,3062.6320455000096,None,3068.631921600012,None,"[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]","[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]","[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]",,3.960169450030662,17.20974165003281,10.476868050027406,"[0.28055555555555556, 0.3277777777777778, 0.4027777777777778]","[-0.20185185185185187, 0.23703703703703705, 0.03611111111111111]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[3.9444763000064995, 10.460839200008195, 17.1939168000099]",0.015092350033228286,17.20897525003238,['A3'],['B1'],['C1'],['yellow'],['salmon'],['blue'],3087.6812900000077,None,0.0,5.379962999999407,3087.6812900000077,None,3099.7642455000023,None,0.0,3.948165699999663,3096.5142286000046,None,10.0,3.0653634000045713,3093.197976399999,None,10.0,3.347220199997537,<function functionImportanceB at 0x000002582528ED08>,<function functionImportanceA at 0x000002582528E510>,<function functionImportanceC at 0x000002582528E488>,,,10.0,3.0653634000045713,0.0,3.098336900002323,6.0,6.447826899995562,<function functiondiffC at 0x000002582528EA60>,<function functiondiffA at 0x0000025824D5BF28>,<function functiondiffB at 0x000002581D9946A8>,,,,,3070.003005800012,3103.5477705000085,None,3113.1306945000106,None,3106.664209200011,None,30,001,2022_Jul_21_1117,2leo,2021.2.3,60.00553250681822,
3,37,Plan your cleaning routine ,Stimuli/37A1.jpg,Stimuli/37A2.jpg,Stimuli/37A3.jpg,Stimuli/37B1.jpg,Stimuli/37B2.jpg,Stimuli/37B3.jpg,Stimuli/37C1.jpg,Stimuli/37C2.jpg,Stimuli/37C3.jpg,,,,,0,41,41,37,,,,,,,,3115.7506897999992,None,3116.763891399998,None,3122.763869900009,None,"[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]","[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]","[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]",,13.698394150007516,7.732288450017222,23.59871455001121,"[-0.21944444444444444, -0.4398148148148148, -0.025, -0.007407407407407408]","[-0.275, -0.11666666666666667, -0.4027777777777778, -0.39814814814814814]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[7.714898099991842, 13.681433299992932, 22.914537299991935, 23.581060800002888]",0.016540250013349578,23.597212150009,['A1'],['B3'],['C3'],['blue'],['yellow'],['salmon'],3147.9630228000024,None,7.0,2.8969553999922937,3147.9630228000024,None,3155.046649600001,None,10.0,5.431857500007027,3150.930957500008,None,10.0,4.097670500006643,3160.4795108000108,None,0.0,2.432270300007076,<function functionImportanceA at 0x000002582528E7B8>,<function functionImportanceC at 0x0000025824D5BBF8>,<function functionImportanceB at 0x000002582528EC80>,,,3.0,4.097670500006643,3.0,5.431244899999001,-0.0,3.1979918999859365,<function functiondiffB at 0x00000258247A4E18>,<function functiondiffC at 0x00000258258B87B8>,<function functiondiffA at 0x000002582528E2F0>,,,,,3123.8977044000058,3168.3627396000084,None,3162.9128860000055,None,3170.428967800006,None,30,001,2022_Jul_21_1117,2leo,2021.2.3,60.00553250681822,
3,21,Plan your sandwich for lunch,Stimuli/21A1.jpg,Stimuli/21A2.jpg,Stimuli/21A3.jpg,Stimuli/21B1.jpg,Stimuli/21B2.jpg,Stimuli/21B3.jpg,Stimuli/21C1.jpg,Stimuli/21C2.jpg,Stimuli/21C3.jpg,,,,,0,42,42,21,,,,,,,,3173.1494247000082,None,3174.16228840001,None,3180.1624258000084,None,"[-0.2, 0.346]","[-0.203, -0.347]","[0.399, -0.003]","[-0.377, 0.138]","[0.066, -0.395]","[0.306, 0.255]","[-0.378, -0.136]","[0.304, -0.26]","[0.07, 0.393]",,25.576029950010707,18.210575550008798,22.80962315000943,"[0.3416666666666667, 0.2361111111111111, 0.3490740740740741]","[0.27037037037037037, -0.19722222222222222, -0.023148148148148147]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[18.20412189999479, 22.803089900000487, 25.569938300002832]",0.005492550015333109,25.575327850005124,['A3'],['B3'],['C2'],['blue'],['yellow'],['salmon'],3207.3614081000123,None,8.0,2.2801552999881096,3207.3614081000123,None,3209.7112911000004,None,10.0,5.465678200009279,3215.1947692000103,None,10.0,6.998542500004987,3222.194539300006,None,10.0,2.1484212999930605,<function functionImportanceC at 0x00000258258B8620>,<function functionImportanceA at 0x00000258247A4620>,<function functionImportanceB at 0x00000258258B86A8>,,,9.0,6.998542500004987,0.0,3.464363699997193,3.0,6.381018200001563,<function functiondiffB at 0x00000258247A46A8>,<function functiondiffA at 0x000002582528E730>,<function functiondiffC at 0x00000258258B8A60>,,,,,3181.304999800006,3234.2106187000027,None,3224.3445768000092,None,3227.8112425,None,30,001,2022_Jul_21_1117,2leo,2021.2.3,60.00553250681822,
3,0,Plan a barbecue,Stimuli/0A1.jpg,Stimuli/0A2.jpg,Stimuli/0A3.jpg,Stimuli/0B1.jpg,Stimuli/0B2.jpg,Stimuli/0B3.jpg,Stimuli/0C1.jpg,Stimuli/0C2.jpg,Stimuli/0C3.jpg,,,,,0,43,43,0,,,,,,,,3237.781322300012,None,3238.793966199999,None,3244.794076700011,None,"[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]","[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]","[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]",,13.521842950081918,21.521875250080484,24.438478550087893,"[-0.35648148148148145, -0.21388888888888888, -0.3685185185185185]","[-0.15462962962962962, 0.387037037037037, 0.15555555555555556]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[13.519827900003293, 21.519613299999037, 24.435973900006502]",0.0015771500911796466,24.43755105008313,['A1'],['B1'],['C1'],['yellow'],['salmon'],['blue'],3272.176460200004,None,1.0,3.262910599994939,3272.176460200004,None,3275.4932864,None,10.0,3.597596000006888,3280.4264005000005,None,10.0,5.348330199994962,3284.492937800009,None,1.0,8.015108200008399,<function functionImportanceC at 0x00000258258B8158>,<function functionImportanceA at 0x00000258258B8598>,<function functionImportanceB at 0x00000258258B82F0>,,,10.0,5.348330199994962,10.0,2.9812621000019135,0.0,2.648102099992684,<function functiondiffA at 0x000002582528EE18>,<function functiondiffB at 0x000002582528E840>,<function functiondiffC at 0x000002582528E268>,,,,,3247.270942700008,3298.159302100001,None,3295.159259600012,None,3292.8593573000107,None,30,001,2022_Jul_21_1117,2leo,2021.2.3,60.00553250681822,
3,13,Plan a romantic date this weekend,Stimuli/13A1.jpg,Stimuli/13A2.jpg,Stimuli/13A3.jpg,Stimuli/13B1.jpg,Stimuli/13B2.jpg,Stimuli/13B3.jpg,Stimuli/13C1.jpg,Stimuli/13C2.jpg,Stimuli/13C3.jpg,,,,,0,44,44,13,,,,,,,,3299.748361500009,None,3300.759075000009,None,3306.7590149000025,None,"[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]","[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]","[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]",,26.353464800020447,19.670627600018634,7.971367700025439,"[0.2351851851851852, -0.2712962962962963, -0.4074074074074074]","[0.2212962962962963, -0.33055555555555555, -0.11388888888888889]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[7.967174500008696, 19.666613399997004, 26.349883200004115]",0.003151600030832924,26.35300780001853,['A1'],['B3'],['C2'],['blue'],['salmon'],['yellow'],3334.8247570000094,None,8.0,2.8315271999890683,3334.8247570000094,None,3340.524900400007,None,10.0,3.5482923000090523,3344.141538900003,None,10.0,2.6482831000030274,3337.7749564000114,None,-0.0,2.7807085999957053,<function functionImportanceB at 0x00000258258B8048>,<function functionImportanceC at 0x00000258258B8AE8>,<function functionImportanceA at 0x00000258258B88C8>,,,10.0,2.6482831000030274,0.0,2.731956399991759,0.0,4.430169100000057,<function functiondiffC at 0x00000258258B8F28>,<function functiondiffB at 0x00000258258B8268>,<function functiondiffA at 0x000002582528E950>,,,,,3307.9899221000087,3346.7080136000004,None,3350.0746851000004,None,3352.8076852000086,None,30,001,2022_Jul_21_1117,2leo,2021.2.3,60.00553250681822,
