Condition,N_Scenario,written_scenario,ImageA1,ImageA2,ImageA3,ImageB1,ImageB2,ImageB3,ImageC1,ImageC2,ImageC3,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,button_2.started,button_2.stopped,button_2.numClicks,button_2.timesOn,button_2.timesOff,text.started,text.stopped,fixationcross1_started,fixationcross1_stopped,Scenario_started,Scenario_stopped,fixationcross2_started,fixationcross2_stopped,A1pos,A2pos,A3pos,B1pos,B2pos,B3pos,C1pos,C2pos,C3pos,﻿Imagesdecision_started,decisiontimeA,decisiontimeB,decisiontimeC,mouse_x,mouse_y,mouse_leftButton,mouse_midButton,mouse_rightButton,mouse_time,mouse_started,mouse_stopped,clicked_optionA,clicked_optionB,clicked_optionC,colour_category_A,colour_category_B,colour_category_C,question_confidence_started,question_confidence_stopped,slider_confidence_response,slider_confidence_rt,slider_confidence_started,slider_confidence_stopped,question_valueA_started,question_valueA_stopped,slider_valueA_response,slider_valueA_rt,question_valueB_started,question_valueB_stopped,slider_valueB_response,slider_valueB_rt,question_valueC_started,question_valueC_stopped,slider_valueC_response,slider_valueC_rt,Importance_First,Importance_Second,Importance_Third,question_diff_started,question_diff_stopped,slider_diffC_response,slider_diffC_rt,slider_diffB_response,slider_diffB_rt,slider_diffA_response,slider_diffA_rt,diff_First,diff_Second,diff_Third,button_3_started,button_3_stopped,text_2_started,text_2_stopped,Imagesdecision_started,question_diffC_started,question_diffC_stopped,question_diffB_started,question_diffB_stopped,question_diffA_started,question_diffA_stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,17,Plan a day in Barcelona with a friend who is new to the city,Stimuli/17A1.jpg,Stimuli/17A2.jpg,Stimuli/17A3.jpg,Stimuli/17B1.jpg,Stimuli/17B2.jpg,Stimuli/17B3.jpg,Stimuli/17C1.jpg,Stimuli/17C2.jpg,Stimuli/17C3.jpg,,,,,0,32,32,17,,,,,,,,2051.6814941000002,None,2052.6806274,None,2058.680638,None,"[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]","[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]","[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]",,13.731123300000945,4.481743800000913,5.848287100000562,"[-0.42962962962962964, 0.36018518518518516, 0.29259259259259257]","[0.14444444444444443, 0.030555555555555555, -0.22407407407407406]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[4.466267000000698, 5.832634000000326, 13.715814099999989]",0.014711000000716012,13.730308200000763,['A3'],['B2'],['C1'],['yellow'],['blue'],['salmon'],2074.0300073999997,None,7.0,5.346771100000296,2074.0300073999997,None,2082.0965920999997,None,3.0,3.015316800000619,2085.0966043,None,6.0,1.7318856000001688,2079.4632186999997,None,9.0,2.5973629999998593,<function functionImportanceC at 0x000001E582651598>,<function functionImportanceA at 0x000001E580CA6B70>,<function functionImportanceB at 0x000001E5826511E0>,,,1.0,3.015316800000619,2.0,4.197844199999963,9.0,2.198148299999957,<function functiondiffB at 0x000001E581134400>,<function functiondiffC at 0x000001E581777598>,<function functiondiffA at 0x000001E581134A60>,,,,,2059.8286862000004,2091.0296465,None,2086.8132555,None,2092.9632255000006,None,24,001,2022_Jul_20_1012,2leo,2021.2.3,59.97677699196371,
3,43,Plan your dream house,Stimuli/43A1.jpg,Stimuli/43A2.jpg,Stimuli/43A3.jpg,Stimuli/43B1.jpg,Stimuli/43B2.jpg,Stimuli/43B3.jpg,Stimuli/43C1.jpg,Stimuli/43C2.jpg,Stimuli/43C3.jpg,,,,,0,33,33,43,,,,,,,,2094.6804574,None,2095.6795223999998,None,2101.6795504,None,"[-0.2, 0.346]","[-0.203, -0.347]","[0.399, -0.003]","[-0.377, 0.138]","[0.066, -0.395]","[0.306, 0.255]","[-0.378, -0.136]","[0.304, -0.26]","[0.07, 0.393]",,18.88188161999915,21.498707419998937,7.449454419998801,"[0.08703703703703704, -0.20185185185185187, 0.11574074074074074]","[0.3296296296296296, 0.3712962962962963, -0.3648148148148148]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[7.433072700000594, 18.86620149999999, 21.48268900000039]",0.015265719998751592,21.497716019998734,['A1'],['B2'],['C3'],['blue'],['yellow'],['salmon'],2124.7787184,None,6.0,2.1636704000002283,2124.7787184,None,2131.2120700000005,None,8.0,2.2986643000003824,2133.4952164000006,None,6.0,3.065141699999913,2126.9952928000002,None,7.0,4.16447320000043,<function functionImportanceC at 0x000001E582651400>,<function functionImportanceA at 0x000001E582651AE8>,<function functionImportanceB at 0x000001E582651A60>,,,8.0,2.2986643000003824,8.0,2.547562300000209,5.0,3.647305299999971,<function functiondiffA at 0x000001E581777048>,<function functiondiffC at 0x000001E581134C80>,<function functiondiffB at 0x000001E581777730>,,,,,2102.8101974,2140.2280898,None,2144.5114991,None,2136.5618509000005,None,24,001,2022_Jul_20_1012,2leo,2021.2.3,59.97677699196371,
3,31,Plan your order at a restaurant    ,Stimuli/31A1.jpg,Stimuli/31A2.jpg,Stimuli/31A3.jpg,Stimuli/31B1.jpg,Stimuli/31B2.jpg,Stimuli/31B3.jpg,Stimuli/31C1.jpg,Stimuli/31C2.jpg,Stimuli/31C3.jpg,,,,,0,34,34,31,,,,,,,,2146.5789781000003,None,2147.5782492999997,None,2153.5784352,None,"[-0.203, -0.347]","[-0.2, 0.346]","[0.399, -0.003]","[0.066, -0.395]","[-0.377, 0.138]","[0.306, 0.255]","[0.304, -0.26]","[-0.378, -0.136]","[0.07, 0.393]",,12.349331279998296,9.88265797999884,14.649561479998738,"[0.3435185185185185, 0.39166666666666666, 0.15462962962962962]","[0.26944444444444443, 0.022222222222222223, 0.3731481481481482]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[9.865636300000006, 12.332544300000336, 14.632288900000276]",0.016172979998373194,14.648273479998352,['A3'],['B3'],['C3'],['yellow'],['salmon'],['blue'],2171.2608415000004,None,8.0,2.580405400000018,2171.2608415000004,None,2175.2940939,None,3.0,4.413982700000815,2178.3438759,None,8.0,2.14863669999977,2180.5441289,None,6.0,2.6484519000005093,<function functionImportanceA at 0x000001E582651D90>,<function functionImportanceB at 0x000001E582651E18>,<function functionImportanceC at 0x000001E582651378>,,,2.0,4.413982700000815,2.0,4.064334699999563,2.0,4.147847100000035,<function functiondiffB at 0x000001E582651730>,<function functiondiffA at 0x000001E5826512F0>,<function functiondiffC at 0x000001E582651EA0>,,,,,2156.1617459999998,2191.3937777,None,2183.1439903,None,2187.5608553,None,24,001,2022_Jul_20_1012,2leo,2021.2.3,59.97677699196371,
3,33,Plan the items to decorate your Christmas tree,Stimuli/33A1.jpg,Stimuli/33A2.jpg,Stimuli/33A3.jpg,Stimuli/33B1.jpg,Stimuli/33B2.jpg,Stimuli/33B3.jpg,Stimuli/33C1.jpg,Stimuli/33C2.jpg,Stimuli/33C3.jpg,,,,,0,35,35,33,,,,,,,,2193.247402,None,2194.2603486,None,2200.2602822,None,"[-0.378, -0.136]","[0.304, -0.26]","[0.07, 0.393]","[-0.377, 0.138]","[0.066, -0.395]","[0.306, 0.255]","[-0.2, 0.346]","[-0.203, -0.347]","[0.399, -0.003]",,3.7601205799992385,9.377228279999144,16.777802679998786,"[-0.3333333333333333, 0.35]","[-0.16666666666666666, 0.21574074074074073]","[1, 1]","[0, 0]","[0, 0]","[3.758116699999846, 9.374725700000454]",0.0016008799984774669,16.776118579999093,['A1'],['B3'],['C1'],['salmon'],['yellow'],['blue'],2219.1929559,None,8.0,2.8295648000002984,2219.1929559,None,2222.6596607,None,6.0,7.880685699999958,2229.9758217999997,None,6.0,2.0317803999996613,2232.0593061,None,6.0,1.8150926999996955,<function functionImportanceA at 0x000001E582651B70>,<function functionImportanceB at 0x000001E582651950>,<function functionImportanceC at 0x000001E582651D08>,,,2.0,7.880685699999958,4.0,5.597561399999904,2.0,5.397863500000312,<function functiondiffB at 0x000001E582651F28>,<function functiondiffC at 0x000001E582651268>,<function functiondiffA at 0x000001E581777D90>,,,,,2201.9456904999997,2239.4602739,None,2233.8426126000004,None,2242.1421147,None,24,001,2022_Jul_20_1012,2leo,2021.2.3,59.97677699196371,
3,41,Plan how you want to have dinner tonight ,Stimuli/41A1.jpg,Stimuli/41A2.jpg,Stimuli/41A3.jpg,Stimuli/41B1.jpg,Stimuli/41B2.jpg,Stimuli/41B3.jpg,Stimuli/41C1.jpg,Stimuli/41C2.jpg,Stimuli/41C3.jpg,,,,,0,36,36,41,,,,,,,,2246.9435373000006,None,2247.9586983,None,2253.9589541000005,None,"[-0.377, 0.138]","[0.066, -0.395]","[0.306, 0.255]","[-0.2, 0.346]","[-0.203, -0.347]","[0.399, -0.003]","[-0.378, -0.136]","[0.304, -0.26]","[0.07, 0.393]",,2.5302339999998367,14.396802299999763,20.830137099999774,"[-0.375, -0.15925925925925927, 0.04814814814814815]","[0.16296296296296298, 0.3425925925925926, 0.36944444444444446]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[2.524959000000308, 14.391264000000774, 20.824157600000035]",0.004863699999987148,20.829007000000274,['A1'],['B1'],['C3'],['yellow'],['blue'],['salmon'],2276.5912500000004,None,8.0,6.080337000000327,2276.5912500000004,None,2286.4744569000004,None,8.0,4.364872899999682,2282.7425012000003,None,8.0,3.6812270000000353,2290.9911631000004,None,8.0,2.4147926999994525,<function functionImportanceB at 0x000001E5813ED730>,<function functionImportanceA at 0x000001E5813EDD08>,<function functionImportanceC at 0x000001E582651488>,,,4.0,4.364872899999682,7.0,2.9311970999997357,2.0,2.27976260000014,<function functiondiffC at 0x000001E5811342F0>,<function functiondiffA at 0x000001E581777B70>,<function functiondiffB at 0x000001E5826516A8>,,,,,2255.2834172000003,2293.2577538000005,None,2300.4575366999998,None,2298.1577285000003,None,24,001,2022_Jul_20_1012,2leo,2021.2.3,59.97677699196371,
3,15,Plan your own Pasta for lunch,Stimuli/15A1.jpg,Stimuli/15A2.jpg,Stimuli/15A3.jpg,Stimuli/15B1.jpg,Stimuli/15B2.jpg,Stimuli/15B3.jpg,Stimuli/15C1.jpg,Stimuli/15C2.jpg,Stimuli/15C3.jpg,,,,,0,37,37,15,,,,,,,,2302.9099568,None,2303.9239766,None,2309.923928,None,"[0.304, -0.26]","[-0.378, -0.136]","[0.07, 0.393]","[-0.203, -0.347]","[-0.2, 0.346]","[0.399, -0.003]","[0.066, -0.395]","[-0.377, 0.138]","[0.306, 0.255]",,12.140507099999013,8.175216599998748,9.240650999999161,"[-0.16111111111111112, -0.39351851851851855, 0.05]","[0.31574074074074077, 0.1398148148148148, 0.387037037037037]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[8.159093899999789, 9.224312800000007, 12.124541299999692]",0.01533719999861205,12.139580399999431,['A3'],['B2'],['C2'],['blue'],['salmon'],['yellow'],2324.4233783,None,9.0,1.7963705000001937,2324.4233783,None,2326.3735839,None,9.0,3.39816029999929,2329.6734453,None,9.0,3.398516600000221,2333.8232789000003,None,9.0,3.1317606000002343,<function functionImportanceA at 0x000001E582651620>,<function functionImportanceB at 0x000001E5813EDBF8>,<function functionImportanceC at 0x000001E582B338C8>,,,1.0,3.39816029999929,1.0,3.147862400000122,5.0,4.231622700000116,<function functiondiffB at 0x000001E582651048>,<function functiondiffC at 0x000001E581134488>,<function functiondiffA at 0x000001E582651C80>,,,,,2311.8283554,2339.5566237000003,None,2336.2397129,None,2341.3398112000004,None,24,001,2022_Jul_20_1012,2leo,2021.2.3,59.97677699196371,
3,34,Plan what car you want to buy,Stimuli/34A1.jpg,Stimuli/34A2.jpg,Stimuli/34A3.jpg,Stimuli/34B1.jpg,Stimuli/34B2.jpg,Stimuli/34B3.jpg,Stimuli/34C1.jpg,Stimuli/34C2.jpg,Stimuli/34C3.jpg,,,,,0,38,38,34,,,,,,,,2345.0914197,None,2346.1064624,None,2352.1063215000004,None,"[-0.377, 0.138]","[0.066, -0.395]","[0.306, 0.255]","[-0.2, 0.346]","[-0.203, -0.347]","[0.399, -0.003]","[-0.378, -0.136]","[0.304, -0.26]","[0.07, 0.393]",,15.99325829999816,18.460389899998518,20.494057399998383,"[-0.3333333333333333, -0.18611111111111112, 0.06296296296296296]","[0.14351851851851852, 0.3074074074074074, 0.34074074074074073]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[15.989932199999203, 18.45684209999945, 20.490060399999493]",0.0028794999980163993,20.492622099998698,['A1'],['B1'],['C3'],['salmon'],['yellow'],['blue'],2376.1388091,None,4.0,3.5301084000002447,2376.1388091,None,2385.0888076,None,7.0,3.4152956999996604,2380.6888089000004,None,5.0,4.347773399999824,2387.5551772,None,3.0,3.364930899999308,<function functionImportanceB at 0x000001E582B337B8>,<function functionImportanceA at 0x000001E582651510>,<function functionImportanceC at 0x000001E582B336A8>,,,9.0,3.4152956999996604,5.0,2.7646036999994976,9.0,3.081215600000178,<function functiondiffA at 0x000001E5826519D8>,<function functiondiffC at 0x000001E582B33268>,<function functiondiffB at 0x000001E5826518C8>,,,,,2355.1815848000006,2393.9881978000003,None,2397.1883871,None,2391.2385395,None,24,001,2022_Jul_20_1012,2leo,2021.2.3,59.97677699196371,
3,16,Plan a delicious cake for the birthday of a friend,Stimuli/16A1.jpg,Stimuli/16A2.jpg,Stimuli/16A3.jpg,Stimuli/16B1.jpg,Stimuli/16B2.jpg,Stimuli/16B3.jpg,Stimuli/16C1.jpg,Stimuli/16C2.jpg,Stimuli/16C3.jpg,,,,,0,39,39,16,,,,,,,,2399.2426459,None,2400.2547320000003,None,2406.2548978000004,None,"[-0.203, -0.347]","[0.399, -0.003]","[-0.2, 0.346]","[0.066, -0.395]","[0.306, 0.255]","[-0.377, 0.138]","[0.304, -0.26]","[0.07, 0.393]","[-0.378, -0.136]",,9.430292880000707,7.464482380000845,11.197410980000313,"[-0.39444444444444443, -0.21203703703703702, 0.11018518518518519]","[0.15092592592592594, -0.3435185185185185, 0.3685185185185185]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[7.458970700000464, 9.425262400000065, 11.191774300000361]",0.004631980000340263,11.196303380000245,['A1'],['B3'],['C2'],['yellow'],['blue'],['salmon'],2419.3542356,None,7.0,2.430634700000155,2419.3542356,None,2430.0372533,None,5.0,2.115155199999208,2422.0877222,None,5.0,8.147919099999854,2432.2209717000005,None,7.0,2.632052200000544,<function functionImportanceB at 0x000001E582B33048>,<function functionImportanceA at 0x000001E582B33AE8>,<function functionImportanceC at 0x000001E582B332F0>,,,1.0,2.115155199999208,4.0,2.1813262000005125,3.0,1.6129958000001352,<function functiondiffC at 0x000001E582B330D0>,<function functiondiffB at 0x000001E582B33D90>,<function functiondiffA at 0x000001E581777EA0>,,,,,2407.6779566000005,2434.7873986000004,None,2438.5373187000005,None,2440.7040782000004,None,24,001,2022_Jul_20_1012,2leo,2021.2.3,59.97677699196371,
3,38,Plan how you want to go for a run,Stimuli/38A1.jpg,Stimuli/38A2.jpg,Stimuli/38A3.jpg,Stimuli/38B1.jpg,Stimuli/38B2.jpg,Stimuli/38B3.jpg,Stimuli/38C1.jpg,Stimuli/38C2.jpg,Stimuli/38C3.jpg,,,,,0,40,40,38,,,,,,,,2441.8394031,None,2442.8537643,None,2448.8537421,None,"[0.306, 0.255]","[0.066, -0.395]","[-0.377, 0.138]","[0.399, -0.003]","[-0.203, -0.347]","[-0.2, 0.346]","[0.07, 0.393]","[0.304, -0.26]","[-0.378, -0.136]",,12.389144059999126,8.98945165999885,7.356187059999684,"[0.06481481481481481, 0.40555555555555556, 0.06666666666666667]","[0.33796296296296297, 0.022222222222222223, -0.38333333333333336]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[7.353242099999989, 8.986795299999358, 12.38663219999944]",0.0019025599995075027,12.388453059998938,['A2'],['B1'],['C1'],['salmon'],['yellow'],['blue'],2462.9199150000004,None,7.0,2.364737900000364,2462.9199150000004,None,2471.7196534000004,None,7.0,2.1485868999998274,2469.6367775999997,None,8.0,2.065446999999949,2465.419863,None,5.0,4.265051600000334,<function functionImportanceC at 0x000001E581D87158>,<function functionImportanceB at 0x000001E582B33598>,<function functionImportanceA at 0x000001E582B33C80>,,,3.0,2.1485868999998274,1.0,2.964645300000484,3.0,3.030775299999732,<function functiondiffC at 0x000001E582B33E18>,<function functiondiffA at 0x000001E582651BF8>,<function functiondiffB at 0x000001E582B33840>,,,,,2450.0492507999998,2473.8696388,None,2479.7529734,None,2476.7029269000004,None,24,001,2022_Jul_20_1012,2leo,2021.2.3,59.97677699196371,
3,35,Plan how you want to do your grocery shopping ,Stimuli/35A1.jpg,Stimuli/35A2.jpg,Stimuli/35A3.jpg,Stimuli/35B1.jpg,Stimuli/35B2.jpg,Stimuli/35B3.jpg,Stimuli/35C1.jpg,Stimuli/35C2.jpg,Stimuli/35C3.jpg,,,,,0,41,41,35,,,,,,,,2482.2384271,None,2483.2525691,None,2489.2527349,None,"[-0.203, -0.347]","[0.399, -0.003]","[-0.2, 0.346]","[0.066, -0.395]","[0.306, 0.255]","[-0.377, 0.138]","[0.304, -0.26]","[0.07, 0.393]","[-0.378, -0.136]",,19.167460839999876,10.051467039999807,5.3354746400000295,"[-0.38055555555555554, 0.06759259259259259, -0.15462962962962962]","[-0.08333333333333333, -0.34629629629629627, -0.3111111111111111]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[5.326540600000044, 10.042975599999409, 19.15924769999947]",0.007791940000061004,19.166975340000135,['A1'],['B1'],['C3'],['blue'],['salmon'],['yellow'],2510.1019686,None,5.0,3.580365400000119,2510.1019686,None,2524.2015068,None,6.0,2.398431399999936,2513.8186760999997,None,7.0,4.097837199999958,2517.8686294999998,None,4.0,6.298220599999695,<function functionImportanceB at 0x000001E581D87048>,<function functionImportanceC at 0x000001E581D87730>,<function functionImportanceA at 0x000001E5811341E0>,,,2.0,2.398431399999936,9.0,4.1646119000006365,3.0,3.1478016999999454,<function functiondiffA at 0x000001E582B33400>,<function functiondiffC at 0x000001E581D87EA0>,<function functiondiffB at 0x000001E582B33730>,,,,,2490.4604405,2529.7350197000005,None,2532.6681331,None,2526.5682566000005,None,24,001,2022_Jul_20_1012,2leo,2021.2.3,59.97677699196371,
3,9,Plan a picnic with friends,Stimuli/9A1.jpg,Stimuli/9A2.jpg,Stimuli/9A3.jpg,Stimuli/9B1.jpg,Stimuli/9B2.jpg,Stimuli/9B3.jpg,Stimuli/9C1.jpg,Stimuli/9C2.jpg,Stimuli/9C3.jpg,,,,,0,42,42,9,,,,,,,,2536.3371374,None,2537.3513881999997,None,2543.3513821000006,None,"[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]","[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]","[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]",,7.267616239993913,9.717851039994457,5.551749939993897,"[0.08796296296296297, -0.2037037037037037, -0.3287037037037037]","[-0.3416666666666667, 0.3296296296296296, -0.06296296296296296]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[5.539349499999844, 7.255899800000407, 9.705848700000388]",0.011311039994325256,9.716920139994727,['A1'],['B1'],['C3'],['blue'],['yellow'],['salmon'],2558.8672316,None,9.0,7.0802905000000464,2558.8672316,None,2572.9172438000005,None,5.0,3.448476600000504,2576.2004081000005,None,7.0,3.581695099999706,2567.467248,None,5.0,5.397717200000443,<function functionImportanceC at 0x000001E581D876A8>,<function functionImportanceA at 0x000001E581D87950>,<function functionImportanceB at 0x000001E581D87BF8>,,,3.0,3.448476600000504,3.0,6.380960200000118,2.0,7.214299600000231,<function functiondiffB at 0x000001E582B33950>,<function functiondiffA at 0x000001E5826510D0>,<function functiondiffC at 0x000001E581D87D90>,,,,,2548.6959794000004,2592.5499846000002,None,2578.8335832000002,None,2585.3501742,None,24,001,2022_Jul_20_1012,2leo,2021.2.3,59.97677699196371,
3,2,Plan which ingredients you want to use for cooking dinner today,Stimuli/2A1.jpg,Stimuli/2A2.jpg,Stimuli/2A3.jpg,Stimuli/2B1.jpg,Stimuli/2B2.jpg,Stimuli/2B3.jpg,Stimuli/2C1.jpg,Stimuli/2C2.jpg,Stimuli/2C3.jpg,,,,,0,43,43,2,,,,,,,,2598.9691426,None,2599.982905,None,2605.982903,None,"[0.07, 0.393]","[0.304, -0.26]","[-0.378, -0.136]","[0.399, -0.003]","[-0.203, -0.347]","[-0.2, 0.346]","[0.306, 0.255]","[0.066, -0.395]","[-0.377, 0.138]",,10.244678859992746,11.128171559992552,7.111768159992607,"[0.08055555555555556, -0.3055555555555556, -0.19814814814814816]","[-0.33055555555555555, -0.1537037037037037, 0.3888888888888889]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[7.1067597000001115, 10.240062599999874, 11.123267099999794]",0.003997859992523445,11.127197459993113,['A3'],['B3'],['C2'],['blue'],['salmon'],['yellow'],2623.7321457,None,7.0,2.363410400000248,2623.7321457,None,2639.0675164000004,None,5.0,3.8483777000001282,2629.4657094000004,None,5.0,7.697584499999721,2634.5492381000004,None,8.0,3.9816628999997192,<function functionImportanceB at 0x000001E581D87598>,<function functionImportanceC at 0x000001E581D87D08>,<function functionImportanceA at 0x000001E581D87B70>,,,0.0,3.8483777000001282,2.0,4.980243500000142,7.0,4.8494110999999975,<function functiondiffB at 0x000001E582B33510>,<function functiondiffC at 0x000001E581D87C80>,<function functiondiffA at 0x000001E582B33D08>,,,,,2612.1432022,2646.8816779,None,2642.5485599000003,None,2651.0817968,None,24,001,2022_Jul_20_1012,2leo,2021.2.3,59.97677699196371,
3,21,Plan your sandwich for lunch,Stimuli/21A1.jpg,Stimuli/21A2.jpg,Stimuli/21A3.jpg,Stimuli/21B1.jpg,Stimuli/21B2.jpg,Stimuli/21B3.jpg,Stimuli/21C1.jpg,Stimuli/21C2.jpg,Stimuli/21C3.jpg,,,,,0,44,44,21,,,,,,,,2655.1513339000003,None,2656.1648059,None,2662.1649638,None,"[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]","[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]","[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]",,2.9142692799987344,6.998190179998346,5.6494333799983,"[-0.17037037037037037, 0.33611111111111114, 0.06851851851851852]","[0.38981481481481484, 0.26666666666666666, 0.4305555555555556]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[2.8993319999999585, 5.649184500000047, 6.982907999999952]",0.014514579998831323,6.997161079998477,['A1'],['B2'],['C2'],['yellow'],['salmon'],['blue'],2670.7977640999998,None,9.0,2.729873199999929,2670.7977640999998,None,2677.7143812000004,None,8.0,2.031761799999913,2679.7977046000005,None,4.0,3.2983659000001353,2673.6143836,None,8.0,4.064238599999953,<function functionImportanceC at 0x000001E581D87840>,<function functionImportanceA at 0x000001E581D87620>,<function functionImportanceB at 0x000001E581D87268>,,,2.0,2.031761799999913,1.0,6.564611900000273,1.0,3.6145182999998724,<function functiondiffC at 0x000001E5820BB840>,<function functiondiffA at 0x000001E581D877B8>,<function functiondiffB at 0x000001E581D879D8>,,,,,2663.3302409,2683.0142408,None,2690.0807110000005,None,2686.447241,None,24,001,2022_Jul_20_1012,2leo,2021.2.3,59.97677699196371,
