Condition,N_Scenario,written_scenario,ImageA1,ImageA2,ImageA3,ImageB1,ImageB2,ImageB3,ImageC1,ImageC2,ImageC3,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,button_2.started,button_2.stopped,button_2.numClicks,button_2.timesOn,button_2.timesOff,text.started,text.stopped,fixationcross1_started,fixationcross1_stopped,Scenario_started,Scenario_stopped,fixationcross2_started,fixationcross2_stopped,A1pos,A2pos,A3pos,B1pos,B2pos,B3pos,C1pos,C2pos,C3pos,﻿Imagesdecision_started,decisiontimeA,decisiontimeB,decisiontimeC,mouse_x,mouse_y,mouse_leftButton,mouse_midButton,mouse_rightButton,mouse_time,mouse_started,mouse_stopped,clicked_optionA,clicked_optionB,clicked_optionC,colour_category_A,colour_category_B,colour_category_C,question_confidence_started,question_confidence_stopped,slider_confidence_response,slider_confidence_rt,slider_confidence_started,slider_confidence_stopped,question_valueA_started,question_valueA_stopped,slider_valueA_response,slider_valueA_rt,question_valueC_started,question_valueC_stopped,slider_valueC_response,slider_valueC_rt,question_valueB_started,question_valueB_stopped,slider_valueB_response,slider_valueB_rt,Importance_First,Importance_Second,Importance_Third,question_diff_started,question_diff_stopped,slider_diffB_response,slider_diffB_rt,slider_diffC_response,slider_diffC_rt,slider_diffA_response,slider_diffA_rt,diff_First,diff_Second,diff_Third,button_3_started,button_3_stopped,text_2_started,text_2_stopped,Imagesdecision_started,question_diffC_started,question_diffC_stopped,question_diffA_started,question_diffA_stopped,question_diffB_started,question_diffB_stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,34,Plan what car you want to buy,Stimuli/34A1.jpg,Stimuli/34A2.jpg,Stimuli/34A3.jpg,Stimuli/34B1.jpg,Stimuli/34B2.jpg,Stimuli/34B3.jpg,Stimuli/34C1.jpg,Stimuli/34C2.jpg,Stimuli/34C3.jpg,,,,,0,13,13,34,,,,,,,,1050.1521377999998,None,1051.1520771,None,1057.1522710999998,None,"[0.304, -0.26]","[0.07, 0.393]","[-0.378, -0.136]","[0.066, -0.395]","[0.306, 0.255]","[-0.377, 0.138]","[-0.203, -0.347]","[0.399, -0.003]","[-0.2, 0.346]",,9.548866779999116,5.665956679998999,13.466364779999367,"[0.05555555555555555, 0.35462962962962963, 0.3712962962962963]","[-0.3685185185185185, -0.2712962962962963, 0.017592592592592594]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[5.654892300000029, 9.538099099999727, 13.454930299999887]",0.010330779999094375,13.465004279998993,['A1'],['B1'],['C2'],['yellow'],['blue'],['salmon'],1074.1681866,None,10.0,2.646675399999822,1074.1681866,None,1083.3681133999999,None,9.0,3.8152216000003136,1076.8851267999999,None,8.0,5.4484041999999135,1087.1349082000002,None,7.0,4.598284100000001,<function functionImportanceC at 0x0000028B08450510>,<function functionImportanceA at 0x0000028B092049D8>,<function functionImportanceB at 0x0000028B07DB0048>,,,4.0,6.297583800000211,2.0,3.8152216000003136,1.0,6.297566799999913,<function functiondiffB at 0x0000028B084508C8>,<function functiondiffA at 0x0000028B08450D08>,<function functiondiffC at 0x0000028B08587AE8>,,,,,1060.2451342,1103.4009197,None,1097.4343982999999,None,1091.0020562,None,1,001,2022_Jun_13_0901,2leo,2021.2.3,60.001428034001336,
3,11,Plan a hike in nature on a free day,Stimuli/11A1.jpg,Stimuli/11A2.jpg,Stimuli/11A3.jpg,Stimuli/11B1.jpg,Stimuli/11B2.jpg,Stimuli/11B3.jpg,Stimuli/11C1.jpg,Stimuli/11C2.jpg,Stimuli/11C3.jpg,,,,,0,14,14,11,,,,,,,,1108.1672856999999,None,1109.1675862000002,None,1115.1672552999999,None,"[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]","[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]","[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]",,11.283995830000094,4.450676229999772,8.517707829999836,"[0.3648148148148148, 0.3296296296296296, 0.09074074074074075]","[0.008333333333333333, 0.21944444444444444, 0.44166666666666665]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[4.440592999999808, 8.50738659999979, 11.274167300000045]",0.009319729999788251,11.283160829999815,['A2'],['B2'],['C2'],['salmon'],['yellow'],['blue'],1128.0667036999998,None,8.0,2.480445800000325,1128.0667036999998,None,1136.5333873,None,9.0,2.998330800000076,1139.5333295,None,5.0,3.181706999999733,1130.6502065,None,8.0,5.881098500000007,<function functionImportanceB at 0x0000028B0985C510>,<function functionImportanceA at 0x0000028B08587268>,<function functionImportanceC at 0x0000028B0985C620>,,,3.0,3.7315476999997372,4.0,2.998330800000076,0.0,6.714535500000238,<function functiondiffA at 0x0000028B084502F0>,<function functiondiffB at 0x0000028B08450158>,<function functiondiffC at 0x0000028B0985C2F0>,,,,,1116.3078603999998,1153.1831054,None,1142.6998752,None,1149.4332009999998,None,1,001,2022_Jun_13_0901,2leo,2021.2.3,60.001428034001336,
3,0,Plan a barbecue,Stimuli/0A1.jpg,Stimuli/0A2.jpg,Stimuli/0A3.jpg,Stimuli/0B1.jpg,Stimuli/0B2.jpg,Stimuli/0B3.jpg,Stimuli/0C1.jpg,Stimuli/0C2.jpg,Stimuli/0C3.jpg,,,,,0,15,15,0,,,,,,,,1169.8657073999998,None,1170.8660349000002,None,1176.8658455,None,"[0.304, -0.26]","[0.07, 0.393]","[-0.378, -0.136]","[-0.203, -0.347]","[0.399, -0.003]","[-0.2, 0.346]","[0.066, -0.395]","[0.306, 0.255]","[-0.377, 0.138]",,7.434851889999663,3.9186023899997053,11.102073889999701,"[-0.16574074074074074, 0.3138888888888889, 0.1]","[-0.3611111111111111, -0.29444444444444445, -0.34629629629629627]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[3.9178603999998813, 7.434361099999933, 11.101065599999856]",4.859000000578817e-05,11.101007490000029,['A1'],['B1'],['C1'],['blue'],['yellow'],['salmon'],1190.9152531,None,8.0,2.5970949000002292,1190.9152531,None,1205.6146893,None,6.0,7.28152769999997,1198.9650720999998,None,2.0,5.2985663999998,1193.5818491999999,None,1.0,5.380806200000279,<function functionImportanceB at 0x0000028B0985CEA0>,<function functionImportanceC at 0x0000028B0985CD08>,<function functionImportanceA at 0x0000028B0985C488>,,,3.0,3.381694499999867,6.0,7.28152769999997,1.0,4.598037799999929,<function functiondiffC at 0x0000028B07DB08C8>,<function functiondiffB at 0x0000028B0985C378>,<function functiondiffA at 0x0000028B0985CAE8>,,,,,1179.3431891999999,1211.5649124000001,None,1219.8479647999998,None,1216.0480693,None,1,001,2022_Jun_13_0901,2leo,2021.2.3,60.001428034001336,
3,30,Plan your sport work out for tomorrow,Stimuli/30A1.jpg,Stimuli/30A2.jpg,Stimuli/30A3.jpg,Stimuli/30B1.jpg,Stimuli/30B2.jpg,Stimuli/30B3.jpg,Stimuli/30C1.jpg,Stimuli/30C2.jpg,Stimuli/30C3.jpg,,,,,0,16,16,30,,,,,,,,1223.5639974,None,1224.5642521999998,None,1230.5643116,None,"[0.306, 0.255]","[0.066, -0.395]","[-0.377, 0.138]","[0.07, 0.393]","[0.304, -0.26]","[-0.378, -0.136]","[0.399, -0.003]","[-0.203, -0.347]","[-0.2, 0.346]",,9.721073769999293,3.588132869999299,15.204606469999362,"[0.05555555555555555, 0.3425925925925926, -0.18981481481481483]","[0.33055555555555555, 0.30462962962962964, -0.3685185185185185]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[3.5759977000002436, 9.709191400000236, 15.192155100000036]",0.01146096999900692,15.20347566999908,['A1'],['B1'],['C2'],['yellow'],['salmon'],['blue'],1247.4135837,None,5.0,2.431065900000249,1247.4135837,None,1261.4799394000001,None,10.0,5.881565000000137,1256.8636339,None,3.0,4.564851600000111,1249.9636254000002,None,9.0,6.931162699999732,<function functionImportanceB at 0x0000028B0985C950>,<function functionImportanceC at 0x0000028B0985C730>,<function functionImportanceA at 0x0000028B084509D8>,,,0.0,3.264528700000028,5.0,5.881565000000137,7.0,4.11414539999987,<function functiondiffA at 0x0000028B07DB07B8>,<function functiondiffB at 0x0000028B0985C598>,<function functiondiffC at 0x0000028B0985CF28>,,,,,1231.7362021,1274.7298165000002,None,1267.3131448999998,None,1271.4630778,None,1,001,2022_Jun_13_0901,2leo,2021.2.3,60.001428034001336,
3,15,Plan your own Pasta for lunch,Stimuli/15A1.jpg,Stimuli/15A2.jpg,Stimuli/15A3.jpg,Stimuli/15B1.jpg,Stimuli/15B2.jpg,Stimuli/15B3.jpg,Stimuli/15C1.jpg,Stimuli/15C2.jpg,Stimuli/15C3.jpg,,,,,0,17,17,15,,,,,,,,1278.1629248999998,None,1279.1644554999998,None,1285.1796633999998,None,"[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]","[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]","[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]",,6.338280479999867,9.741317179999896,12.97230548000016,"[0.3175925925925926, 0.06851851851851852, -0.13425925925925927]","[0.2324074074074074, 0.3314814814814815, -0.28425925925925927]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[6.322483199999624, 9.723904599999969, 12.955850299999838]",0.015395379999972647,12.971042380000199,['A1'],['B1'],['C3'],['salmon'],['blue'],['yellow'],1300.5122311,None,7.0,3.9636931999998524,1300.5122311,None,1313.8785395999998,None,2.0,4.1984195,1308.645739,None,8.0,5.84804209999993,1304.5291054999998,None,10.0,3.3808601999999155,<function functionImportanceB at 0x0000028B08450378>,<function functionImportanceC at 0x0000028B0B48B730>,<function functionImportanceA at 0x0000028B07DB0BF8>,,,5.0,4.214521200000036,2.0,4.1984195,9.0,4.281199199999719,<function functiondiffA at 0x0000028B0985C048>,<function functiondiffC at 0x0000028B08450EA0>,<function functiondiffB at 0x0000028B0985CE18>,,,,,1287.0860621000002,1322.4285715,None,1317.9952534999998,None,1329.4949502999998,None,1,001,2022_Jun_13_0901,2leo,2021.2.3,60.001428034001336,
3,43,Plan your dream house,Stimuli/43A1.jpg,Stimuli/43A2.jpg,Stimuli/43A3.jpg,Stimuli/43B1.jpg,Stimuli/43B2.jpg,Stimuli/43B3.jpg,Stimuli/43C1.jpg,Stimuli/43C2.jpg,Stimuli/43C3.jpg,,,,,0,18,18,43,,,,,,,,1333.2282939000002,None,1334.2297135,None,1340.2450029000001,None,"[0.07, 0.393]","[0.304, -0.26]","[-0.378, -0.136]","[0.306, 0.255]","[0.066, -0.395]","[-0.377, 0.138]","[0.399, -0.003]","[-0.203, -0.347]","[-0.2, 0.346]",,15.683948429999873,3.6513786299997264,8.501706829999875,"[-0.3212962962962963, -0.1824074074074074, 0.05925925925925926]","[0.09259259259259259, 0.3101851851851852, 0.31851851851851853]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[3.640941699999985, 8.49098499999991, 15.674016699999811]",0.00952432999974917,15.683251429999927,['A1'],['B3'],['C3'],['blue'],['salmon'],['yellow'],1357.5441154999999,None,3.0,3.82980039999984,1357.5441154999999,None,1369.6607181999998,None,7.0,4.482006400000046,1365.6274137999999,None,8.0,3.9987356999999975,1361.4274132,None,2.0,4.164530500000183,<function functionImportanceB at 0x0000028B0B48B598>,<function functionImportanceC at 0x0000028B0B48B620>,<function functionImportanceA at 0x0000028B08450268>,,,4.0,4.864550400000098,3.0,4.482006400000046,7.0,5.397559900000033,<function functiondiffA at 0x0000028B0985C8C8>,<function functiondiffC at 0x0000028B0B48B1E0>,<function functiondiffB at 0x0000028B0985CA60>,,,,,1341.3864045999999,1379.5271051999998,None,1374.1106254000001,None,1383.0436879,None,1,001,2022_Jun_13_0901,2leo,2021.2.3,60.001428034001336,
3,10,Plan a restaurant visit with your family on the weekend ,Stimuli/10A1.jpg,Stimuli/10A2.jpg,Stimuli/10A3.jpg,Stimuli/10B1.jpg,Stimuli/10B2.jpg,Stimuli/10B3.jpg,Stimuli/10C1.jpg,Stimuli/10C2.jpg,Stimuli/10C3.jpg,,,,,0,19,19,10,,,,,,,,1387.4268225,None,1388.4265811,None,1394.4265912,None,"[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]","[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]","[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]",,17.86922844999981,6.536221849999947,3.686695249999957,"[0.06851851851851852, -0.21574074074074073, -0.40555555555555556]","[-0.32037037037037036, -0.3111111111111111, -0.1824074074074074]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[3.669155100000353, 6.518812300000263, 17.85227050000003]",0.01646474999961356,17.86830594999992,['A2'],['B3'],['C3'],['salmon'],['yellow'],['blue'],1416.6924820999998,None,4.0,3.69717589999982,1416.6924820999998,None,1420.5592434999999,None,8.0,7.14784759999975,1436.7089528000001,None,2.0,5.198562800000218,1430.3460845,None,6.0,9.081547000000228,<function functionImportanceA at 0x0000028B0985C7B8>,<function functionImportanceB at 0x0000028B0985C840>,<function functionImportanceC at 0x0000028B0B48B6A8>,,,0.0,4.781074399999852,3.0,7.14784759999975,8.0,4.381055699999706,<function functiondiffA at 0x0000028B0985C0D0>,<function functiondiffC at 0x0000028B0B48B488>,<function functiondiffB at 0x0000028B0985CD90>,,,,,1398.3731615000002,1446.3085932,None,1441.9253468000002,None,1451.8750756,None,1,001,2022_Jun_13_0901,2leo,2021.2.3,60.001428034001336,
3,33,Plan the items to decorate your Christmas tree,Stimuli/33A1.jpg,Stimuli/33A2.jpg,Stimuli/33A3.jpg,Stimuli/33B1.jpg,Stimuli/33B2.jpg,Stimuli/33B3.jpg,Stimuli/33C1.jpg,Stimuli/33C2.jpg,Stimuli/33C3.jpg,,,,,0,20,20,33,,,,,,,,1455.39151,None,1456.3915416999998,None,1462.3916516,None,"[0.07, 0.393]","[0.304, -0.26]","[-0.378, -0.136]","[0.399, -0.003]","[-0.203, -0.347]","[-0.2, 0.346]","[0.306, 0.255]","[0.066, -0.395]","[-0.377, 0.138]",,7.896903700000166,12.697157800000241,3.5478339000001142,"[-0.3212962962962963, 0.13518518518518519, -0.14907407407407408]","[0.0787037037037037, 0.3962962962962963, -0.30277777777777776]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[3.5447559999997793, 7.894504699999743, 12.694402699999955]",0.0019828000004054047,12.69615660000045,['A1'],['B2'],['C3'],['yellow'],['blue'],['salmon'],1477.2409806,None,3.0,2.1634573000001183,1477.2409806,None,1495.7249529,None,9.0,3.9484886000000188,1479.4907852000001,None,5.0,7.097798700000112,1486.6574956999998,None,7.0,8.581754199999978,<function functionImportanceC at 0x0000028B08450C80>,<function functionImportanceB at 0x0000028B084501E0>,<function functionImportanceA at 0x0000028B08450E18>,,,5.0,5.214751200000137,2.0,3.9484886000000188,-0.0,6.264256499999647,<function functiondiffC at 0x0000028B0B48BBF8>,<function functiondiffA at 0x0000028B0B48B400>,<function functiondiffB at 0x0000028B0B48B840>,,,,,1464.0746663999998,1499.1238853999998,None,1503.5405769999998,None,1509.6903155,None,1,001,2022_Jun_13_0901,2leo,2021.2.3,60.001428034001336,
3,29,Plan a day in the mountains ,Stimuli/29A1.jpg,Stimuli/29A2.jpg,Stimuli/29A3.jpg,Stimuli/29B1.jpg,Stimuli/29B2.jpg,Stimuli/29B3.jpg,Stimuli/29C1.jpg,Stimuli/29C2.jpg,Stimuli/29C3.jpg,,,,,0,21,21,29,,,,,,,,1514.4235264,None,1515.4234056999999,None,1521.4234394999999,None,"[-0.203, -0.347]","[0.399, -0.003]","[-0.2, 0.346]","[0.304, -0.26]","[0.07, 0.393]","[-0.378, -0.136]","[0.066, -0.395]","[0.306, 0.255]","[-0.377, 0.138]",,3.0250126699997963,13.174887369999851,7.825283969999873,"[0.40555555555555556, 0.10740740740740741, 0.2777777777777778]","[-0.004629629629629629, -0.41203703703703703, -0.2462962962962963]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[3.0111814000001687, 7.811043800000334, 13.160896400000183]",0.013304770000104327,13.173936669999875,['A2'],['B1'],['C1'],['salmon'],['blue'],['yellow'],1536.2394774999998,None,10.0,2.130481300000156,1536.2394774999998,None,1538.5061848,None,10.0,3.4312621999997646,1541.8911552999998,None,10.0,5.3988257000000885,1547.2893571,None,2.0,4.114944899999955,<function functionImportanceA at 0x0000028B084500D0>,<function functionImportanceC at 0x0000028B0B48B268>,<function functionImportanceB at 0x0000028B0B48B158>,,,1.0,5.081175799999983,3.0,3.4312621999997646,0.0,3.0479278999996495,<function functiondiffB at 0x0000028B0B48B0D0>,<function functiondiffA at 0x0000028B0B48BC80>,<function functiondiffC at 0x0000028B0B48B7B8>,,,,,1522.5931937999999,1559.5721733,None,1556.522394,None,1551.4058354,None,1,001,2022_Jun_13_0901,2leo,2021.2.3,60.001428034001336,
3,41,Plan how you want to have dinner tonight ,Stimuli/41A1.jpg,Stimuli/41A2.jpg,Stimuli/41A3.jpg,Stimuli/41B1.jpg,Stimuli/41B2.jpg,Stimuli/41B3.jpg,Stimuli/41C1.jpg,Stimuli/41C2.jpg,Stimuli/41C3.jpg,,,,,0,22,22,41,,,,,,,,1563.3886932,None,1564.3888134,None,1570.3888268,None,"[0.066, -0.395]","[0.306, 0.255]","[-0.377, 0.138]","[-0.203, -0.347]","[0.399, -0.003]","[-0.2, 0.346]","[0.304, -0.26]","[0.07, 0.393]","[-0.378, -0.136]",,9.150474499999746,4.733943299999737,15.151132299999972,"[-0.13796296296296295, 0.07407407407407407, -0.38333333333333336]","[0.2962962962962963, -0.4203703703703704, -0.14444444444444443]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[4.722725800000262, 9.139664799999991, 15.139552099999946]",0.010369000000082451,15.14960710000014,['A1'],['B3'],['C3'],['blue'],['yellow'],['salmon'],1587.3380298000002,None,3.0,2.8958943999996336,1587.3380298000002,None,1590.3215136,None,10.0,4.231255799999872,1594.7214172999998,None,2.0,4.614880499999799,1599.1877746,None,7.0,7.547842299999957,<function functionImportanceA at 0x0000028B0B48B950>,<function functionImportanceC at 0x0000028B08450730>,<function functionImportanceB at 0x0000028B0B48BB70>,,,2.0,3.5146294999999554,6.0,4.231255799999872,0.0,4.4817032999999356,<function functiondiffC at 0x0000028B0B48BD08>,<function functiondiffB at 0x0000028B0985C400>,<function functiondiffA at 0x0000028B0985CC80>,,,,,1571.7161713,1606.7545414,None,1616.4042924,None,1612.8709647,None,1,001,2022_Jun_13_0901,2leo,2021.2.3,60.001428034001336,
3,27,Plan what festival to visit with your friends,Stimuli/27A1.jpg,Stimuli/27A2.jpg,Stimuli/27A3.jpg,Stimuli/27B1.jpg,Stimuli/27B2.jpg,Stimuli/27B3.jpg,Stimuli/27C1.jpg,Stimuli/27C2.jpg,Stimuli/27C3.jpg,,,,,0,23,23,27,,,,,,,,1620.4038405000001,None,1621.4038340000002,None,1627.4039999000001,None,"[-0.377, 0.138]","[0.066, -0.395]","[0.306, 0.255]","[-0.378, -0.136]","[0.304, -0.26]","[0.07, 0.393]","[-0.2, 0.346]","[-0.203, -0.347]","[0.399, -0.003]",,10.38918208999985,15.47262598999987,3.0898296899999877,"[0.3611111111111111, 0.3731481481481482, 0.1259259259259259]","[0.018518518518518517, 0.2462962962962963, 0.3611111111111111]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[3.0769758999999794, 10.376804300000003, 15.459987400000045]",0.011767989999952988,15.47166199000003,['A3'],['B3'],['C3'],['blue'],['salmon'],['yellow'],1644.4531437,None,2.0,2.0471950999999535,1644.4531437,None,1646.5534549999998,None,8.0,4.831196399999953,1651.4198299999998,None,9.0,4.313792299999932,1655.7532425,None,3.0,3.3150825999996414,<function functionImportanceA at 0x0000028B0985CB70>,<function functionImportanceC at 0x0000028B0BA85158>,<function functionImportanceB at 0x0000028B0B48B9D8>,,,6.0,3.597497100000055,2.0,4.831196399999953,3.0,3.681028100000276,<function functiondiffB at 0x0000028B0B48BF28>,<function functiondiffC at 0x0000028B0B48BE18>,<function functiondiffA at 0x0000028B085877B8>,,,,,1628.5091031000002,1662.6697217,None,1665.5361895,None,1659.0531336999998,None,1,001,2022_Jun_13_0901,2leo,2021.2.3,60.001428034001336,
3,42,Plan how to draw a painting ,Stimuli/42A1.jpg,Stimuli/42A2.jpg,Stimuli/42A3.jpg,Stimuli/42B1.jpg,Stimuli/42B2.jpg,Stimuli/42B3.jpg,Stimuli/42C1.jpg,Stimuli/42C2.jpg,Stimuli/42C3.jpg,,,,,0,24,24,42,,,,,,,,1668.7361052,None,1669.7360272,None,1675.7359743000002,None,"[0.07, 0.393]","[0.304, -0.26]","[-0.378, -0.136]","[0.399, -0.003]","[-0.203, -0.347]","[-0.2, 0.346]","[0.306, 0.255]","[0.066, -0.395]","[-0.377, 0.138]",,10.806805689999237,14.07346638999934,7.424191689999134,"[-0.39444444444444443, 0.25462962962962965, -0.1259259259259259]","[0.17685185185185184, -0.21388888888888888, -0.3]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[7.410046500000135, 10.793227099999967, 14.059622799999943]",0.013075489999209822,14.072454389999166,['A2'],['B2'],['C3'],['blue'],['salmon'],['yellow'],1691.5520895,None,5.0,2.6299973999998656,1691.5520895,None,1702.635052,None,4.0,6.015035199999602,1694.2521262,None,9.0,5.0145643999999265,1699.2685083000001,None,10.0,3.1818779999998696,<function functionImportanceC at 0x0000028B0BA85730>,<function functionImportanceB at 0x0000028B0BA857B8>,<function functionImportanceA at 0x0000028B0B48BD90>,,,0.0,4.431093399999554,5.0,6.015035199999602,7.0,5.1812979000005726,<function functiondiffB at 0x0000028B0BA85B70>,<function functiondiffA at 0x0000028B0B48B8C8>,<function functiondiffC at 0x0000028B0BA852F0>,,,,,1677.0076909,1718.1181607000003,None,1712.9682807000004,None,1708.4851170999996,None,1,001,2022_Jun_13_0901,2leo,2021.2.3,60.001428034001336,
3,14,Plan your own Pizza for dinner,Stimuli/14A1.jpg,Stimuli/14A2.jpg,Stimuli/14A3.jpg,Stimuli/14B1.jpg,Stimuli/14B2.jpg,Stimuli/14B3.jpg,Stimuli/14C1.jpg,Stimuli/14C2.jpg,Stimuli/14C3.jpg,,,,,0,25,25,14,,,,,,,,1722.7178179999996,None,1723.7177944,None,1729.7180094999999,None,"[-0.2, 0.346]","[-0.203, -0.347]","[0.399, -0.003]","[-0.377, 0.138]","[0.066, -0.395]","[0.306, 0.255]","[-0.378, -0.136]","[0.304, -0.26]","[0.07, 0.393]",,8.236750799999754,3.820625800000016,16.154033699999673,"[-0.3648148148148148, -0.21388888888888888, 0.2916666666666667]","[0.09444444444444444, 0.3101851851851852, -0.2222222222222222]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[3.808919400000377, 8.225338500000362, 16.14192130000083]",0.011009400000148162,16.152778699999544,['A1'],['B1'],['C2'],['salmon'],['blue'],['yellow'],1747.5006464000003,None,7.0,3.3305123000000094,1747.5006464000003,None,1754.6172731000001,None,5.0,5.215299000000414,1759.8171264999996,None,2.0,4.348533599999428,1750.9507597999996,None,10.0,3.697831999999835,<function functionImportanceB at 0x0000028B0BA85620>,<function functionImportanceA at 0x0000028B0BA85488>,<function functionImportanceC at 0x0000028B0BA85268>,,,1.0,3.331336199999896,8.0,5.215299000000414,3.0,7.164421299999958,<function functiondiffA at 0x0000028B0BA85BF8>,<function functiondiffB at 0x0000028B0BA85C80>,<function functiondiffC at 0x0000028B0BA85D08>,,,,,1730.8725602,1774.7167667999997,None,1764.1836158,None,1771.3834229,None,1,001,2022_Jun_13_0901,2leo,2021.2.3,60.001428034001336,
3,37,Plan your cleaning routine ,Stimuli/37A1.jpg,Stimuli/37A2.jpg,Stimuli/37A3.jpg,Stimuli/37B1.jpg,Stimuli/37B2.jpg,Stimuli/37B3.jpg,Stimuli/37C1.jpg,Stimuli/37C2.jpg,Stimuli/37C3.jpg,,,,,0,26,26,37,,,,,,,,1776.999727,None,1777.9997164000001,None,1783.9997958999998,None,"[0.399, -0.003]","[-0.203, -0.347]","[-0.2, 0.346]","[0.306, 0.255]","[0.066, -0.395]","[-0.377, 0.138]","[0.07, 0.393]","[0.304, -0.26]","[-0.378, -0.136]",,5.183266689999073,23.466224689998853,15.466600089998792,"[-0.16666666666666666, 0.07592592592592592, -0.3212962962962963]","[0.3638888888888889, 0.3574074074074074, 0.16666666666666666]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[5.173961899999995, 15.456966300000204, 23.456664599999385]",0.00870888999907038,23.46520288999909,['A3'],['B3'],['C1'],['blue'],['salmon'],['yellow'],1809.0489276000003,None,5.0,2.963335299999926,1809.0489276000003,None,1820.7821305000002,None,10.0,6.398217799999657,1827.1818792,None,2.0,5.932012699999177,1812.0657783000001,None,9.0,8.680895299999975,<function functionImportanceB at 0x0000028B0B48B510>,<function functionImportanceA at 0x0000028B0B48B2F0>,<function functionImportanceC at 0x0000028B0B48BA60>,,,5.0,5.497612400000435,9.0,6.398217799999657,2.0,5.381429799999751,<function functiondiffB at 0x0000028B0BA858C8>,<function functiondiffA at 0x0000028B0BA85378>,<function functiondiffC at 0x0000028B0BA85A60>,,,,,1785.1073026,1844.0315263999996,None,1838.6317290000002,None,1833.1150159000003,None,1,001,2022_Jun_13_0901,2leo,2021.2.3,60.001428034001336,
3,24,Plan your Monday morning on a workday ,Stimuli/24A1.jpg,Stimuli/24A2.jpg,Stimuli/24A3.jpg,Stimuli/24B1.jpg,Stimuli/24B2.jpg,Stimuli/24B3.jpg,Stimuli/24C1.jpg,Stimuli/24C2.jpg,Stimuli/24C3.jpg,,,,,0,27,27,24,,,,,,,,1848.6645940000003,None,1849.6648738,None,1855.6649433999996,None,"[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]","[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]","[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]",,16.818027719999918,12.551364919999287,5.434879120000005,"[0.3675925925925926, -0.3333333333333333, 0.1037037037037037]","[0.002777777777777778, -0.06296296296296296, -0.37592592592592594]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[5.4244848999996975, 12.541060200000175, 16.808034199999383]",0.009362320000036561,16.817043420000118,['A3'],['B2'],['C1'],['blue'],['salmon'],['yellow'],1874.0473103999998,None,8.0,3.1294717000000674,1874.0473103999998,None,1883.2300807999995,None,10.0,4.898386100000607,1877.2307982999996,None,8.0,5.981209800000215,1888.1469630999995,None,2.0,3.4149804999997286,<function functionImportanceC at 0x0000028B0BA850D0>,<function functionImportanceA at 0x0000028B0B48B048>,<function functionImportanceB at 0x0000028B0B48BAE8>,,,4.0,4.34742450000067,7.0,4.898386100000607,0.0,3.0982794000001377,<function functiondiffB at 0x0000028B0BA85D90>,<function functiondiffA at 0x0000028B0BA851E0>,<function functiondiffC at 0x0000028B0BA85E18>,,,,,1856.7543942999996,1899.0465185999997,None,1895.9305786999998,None,1891.5637077999995,None,1,001,2022_Jun_13_0901,2leo,2021.2.3,60.001428034001336,
