Condition,N_Scenario,written_scenario,ImageA1,ImageA2,ImageA3,ImageB1,ImageB2,ImageB3,ImageC1,ImageC2,ImageC3,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,button_2.started,button_2.stopped,button_2.numClicks,button_2.timesOn,button_2.timesOff,text.started,text.stopped,fixationcross1_started,fixationcross1_stopped,Scenario_started,Scenario_stopped,fixationcross2_started,fixationcross2_stopped,A1pos,A2pos,A3pos,B1pos,B2pos,B3pos,C1pos,C2pos,C3pos,﻿Imagesdecision_started,decisiontimeA,decisiontimeB,decisiontimeC,mouse_x,mouse_y,mouse_leftButton,mouse_midButton,mouse_rightButton,mouse_time,mouse_started,mouse_stopped,clicked_optionA,clicked_optionB,clicked_optionC,colour_category_A,colour_category_B,colour_category_C,question_confidence_started,question_confidence_stopped,slider_confidence_response,slider_confidence_rt,slider_confidence_started,slider_confidence_stopped,question_valueB_started,question_valueB_stopped,slider_valueB_response,slider_valueB_rt,question_valueC_started,question_valueC_stopped,slider_valueC_response,slider_valueC_rt,question_valueA_started,question_valueA_stopped,slider_valueA_response,slider_valueA_rt,Importance_First,Importance_Second,Importance_Third,question_diff_started,question_diff_stopped,slider_diffB_response,slider_diffB_rt,slider_diffC_response,slider_diffC_rt,slider_diffA_response,slider_diffA_rt,diff_First,diff_Second,diff_Third,button_3_started,button_3_stopped,text_2_started,text_2_stopped,Imagesdecision_started,question_diffB_started,question_diffB_stopped,question_diffC_started,question_diffC_stopped,question_diffA_started,question_diffA_stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,5,Plan a birthday party for your younger self when you turn eight,Stimuli/5A1.jpg,Stimuli/5A2.jpg,Stimuli/5A3.jpg,Stimuli/5B1.jpg,Stimuli/5B2.jpg,Stimuli/5B3.jpg,Stimuli/5C1.jpg,Stimuli/5C2.jpg,Stimuli/5C3.jpg,,,,,0,29,29,5,,,,,,,,2120.357155100006,None,2121.3561082000087,None,2127.356189600003,None,"[-0.203, -0.347]","[0.399, -0.003]","[-0.2, 0.346]","[0.066, -0.395]","[0.306, 0.255]","[-0.377, 0.138]","[0.304, -0.26]","[0.07, 0.393]","[-0.378, -0.136]",,22.923602819995722,31.823306520003825,27.390672420006013,"[0.337037037037037, -0.3333333333333333, 0.275]","[-0.020370370370370372, -0.06574074074074074, 0.225]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[22.91441900000791, 27.3808987000084, 31.813867100005154]",0.008672719995956868,31.822348019995843,['A2'],['B2'],['C3'],['yellow'],['salmon'],['blue'],2165.421650899996,None,2.0,3.0972234000073513,2165.421650899996,None,2179.7381491999986,None,0.0,5.181458399994881,2184.1045956000016,None,7.0,3.531750900001498,2171.122736999998,None,7.0,9.64743310000631,<function functionImportanceA at 0x000002A3024B6158>,<function functionImportanceB at 0x000002A3024B6F28>,<function functionImportanceC at 0x000002A3024B66A8>,,,10.0,7.78101279999828,4.0,9.64743310000631,10.0,2.8309874999977183,<function functiondiffB at 0x000002A300E68BF8>,<function functiondiffC at 0x000002A3011EB158>,<function functiondiffA at 0x000002A300E688C8>,,,,,2133.143780700004,2187.3044339000044,None,2194.8876821000013,None,2198.4878054,None,29,001,2022_Jul_21_1016,2leo,2021.2.3,59.986563008828796,
3,32,Plan how you want to relax after a workday,Stimuli/32A1.jpg,Stimuli/32A2.jpg,Stimuli/32A3.jpg,Stimuli/32B1.jpg,Stimuli/32B2.jpg,Stimuli/32B3.jpg,Stimuli/32C1.jpg,Stimuli/32C2.jpg,Stimuli/32C3.jpg,,,,,0,30,30,32,,,,,,,,2210.5873570999975,None,2211.5873946000065,None,2217.5872791,None,"[0.07, 0.393]","[0.304, -0.26]","[-0.378, -0.136]","[0.399, -0.003]","[-0.203, -0.347]","[-0.2, 0.346]","[0.306, 0.255]","[0.066, -0.395]","[-0.377, 0.138]",,25.404243219993077,16.05481201999646,9.788559620006708,"[0.2916666666666667, 0.36944444444444446, 0.09444444444444444]","[0.2037037037037037, 0.017592592592592594, 0.4398148148148148]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[9.783967799987295, 16.050478499993915, 25.40018459998828]",0.0036091200017835945,25.403795920006814,['A1'],['B1'],['C1'],['yellow'],['salmon'],['blue'],2246.552944199997,None,8.0,3.047189000004437,2246.552944199997,None,2250.4864514000074,None,9.0,5.380800500002806,2255.069560200005,None,1.0,3.1987147999898298,2259.4539136000094,None,8.0,5.198578600000474,<function functionImportanceB at 0x000002A3024B6AE8>,<function functionImportanceC at 0x000002A3024B6C80>,<function functionImportanceA at 0x000002A3024B6378>,,,0.0,2.6145778999925824,5.0,5.198578600000474,2.0,2.1144811999984086,<function functiondiffC at 0x000002A3024B6B70>,<function functiondiffB at 0x000002A3024B6840>,<function functiondiffA at 0x000002A3024B61E0>,,,,,2220.6846252999967,2268.8524808000075,None,2263.452676800007,None,2271.6688962000044,None,29,001,2022_Jul_21_1016,2leo,2021.2.3,59.986563008828796,
3,40,Plan to see a sports event ,Stimuli/40A1.jpg,Stimuli/40A2.jpg,Stimuli/40A3.jpg,Stimuli/40B1.jpg,Stimuli/40B2.jpg,Stimuli/40B3.jpg,Stimuli/40C1.jpg,Stimuli/40C2.jpg,Stimuli/40C3.jpg,,,,,0,31,31,40,,,,,,,,2272.9534631999995,None,2273.952427299999,None,2279.9520567,None,"[0.066, -0.395]","[0.306, 0.255]","[-0.377, 0.138]","[0.304, -0.26]","[0.07, 0.393]","[-0.378, -0.136]","[-0.203, -0.347]","[0.399, -0.003]","[-0.2, 0.346]",,6.531269580009393,10.431451080003171,22.8149030800123,"[0.044444444444444446, 0.33240740740740743, -0.16296296296296298]","[-0.3296296296296296, -0.2074074074074074, -0.3138888888888889]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[6.521917699996266, 10.421811899999739, 22.80492699999013]",0.008920680003939196,22.813720380014274,['A1'],['B1'],['C1'],['blue'],['salmon'],['yellow'],2304.5846220999956,None,9.0,3.2968240000045625,2304.5846220999956,None,2311.101471300004,None,10.0,2.581738299995777,2307.9513985000085,None,0.0,2.981268999996246,2313.601369099997,None,8.0,3.3822068000008585,<function functionImportanceC at 0x000002A302115048>,<function functionImportanceB at 0x000002A300E68268>,<function functionImportanceA at 0x000002A300E68AE8>,,,2.0,4.064916200004518,3.0,3.3822068000008585,2.0,3.4977941999968607,<function functiondiffA at 0x000002A3024B6510>,<function functiondiffB at 0x000002A3024B62F0>,<function functiondiffC at 0x000002A3024B6400>,,,,,2281.2959858999966,2320.467874599999,None,2324.5178087999957,None,2316.9180189000035,None,29,001,2022_Jul_21_1016,2leo,2021.2.3,59.986563008828796,
3,3,Plan a movie night with a friend,Stimuli/3A1.jpg,Stimuli/3A2.jpg,Stimuli/3A3.jpg,Stimuli/3B1.jpg,Stimuli/3B2.jpg,Stimuli/3B3.jpg,Stimuli/3C1.jpg,Stimuli/3C2.jpg,Stimuli/3C3.jpg,,,,,0,32,32,3,,,,,,,,2327.8547628000088,None,2328.8673951999954,None,2334.8675158999977,None,"[-0.203, -0.347]","[0.399, -0.003]","[-0.2, 0.346]","[0.066, -0.395]","[0.306, 0.255]","[-0.377, 0.138]","[0.304, -0.26]","[0.07, 0.393]","[-0.378, -0.136]",,12.023167299994384,7.590138500003377,14.19031370000448,"[0.287962962962963, -0.13425925925925927, 0.05648148148148148]","[0.21203703703703702, 0.2833333333333333, 0.3212962962962963]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[7.582872599989059, 12.016065099989646, 14.182822299990221]",0.0064581000042380765,14.189182799993432,['A3'],['B2'],['C2'],['salmon'],['yellow'],['blue'],2353.050182200008,None,9.0,2.680815200001234,2353.050182200008,None,2365.8499916,None,7.0,6.0650947999965865,2362.533398600004,None,2.0,4.2817194999952335,2355.800329400008,None,8.0,5.030564899992896,<function functionImportanceA at 0x000002A3024B6730>,<function functionImportanceC at 0x000002A302115488>,<function functionImportanceB at 0x000002A300E686A8>,,,3.0,3.414362199997413,3.0,5.030564899992896,1.0,5.697642099999939,<function functiondiffC at 0x000002A302115840>,<function functiondiffA at 0x000002A3024B67B8>,<function functiondiffB at 0x000002A301794488>,,,,,2338.4008211000037,2382.1994660000055,None,2371.533221400008,None,2376.133103,None,29,001,2022_Jul_21_1016,2leo,2021.2.3,59.986563008828796,
3,33,Plan the items to decorate your Christmas tree,Stimuli/33A1.jpg,Stimuli/33A2.jpg,Stimuli/33A3.jpg,Stimuli/33B1.jpg,Stimuli/33B2.jpg,Stimuli/33B3.jpg,Stimuli/33C1.jpg,Stimuli/33C2.jpg,Stimuli/33C3.jpg,,,,,0,33,33,33,,,,,,,,2384.7840297000075,None,2385.7992777000036,None,2391.7994507999974,None,"[0.066, -0.395]","[0.306, 0.255]","[-0.377, 0.138]","[-0.203, -0.347]","[0.399, -0.003]","[-0.2, 0.346]","[0.304, -0.26]","[0.07, 0.393]","[-0.378, -0.136]",,17.2439326599997,6.932459460003884,14.29458786000032,"[0.43425925925925923, 0.019444444444444445, 0.2712962962962963]","[0.003703703703703704, 0.33796296296296297, 0.262037037037037]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[6.923039000001154, 14.284924099993077, 17.234794000003603]",0.008632459997897968,17.243210259999614,['A2'],['B2'],['C2'],['yellow'],['salmon'],['blue'],2411.2152904999966,None,6.0,3.58040940000501,2411.2152904999966,None,2414.898721000005,None,3.0,6.66429970000172,2421.6149468000076,None,7.0,2.982212900009472,2425.065181099999,None,5.0,3.8830196000053547,<function functionImportanceB at 0x000002A302115E18>,<function functionImportanceC at 0x000002A3021157B8>,<function functionImportanceA at 0x000002A3024B6D90>,,,6.0,1.614305199997034,3.0,3.8830196000053547,3.0,1.7815392999909818,<function functiondiffC at 0x000002A3017946A8>,<function functiondiffB at 0x000002A3024B6D08>,<function functiondiffA at 0x000002A3024B6268>,,,,,2393.5093013000005,2431.015080099998,None,2428.4149256999954,None,2432.7650192,None,29,001,2022_Jul_21_1016,2leo,2021.2.3,59.986563008828796,
3,19,Plan how you want your garden to look like,Stimuli/19A1.jpg,Stimuli/19A2.jpg,Stimuli/19A3.jpg,Stimuli/19B1.jpg,Stimuli/19B2.jpg,Stimuli/19B3.jpg,Stimuli/19C1.jpg,Stimuli/19C2.jpg,Stimuli/19C3.jpg,,,,,0,34,34,19,,,,,,,,2433.950129600009,None,2434.9646350999974,None,2440.9647357000067,None,"[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]","[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]","[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]",,5.163445480007795,14.846519680009806,9.54731088000699,"[-0.30833333333333335, -0.15555555555555556, 0.03425925925925926]","[0.11018518518518519, 0.33425925925925926, 0.3509259259259259]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[5.15259359999618, 9.536060799990082, 14.835478199995123]",0.010249380007735454,14.845676680008182,['A2'],['B1'],['C2'],['blue'],['salmon'],['yellow'],2459.8974670000025,None,9.0,3.1303625000000466,2459.8974670000025,None,2464.197418900003,None,7.0,6.664303500001552,2475.5804667000048,None,3.0,4.09889110000222,2469.797299500002,None,5.0,4.448319899995113,<function functionImportanceB at 0x000002A302115AE8>,<function functionImportanceA at 0x000002A3021156A8>,<function functionImportanceC at 0x000002A3021150D0>,,,7.0,2.214454700006172,3.0,4.448319899995113,5.0,2.7310045000049286,<function functiondiffC at 0x000002A302115730>,<function functiondiffB at 0x000002A302115598>,<function functiondiffA at 0x000002A3024B6EA0>,,,,,2444.596325400009,2483.2634304999956,None,2478.6971527999995,None,2485.263522399997,None,29,001,2022_Jul_21_1016,2leo,2021.2.3,59.986563008828796,
3,2,Plan which ingredients you want to use for cooking dinner today,Stimuli/2A1.jpg,Stimuli/2A2.jpg,Stimuli/2A3.jpg,Stimuli/2B1.jpg,Stimuli/2B2.jpg,Stimuli/2B3.jpg,Stimuli/2C1.jpg,Stimuli/2C2.jpg,Stimuli/2C3.jpg,,,,,0,35,35,2,,,,,,,,2487.515567800001,None,2488.5299257000006,None,2494.5299284000066,None,"[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]","[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]","[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]",,16.039781299972674,6.80665119997866,21.890022699983092,"[-0.3425925925925926, 0.4166666666666667, -0.29444444444444445]","[-0.09814814814814815, -0.030555555555555555, 0.06296296296296296]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[6.796018200009712, 16.029302299997653, 21.87909220000438]",0.00994529998570215,21.888759299981757,['A2'],['B1'],['C1'],['blue'],['salmon'],['yellow'],2523.012422800006,None,9.0,2.9632926000049338,2523.012422800006,None,2533.9788558,None,3.0,6.898068499998772,2526.713420900007,None,10.0,4.614386600005673,2538.6640049999987,None,7.0,6.548448100002133,<function functionImportanceC at 0x000002A302115C80>,<function functionImportanceB at 0x000002A302115A60>,<function functionImportanceA at 0x000002A301794C80>,,,4.0,5.64813580000191,7.0,6.548448100002133,9.0,2.2645631000050344,<function functiondiffC at 0x000002A3021158C8>,<function functiondiffA at 0x000002A3021151E0>,<function functiondiffB at 0x000002A3021152F0>,,,,,2500.6688326000003,2553.028363000005,None,2544.311973899996,None,2550.2618083999987,None,29,001,2022_Jul_21_1016,2leo,2021.2.3,59.986563008828796,
3,12,Plan the ingredients to mix yourself a cocktail,Stimuli/12A1.jpg,Stimuli/12A2.jpg,Stimuli/12A3.jpg,Stimuli/12B1.jpg,Stimuli/12B2.jpg,Stimuli/12B3.jpg,Stimuli/12C1.jpg,Stimuli/12C2.jpg,Stimuli/12C3.jpg,,,,,0,36,36,12,,,,,,,,2557.3973075999966,None,2558.4114402999985,None,2564.4115896000003,None,"[0.304, -0.26]","[-0.378, -0.136]","[0.07, 0.393]","[-0.203, -0.347]","[-0.2, 0.346]","[0.399, -0.003]","[0.066, -0.395]","[-0.377, 0.138]","[0.306, 0.255]",,11.458277340003406,20.44197754000197,4.375625739994575,"[0.053703703703703705, -0.4583333333333333, -0.14537037037037037]","[-0.31296296296296294, -0.09537037037037037, 0.36944444444444446]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[4.36111750001146, 11.444184899999527, 20.42761650000466]",0.013564740002038889,20.440925939998124,['A2'],['B2'],['C1'],['blue'],['salmon'],['yellow'],2586.5273330000055,None,7.0,5.41315520000353,2586.5273330000055,None,2600.593895500002,None,3.0,2.8151687999925343,2597.4772335000016,None,7.0,3.0315625999937765,2592.0606155999994,None,9.0,5.431110599995009,<function functionImportanceA at 0x000002A301794E18>,<function functionImportanceC at 0x000002A30290C950>,<function functionImportanceB at 0x000002A301794840>,,,2.0,3.681355099994107,3.0,5.431110599995009,6.0,6.614406900000176,<function functiondiffA at 0x000002A3021159D8>,<function functiondiffB at 0x000002A302115400>,<function functiondiffC at 0x000002A302115D90>,,,,,2565.6139851000044,2609.9436520000017,None,2613.643506200009,None,2603.3105657999986,None,29,001,2022_Jul_21_1016,2leo,2021.2.3,59.986563008828796,
3,35,Plan how you want to do your grocery shopping ,Stimuli/35A1.jpg,Stimuli/35A2.jpg,Stimuli/35A3.jpg,Stimuli/35B1.jpg,Stimuli/35B2.jpg,Stimuli/35B3.jpg,Stimuli/35C1.jpg,Stimuli/35C2.jpg,Stimuli/35C3.jpg,,,,,0,37,37,35,,,,,,,,2616.1955879000016,None,2617.2099158000055,None,2623.209931999998,None,"[-0.203, -0.347]","[-0.2, 0.346]","[0.399, -0.003]","[0.066, -0.395]","[-0.377, 0.138]","[0.306, 0.255]","[0.304, -0.26]","[-0.378, -0.136]","[0.07, 0.393]",,20.946089899982326,16.613224699991406,9.663653299983707,"[0.30277777777777776, 0.10277777777777777, 0.35]","[-0.22962962962962963, -0.3148148148148148, -0.03518518518518519]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[9.646651499992004, 16.596481199987466, 20.929408399999375]",0.016058199980761856,20.94545119999384,['A3'],['B1'],['C1'],['yellow'],['blue'],['salmon'],2645.8592653000087,None,7.0,3.513778699998511,2645.8592653000087,None,2654.9423057999957,None,6.0,3.648705300001893,2658.5256756000017,None,2.0,4.498461499999394,2649.459169199996,None,9.0,5.4144594999961555,<function functionImportanceA at 0x000002A301794400>,<function functionImportanceB at 0x000002A30290C488>,<function functionImportanceC at 0x000002A30290C598>,,,4.0,3.047870700000203,3.0,5.4144594999961555,0.0,2.3144620999955805,<function functiondiffC at 0x000002A30290C158>,<function functiondiffB at 0x000002A30290C2F0>,<function functiondiffA at 0x000002A30290C0D0>,,,,,2624.445470599996,2666.158737000005,None,2663.025469100001,None,2669.2086448000045,None,29,001,2022_Jul_21_1016,2leo,2021.2.3,59.986563008828796,
3,38,Plan how you want to go for a run,Stimuli/38A1.jpg,Stimuli/38A2.jpg,Stimuli/38A3.jpg,Stimuli/38B1.jpg,Stimuli/38B2.jpg,Stimuli/38B3.jpg,Stimuli/38C1.jpg,Stimuli/38C2.jpg,Stimuli/38C3.jpg,,,,,0,38,38,38,,,,,,,,2671.0442377,None,2672.0584724000073,None,2678.0586410999967,None,"[0.066, -0.395]","[-0.377, 0.138]","[0.306, 0.255]","[-0.203, -0.347]","[-0.2, 0.346]","[0.399, -0.003]","[0.304, -0.26]","[-0.378, -0.136]","[0.07, 0.393]",,10.108215019994532,12.558839519988396,4.725501319990144,"[-0.31574074074074077, -0.30462962962962964, -0.12962962962962962]","[-0.08055555555555556, 0.08703703703703704, -0.2740740740740741]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[4.7193082999874605, 10.102533799989033, 12.55299009999726]",0.005185319983866066,12.5578368199931,['A2'],['B1'],['C2'],['salmon'],['blue'],['yellow'],2692.3246979999967,None,10.0,2.0632079000060912,2692.3246979999967,None,2694.4579372000007,None,10.0,4.431122299996787,2703.7076384999964,None,7.0,3.4485571999975946,2698.9080595999985,None,8.0,4.698627599995234,<function functionImportanceB at 0x000002A302115620>,<function functionImportanceA at 0x000002A302115F28>,<function functionImportanceC at 0x000002A302115950>,,,-0.0,2.5809995000017807,3.0,4.698627599995234,2.0,2.164575299990247,<function functiondiffB at 0x000002A30290C840>,<function functiondiffA at 0x000002A30290C7B8>,<function functiondiffC at 0x000002A30290C620>,,,,,2679.2875942999963,2707.057907399998,None,2711.8576425000065,None,2709.657728300008,None,29,001,2022_Jul_21_1016,2leo,2021.2.3,59.986563008828796,
3,11,Plan a hike in nature on a free day,Stimuli/11A1.jpg,Stimuli/11A2.jpg,Stimuli/11A3.jpg,Stimuli/11B1.jpg,Stimuli/11B2.jpg,Stimuli/11B3.jpg,Stimuli/11C1.jpg,Stimuli/11C2.jpg,Stimuli/11C3.jpg,,,,,0,39,39,11,,,,,,,,2714.0284426,None,2715.0407997,None,2721.040712300004,None,"[0.07, 0.393]","[0.304, -0.26]","[-0.378, -0.136]","[0.306, 0.255]","[0.066, -0.395]","[-0.377, 0.138]","[0.399, -0.003]","[-0.203, -0.347]","[-0.2, 0.346]",,25.784479800000554,6.052605999997468,11.236505199995008,"[0.1, -0.16296296296296298, 0.32407407407407407]","[-0.3648148148148148, -0.33425925925925926, -0.18796296296296297]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[6.042109099988011, 11.241128199995728, 25.774242300001788]",0.009695400003693067,25.78369830000156,['A2'],['B2'],['C2'],['yellow'],['salmon'],['blue'],2748.4564524000016,None,8.0,2.4471392999985255,2748.4564524000016,None,2750.973019500001,None,10.0,6.147865400009323,2757.1398213000066,None,2.0,2.615460000000894,2759.7730188999994,None,10.0,2.4649216999969212,<function functionImportanceB at 0x000002A302115BF8>,<function functionImportanceC at 0x000002A302115158>,<function functionImportanceA at 0x000002A30290C400>,,,0.0,3.330692600007751,2.0,2.4649216999969212,10.0,2.298381000000518,<function functiondiffC at 0x000002A3028346A8>,<function functiondiffA at 0x000002A30290CD90>,<function functiondiffB at 0x000002A30290CAE8>,,,,,2722.1975854000048,2768.122850300002,None,2762.222926900009,None,2765.8063404999994,None,29,001,2022_Jul_21_1016,2leo,2021.2.3,59.986563008828796,
3,30,Plan your sport work out for tomorrow,Stimuli/30A1.jpg,Stimuli/30A2.jpg,Stimuli/30A3.jpg,Stimuli/30B1.jpg,Stimuli/30B2.jpg,Stimuli/30B3.jpg,Stimuli/30C1.jpg,Stimuli/30C2.jpg,Stimuli/30C3.jpg,,,,,0,40,40,30,,,,,,,,2770.975651200002,None,2771.989226500009,None,2777.989441400001,None,"[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]","[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]","[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]",,9.865259879996302,19.931803580009728,17.832243580007344,"[0.4287037037037037, -0.3861111111111111, 0.35648148148148145]","[-0.004629629629629629, -0.0962962962962963, 0.26666666666666666]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[9.864695600001141, 17.831102900003316, 19.930967399996007]",0.00013178000517655164,19.93093437999778,['A1'],['B1'],['C2'],['yellow'],['salmon'],['blue'],2799.5884266000066,None,3.0,2.263766100004432,2799.5884266000066,None,2817.2382652000088,None,2.0,3.598414000007324,2801.9218188000086,None,2.0,7.96438410000701,2809.905003100008,None,6.0,7.264522900004522,<function functionImportanceC at 0x000002A3028341E0>,<function functionImportanceA at 0x000002A30290CD08>,<function functionImportanceB at 0x000002A302834268>,,,1.0,3.531124599991017,7.0,7.264522900004522,8.0,2.464388100008364,<function functiondiffB at 0x000002A302834400>,<function functiondiffC at 0x000002A3028348C8>,<function functiondiffA at 0x000002A30290CB70>,,,,,2779.172447200006,2820.7881965999986,None,2824.3213898999966,None,2826.8046207000007,None,29,001,2022_Jul_21_1016,2leo,2021.2.3,59.986563008828796,
3,16,Plan a delicious cake for the birthday of a friend,Stimuli/16A1.jpg,Stimuli/16A2.jpg,Stimuli/16A3.jpg,Stimuli/16B1.jpg,Stimuli/16B2.jpg,Stimuli/16B3.jpg,Stimuli/16C1.jpg,Stimuli/16C2.jpg,Stimuli/16C3.jpg,,,,,0,41,41,16,,,,,,,,2828.7909833000012,None,2829.8043376999995,None,2835.8046355999977,None,"[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]","[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]","[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]",,4.891196180004044,8.19161238000379,14.524888379994081,"[-0.30462962962962964, 0.3814814814814815, 0.3472222222222222]","[0.07777777777777778, 0.005555555555555556, -0.19814814814814816]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[4.884741499990923, 8.184994800001732, 14.517852999997558]",0.005929179998929612,14.523674280004343,['A2'],['B1'],['C3'],['yellow'],['blue'],['salmon'],2852.2371365,None,7.0,3.163826300005894,2852.2371365,None,2859.103825900005,None,7.0,5.998373900001752,2855.5371181000082,None,2.0,3.3977881999890087,2864.8870147999987,None,9.0,2.432143599988194,<function functionImportanceC at 0x000002A3028342F0>,<function functionImportanceB at 0x000002A302834840>,<function functionImportanceA at 0x000002A302834AE8>,,,3.0,2.781490599998506,6.0,2.432143599988194,1.0,1.8983236999920337,<function functiondiffB at 0x000002A302115268>,<function functiondiffA at 0x000002A302834048>,<function functiondiffC at 0x000002A30290CE18>,,,,,2837.2349474000075,2867.3702416000015,None,2872.053490200007,None,2870.120349500008,None,29,001,2022_Jul_21_1016,2leo,2021.2.3,59.986563008828796,
3,43,Plan your dream house,Stimuli/43A1.jpg,Stimuli/43A2.jpg,Stimuli/43A3.jpg,Stimuli/43B1.jpg,Stimuli/43B2.jpg,Stimuli/43B3.jpg,Stimuli/43C1.jpg,Stimuli/43C2.jpg,Stimuli/43C3.jpg,,,,,0,42,42,43,,,,,,,,2874.623340200007,None,2875.6366047000047,None,2881.6365546000015,None,"[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]","[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]","[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]",,19.896536600004765,16.36359170000651,9.380853200011188,"[0.3472222222222222, -0.32407407407407407, 0.29259259259259257]","[0.0, -0.08888888888888889, 0.2037037037037037]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[9.372378500003833, 16.35526729999401, 19.888565599991125]",0.0075348000100348145,19.8959928000113,['A1'],['B2'],['C1'],['yellow'],['blue'],['salmon'],2903.1692671000055,None,10.0,2.3137541000032797,2903.1692671000055,None,2908.5192415000056,None,7.0,2.7817794000002323,2905.535803599996,None,10.0,2.947799400004442,2911.335649600005,None,6.0,5.498355400006403,<function functionImportanceC at 0x000002A302834C80>,<function functionImportanceB at 0x000002A302834A60>,<function functionImportanceA at 0x000002A302834B70>,,,4.0,3.397884800011525,1.0,5.498355400006403,5.0,3.3997216999996454,<function functiondiffA at 0x000002A302834D90>,<function functiondiffC at 0x000002A30290C1E0>,<function functiondiffB at 0x000002A302834D08>,,,,,2882.795145199998,2924.335455499997,None,2920.2187994999986,None,2916.802428199997,None,29,001,2022_Jul_21_1016,2leo,2021.2.3,59.986563008828796,
3,26,Plan how to wash one round of your laundry ,Stimuli/26A1.jpg,Stimuli/26A2.jpg,Stimuli/26A3.jpg,Stimuli/26B1.jpg,Stimuli/26B2.jpg,Stimuli/26B3.jpg,Stimuli/26C1.jpg,Stimuli/26C2.jpg,Stimuli/26C3.jpg,,,,,0,43,43,26,,,,,,,,2927.2580868000077,None,2928.268563699996,None,2934.268660200003,None,"[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]","[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]","[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]",,4.682900240004528,9.250094740011264,12.933017840012326,"[0.05648148148148148, 0.2833333333333333, 0.39166666666666666]","[-0.3111111111111111, -0.23703703703703705, -0.07592592592592592]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[4.681944199997815, 9.248877200006973, 12.931739799998468]",0.00036764000833500177,12.932144540012814,['A3'],['B3'],['C1'],['blue'],['yellow'],['salmon'],2948.817925299998,None,10.0,2.0139923999959137,2948.817925299998,None,2959.117668100007,None,6.0,5.181592799999635,2950.8847169000073,None,3.0,5.5643409000040265,2956.4678482000018,None,10.0,2.6316968000028282,<function functionImportanceC at 0x000002A30290C378>,<function functionImportanceA at 0x000002A3028349D8>,<function functionImportanceB at 0x000002A30290C268>,,,0.0,3.1309755999973277,0.0,2.6316968000028282,-0.0,2.4297383000084665,<function functiondiffB at 0x000002A3028340D0>,<function functiondiffC at 0x000002A302834510>,<function functiondiffA at 0x000002A302834F28>,,,,,2935.4006575999956,2964.3010796000017,None,2967.4509751000005,None,2969.4342087999976,None,29,001,2022_Jul_21_1016,2leo,2021.2.3,59.986563008828796,
