Condition,N_Scenario,written_scenario,ImageA1,ImageA2,ImageA3,ImageB1,ImageB2,ImageB3,ImageC1,ImageC2,ImageC3,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,button_2.started,button_2.stopped,button_2.numClicks,button_2.timesOn,button_2.timesOff,text.started,text.stopped,fixationcross1_started,fixationcross1_stopped,Scenario_started,Scenario_stopped,fixationcross2_started,fixationcross2_stopped,A1pos,A2pos,A3pos,B1pos,B2pos,B3pos,C1pos,C2pos,C3pos,﻿Imagesdecision_started,decisiontimeA,decisiontimeB,decisiontimeC,mouse_x,mouse_y,mouse_leftButton,mouse_midButton,mouse_rightButton,mouse_time,mouse_started,mouse_stopped,clicked_optionA,clicked_optionB,clicked_optionC,colour_category_A,colour_category_B,colour_category_C,question_confidence_started,question_confidence_stopped,slider_confidence_response,slider_confidence_rt,slider_confidence_started,slider_confidence_stopped,question_valueB_started,question_valueB_stopped,slider_valueB_response,slider_valueB_rt,question_valueC_started,question_valueC_stopped,slider_valueC_response,slider_valueC_rt,question_valueA_started,question_valueA_stopped,slider_valueA_response,slider_valueA_rt,Importance_First,Importance_Second,Importance_Third,question_diff_started,question_diff_stopped,slider_diffB_response,slider_diffB_rt,slider_diffC_response,slider_diffC_rt,slider_diffA_response,slider_diffA_rt,diff_First,diff_Second,diff_Third,button_3_started,button_3_stopped,text_2_started,text_2_stopped,Imagesdecision_started,question_diffB_started,question_diffB_stopped,question_diffC_started,question_diffC_stopped,question_diffA_started,question_diffA_stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,9,Plan a picnic with friends,Stimuli/9A1.jpg,Stimuli/9A2.jpg,Stimuli/9A3.jpg,Stimuli/9B1.jpg,Stimuli/9B2.jpg,Stimuli/9B3.jpg,Stimuli/9C1.jpg,Stimuli/9C2.jpg,Stimuli/9C3.jpg,,,,,0,14,14,9,,,,,,,,1249.662217300007,None,1250.6622932000028,None,1256.6621966999955,None,"[-0.203, -0.347]","[0.399, -0.003]","[-0.2, 0.346]","[0.066, -0.395]","[0.306, 0.255]","[-0.377, 0.138]","[0.304, -0.26]","[0.07, 0.393]","[-0.378, -0.136]",,21.13960746000521,6.824659360005171,13.907206360003329,"[0.26296296296296295, 0.27037037037037037, -0.1388888888888889]","[0.21666666666666667, -0.2490740740740741, -0.33055555555555555]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[6.816570499999216, 13.89891250000801, 21.13185240000894]",0.007312860005185939,21.139158060002956,['A1'],['B2'],['C1'],['blue'],['yellow'],['salmon'],1283.7614055000013,None,7.0,3.647173200006364,1283.7614055000013,None,1288.7780521999957,None,8.0,7.097707100008847,1300.0274572000053,None,3.0,9.214808099990478,1296.1108669999958,None,3.0,3.931509299989557,<function functionImportanceB at 0x000002A300883488>,<function functionImportanceA at 0x000002A300883510>,<function functionImportanceC at 0x000002A300E68598>,,,6.0,5.064151300000958,6.0,3.931509299989557,7.0,4.964490300000762,<function functiondiffB at 0x000002A3008830D0>,<function functiondiffA at 0x000002A3002DF510>,<function functiondiffC at 0x000002A3008838C8>,,,,,1262.1645183000073,1308.1274036999966,None,1318.2937073000066,None,1313.3106147000071,None,29,001,2022_Jul_21_1016,2leo,2021.2.3,59.986563008828796,
3,8,Plan the interior of your living-room ,Stimuli/8A1.jpg,Stimuli/8A2.jpg,Stimuli/8A3.jpg,Stimuli/8B1.jpg,Stimuli/8B2.jpg,Stimuli/8B3.jpg,Stimuli/8C1.jpg,Stimuli/8C2.jpg,Stimuli/8C3.jpg,,,,,0,15,15,8,,,,,,,,1342.1266370000085,None,1343.1266041000054,None,1349.1265753000043,None,"[0.399, -0.003]","[-0.203, -0.347]","[-0.2, 0.346]","[0.07, 0.393]","[0.304, -0.26]","[-0.378, -0.136]","[0.306, 0.255]","[0.066, -0.395]","[-0.377, 0.138]",,8.55045994000102,25.250004640009138,19.250834440012113,"[0.39166666666666666, -0.375, 0.28055555555555556]","[0.004629629629629629, 0.11851851851851852, -0.225]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[8.548190000001341, 19.247965700007626, 25.247518000003765]",0.0017045400018105283,25.249003840013756,['A1'],['B2'],['C3'],['salmon'],['yellow'],['blue'],1379.8588736999955,None,7.0,3.429972199999611,1379.8588736999955,None,1385.1587322999985,None,6.0,8.647523200008436,1398.0251714000042,None,10.0,6.281614899999113,1392.058690100006,None,8.0,3.981482599992887,<function functionImportanceB at 0x000002A300E68EA0>,<function functionImportanceA at 0x000002A300E68F28>,<function functionImportanceC at 0x000002A300E681E0>,,,7.0,2.697716599999694,3.0,3.981482599992887,2.0,2.6644120999990264,<function functiondiffC at 0x000002A300883E18>,<function functiondiffA at 0x000002A3002DFE18>,<function functiondiffB at 0x000002A3008836A8>,,,,,1354.1445748999977,1410.1249408000003,None,1402.8583120999974,None,1406.891714700003,None,29,001,2022_Jul_21_1016,2leo,2021.2.3,59.986563008828796,
3,20,Plan a tea party with your friends,Stimuli/20A1.jpg,Stimuli/20A2.jpg,Stimuli/20A3.jpg,Stimuli/20B1.jpg,Stimuli/20B2.jpg,Stimuli/20B3.jpg,Stimuli/20C1.jpg,Stimuli/20C2.jpg,Stimuli/20C3.jpg,,,,,0,16,16,20,,,,,,,,1411.7910132999968,None,1412.7914844000043,None,1418.7913245999953,None,"[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]","[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]","[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]",,8.47935504000634,21.579448239994235,11.863319039999624,"[-0.18425925925925926, 0.06666666666666667, 0.06851851851851852]","[-0.2861111111111111, -0.3472222222222222, 0.3194444444444444]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[8.476899699991918, 11.860400299992762, 21.576845400006277]",0.0018171400006394833,21.578491439999198,['A3'],['B2'],['C3'],['salmon'],['blue'],['yellow'],1444.5071540000063,None,6.0,4.062766599992756,1444.5071540000063,None,1456.6569099000044,None,8.0,6.798247099999571,1448.6903063000063,None,9.0,5.497858100003214,1460.9900481000077,None,2.0,3.481728500002646,<function functionImportanceC at 0x000002A300E68158>,<function functionImportanceB at 0x000002A300E689D8>,<function functionImportanceA at 0x000002A300E680D0>,,,4.0,3.9645211000024574,2.0,3.481728500002646,7.0,8.430941099999472,<function functiondiffA at 0x000002A3008839D8>,<function functiondiffB at 0x000002A300883D08>,<function functiondiffC at 0x000002A300E68B70>,,,,,1422.460082000005,1473.4899498000013,None,1476.8730720000021,None,1464.4235167000006,None,29,001,2022_Jul_21_1016,2leo,2021.2.3,59.986563008828796,
3,22,Plan a beach day with your friends,Stimuli/22A1.jpg,Stimuli/22A2.jpg,Stimuli/22A3.jpg,Stimuli/22B1.jpg,Stimuli/22B2.jpg,Stimuli/22B3.jpg,Stimuli/22C1.jpg,Stimuli/22C2.jpg,Stimuli/22C3.jpg,,,,,0,17,17,22,,,,,,,,1479.6892002999957,None,1480.6895506,None,1486.6896976999997,None,"[-0.377, 0.138]","[0.066, -0.395]","[0.306, 0.255]","[-0.2, 0.346]","[-0.203, -0.347]","[0.399, -0.003]","[-0.378, -0.136]","[0.304, -0.26]","[0.07, 0.393]",,11.931156580001698,8.126732579999953,15.06028237999999,"[-0.1787037037037037, 0.2824074074074074, 0.31851851851851853]","[-0.3416666666666667, 0.2222222222222222, -0.2574074074074074]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[8.120350600001984, 11.924822999993921, 15.053744499993627]",0.005530980008188635,15.059018779997132,['A3'],['B2'],['C2'],['blue'],['yellow'],['salmon'],1503.4054911999992,None,9.0,3.296859799986123,1503.4054911999992,None,1513.8721544,None,7.0,5.298399599996628,1506.7722671000083,None,3.0,7.030978399998276,1519.1387325999967,None,9.0,3.098322100006044,<function functionImportanceC at 0x000002A300E68620>,<function functionImportanceB at 0x000002A300883048>,<function functionImportanceA at 0x000002A300883A60>,,,6.0,4.064520899992203,5.0,3.098322100006044,0.0,2.7141950000077486,<function functiondiffA at 0x000002A300E68D08>,<function functiondiffB at 0x000002A300E68950>,<function functiondiffC at 0x000002A300883950>,,,,,1487.8672656999988,1524.9550702999986,None,1529.0383854999964,None,1522.221899199998,None,29,001,2022_Jul_21_1016,2leo,2021.2.3,59.986563008828796,
3,36,Plan your shopping for new clothing,Stimuli/36A1.jpg,Stimuli/36A2.jpg,Stimuli/36A3.jpg,Stimuli/36B1.jpg,Stimuli/36B2.jpg,Stimuli/36B3.jpg,Stimuli/36C1.jpg,Stimuli/36C2.jpg,Stimuli/36C3.jpg,,,,,0,18,18,36,,,,,,,,1531.1212182000017,None,1532.1215613000095,None,1538.1215604000026,None,"[0.07, 0.393]","[0.304, -0.26]","[-0.378, -0.136]","[0.399, -0.003]","[-0.203, -0.347]","[-0.2, 0.346]","[0.306, 0.255]","[0.066, -0.395]","[-0.377, 0.138]",,16.765226139992592,9.001596139991307,19.282578240003204,"[-0.23148148148148148, 0.01574074074074074, 0.03518518518518519]","[0.30833333333333335, 0.3314814814814815, -0.35]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[9.000632600000245, 16.764762000006158, 19.281507799998508]",6.443999882321805e-05,19.28147583999089,['A1'],['B3'],['C2'],['blue'],['yellow'],['salmon'],1559.0206102000084,None,10.0,3.146890899995924,1559.0206102000084,None,1572.7537941000046,None,2.0,7.281816400005482,1562.2206218000065,None,10.0,4.631006499999785,1566.887347099997,None,2.0,5.864903399997274,<function functionImportanceC at 0x000002A3011EB6A8>,<function functionImportanceA at 0x000002A300883268>,<function functionImportanceB at 0x000002A3011EB7B8>,,,3.0,2.531063300004462,0.0,5.864903399997274,6.0,2.5812068000086583,<function functiondiffC at 0x000002A3011EB0D0>,<function functiondiffA at 0x000002A300E687B8>,<function functiondiffB at 0x000002A300E68488>,,,,,1539.2543071999971,1585.820222800001,None,1580.0203801000025,None,1583.2202111000079,None,29,001,2022_Jul_21_1016,2leo,2021.2.3,59.986563008828796,
3,14,Plan your own Pizza for dinner,Stimuli/14A1.jpg,Stimuli/14A2.jpg,Stimuli/14A3.jpg,Stimuli/14B1.jpg,Stimuli/14B2.jpg,Stimuli/14B3.jpg,Stimuli/14C1.jpg,Stimuli/14C2.jpg,Stimuli/14C3.jpg,,,,,0,19,19,14,,,,,,,,1587.8697599000006,None,1588.8700821999955,None,1594.8701452999958,None,"[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]","[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]","[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]",,17.27806137999869,13.278442280003219,7.629030680007418,"[0.0712962962962963, 0.2722222222222222, -0.1527777777777778]","[0.3212962962962963, 0.2111111111111111, -0.3398148148148148]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[7.621369500004221, 13.271159900003113, 17.270866699996986]",0.006525180011522025,17.277297580003506,['A3'],['B2'],['C2'],['blue'],['yellow'],['salmon'],1613.802659699999,None,8.0,3.5132348999904934,1613.802659699999,None,1627.0359178000072,None,8.0,2.4981721000076504,1617.3711752999952,None,7.0,7.06451010001183,1624.469344199999,None,10.0,2.514721900006407,<function functionImportanceC at 0x000002A3011EB1E0>,<function functionImportanceA at 0x000002A3011EB9D8>,<function functionImportanceB at 0x000002A3011EB950>,,,10.0,6.1141328000085196,7.0,2.514721900006407,3.0,4.480194300005678,<function functiondiffB at 0x000002A300E68C80>,<function functiondiffC at 0x000002A300E68840>,<function functiondiffA at 0x000002A300E68A60>,,,,,1596.0461169000046,1629.5025189000007,None,1635.618916300009,None,1638.0354891000025,None,29,001,2022_Jul_21_1016,2leo,2021.2.3,59.986563008828796,
3,24,Plan your Monday morning on a workday ,Stimuli/24A1.jpg,Stimuli/24A2.jpg,Stimuli/24A3.jpg,Stimuli/24B1.jpg,Stimuli/24B2.jpg,Stimuli/24B3.jpg,Stimuli/24C1.jpg,Stimuli/24C2.jpg,Stimuli/24C3.jpg,,,,,0,20,20,24,,,,,,,,1642.0350332999951,None,1643.0353388000076,None,1649.0352836999955,None,"[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]","[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]","[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]",,15.906358740001451,12.090054940010305,6.5571644400042715,"[-0.19166666666666668, 0.06666666666666667, -0.34814814814814815]","[0.287962962962963, 0.32314814814814813, 0.09907407407407408]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[6.552358399989316, 12.085408699989785, 15.902092299991637]",0.003852340014418587,15.90564414000255,['A1'],['B2'],['C1'],['blue'],['salmon'],['yellow'],1666.5531790999958,None,10.0,2.213356499996735,1666.5531790999958,None,1685.1007383999968,None,10.0,2.431677199987462,1677.4510174000025,None,10.0,7.631345400004648,1668.819822999998,None,10.0,8.597439100005431,<function functionImportanceA at 0x000002A3011EBA60>,<function functionImportanceC at 0x000002A3011EB400>,<function functionImportanceB at 0x000002A3011EB598>,,,-0.0,2.331400199997006,0.0,8.597439100005431,7.0,6.081006299995352,<function functiondiffA at 0x000002A3011EB268>,<function functiondiffC at 0x000002A3011EB840>,<function functiondiffB at 0x000002A3011EB730>,,,,,1650.1642286999995,1696.4007663000084,None,1693.6181557999953,None,1687.5176190000057,None,29,001,2022_Jul_21_1016,2leo,2021.2.3,59.986563008828796,
3,6,Plan your wedding,Stimuli/6A1.jpg,Stimuli/6A2.jpg,Stimuli/6A3.jpg,Stimuli/6B1.jpg,Stimuli/6B2.jpg,Stimuli/6B3.jpg,Stimuli/6C1.jpg,Stimuli/6C2.jpg,Stimuli/6C3.jpg,,,,,0,21,21,6,,,,,,,,1698.2502097999968,None,1699.2507408000092,None,1705.250663800005,None,"[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]","[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]","[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]",,16.86031488001754,22.043968080019113,7.827699780013063,"[-0.18611111111111112, 0.30925925925925923, 0.11388888888888889]","[-0.3175925925925926, 0.19907407407407407, 0.3851851851851852]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[7.81904050000594, 16.852282699997886, 22.03566170000704]",0.0075393800070742145,22.043006780018914,['A2'],['B2'],['C3'],['yellow'],['salmon'],['blue'],1732.8995580000046,None,3.0,2.9635570000100415,1732.8995580000046,None,1746.8824601000088,None,0.0,3.3816350999986753,1737.133081100008,None,0.0,3.864455100003397,1740.9662834000046,None,7.0,5.414975799998501,<function functionImportanceC at 0x000002A3011EBBF8>,<function functionImportanceA at 0x000002A3011EBAE8>,<function functionImportanceB at 0x000002A3011EB510>,,,10.0,2.214555200000177,10.0,5.414975799998501,3.0,3.18196970000281,<function functiondiffC at 0x000002A3011EBD90>,<function functiondiffA at 0x000002A3011EB2F0>,<function functiondiffB at 0x000002A3011EBF28>,,,,,1710.3972388999973,1756.5323732999968,None,1749.016062900002,None,1753.232487900008,None,29,001,2022_Jul_21_1016,2leo,2021.2.3,59.986563008828796,
3,41,Plan how you want to have dinner tonight ,Stimuli/41A1.jpg,Stimuli/41A2.jpg,Stimuli/41A3.jpg,Stimuli/41B1.jpg,Stimuli/41B2.jpg,Stimuli/41B3.jpg,Stimuli/41C1.jpg,Stimuli/41C2.jpg,Stimuli/41C3.jpg,,,,,0,22,22,41,,,,,,,,1757.865282800005,None,1758.8658266999992,None,1764.8654797000054,None,"[0.066, -0.395]","[0.306, 0.255]","[-0.377, 0.138]","[0.304, -0.26]","[0.07, 0.393]","[-0.378, -0.136]","[-0.203, -0.347]","[0.399, -0.003]","[-0.2, 0.346]",,12.851545619996614,10.185084119992098,5.719142219997593,"[-0.16666666666666666, 0.31851851851851853, 0.046296296296296294]","[0.2824074074074074, -0.2861111111111111, -0.32592592592592595]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[5.715280799995526, 10.181661800001166, 12.848367200000212]",0.002739919989835471,12.851100519997999,['A1'],['B1'],['C3'],['blue'],['yellow'],['salmon'],1779.598431899998,None,10.0,2.3472279999987222,1779.598431899998,None,1793.1648224999954,None,9.0,3.8983120000048075,1782.2317963999958,None,8.0,6.314691600011429,1788.3983468000079,None,2.0,4.748363500009873,<function functionImportanceC at 0x000002A300E682F0>,<function functionImportanceA at 0x000002A3011EB048>,<function functionImportanceB at 0x000002A300E68E18>,,,4.0,4.7983233999984805,0.0,4.748363500009873,3.0,2.797995599990827,<function functiondiffC at 0x000002A300E68D90>,<function functiondiffA at 0x000002A3011EBE18>,<function functiondiffB at 0x000002A300E68510>,,,,,1766.2662339999952,1802.4313535999972,None,1797.0314230000076,None,1799.6145404999988,None,29,001,2022_Jul_21_1016,2leo,2021.2.3,59.986563008828796,
3,4,Plan a game night at your place,Stimuli/4A1.jpg,Stimuli/4A2.jpg,Stimuli/4A3.jpg,Stimuli/4B1.jpg,Stimuli/4B2.jpg,Stimuli/4B3.jpg,Stimuli/4C1.jpg,Stimuli/4C2.jpg,Stimuli/4C3.jpg,,,,,0,23,23,4,,,,,,,,1806.747549000007,None,1807.747690899996,None,1813.7477565000008,None,"[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]","[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]","[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]",,8.477130619998206,3.277292419996229,12.82714341999963,"[-0.1638888888888889, 0.03148148148148148, -0.33611111111111114]","[-0.32592592592592595, -0.35648148148148145, -0.1259259259259259]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[3.2686250999977347, 8.46872770000482, 12.818396200003917]",0.007785019988659769,12.826113620001706,['A3'],['B3'],['C1'],['yellow'],['blue'],['salmon'],1830.4636999000068,None,10.0,2.2971581000019796,1830.4636999000068,None,1836.647140800007,None,10.0,2.1818858000042383,1834.1469636999973,None,10.0,3.8310989000019617,1839.8635474000039,None,6.0,4.831522699998459,<function functionImportanceC at 0x000002A3017942F0>,<function functionImportanceB at 0x000002A301794AE8>,<function functionImportanceA at 0x000002A3011EB488>,,,3.0,5.047827700007474,10.0,4.831522699998459,1.0,4.197807100004866,<function functiondiffC at 0x000002A3017940D0>,<function functiondiffB at 0x000002A3011EBC80>,<function functiondiffA at 0x000002A3011EBD08>,,,,,1817.179720500004,1846.8968603999965,None,1844.0633299000037,None,1852.2799165000033,None,29,001,2022_Jul_21_1016,2leo,2021.2.3,59.986563008828796,
3,29,Plan a day in the mountains ,Stimuli/29A1.jpg,Stimuli/29A2.jpg,Stimuli/29A3.jpg,Stimuli/29B1.jpg,Stimuli/29B2.jpg,Stimuli/29B3.jpg,Stimuli/29C1.jpg,Stimuli/29C2.jpg,Stimuli/29C3.jpg,,,,,0,24,24,29,,,,,,,,1855.681848399996,None,1856.6963185000059,None,1862.6965640999988,None,"[0.304, -0.26]","[-0.378, -0.136]","[0.07, 0.393]","[0.066, -0.395]","[-0.377, 0.138]","[0.306, 0.255]","[-0.203, -0.347]","[-0.2, 0.346]","[0.399, -0.003]",,25.31174613998155,12.528804839981603,7.695624439977109,"[-0.18981481481481483, 0.025, 0.025925925925925925]","[-0.29074074074074074, -0.325, 0.34444444444444444]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[7.687798400002066, 12.521266800002195, 25.30427100000088]",0.006867839983897284,25.310937239977648,['A3'],['B1'],['C1'],['yellow'],['salmon'],['blue'],1889.6954879999976,None,2.0,2.596442300011404,1889.6954879999976,None,1899.5787620000046,None,2.0,5.0153642000077525,1892.3955688999995,None,7.0,7.214278899991768,1904.7116550000064,None,0.0,2.8979133000102593,<function functionImportanceC at 0x000002A301794950>,<function functionImportanceB at 0x000002A301794730>,<function functionImportanceA at 0x000002A301794268>,,,1.0,5.497771399997873,6.0,2.8979133000102593,8.0,1.9149488999973983,<function functiondiffB at 0x000002A3011EBB70>,<function functiondiffA at 0x000002A3011EB378>,<function functiondiffC at 0x000002A3011EB620>,,,,,1863.9065263000084,1907.511972799999,None,1914.9617586999957,None,1913.0450815000077,None,29,001,2022_Jul_21_1016,2leo,2021.2.3,59.986563008828796,
3,17,Plan a day in Barcelona with a friend who is new to the city,Stimuli/17A1.jpg,Stimuli/17A2.jpg,Stimuli/17A3.jpg,Stimuli/17B1.jpg,Stimuli/17B2.jpg,Stimuli/17B3.jpg,Stimuli/17C1.jpg,Stimuli/17C2.jpg,Stimuli/17C3.jpg,,,,,0,25,25,17,,,,,,,,1917.4285780000064,None,1918.4282176999986,None,1924.4282134000096,None,"[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]","[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]","[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]",,11.390978679992259,2.975101079980959,14.60845467998297,"[0.041666666666666664, -0.3768518518518518, -0.22592592592592592]","[0.38425925925925924, 0.1675925925925926, 0.29259259259259257]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[2.9695993999921484, 11.385847500001546, 14.602757699991344]",0.0047260799910873175,14.607106879993808,['A1'],['B2'],['C1'],['blue'],['yellow'],['salmon'],1940.6943255000078,None,10.0,1.7632389000063995,1940.6943255000078,None,1945.7114715000062,None,10.0,2.5651520999963395,1942.5276014999981,None,10.0,3.164604000005056,1948.3273828999954,None,6.0,2.798649200005457,<function functionImportanceC at 0x000002A3017947B8>,<function functionImportanceB at 0x000002A301794D08>,<function functionImportanceA at 0x000002A3017941E0>,,,0.0,1.781210800007102,0.0,2.798649200005457,2.0,2.2978999000042677,<function functiondiffC at 0x000002A301794BF8>,<function functiondiffB at 0x000002A3011EBEA0>,<function functiondiffA at 0x000002A3011EB8C8>,,,,,1925.6067676000093,1954.0107434999954,None,1951.0607767000038,None,1955.810631100001,None,29,001,2022_Jul_21_1016,2leo,2021.2.3,59.986563008828796,
3,7,Plan your Sunday breakfast ,Stimuli/7A1.jpg,Stimuli/7A2.jpg,Stimuli/7A3.jpg,Stimuli/7B1.jpg,Stimuli/7B2.jpg,Stimuli/7B3.jpg,Stimuli/7C1.jpg,Stimuli/7C2.jpg,Stimuli/7C3.jpg,,,,,0,26,26,7,,,,,,,,1957.6275386000052,None,1958.6274176000006,None,1964.627216000008,None,"[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]","[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]","[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]",,6.341823039998417,21.624928839999484,14.192104739995557,"[-0.35462962962962963, 0.062037037037037036, 0.35462962962962963]","[0.08981481481481482, 0.32407407407407407, 0.05740740740740741]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[6.3308181000029435, 14.180704600003082, 21.61378220000188]",0.010457939992193133,21.624075739993714,['A2'],['B1'],['C1'],['yellow'],['salmon'],['blue'],1992.7261662000092,None,8.0,2.3804221999889705,1992.7261662000092,None,2002.3925159000064,None,7.0,7.165091400005622,1996.3595006999967,None,0.0,5.347628099989379,2009.4924765000032,None,10.0,3.515280799998436,<function functionImportanceC at 0x000002A301794D90>,<function functionImportanceB at 0x000002A301794048>,<function functionImportanceA at 0x000002A300E68730>,,,2.0,3.3145122999994783,8.0,3.515280799998436,0.0,2.0809429999935674,<function functiondiffC at 0x000002A3017949D8>,<function functiondiffB at 0x000002A301794A60>,<function functiondiffA at 0x000002A301794B70>,,,,,1970.6467938999995,2017.2758093000011,None,2011.559214000008,None,2020.4423687999952,None,29,001,2022_Jul_21_1016,2leo,2021.2.3,59.986563008828796,
3,39,Plan what kind of watch you want to buy,Stimuli/39A1.jpg,Stimuli/39A2.jpg,Stimuli/39A3.jpg,Stimuli/39B1.jpg,Stimuli/39B2.jpg,Stimuli/39B3.jpg,Stimuli/39C1.jpg,Stimuli/39C2.jpg,Stimuli/39C3.jpg,,,,,0,27,27,39,,,,,,,,2021.559871000005,None,2022.5588003000012,None,2028.5587588000053,None,"[0.304, -0.26]","[0.07, 0.393]","[-0.378, -0.136]","[0.066, -0.395]","[0.306, 0.255]","[-0.377, 0.138]","[-0.203, -0.347]","[0.399, -0.003]","[-0.2, 0.346]",,18.67589399999997,6.6766915999905905,15.80961299999035,"[0.2935185185185185, -0.13703703703703704, 0.262037037037037]","[0.16944444444444445, -0.26666666666666666, -0.20185185185185187]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[6.661802499991609, 15.794601399989915, 18.66138589999173]",0.014086900002439506,18.6752409000037,['A1'],['B2'],['C1'],['blue'],['yellow'],['salmon'],2048.9413253999955,None,10.0,1.8971632000029786,2048.9413253999955,None,2050.941500400004,None,10.0,3.8979862999985926,2058.0579204000096,None,3.0,4.881576200001291,2054.8746324999956,None,10.0,3.1484316999994917,<function functionImportanceB at 0x000002A301794378>,<function functionImportanceA at 0x000002A301794510>,<function functionImportanceC at 0x000002A3024B68C8>,,,0.0,2.1310837999917567,7.0,3.1484316999994917,0.0,2.864199700008612,<function functiondiffA at 0x000002A3017948C8>,<function functiondiffB at 0x000002A301794598>,<function functiondiffC at 0x000002A3024B6048>,,,,,2029.7944579000032,2065.741093500008,None,2067.8910409999953,None,2062.857879899995,None,29,001,2022_Jul_21_1016,2leo,2021.2.3,59.986563008828796,
3,15,Plan your own Pasta for lunch,Stimuli/15A1.jpg,Stimuli/15A2.jpg,Stimuli/15A3.jpg,Stimuli/15B1.jpg,Stimuli/15B2.jpg,Stimuli/15B3.jpg,Stimuli/15C1.jpg,Stimuli/15C2.jpg,Stimuli/15C3.jpg,,,,,0,28,28,15,,,,,,,,2070.4255231999996,None,2071.4407924999978,None,2077.440758900004,None,"[0.07, 0.393]","[0.304, -0.26]","[-0.378, -0.136]","[0.306, 0.255]","[0.066, -0.395]","[-0.377, 0.138]","[0.399, -0.003]","[-0.203, -0.347]","[-0.2, 0.346]",,12.937011519999942,16.387131319992477,6.237658419995569,"[-0.15925925925925927, 0.0712962962962963, 0.0824074074074074]","[0.3592592592592593, 0.32037037037037036, -0.3731481481481482]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[6.230622799994308, 12.930644599997322, 16.380424699993455]",0.005940819988609292,16.38609981999616,['A1'],['B2'],['C3'],['blue'],['salmon'],['yellow'],2096.206793400008,None,9.0,2.8970182000048226,2096.206793400008,None,2102.3569093999977,None,8.0,4.54857680000714,2107.623365499996,None,5.0,3.598727600008715,2099.240247199996,None,10.0,3.1808573999878718,<function functionImportanceA at 0x000002A301794158>,<function functionImportanceB at 0x000002A3024B6BF8>,<function functionImportanceC at 0x000002A3024B6620>,,,3.0,2.181635200002347,2.0,3.1808573999878718,8.0,4.248029599999427,<function functiondiffA at 0x000002A301794EA0>,<function functiondiffB at 0x000002A301794620>,<function functiondiffC at 0x000002A3024B60D0>,,,,,2079.356479000009,2114.789831000002,None,2117.1232102000067,None,2110.5232345999975,None,29,001,2022_Jul_21_1016,2leo,2021.2.3,59.986563008828796,
