Condition,N_Scenario,written_scenario,ImageA1,ImageA2,ImageA3,ImageB1,ImageB2,ImageB3,ImageC1,ImageC2,ImageC3,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,button_2.started,button_2.stopped,button_2.numClicks,button_2.timesOn,button_2.timesOff,text.started,text.stopped,fixationcross1_started,fixationcross1_stopped,Scenario_started,Scenario_stopped,fixationcross2_started,fixationcross2_stopped,A1pos,A2pos,A3pos,B1pos,B2pos,B3pos,C1pos,C2pos,C3pos,﻿Imagesdecision_started,decisiontimeA,decisiontimeB,decisiontimeC,mouse_x,mouse_y,mouse_leftButton,mouse_midButton,mouse_rightButton,mouse_time,mouse_started,mouse_stopped,clicked_optionA,clicked_optionB,clicked_optionC,colour_category_A,colour_category_B,colour_category_C,question_confidence_started,question_confidence_stopped,slider_confidence_response,slider_confidence_rt,slider_confidence_started,slider_confidence_stopped,question_valueA_started,question_valueA_stopped,slider_valueA_response,slider_valueA_rt,question_valueB_started,question_valueB_stopped,slider_valueB_response,slider_valueB_rt,question_valueC_started,question_valueC_stopped,slider_valueC_response,slider_valueC_rt,Importance_First,Importance_Second,Importance_Third,question_diff_started,question_diff_stopped,slider_diffC_response,slider_diffC_rt,slider_diffA_response,slider_diffA_rt,slider_diffB_response,slider_diffB_rt,diff_First,diff_Second,diff_Third,button_3_started,button_3_stopped,text_2_started,text_2_stopped,Imagesdecision_started,question_diffC_started,question_diffC_stopped,question_diffA_started,question_diffA_stopped,question_diffB_started,question_diffB_stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,21,Plan your sandwich for lunch,Stimuli/21A1.jpg,Stimuli/21A2.jpg,Stimuli/21A3.jpg,Stimuli/21B1.jpg,Stimuli/21B2.jpg,Stimuli/21B3.jpg,Stimuli/21C1.jpg,Stimuli/21C2.jpg,Stimuli/21C3.jpg,,,,,0,8,8,21,,,,,,,,751.2156852999997,None,752.2155817000003,None,758.2153803000001,None,"[0.304, -0.26]","[0.07, 0.393]","[-0.378, -0.136]","[-0.203, -0.347]","[0.399, -0.003]","[-0.2, 0.346]","[0.066, -0.395]","[0.306, 0.255]","[-0.377, 0.138]",,12.477407500000481,11.044593600001463,4.944923099999869,"[0.30185185185185187, -0.20555555555555555, 0.3537037037037037]","[0.2324074074074074, 0.36018518518518516, -0.262037037037037]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[4.929258199999822, 11.029097200000251, 12.46238219999941]",0.014603000001443434,12.476723000001584,['A1'],['B3'],['C2'],['salmon'],['blue'],['yellow'],772.3149444999999,None,4.0,2.5306823999999324,772.3149444999999,None,774.8983439000003,None,9.0,3.047524400000839,777.964751200001,None,6.0,3.198361199998544,781.1982050999995,None,4.0,2.798627599999236,<function functionImportanceA at 0x000002129249C048>,<function functionImportanceB at 0x000002129249CA60>,<function functionImportanceC at 0x000002129249CAE8>,,,4.0,3.047524400000839,1.0,3.931214899999759,6.0,2.931402700000035,<function functiondiffC at 0x00000212927EE268>,<function functiondiffB at 0x00000212927EE950>,<function functiondiffA at 0x00000212927EE598>,,,,,759.366770300001,783.9649391000003,None,791.2481540999997,None,788.3147509999999,None,12,001,2022_Jul_12_1417,2leo,2021.2.3,59.937844454755485,
3,13,Plan a romantic date this weekend,Stimuli/13A1.jpg,Stimuli/13A2.jpg,Stimuli/13A3.jpg,Stimuli/13B1.jpg,Stimuli/13B2.jpg,Stimuli/13B3.jpg,Stimuli/13C1.jpg,Stimuli/13C2.jpg,Stimuli/13C3.jpg,,,,,0,9,9,13,,,,,,,,794.7144354000011,None,795.7146782,None,801.7146109000005,None,"[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]","[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]","[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]",,15.725025360003201,14.775438660002692,8.625560560003578,"[-0.18981481481481483, 0.31574074074074077, 0.31203703703703706]","[0.30833333333333335, -0.2638888888888889, 0.25462962962962965]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[8.610707300000286, 14.76074730000073, 15.710608600000342]",0.013824960004058084,15.724328960002822,['A2'],['B3'],['C1'],['yellow'],['salmon'],['blue'],819.1304345000008,None,4.0,2.3302383000009286,819.1304345000008,None,828.9470316999996,None,1.0,3.5482422999994014,825.2638803999998,None,2.0,3.7151785000005475,821.5302626000012,None,7.0,3.664442399998734,<function functionImportanceC at 0x0000021292C61620>,<function functionImportanceB at 0x0000021292C61A60>,<function functionImportanceA at 0x0000021292C61950>,,,8.0,3.5482422999994014,7.0,3.8975988999991387,6.0,3.0310638999999355,<function functiondiffB at 0x00000212915A30D0>,<function functiondiffC at 0x00000212915A3620>,<function functiondiffA at 0x00000212927EE1E0>,,,,,802.9349552000003,835.5302511000009,None,838.1966499000009,None,832.4968616000006,None,12,001,2022_Jul_12_1417,2leo,2021.2.3,59.937844454755485,
3,27,Plan what festival to visit with your friends,Stimuli/27A1.jpg,Stimuli/27A2.jpg,Stimuli/27A3.jpg,Stimuli/27B1.jpg,Stimuli/27B2.jpg,Stimuli/27B3.jpg,Stimuli/27C1.jpg,Stimuli/27C2.jpg,Stimuli/27C3.jpg,,,,,0,10,10,27,,,,,,,,841.6131234000004,None,842.613140200001,None,848.6133917999996,None,"[-0.203, -0.347]","[0.399, -0.003]","[-0.2, 0.346]","[0.066, -0.395]","[0.306, 0.255]","[-0.377, 0.138]","[0.304, -0.26]","[0.07, 0.393]","[-0.378, -0.136]",,14.496770460000334,9.39706046000174,18.647330960000545,"[0.07592592592592592, -0.2, 0.07037037037037037]","[-0.4046296296296296, -0.3351851851851852, 0.4425925925925926]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[9.3804626000001, 14.4804355999986, 18.630336399999578]",0.015915260000838316,18.646197160001975,['A1'],['B1'],['C2'],['yellow'],['blue'],['salmon'],868.8623394999995,None,2.0,2.0304825999992318,868.8623394999995,None,877.529084400001,None,10.0,4.148352799998975,870.9625777000001,None,6.0,2.947590300000229,873.9292174000002,None,9.0,3.5986340999988897,<function functionImportanceB at 0x0000021292C619D8>,<function functionImportanceC at 0x0000021292C61048>,<function functionImportanceA at 0x00000212927EE2F0>,,,9.0,4.148352799998975,7.0,3.0644261999987066,7.0,2.7810138999993796,<function functiondiffB at 0x00000212927EE730>,<function functiondiffA at 0x00000212927EE0D0>,<function functiondiffC at 0x00000212915A3158>,,,,,849.7469868999997,887.5620438000005,None,884.4788915000008,None,881.6790233000011,None,12,001,2022_Jul_12_1417,2leo,2021.2.3,59.937844454755485,
3,34,Plan what car you want to buy,Stimuli/34A1.jpg,Stimuli/34A2.jpg,Stimuli/34A3.jpg,Stimuli/34B1.jpg,Stimuli/34B2.jpg,Stimuli/34B3.jpg,Stimuli/34C1.jpg,Stimuli/34C2.jpg,Stimuli/34C3.jpg,,,,,0,11,11,34,,,,,,,,889.4954266999994,None,890.495261600001,None,896.4953211000011,None,"[-0.377, 0.138]","[0.066, -0.395]","[0.306, 0.255]","[-0.378, -0.136]","[0.304, -0.26]","[0.07, 0.393]","[-0.2, 0.346]","[-0.203, -0.347]","[0.399, -0.003]",,4.938331240011394,9.27161094001167,16.555332340012683,"[-0.37037037037037035, -0.3101851851851852, 0.3814814814814815]","[0.1111111111111111, -0.10925925925925926, 0.006481481481481481]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[4.92445939999925, 9.257566100000986, 16.540883400000894]",0.013368840012844885,16.55413484001292,['A1'],['B1'],['C3'],['yellow'],['blue'],['salmon'],916.627843100001,None,7.0,2.5969659999991563,916.627843100001,None,924.5946573000001,None,8.0,4.965160699999615,920.2613117000001,None,10.0,4.281412700000146,928.5776798999996,None,7.0,3.0152655000001687,<function functionImportanceB at 0x0000021292C61400>,<function functionImportanceA at 0x0000021292C61268>,<function functionImportanceC at 0x0000021292C61AE8>,,,3.0,4.965160699999615,4.0,4.181348900001467,0.0,3.5644548000000214,<function functiondiffC at 0x0000021292C618C8>,<function functiondiffB at 0x0000021292C61B70>,<function functiondiffA at 0x0000021292C61510>,,,,,899.6193392999994,931.5776265000004,None,938.5607945000011,None,934.8609299,None,12,001,2022_Jul_12_1417,2leo,2021.2.3,59.937844454755485,
3,39,Plan what kind of watch you want to buy,Stimuli/39A1.jpg,Stimuli/39A2.jpg,Stimuli/39A3.jpg,Stimuli/39B1.jpg,Stimuli/39B2.jpg,Stimuli/39B3.jpg,Stimuli/39C1.jpg,Stimuli/39C2.jpg,Stimuli/39C3.jpg,,,,,0,12,12,39,,,,,,,,941.8938400999996,None,942.8939855999997,None,948.8941113000001,None,"[-0.203, -0.347]","[-0.2, 0.346]","[0.399, -0.003]","[0.066, -0.395]","[-0.377, 0.138]","[0.306, 0.255]","[0.304, -0.26]","[-0.378, -0.136]","[0.07, 0.393]",,18.122276879999845,3.8730787799995596,12.256117380000433,"[0.10185185185185185, 0.2574074074074074, -0.22685185185185186]","[-0.3888888888888889, -0.25833333333333336, 0.3398148148148148]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[3.868455499999982, 12.251253700000234, 18.11779639999986]",0.003944579999370035,18.12170997999965,['A2'],['B1'],['C1'],['yellow'],['salmon'],['blue'],968.6930431000001,None,5.0,2.980599800001073,968.6930431000001,None,979.6764645000003,None,7.0,2.665032599999904,975.4929049000002,None,9.0,4.1315231999997195,971.7933458999996,None,3.0,3.7310531999992236,<function functionImportanceC at 0x0000021292C61D08>,<function functionImportanceB at 0x0000021292C61E18>,<function functionImportanceA at 0x000002129249C598>,,,7.0,2.665032599999904,7.0,4.6808751999997185,2.0,2.697723000001133,<function functiondiffB at 0x0000021292C61598>,<function functiondiffC at 0x0000021292C61C80>,<function functiondiffA at 0x0000021292C610D0>,,,,,950.0912747000002,985.0096236999998,None,987.2262582000003,None,982.2930408000011,None,12,001,2022_Jul_12_1417,2leo,2021.2.3,59.937844454755485,
3,43,Plan your dream house,Stimuli/43A1.jpg,Stimuli/43A2.jpg,Stimuli/43A3.jpg,Stimuli/43B1.jpg,Stimuli/43B2.jpg,Stimuli/43B3.jpg,Stimuli/43C1.jpg,Stimuli/43C2.jpg,Stimuli/43C3.jpg,,,,,0,13,13,43,,,,,,,,991.4260648,None,992.4258511999997,None,998.4259137999998,None,"[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]","[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]","[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]",,20.34966600000189,13.79994230000193,9.517048000001523,"[-0.19907407407407407, -0.35, -0.4361111111111111]","[-0.2935185185185185, 0.13240740740740742, -0.1361111111111111]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[9.506785600000512, 13.790052199999991, 20.340004199999385]",0.009127000001171837,20.34904810000262,['A2'],['B2'],['C3'],['salmon'],['yellow'],['blue'],1020.4085018000005,None,3.0,2.28025770000022,1020.4085018000005,None,1034.1248864999998,None,8.0,4.031459600000744,1022.7419456000007,None,8.0,3.481199600000764,1026.2417771,None,9.0,7.831699899999876,<function functionImportanceB at 0x000002129249C620>,<function functionImportanceC at 0x0000021292C61D90>,<function functionImportanceA at 0x000002129249CB70>,,,8.0,4.031459600000744,7.0,2.4477519000010943,4.0,2.3979041000002326,<function functiondiffC at 0x0000021292C61EA0>,<function functiondiffB at 0x0000021292C61730>,<function functiondiffA at 0x0000021292C61488>,,,,,999.5825837000011,1038.1247932000006,None,1043.4913787999994,None,1041.0748043000003,None,12,001,2022_Jul_12_1417,2leo,2021.2.3,59.937844454755485,
3,33,Plan the items to decorate your Christmas tree,Stimuli/33A1.jpg,Stimuli/33A2.jpg,Stimuli/33A3.jpg,Stimuli/33B1.jpg,Stimuli/33B2.jpg,Stimuli/33B3.jpg,Stimuli/33C1.jpg,Stimuli/33C2.jpg,Stimuli/33C3.jpg,,,,,0,14,14,33,,,,,,,,1045.4578069,None,1046.4579262000007,None,1052.4579756000003,None,"[-0.377, 0.138]","[0.066, -0.395]","[0.306, 0.255]","[-0.378, -0.136]","[0.304, -0.26]","[0.07, 0.393]","[-0.2, 0.346]","[-0.203, -0.347]","[0.399, -0.003]",,4.576272280004559,13.726307380005892,9.293327380004484,"[-0.387037037037037, -0.16296296296296298, -0.3398148148148148]","[0.09351851851851851, -0.3435185185185185, -0.15648148148148147]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[4.55916359999901, 9.275546299999405, 13.70888500000001]",0.016655880004691426,13.725496080005541,['A1'],['B1'],['C2'],['yellow'],['salmon'],['blue'],1068.3404931000005,None,5.0,2.547467100001086,1068.3404931000005,None,1071.4908801000001,None,3.0,4.648184899999251,1079.057083900001,None,2.0,2.4984525999989273,1075.640578300001,None,4.0,3.4317480999998224,<function functionImportanceA at 0x0000021292C617B8>,<function functionImportanceC at 0x0000021292D34840>,<function functionImportanceB at 0x000002129249C730>,,,3.0,4.648184899999251,4.0,2.3646349999999074,6.0,3.3481766000004427,<function functiondiffB at 0x0000021292C61378>,<function functiondiffA at 0x0000021292C61BF8>,<function functiondiffC at 0x0000021292D34378>,,,,,1054.1635199000011,1087.3070392999998,None,1085.0571283999998,None,1081.5570134000009,None,12,001,2022_Jul_12_1417,2leo,2021.2.3,59.937844454755485,
3,18,Plan your Saturday night ,Stimuli/18A1.jpg,Stimuli/18A2.jpg,Stimuli/18A3.jpg,Stimuli/18B1.jpg,Stimuli/18B2.jpg,Stimuli/18B3.jpg,Stimuli/18C1.jpg,Stimuli/18C2.jpg,Stimuli/18C3.jpg,,,,,0,15,15,18,,,,,,,,1096.0066908999997,None,1097.0068081000009,None,1103.0066328000012,None,"[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]","[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]","[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]",,15.37001662000148,5.137127820000387,10.437565120000727,"[0.27685185185185185, -0.37962962962962965, -0.18981481481481483]","[0.2351851851851852, -0.10740740740740741, -0.35555555555555557]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[5.125621699999101, 10.425775300000168, 15.358632499999658]",0.010749620001661242,15.369325720001143,['A3'],['B1'],['C2'],['salmon'],['yellow'],['blue'],1119.9724607999997,None,7.0,1.963445999999749,1119.9724607999997,None,1125.0059203,None,10.0,5.898174499998277,1121.9558756000006,None,9.0,2.980892599998697,1130.9221963,None,2.0,2.7149399000009,<function functionImportanceB at 0x0000021292D34400>,<function functionImportanceA at 0x00000212927EE7B8>,<function functionImportanceC at 0x0000021292D34510>,,,7.0,5.898174499998277,6.0,2.347903400001087,3.0,2.6146736000009696,<function functiondiffC at 0x0000021292C61840>,<function functiondiffA at 0x0000021292C616A8>,<function functiondiffB at 0x0000021292C611E0>,,,,,1104.1294749999997,1133.6224235000009,None,1135.872298100001,None,1138.2220818999995,None,12,001,2022_Jul_12_1417,2leo,2021.2.3,59.937844454755485,
3,29,Plan a day in the mountains ,Stimuli/29A1.jpg,Stimuli/29A2.jpg,Stimuli/29A3.jpg,Stimuli/29B1.jpg,Stimuli/29B2.jpg,Stimuli/29B3.jpg,Stimuli/29C1.jpg,Stimuli/29C2.jpg,Stimuli/29C3.jpg,,,,,0,16,16,29,,,,,,,,1140.3719457999996,None,1141.3720672,None,1147.3738133000006,None,"[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]","[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]","[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]",,7.640725280001789,5.340849280002658,12.224439880003047,"[-0.38055555555555554, 0.44814814814814813, -0.4074074074074074]","[0.11574074074074074, 0.0, -0.11203703703703703]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[5.327184600000692, 7.627217799999926, 12.210477500000707]",0.012994480002817,12.223289580002529,['A2'],['B1'],['C1'],['salmon'],['blue'],['yellow'],1161.2714711000008,None,9.0,1.9967684999992343,1161.2714711000008,None,1163.388382000001,None,10.0,3.1981402000001253,1166.5382413999996,None,6.0,3.9151461999990715,1170.4881829000005,None,6.0,3.882181099999798,<function functionImportanceA at 0x0000021292D34048>,<function functionImportanceB at 0x0000021292D349D8>,<function functionImportanceC at 0x0000021292D347B8>,,,1.0,3.1981402000001253,0.0,3.247873999998774,3.0,2.531196699999782,<function functiondiffA at 0x0000021292D34D08>,<function functiondiffC at 0x00000212927EE378>,<function functiondiffB at 0x0000021292D34950>,,,,,1148.5756352999997,1177.6213172000007,None,1174.3712703,None,1180.9210951999994,None,12,001,2022_Jul_12_1417,2leo,2021.2.3,59.937844454755485,
3,37,Plan your cleaning routine ,Stimuli/37A1.jpg,Stimuli/37A2.jpg,Stimuli/37A3.jpg,Stimuli/37B1.jpg,Stimuli/37B2.jpg,Stimuli/37B3.jpg,Stimuli/37C1.jpg,Stimuli/37C2.jpg,Stimuli/37C3.jpg,,,,,0,17,17,37,,,,,,,,1182.9708458000005,None,1183.9710054000006,None,1189.9709211999998,None,"[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]","[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]","[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]",,7.468559220000316,18.75173542000084,14.018848920000892,"[-0.1537037037037037, 0.06018518518518518, 0.2638888888888889]","[-0.3101851851851852, 0.3388888888888889, 0.2675925925925926]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[7.4663497999990796, 14.016252399998848, 18.74940229999993]",0.0015664200000173878,18.750674920000165,['A3'],['B2'],['C2'],['salmon'],['blue'],['yellow'],1210.3369046999996,None,5.0,4.1639997999991465,1210.3369046999996,None,1221.9365268000001,None,6.0,3.5315353000005416,1214.5535868000006,None,9.0,3.481057500001043,1218.053331000001,None,4.0,3.848405199998524,<function functionImportanceB at 0x0000021292D34E18>,<function functionImportanceC at 0x0000021292D34598>,<function functionImportanceA at 0x0000021292D34BF8>,,,9.0,3.5315353000005416,7.0,2.6808944000003976,2.0,2.797732000000906,<function functiondiffA at 0x00000212927EE8C8>,<function functiondiffB at 0x00000212927EE840>,<function functiondiffC at 0x0000021292D341E0>,,,,,1191.1043212000004,1230.9697937,None,1225.4532106000006,None,1228.153360100001,None,12,001,2022_Jul_12_1417,2leo,2021.2.3,59.937844454755485,
3,5,Plan a birthday party for your younger self when you turn eight,Stimuli/5A1.jpg,Stimuli/5A2.jpg,Stimuli/5A3.jpg,Stimuli/5B1.jpg,Stimuli/5B2.jpg,Stimuli/5B3.jpg,Stimuli/5C1.jpg,Stimuli/5C2.jpg,Stimuli/5C3.jpg,,,,,0,18,18,5,,,,,,,,1232.9861942999996,None,1233.9863733000002,None,1239.986253000001,None,"[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]","[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]","[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]",,13.00758492002933,4.008290620029584,22.974835420031013,"[0.06759259259259259, 0.4027777777777778, 0.35833333333333334]","[0.35555555555555557, 0.032407407407407406, 0.21388888888888888]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[3.9951977000000625, 12.99477939999997, 22.961505100000068]",0.012195420029456727,22.973524820030434,['A2'],['B2'],['C2'],['yellow'],['salmon'],['blue'],1269.2685779000003,None,3.0,2.08013789999859,1269.2685779000003,None,1282.670832400001,None,4.0,5.464881900001274,1272.8853622000006,None,3.0,5.697769599999447,1277.7685457000007,None,8.0,2.898426499999914,<function functionImportanceB at 0x0000021292D34268>,<function functionImportanceC at 0x0000021294FC2950>,<function functionImportanceA at 0x0000021292C612F0>,,,9.0,5.464881900001274,8.0,3.281315199999881,3.0,2.564393700000437,<function functiondiffB at 0x0000021292D34730>,<function functiondiffA at 0x0000021292C61158>,<function functiondiffC at 0x0000021292D34F28>,,,,,1245.8448829999998,1291.5014345,None,1288.8519235000003,None,1285.8350656000002,None,12,001,2022_Jul_12_1417,2leo,2021.2.3,59.937844454755485,
3,14,Plan your own Pizza for dinner,Stimuli/14A1.jpg,Stimuli/14A2.jpg,Stimuli/14A3.jpg,Stimuli/14B1.jpg,Stimuli/14B2.jpg,Stimuli/14B3.jpg,Stimuli/14C1.jpg,Stimuli/14C2.jpg,Stimuli/14C3.jpg,,,,,0,19,19,14,,,,,,,,1293.5179363999996,None,1294.5179597000006,None,1300.5182213999997,None,"[0.066, -0.395]","[0.306, 0.255]","[-0.377, 0.138]","[0.304, -0.26]","[0.07, 0.393]","[-0.378, -0.136]","[-0.203, -0.347]","[0.399, -0.003]","[-0.2, 0.346]",,14.839949760000309,27.52308956000161,12.240343560000838,"[-0.1638888888888889, -0.38333333333333336, 0.075]","[0.3277777777777778, 0.09722222222222222, 0.39166666666666666]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[12.234806799999205, 14.834892599999876, 27.517820999999458]",0.004461559999981546,27.52213196000048,['A3'],['B2'],['C3'],['yellow'],['salmon'],['blue'],1329.7502802,None,2.0,2.379854000000705,1329.7502802,None,1339.683739,None,4.0,3.1997897999990528,1332.3003621999997,None,4.0,3.6315077999988716,1335.8503404000003,None,2.0,3.748614500000258,<function functionImportanceB at 0x0000021294FC2378>,<function functionImportanceC at 0x0000021294FC22F0>,<function functionImportanceA at 0x0000021294FC2730>,,,4.0,3.1997897999990528,2.0,2.7311696999986452,8.0,2.2977651999990485,<function functiondiffC at 0x0000021292C61F28>,<function functiondiffB at 0x0000021292D34D90>,<function functiondiffA at 0x0000021292D34C80>,,,,,1301.7461679000007,1342.8002142000005,None,1350.0499808000004,None,1347.750090200001,None,12,001,2022_Jul_12_1417,2leo,2021.2.3,59.937844454755485,
3,0,Plan a barbecue,Stimuli/0A1.jpg,Stimuli/0A2.jpg,Stimuli/0A3.jpg,Stimuli/0B1.jpg,Stimuli/0B2.jpg,Stimuli/0B3.jpg,Stimuli/0C1.jpg,Stimuli/0C2.jpg,Stimuli/0C3.jpg,,,,,0,20,20,0,,,,,,,,1352.2995174000007,None,1353.2997698,None,1359.299799100001,None,"[-0.2, 0.346]","[-0.203, -0.347]","[0.399, -0.003]","[-0.378, -0.136]","[0.304, -0.26]","[0.07, 0.393]","[-0.377, 0.138]","[0.066, -0.395]","[0.306, 0.255]",,12.147724720009137,6.998308120009824,19.981878320009855,"[0.36018518518518516, -0.2212962962962963, 0.33055555555555555]","[-0.24259259259259258, 0.3, 0.22685185185185186]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[6.982653400000345, 12.132333600000493, 19.965876899999785]",0.014882320008837269,19.980299120010386,['A1'],['B2'],['C3'],['blue'],['salmon'],['yellow'],1382.2155648000007,None,9.0,1.6150909000007232,1382.2155648000007,None,1391.5656118000006,None,10.0,4.698580399999628,1383.8991860000006,None,9.0,2.928046999999424,1386.8323801000006,None,4.0,3.364637299999231,<function functionImportanceB at 0x0000021294FC2BF8>,<function functionImportanceC at 0x0000021294FC27B8>,<function functionImportanceA at 0x0000021294FC2AE8>,,,2.0,4.698580399999628,4.0,3.0312670999992406,1.0,2.614925599998969,<function functiondiffC at 0x0000021294FC2048>,<function functiondiffB at 0x0000021294FC28C8>,<function functiondiffA at 0x0000021294FC2488>,,,,,1361.7837462999996,1394.915546100001,None,1400.4988547000012,None,1397.4654694,None,12,001,2022_Jul_12_1417,2leo,2021.2.3,59.937844454755485,
3,31,Plan your order at a restaurant    ,Stimuli/31A1.jpg,Stimuli/31A2.jpg,Stimuli/31A3.jpg,Stimuli/31B1.jpg,Stimuli/31B2.jpg,Stimuli/31B3.jpg,Stimuli/31C1.jpg,Stimuli/31C2.jpg,Stimuli/31C3.jpg,,,,,0,21,21,31,,,,,,,,1402.6648516999994,None,1403.6651762000001,None,1409.6650807999995,None,"[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]","[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]","[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]",,6.523518680009147,14.20567008000944,17.489205080008105,"[0.062037037037037036, -0.16296296296296298, 0.05185185185185185]","[-0.3592592592592593, 0.32592592592592595, 0.4388888888888889]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[6.511814800000138, 14.193841000000248, 17.477043400002003]",0.011109580009360798,17.488055880010506,['A3'],['B1'],['C2'],['yellow'],['blue'],['salmon'],1430.2476588999998,None,3.0,2.0800804999998945,1430.2476588999998,None,1442.416982499999,None,1.0,4.881765900001483,1437.930843099999,None,8.0,2.9981813000013062,1432.4312462000016,None,4.0,5.5135817999980645,<function functionImportanceC at 0x0000021292D34EA0>,<function functionImportanceB at 0x0000021292D34488>,<function functionImportanceA at 0x0000021292D34158>,,,4.0,4.881765900001483,6.0,5.164726499999233,8.0,3.230650199999218,<function functiondiffB at 0x0000021294FC2C80>,<function functiondiffA at 0x0000021294FC2D90>,<function functiondiffC at 0x0000021294FC2620>,,,,,1412.2999485,1454.2471925999998,None,1449.397464400001,None,1445.8142904999986,None,12,001,2022_Jul_12_1417,2leo,2021.2.3,59.937844454755485,
3,16,Plan a delicious cake for the birthday of a friend,Stimuli/16A1.jpg,Stimuli/16A2.jpg,Stimuli/16A3.jpg,Stimuli/16B1.jpg,Stimuli/16B2.jpg,Stimuli/16B3.jpg,Stimuli/16C1.jpg,Stimuli/16C2.jpg,Stimuli/16C3.jpg,,,,,0,22,22,16,,,,,,,,1456.363416600001,None,1457.3637831000015,None,1463.3638320999999,None,"[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]","[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]","[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]",,16.345257119999587,20.478552320000745,6.745708419999573,"[0.2953703703703704, 0.30462962962962964, -0.12129629629629629]","[0.23148148148148148, -0.23796296296296296, 0.37592592592592594]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[6.728020999998989, 16.32794649999778, 20.461071899997478]",0.016683519999787677,20.477558919999865,['A3'],['B2'],['C1'],['salmon'],['yellow'],['blue'],1485.7627262999995,None,6.0,1.697049499998684,1485.7627262999995,None,1493.9794813000008,None,7.0,3.031873899999482,1490.712969600001,None,4.0,3.4318060999976296,1487.6130836000011,None,3.0,2.9479619000012462,<function functionImportanceC at 0x00000212995CC598>,<function functionImportanceB at 0x00000212995CC1E0>,<function functionImportanceA at 0x0000021294FC20D0>,,,4.0,3.031873899999482,3.0,2.6646815999993123,5.0,2.815134799999214,<function functiondiffC at 0x0000021294FC2840>,<function functiondiffA at 0x0000021294FC2598>,<function functiondiffB at 0x0000021294FC2510>,,,,,1464.8317282999997,1496.9794164000014,None,1499.7793960000017,None,1502.5126105999989,None,12,001,2022_Jul_12_1417,2leo,2021.2.3,59.937844454755485,
