Condition,N_Scenario,written_scenario,ImageA1,ImageA2,ImageA3,ImageB1,ImageB2,ImageB3,ImageC1,ImageC2,ImageC3,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,button_2.started,button_2.stopped,button_2.numClicks,button_2.timesOn,button_2.timesOff,text.started,text.stopped,fixationcross1_started,fixationcross1_stopped,Scenario_started,Scenario_stopped,fixationcross2_started,fixationcross2_stopped,A1pos,A2pos,A3pos,B1pos,B2pos,B3pos,C1pos,C2pos,C3pos,﻿Imagesdecision_started,decisiontimeA,decisiontimeB,decisiontimeC,mouse_x,mouse_y,mouse_leftButton,mouse_midButton,mouse_rightButton,mouse_time,mouse_started,mouse_stopped,clicked_optionA,clicked_optionB,clicked_optionC,colour_category_A,colour_category_B,colour_category_C,question_confidence_started,question_confidence_stopped,slider_confidence_response,slider_confidence_rt,slider_confidence_started,slider_confidence_stopped,question_valueA_started,question_valueA_stopped,slider_valueA_response,slider_valueA_rt,question_valueB_started,question_valueB_stopped,slider_valueB_response,slider_valueB_rt,question_valueC_started,question_valueC_stopped,slider_valueC_response,slider_valueC_rt,Importance_First,Importance_Second,Importance_Third,question_diff_started,question_diff_stopped,slider_diffC_response,slider_diffC_rt,slider_diffA_response,slider_diffA_rt,slider_diffB_response,slider_diffB_rt,diff_First,diff_Second,diff_Third,button_3_started,button_3_stopped,text_2_started,text_2_stopped,Imagesdecision_started,question_diffC_started,question_diffC_stopped,question_diffA_started,question_diffA_stopped,question_diffB_started,question_diffB_stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,19,Plan how you want your garden to look like,Stimuli/19A1.jpg,Stimuli/19A2.jpg,Stimuli/19A3.jpg,Stimuli/19B1.jpg,Stimuli/19B2.jpg,Stimuli/19B3.jpg,Stimuli/19C1.jpg,Stimuli/19C2.jpg,Stimuli/19C3.jpg,,,,,0,23,23,19,,,,,,,,1504.795488300002,None,1505.7958321000006,None,1511.7958790000012,None,"[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]","[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]","[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]",,3.536568020019331,10.820119420019182,7.803612620016793,"[-0.37777777777777777, 0.45185185185185184, 0.10462962962962963]","[0.1111111111111111, -0.012962962962962963, 0.32407407407407407]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[3.5292670000017097, 7.795638399999007, 10.812468200001604]",0.006896420018165372,10.819109120016947,['A1'],['B2'],['C2'],['salmon'],['blue'],['yellow'],1526.745090299999,None,10.0,3.213098299998819,1526.745090299999,None,1530.045290099999,None,8.0,3.2474157999968156,1538.911662300001,None,4.0,3.931718499999988,1534.6615686000005,None,9.0,4.498708899998746,<function functionImportanceA at 0x0000021294FC21E0>,<function functionImportanceC at 0x00000212995CC950>,<function functionImportanceB at 0x00000212995CC158>,,,4.0,3.2474157999968156,5.0,2.23133450000023,3.0,2.498075699997571,<function functiondiffC at 0x0000021294FC2400>,<function functiondiffB at 0x0000021294FC29D8>,<function functiondiffA at 0x0000021294FC2158>,,,,,1515.4658406999988,1542.1112319999993,None,1548.9780605000014,None,1546.694733700002,None,12,001,2022_Jul_12_1417,2leo,2021.2.3,59.937844454755485,
3,12,Plan the ingredients to mix yourself a cocktail,Stimuli/12A1.jpg,Stimuli/12A2.jpg,Stimuli/12A3.jpg,Stimuli/12B1.jpg,Stimuli/12B2.jpg,Stimuli/12B3.jpg,Stimuli/12C1.jpg,Stimuli/12C2.jpg,Stimuli/12C3.jpg,,,,,0,24,24,12,,,,,,,,1550.7111523999993,None,1551.7111987999997,None,1557.7113513000004,None,"[0.07, 0.393]","[0.304, -0.26]","[-0.378, -0.136]","[0.399, -0.003]","[-0.203, -0.347]","[-0.2, 0.346]","[0.306, 0.255]","[0.066, -0.395]","[-0.377, 0.138]",,9.558705780003947,13.558598180003173,5.492523080003593,"[0.27037037037037037, 0.08611111111111111, -0.20555555555555555]","[0.22685185185185186, 0.36666666666666664, -0.30925925925925923]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[5.477948200001265, 9.544681700001092, 13.544228499999008]",0.013579480004409561,13.557733780002309,['A1'],['B2'],['C1'],['salmon'],['blue'],['yellow'],1572.9272044999998,None,2.0,2.1138188000004448,1572.9272044999998,None,1580.8272719000015,None,1.0,2.698610799998278,1577.9606698999996,None,8.0,2.848490299998957,1575.144091000002,None,7.0,2.8147969000019657,<function functionImportanceC at 0x00000212995CC048>,<function functionImportanceB at 0x00000212995CCE18>,<function functionImportanceA at 0x00000212995CCF28>,,,4.0,2.698610799998278,8.0,3.164412499998434,7.0,4.197469999999157,<function functiondiffB at 0x00000212995CCEA0>,<function functiondiffA at 0x00000212995CC2F0>,<function functiondiffC at 0x00000212995CCBF8>,,,,,1558.8974210999986,1590.8936673999997,None,1587.7104727000005,None,1583.4938165999993,None,12,001,2022_Jul_12_1417,2leo,2021.2.3,59.937844454755485,
3,25,Plan how you want to read a book in your free time ,Stimuli/25A1.jpg,Stimuli/25A2.jpg,Stimuli/25A3.jpg,Stimuli/25B1.jpg,Stimuli/25B2.jpg,Stimuli/25B3.jpg,Stimuli/25C1.jpg,Stimuli/25C2.jpg,Stimuli/25C3.jpg,,,,,0,25,25,25,,,,,,,,1592.7433562000006,None,1593.7435221000014,None,1599.7434805000012,None,"[0.399, -0.003]","[-0.203, -0.347]","[-0.2, 0.346]","[0.07, 0.393]","[0.304, -0.26]","[-0.378, -0.136]","[0.306, 0.255]","[0.066, -0.395]","[-0.377, 0.138]",,4.3969771600059175,17.430213360006746,10.764121960004559,"[0.38055555555555554, -0.3574074074074074, 0.3435185185185185]","[0.006481481481481481, 0.09722222222222222, -0.21851851851851853]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[4.387334400002146, 10.75380640000003, 17.42015639999954]",0.009241660005500307,17.429252060006547,['A1'],['B2'],['C3'],['blue'],['yellow'],['salmon'],1619.1260714000018,None,7.0,2.0802794999981415,1619.1260714000018,None,1624.209258400002,None,10.0,2.865188699997816,1621.3096307000014,None,9.0,2.914309299998422,1627.3938822000018,None,7.0,3.181854899998143,<function functionImportanceB at 0x00000212995CCD90>,<function functionImportanceA at 0x00000212995CC488>,<function functionImportanceC at 0x00000212995CC840>,,,5.0,2.865188699997816,1.0,2.431373400002485,3.0,2.498030300001119,<function functiondiffC at 0x00000212995CC400>,<function functiondiffB at 0x00000212995CC620>,<function functiondiffA at 0x00000212995CC0D0>,,,,,1601.2365978999987,1630.3424065,None,1635.7258956000005,None,1633.2257903999998,None,12,001,2022_Jul_12_1417,2leo,2021.2.3,59.937844454755485,
3,44,Plan a party at your place,Stimuli/44A1.jpg,Stimuli/44A2.jpg,Stimuli/44A3.jpg,Stimuli/44B1.jpg,Stimuli/44B2.jpg,Stimuli/44B3.jpg,Stimuli/44C1.jpg,Stimuli/44C2.jpg,Stimuli/44C3.jpg,,,,,0,26,26,44,,,,,,,,1637.6753008999985,None,1638.6757166999996,None,1644.6757717,None,"[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]","[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]","[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]",,8.77606790000209,4.6269760000031965,12.610026000002108,"[0.09074074074074075, 0.046296296296296294, 0.36944444444444446]","[-0.33425925925925926, 0.36018518518518516, -0.022222222222222223]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[4.612055199999304, 8.76162420000037, 12.594966699998622]",0.014051500002096873,12.608843400004844,['A1'],['B3'],['C1'],['yellow'],['blue'],['salmon'],1658.9084145999987,None,9.0,1.6632704999974521,1658.9084145999987,None,1660.6252620000014,None,10.0,3.697813499999029,1664.3582338000015,None,8.0,2.8653324999977485,1667.2416808999988,None,8.0,3.9982727999995404,<function functionImportanceA at 0x00000212995CC378>,<function functionImportanceB at 0x00000212995CCD08>,<function functionImportanceC at 0x0000021294FC2B70>,,,3.0,3.697813499999029,2.0,5.9644428999999946,1.0,3.781345899998996,<function functiondiffC at 0x0000021294FC26A8>,<function functiondiffB at 0x0000021294FC2A60>,<function functiondiffA at 0x00000212995CC730>,,,,,1645.8275596999993,1671.2249278000018,None,1682.3746629000016,None,1678.591339900002,None,12,001,2022_Jul_12_1417,2leo,2021.2.3,59.937844454755485,
3,17,Plan a day in Barcelona with a friend who is new to the city,Stimuli/17A1.jpg,Stimuli/17A2.jpg,Stimuli/17A3.jpg,Stimuli/17B1.jpg,Stimuli/17B2.jpg,Stimuli/17B3.jpg,Stimuli/17C1.jpg,Stimuli/17C2.jpg,Stimuli/17C3.jpg,,,,,0,27,27,17,,,,,,,,1687.8573125000003,None,1688.8576944000015,None,1694.8577198999992,None,"[0.07, 0.393]","[0.304, -0.26]","[-0.378, -0.136]","[0.399, -0.003]","[-0.203, -0.347]","[-0.2, 0.346]","[0.306, 0.255]","[0.066, -0.395]","[-0.377, 0.138]",,7.074193540000124,3.4909595400022226,12.641133439999976,"[-0.225, -0.3925925925925926, 0.08703703703703704]","[-0.3648148148148148, -0.1814814814814815, -0.3962962962962963]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[3.4772340999988955, 7.060705699997925, 12.62722130000111]",0.01289404000272043,12.639845640002022,['A3'],['B2'],['C2'],['yellow'],['blue'],['salmon'],1709.1403204000017,None,6.0,1.8467297999995935,1709.1403204000017,None,1714.3569390000011,None,7.0,3.714129799998773,1718.0570377000004,None,8.0,2.7649596000010206,1711.0571750999989,None,4.0,3.2478154999989783,<function functionImportanceC at 0x00000212998852F0>,<function functionImportanceA at 0x00000212995CCC80>,<function functionImportanceB at 0x0000021299885730>,,,8.0,3.714129799998773,6.0,2.9310549999972864,2.0,3.2977663000019675,<function functiondiffB at 0x00000212995CC268>,<function functiondiffC at 0x0000021299885AE8>,<function functiondiffA at 0x0000021294FC2E18>,,,,,1696.0276095000008,1724.1068104000005,None,1727.223337200001,None,1720.8067955000006,None,12,001,2022_Jul_12_1417,2leo,2021.2.3,59.937844454755485,
3,7,Plan your Sunday breakfast ,Stimuli/7A1.jpg,Stimuli/7A2.jpg,Stimuli/7A3.jpg,Stimuli/7B1.jpg,Stimuli/7B2.jpg,Stimuli/7B3.jpg,Stimuli/7C1.jpg,Stimuli/7C2.jpg,Stimuli/7C3.jpg,,,,,0,28,28,7,,,,,,,,1729.6728508999986,None,1730.6731813000006,None,1736.673335899999,None,"[0.399, -0.003]","[-0.203, -0.347]","[-0.2, 0.346]","[0.306, 0.255]","[0.066, -0.395]","[-0.377, 0.138]","[0.07, 0.393]","[0.304, -0.26]","[-0.378, -0.136]",,11.322489480029617,4.673069380030938,8.322933680028655,"[-0.36574074074074076, 0.11481481481481481, 0.36944444444444446]","[0.09537037037037037, 0.3453703703703704, 0.032407407407407406]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[4.668440400000691, 8.318212300000596, 11.318349100001797]",0.003736780028702924,11.321788980028941,['A1'],['B3'],['C1'],['salmon'],['blue'],['yellow'],1754.4725099999996,None,9.0,2.4806071999992128,1754.4725099999996,None,1758.7558237000012,None,7.0,4.897555300001841,1767.855692699999,None,9.0,5.782028800000262,1763.1404704999986,None,8.0,4.032017600002291,<function functionImportanceA at 0x00000212998856A8>,<function functionImportanceC at 0x0000021299885268>,<function functionImportanceB at 0x0000021299885488>,,,4.0,4.897555300001841,4.0,2.814835099998163,2.0,2.73116680000021,<function functiondiffC at 0x0000021294FC2F28>,<function functiondiffB at 0x0000021294FC2EA0>,<function functiondiffA at 0x00000212995CC510>,,,,,1742.6906426999994,1772.1066538000014,None,1778.2053960000012,None,1775.6221455000014,None,12,001,2022_Jul_12_1417,2leo,2021.2.3,59.937844454755485,
3,40,Plan to see a sports event ,Stimuli/40A1.jpg,Stimuli/40A2.jpg,Stimuli/40A3.jpg,Stimuli/40B1.jpg,Stimuli/40B2.jpg,Stimuli/40B3.jpg,Stimuli/40C1.jpg,Stimuli/40C2.jpg,Stimuli/40C3.jpg,,,,,0,29,29,40,,,,,,,,1780.0548963,None,1781.0552940999987,None,1787.0552153999997,None,"[0.066, -0.395]","[0.306, 0.255]","[-0.377, 0.138]","[-0.203, -0.347]","[0.399, -0.003]","[-0.2, 0.346]","[0.304, -0.26]","[0.07, 0.393]","[-0.378, -0.136]",,10.395284360001824,7.095754060002946,4.579319260003103,"[0.0712962962962963, -0.1787037037037037, 0.287962962962963]","[0.3287037037037037, 0.27870370370370373, 0.25925925925925924]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[4.561940899999172, 7.0784538999978395, 10.378412399997615]",0.016362960002879845,10.394577460003347,['A2'],['B3'],['C2'],['salmon'],['yellow'],['blue'],1799.3045669999992,None,7.0,1.764003500000399,1799.3045669999992,None,1801.2213205000007,None,8.0,3.098067399998399,1807.4046998000013,None,9.0,3.315102399999887,1804.3046600000016,None,2.0,2.9314545999986876,<function functionImportanceA at 0x0000021299885C80>,<function functionImportanceC at 0x0000021299885400>,<function functionImportanceB at 0x0000021299885378>,,,2.0,3.098067399998399,4.0,2.9981549000003724,1.0,3.597616000002745,<function functiondiffC at 0x00000212995CCAE8>,<function functiondiffA at 0x0000021299885510>,<function functiondiffB at 0x00000212995CC9D8>,,,,,1788.4437313000017,1810.5046236000017,None,1813.8378620000003,None,1816.8877915000012,None,12,001,2022_Jul_12_1417,2leo,2021.2.3,59.937844454755485,
3,41,Plan how you want to have dinner tonight ,Stimuli/41A1.jpg,Stimuli/41A2.jpg,Stimuli/41A3.jpg,Stimuli/41B1.jpg,Stimuli/41B2.jpg,Stimuli/41B3.jpg,Stimuli/41C1.jpg,Stimuli/41C2.jpg,Stimuli/41C3.jpg,,,,,0,30,30,41,,,,,,,,1824.1373975999995,None,1825.1373956999996,None,1831.1372893000007,None,"[-0.2, 0.346]","[-0.203, -0.347]","[0.399, -0.003]","[-0.378, -0.136]","[0.304, -0.26]","[0.07, 0.393]","[-0.377, 0.138]","[0.066, -0.395]","[0.306, 0.255]",,8.885583080002107,6.702426080002624,18.252116780004144,"[0.08425925925925926, 0.34814814814814815, -0.36574074074074076]","[0.3731481481481482, 0.009259259259259259, 0.06851851851851852]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[6.690327800002706, 8.873719000002893, 18.23994070000117]",0.011241580003115814,18.251045780001732,['A3'],['B3'],['C1'],['blue'],['yellow'],['salmon'],1851.2198551000001,None,3.0,2.9966554999991786,1851.2198551000001,None,1864.7197062999985,None,9.0,2.531576999997924,1861.2365013000017,None,8.0,3.4486235000003944,1854.4534287999995,None,3.0,6.930688800002827,<function functionImportanceC at 0x0000021299885D08>,<function functionImportanceB at 0x00000212998851E0>,<function functionImportanceA at 0x00000212998850D0>,,,10.0,2.531576999997924,4.0,2.481519600001775,6.0,2.597623100002238,<function functiondiffC at 0x0000021299885B70>,<function functiondiffB at 0x0000021299885F28>,<function functiondiffA at 0x00000212998858C8>,,,,,1832.4963043999996,1867.252909499999,None,1872.719572500002,None,1870.1028976999987,None,12,001,2022_Jul_12_1417,2leo,2021.2.3,59.937844454755485,
3,11,Plan a hike in nature on a free day,Stimuli/11A1.jpg,Stimuli/11A2.jpg,Stimuli/11A3.jpg,Stimuli/11B1.jpg,Stimuli/11B2.jpg,Stimuli/11B3.jpg,Stimuli/11C1.jpg,Stimuli/11C2.jpg,Stimuli/11C3.jpg,,,,,0,31,31,11,,,,,,,,1874.7191923999999,None,1875.7195025,None,1881.7195063,None,"[0.066, -0.395]","[0.306, 0.255]","[-0.377, 0.138]","[-0.203, -0.347]","[0.399, -0.003]","[-0.2, 0.346]","[0.304, -0.26]","[0.07, 0.393]","[-0.378, -0.136]",,17.09451629999967,3.1284421999989718,11.412022600001364,"[0.39351851851851855, -0.3509259259259259, 0.24537037037037038]","[-0.004629629629629629, -0.08611111111111111, 0.28703703703703703]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[3.1211057000000437, 11.404336700001295, 17.087401199998567]",0.006573200000275392,17.093863599999167,['A2'],['B2'],['C3'],['salmon'],['yellow'],['blue'],1900.4518720999986,None,5.0,2.6968647000030614,1900.4518720999986,None,1906.302093000002,None,8.0,5.014703799999552,1903.2188566000004,None,10.0,3.0646595999969577,1911.3352083999998,None,6.0,2.864916299997276,<function functionImportanceB at 0x0000021292D34AE8>,<function functionImportanceA at 0x0000021292D340D0>,<function functionImportanceC at 0x00000212998859D8>,,,4.0,5.014703799999552,9.0,2.4146287999974447,3.0,2.13205569999991,<function functiondiffA at 0x0000021299885840>,<function functiondiffB at 0x0000021299885E18>,<function functiondiffC at 0x0000021299BD0378>,,,,,1882.8801039999998,1918.7681086000011,None,1914.1851797000018,None,1916.6183474999998,None,12,001,2022_Jul_12_1417,2leo,2021.2.3,59.937844454755485,
3,24,Plan your Monday morning on a workday ,Stimuli/24A1.jpg,Stimuli/24A2.jpg,Stimuli/24A3.jpg,Stimuli/24B1.jpg,Stimuli/24B2.jpg,Stimuli/24B3.jpg,Stimuli/24C1.jpg,Stimuli/24C2.jpg,Stimuli/24C3.jpg,,,,,0,32,32,24,,,,,,,,1921.069225700001,None,1922.0681996999992,None,1928.0683624000012,None,"[-0.2, 0.346]","[-0.203, -0.347]","[0.399, -0.003]","[-0.377, 0.138]","[0.066, -0.395]","[0.306, 0.255]","[-0.378, -0.136]","[0.304, -0.26]","[0.07, 0.393]",,14.12011922000238,4.904198219999671,9.171309620000102,"[0.06481481481481481, 0.03148148148148148, -0.13518518518518519]","[-0.3888888888888889, 0.36944444444444446, 0.3537037037037037]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[4.900699800000439, 9.167404399999214, 14.117063800000324]",0.002651319999131374,14.119701120001992,['A1'],['B2'],['C3'],['blue'],['yellow'],['salmon'],1943.8009329999986,None,8.0,2.080487900002481,1943.8009329999986,None,1951.7175400000015,None,6.0,2.4986107000004267,1948.7174836000013,None,5.0,2.9816624999984924,1945.9511110999993,None,9.0,2.7642259999993257,<function functionImportanceC at 0x0000021299BD0730>,<function functionImportanceB at 0x0000021299BD02F0>,<function functionImportanceA at 0x0000021292D34B70>,,,5.0,2.4986107000004267,3.0,2.3647132000005513,4.0,3.2979344000013953,<function functiondiffB at 0x0000021299885048>,<function functiondiffA at 0x0000021299885598>,<function functiondiffC at 0x0000021299885A60>,,,,,1929.1978860000017,1959.9173305000004,None,1957.5340399999986,None,1954.2174984000012,None,12,001,2022_Jul_12_1417,2leo,2021.2.3,59.937844454755485,
3,8,Plan the interior of your living-room ,Stimuli/8A1.jpg,Stimuli/8A2.jpg,Stimuli/8A3.jpg,Stimuli/8B1.jpg,Stimuli/8B2.jpg,Stimuli/8B3.jpg,Stimuli/8C1.jpg,Stimuli/8C2.jpg,Stimuli/8C3.jpg,,,,,0,33,33,8,,,,,,,,1961.6834705,None,1962.6836656000014,None,1968.6837947999993,None,"[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]","[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]","[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]",,5.518189460020949,17.934899160019995,7.818793160022324,"[-0.387037037037037, -0.18518518518518517, 0.2824074074074074]","[-0.1037037037037037, -0.3277777777777778, 0.22685185185185186]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[5.514372400000866, 7.814232599997922, 17.930731399999786]",0.0034133600202039815,17.933838060020207,['A1'],['B2'],['C3'],['blue'],['salmon'],['yellow'],1991.8661408000007,None,4.0,2.0805775000007998,1991.8661408000007,None,2003.699496199999,None,10.0,2.282135699999344,1995.7663657000012,None,7.0,4.680952099999558,2000.6325730999997,None,6.0,4.981932500002586,<function functionImportanceB at 0x0000021299BD0EA0>,<function functionImportanceC at 0x0000021299BD0950>,<function functionImportanceA at 0x0000021299BD08C8>,,,6.0,2.282135699999344,2.0,2.3814610999979777,9.0,3.1811864000010246,<function functiondiffC at 0x0000021299BD06A8>,<function functiondiffB at 0x0000021299BD0620>,<function functiondiffA at 0x0000021299BD0E18>,,,,,1973.4670035999989,2006.549422600001,None,2013.5159693999994,None,2010.8491835999994,None,12,001,2022_Jul_12_1417,2leo,2021.2.3,59.937844454755485,
3,28,Plan a one-week camping trip in Spain,Stimuli/28A1.jpg,Stimuli/28A2.jpg,Stimuli/28A3.jpg,Stimuli/28B1.jpg,Stimuli/28B2.jpg,Stimuli/28B3.jpg,Stimuli/28C1.jpg,Stimuli/28C2.jpg,Stimuli/28C3.jpg,,,,,0,34,34,28,,,,,,,,2015.4154273999993,None,2016.4156769,None,2022.4158097,None,"[0.399, -0.003]","[-0.203, -0.347]","[-0.2, 0.346]","[0.07, 0.393]","[0.304, -0.26]","[-0.378, -0.136]","[0.306, 0.255]","[0.066, -0.395]","[-0.377, 0.138]",,13.72403948000283,18.974299980003707,23.590986980001617,"[-0.1675925925925926, 0.30092592592592593, 0.275]","[-0.2833333333333333, -0.23333333333333334, 0.2824074074074074]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[13.710344799997984, 18.960346399999253, 23.576823700001114]",0.01317808000385412,23.589923080002336,['A2'],['B2'],['C1'],['salmon'],['blue'],['yellow'],2047.6647860000012,None,3.0,2.0637692999989667,2047.6647860000012,None,2049.798149800001,None,7.0,2.931223300001875,2052.7980070000012,None,10.0,2.5983526000018173,2055.4148270000005,None,7.0,2.5818597999968915,<function functionImportanceA at 0x0000021299BD0A60>,<function functionImportanceB at 0x0000021299BD0268>,<function functionImportanceC at 0x0000021299BD0D08>,,,8.0,2.931223300001875,9.0,2.7144619999999122,6.0,2.181472799999028,<function functiondiffA at 0x0000021299BD0400>,<function functiondiffC at 0x0000021299BD0598>,<function functiondiffB at 0x0000021299BD0F28>,,,,,2023.6028540000007,2060.6647230000017,None,2057.9313852999985,None,2064.4145653999985,None,12,001,2022_Jul_12_1417,2leo,2021.2.3,59.937844454755485,
3,10,Plan a restaurant visit with your family on the weekend ,Stimuli/10A1.jpg,Stimuli/10A2.jpg,Stimuli/10A3.jpg,Stimuli/10B1.jpg,Stimuli/10B2.jpg,Stimuli/10B3.jpg,Stimuli/10C1.jpg,Stimuli/10C2.jpg,Stimuli/10C3.jpg,,,,,0,35,35,10,,,,,,,,2066.114420599999,None,2067.114365199999,None,2073.1143887,None,"[0.07, 0.393]","[0.304, -0.26]","[-0.378, -0.136]","[0.399, -0.003]","[-0.203, -0.347]","[-0.2, 0.346]","[0.306, 0.255]","[0.066, -0.395]","[-0.377, 0.138]",,11.933972980015824,17.13400968001588,2.3678767800156493,"[-0.38796296296296295, -0.36666666666666664, -0.21203703703703702]","[0.1287037037037037, -0.06666666666666667, -0.29907407407407405]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[2.3512472000002163, 11.917802399999346, 17.117639600000985]",0.015557580012682592,17.132899080013885,['A3'],['B2'],['C3'],['salmon'],['yellow'],['blue'],2094.6801197999994,None,7.0,1.9468086000015319,2094.6801197999994,None,2096.7971184999988,None,9.0,2.98126240000056,2102.446570799999,None,7.0,5.831211500000791,2105.5301002000015,None,9.0,2.398281699999643,<function functionImportanceA at 0x0000021299885BF8>,<function functionImportanceB at 0x0000021299885620>,<function functionImportanceC at 0x0000021299BD09D8>,,,5.0,2.98126240000056,4.0,2.3145297999981267,7.0,2.9646138999996765,<function functiondiffC at 0x0000021299BD0840>,<function functiondiffB at 0x0000021299BD0510>,<function functiondiffA at 0x0000021299BD0B70>,,,,,2077.0925387999996,2107.9301086999985,None,2113.3800009000006,None,2111.1824664000014,None,12,001,2022_Jul_12_1417,2leo,2021.2.3,59.937844454755485,
3,20,Plan a tea party with your friends,Stimuli/20A1.jpg,Stimuli/20A2.jpg,Stimuli/20A3.jpg,Stimuli/20B1.jpg,Stimuli/20B2.jpg,Stimuli/20B3.jpg,Stimuli/20C1.jpg,Stimuli/20C2.jpg,Stimuli/20C3.jpg,,,,,0,36,36,20,,,,,,,,2115.1961451999996,None,2116.1964227999997,None,2122.1965127000003,None,"[-0.203, -0.347]","[0.399, -0.003]","[-0.2, 0.346]","[0.304, -0.26]","[0.07, 0.393]","[-0.378, -0.136]","[0.066, -0.395]","[0.306, 0.255]","[-0.377, 0.138]",,14.430866840019007,10.998277740018239,7.33158014001674,"[0.06851851851851852, 0.21574074074074073, -0.17314814814814813]","[-0.34074074074074073, -0.2037037037037037, 0.26851851851851855]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[7.32676580000043, 11.009595499999705, 14.42637829999876]",0.0038700400182278827,14.430092040016461,['A3'],['B1'],['C1'],['salmon'],['blue'],['yellow'],2140.729027199999,None,5.0,1.8300256000002264,2140.729027199999,None,2148.262260800002,None,2.0,2.8478115999969305,2145.162126700001,None,3.0,5.581355499998608,2151.0798060999987,None,4.0,2.231465199998638,<function functionImportanceB at 0x0000021299885950>,<function functionImportanceA at 0x0000021299BD0048>,<function functionImportanceC at 0x0000021299885D90>,,,8.0,2.8478115999969305,4.0,2.0318444000004092,4.0,3.1644693999987794,<function functiondiffC at 0x0000021299BD0D90>,<function functiondiffA at 0x00000212995CC6A8>,<function functiondiffB at 0x0000021299BD0C80>,,,,,2125.835666499999,2153.3123524000002,None,2156.4120533999994,None,2158.995275600002,None,12,001,2022_Jul_12_1417,2leo,2021.2.3,59.937844454755485,
3,26,Plan how to wash one round of your laundry ,Stimuli/26A1.jpg,Stimuli/26A2.jpg,Stimuli/26A3.jpg,Stimuli/26B1.jpg,Stimuli/26B2.jpg,Stimuli/26B3.jpg,Stimuli/26C1.jpg,Stimuli/26C2.jpg,Stimuli/26C3.jpg,,,,,0,37,37,26,,,,,,,,2161.146010299999,None,2162.147049899999,None,2168.161967799999,None,"[-0.377, 0.138]","[0.066, -0.395]","[0.306, 0.255]","[-0.378, -0.136]","[0.304, -0.26]","[0.07, 0.393]","[-0.2, 0.346]","[-0.203, -0.347]","[0.399, -0.003]",,14.244242900000245,17.811397600002238,9.228350299999875,"[-0.18055555555555555, -0.3398148148148148, -0.3685185185185185]","[0.33611111111111114, 0.14907407407407408, -0.16018518518518518]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[9.22103369999968, 14.23743149999791, 17.804338599999028]",0.006379500002367422,17.810197700000572,['A1'],['B1'],['C1'],['salmon'],['blue'],['yellow'],2187.6110467,None,8.0,1.879752599998028,2187.6110467,None,2192.4779463000013,None,10.0,2.948338199999853,2189.6280183000017,None,9.0,2.9146239000001515,2195.4442689999996,None,7.0,2.4843318999992334,<function functionImportanceB at 0x0000021299F998C8>,<function functionImportanceA at 0x0000021299F999D8>,<function functionImportanceC at 0x0000021299F99378>,,,6.0,2.948338199999853,4.0,2.065235500002018,6.0,3.0315680999992765,<function functiondiffB at 0x0000021299885158>,<function functiondiffC at 0x0000021299F996A8>,<function functiondiffA at 0x00000212998857B8>,,,,,2169.3225934,2200.9776972,None,2203.3277137000005,None,2197.9294359000014,None,12,001,2022_Jul_12_1417,2leo,2021.2.3,59.937844454755485,
