Condition,N_Scenario,written_scenario,ImageA1,ImageA2,ImageA3,ImageB1,ImageB2,ImageB3,ImageC1,ImageC2,ImageC3,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,button_2.started,button_2.stopped,button_2.numClicks,button_2.timesOn,button_2.timesOff,text.started,text.stopped,fixationcross1_started,fixationcross1_stopped,Scenario_started,Scenario_stopped,fixationcross2_started,fixationcross2_stopped,A1pos,A2pos,A3pos,B1pos,B2pos,B3pos,C1pos,C2pos,C3pos,﻿Imagesdecision_started,decisiontimeA,decisiontimeB,decisiontimeC,mouse_x,mouse_y,mouse_leftButton,mouse_midButton,mouse_rightButton,mouse_time,mouse_started,mouse_stopped,clicked_optionA,clicked_optionB,clicked_optionC,colour_category_A,colour_category_B,colour_category_C,question_confidence_started,question_confidence_stopped,slider_confidence_response,slider_confidence_rt,slider_confidence_started,slider_confidence_stopped,question_valueA_started,question_valueA_stopped,slider_valueA_response,slider_valueA_rt,question_valueC_started,question_valueC_stopped,slider_valueC_response,slider_valueC_rt,question_valueB_started,question_valueB_stopped,slider_valueB_response,slider_valueB_rt,Importance_First,Importance_Second,Importance_Third,question_diff_started,question_diff_stopped,slider_diffB_response,slider_diffB_rt,slider_diffC_response,slider_diffC_rt,slider_diffA_response,slider_diffA_rt,diff_First,diff_Second,diff_Third,button_3_started,button_3_stopped,text_2_started,text_2_stopped,Imagesdecision_started,question_diffA_started,question_diffA_stopped,question_diffB_started,question_diffB_stopped,question_diffC_started,question_diffC_stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,11,Plan a hike in nature on a free day,Stimuli/11A1.jpg,Stimuli/11A2.jpg,Stimuli/11A3.jpg,Stimuli/11B1.jpg,Stimuli/11B2.jpg,Stimuli/11B3.jpg,Stimuli/11C1.jpg,Stimuli/11C2.jpg,Stimuli/11C3.jpg,,,,,0,9,9,11,,,,,,,,929.6206392999993,None,930.6207676000013,None,936.6206779999993,None,"[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]","[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]","[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]",,18.00095539999893,20.251543199996377,11.701898299997993,"[0.01574074074074074, 0.412962962962963, 0.3592592592592593]","[0.3814814814814815, -0.037037037037037035, 0.19537037037037036]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[11.692140300001483, 17.991679999999178, 20.242023300001165]",0.008743499998672633,20.250485199998366,['A2'],['B2'],['C2'],['salmon'],['yellow'],['blue'],958.5032523000009,None,8.0,3.7298327999997127,958.5032523000009,None,962.3032865000023,None,5.0,4.914445200000046,972.7363506000002,None,1.0,9.815126600002259,967.2365207000003,None,7.0,5.481565900001442,<function functionImportanceA at 0x0000015B0034D0D0>,<function functionImportanceB at 0x0000015B0034DEA0>,<function functionImportanceC at 0x0000015B42A4D840>,,,1.0,5.431235799998831,1.0,4.914445200000046,7.0,3.0314466999989236,<function functiondiffB at 0x0000015B0034D8C8>,<function functiondiffC at 0x0000015B00902158>,<function functiondiffA at 0x0000015B0034D730>,,,,,937.7760176000011,990.7192099000022,None,982.5361201000014,None,987.9859064000011,None,20,001,2022_Jul_19_1456,2leo,2021.2.3,59.99304080709298,
3,15,Plan your own Pasta for lunch,Stimuli/15A1.jpg,Stimuli/15A2.jpg,Stimuli/15A3.jpg,Stimuli/15B1.jpg,Stimuli/15B2.jpg,Stimuli/15B3.jpg,Stimuli/15C1.jpg,Stimuli/15C2.jpg,Stimuli/15C3.jpg,,,,,0,10,10,15,,,,,,,,993.2689257999991,None,994.2691673000008,None,1000.2690700000021,None,"[-0.203, -0.347]","[-0.2, 0.346]","[0.399, -0.003]","[0.066, -0.395]","[-0.377, 0.138]","[0.306, 0.255]","[0.304, -0.26]","[-0.378, -0.136]","[0.07, 0.393]",,12.193192449998605,22.07661874999758,24.02690674999758,"[-0.14444444444444443, -0.3527777777777778, 0.001851851851851852]","[-0.28703703703703703, 0.10740740740740741, 0.32314814814814813]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[12.189133100000618, 22.072187400000985, 24.02215140000044]",0.0036521499969239812,24.025749649998033,['A1'],['B2'],['C3'],['salmon'],['blue'],['yellow'],1026.6846824000022,None,9.0,2.5137519000018074,1026.6846824000022,None,1033.1180086000022,None,7.0,3.098388700000214,1029.9680829999998,None,9.0,3.764606199998525,1036.151308299999,None,9.0,2.531552100001136,<function functionImportanceC at 0x0000015B00902378>,<function functionImportanceA at 0x0000015B0034D048>,<function functionImportanceB at 0x0000015B00902620>,,,1.0,2.3979644999999437,1.0,3.098388700000214,1.0,2.964550799999415,<function functiondiffA at 0x0000015B42A4D510>,<function functiondiffB at 0x0000015B0034DD90>,<function functiondiffC at 0x0000015B0034D7B8>,,,,,1002.193411799999,1038.6844294000002,None,1041.6677643000003,None,1044.2177357,None,20,001,2022_Jul_19_1456,2leo,2021.2.3,59.99304080709298,
3,22,Plan a beach day with your friends,Stimuli/22A1.jpg,Stimuli/22A2.jpg,Stimuli/22A3.jpg,Stimuli/22B1.jpg,Stimuli/22B2.jpg,Stimuli/22B3.jpg,Stimuli/22C1.jpg,Stimuli/22C2.jpg,Stimuli/22C3.jpg,,,,,0,11,11,22,,,,,,,,1045.9674750000013,None,1046.9673785000014,None,1052.967485199999,None,"[0.304, -0.26]","[0.07, 0.393]","[-0.378, -0.136]","[0.066, -0.395]","[0.306, 0.255]","[-0.377, 0.138]","[-0.203, -0.347]","[0.399, -0.003]","[-0.2, 0.346]",,22.48969589999615,21.72327419999783,23.240150099994935,"[-0.4324074074074074, -0.39351851851851855, 0.42407407407407405]","[0.14537037037037037, -0.13703703703703704, -0.018518518518518517]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[21.71933170000193, 22.486030399999436, 23.236061300001893]",0.003018099996552337,23.239073299995653,['A3'],['B3'],['C2'],['salmon'],['yellow'],['blue'],1077.8498304000022,None,8.0,2.8138536999977077,1077.8498304000022,None,1094.2495950000011,None,2.0,4.465048999998544,1089.4497875000015,None,4.0,4.815402399999584,1080.7165929000003,None,8.0,8.664185100002214,<function functionImportanceB at 0x0000015B00902F28>,<function functionImportanceC at 0x0000015B009028C8>,<function functionImportanceA at 0x0000015B00902BF8>,,,3.0,5.51461289999861,1.0,4.465048999998544,5.0,3.91476369999873,<function functiondiffB at 0x0000015B00902840>,<function functiondiffA at 0x0000015B00902D90>,<function functiondiffC at 0x0000015B00902510>,,,,,1054.128294099999,1104.232543099999,None,1098.6994072000016,None,1108.1658906000011,None,20,001,2022_Jul_19_1456,2leo,2021.2.3,59.99304080709298,
3,17,Plan a day in Barcelona with a friend who is new to the city,Stimuli/17A1.jpg,Stimuli/17A2.jpg,Stimuli/17A3.jpg,Stimuli/17B1.jpg,Stimuli/17B2.jpg,Stimuli/17B3.jpg,Stimuli/17C1.jpg,Stimuli/17C2.jpg,Stimuli/17C3.jpg,,,,,0,12,12,17,,,,,,,,1112.665340800002,None,1113.6655953000009,None,1119.6655987000013,None,"[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]","[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]","[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]",,23.69821645000411,14.43176085000232,18.465475950004475,"[-0.3277777777777778, -0.1814814814814815, 0.016666666666666666]","[-0.08055555555555556, 0.27314814814814814, -0.33796296296296297]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[14.423765600000479, 18.45725300000049, 23.690389300001698]",0.007225050005217781,23.697246350002388,['A3'],['B2'],['C2'],['salmon'],['blue'],['yellow'],1145.0147244,None,7.0,3.080046700000821,1145.0147244,None,1156.1811961999992,None,8.0,9.33132779999869,1148.1648666,None,9.0,4.447881200001575,1152.6313120000013,None,9.0,3.4987528000019665,<function functionImportanceC at 0x0000015B00902A60>,<function functionImportanceB at 0x0000015B009026A8>,<function functionImportanceA at 0x0000015B0034D2F0>,,,1.0,2.7310982000017248,2.0,9.33132779999869,8.0,5.26437789999909,<function functiondiffC at 0x0000015B00902D08>,<function functiondiffA at 0x0000015B03B499D8>,<function functiondiffB at 0x0000015B00902048>,,,,,1120.8397331000015,1171.1473890000016,None,1176.4307775000016,None,1165.464181700001,None,20,001,2022_Jul_19_1456,2leo,2021.2.3,59.99304080709298,
3,40,Plan to see a sports event ,Stimuli/40A1.jpg,Stimuli/40A2.jpg,Stimuli/40A3.jpg,Stimuli/40B1.jpg,Stimuli/40B2.jpg,Stimuli/40B3.jpg,Stimuli/40C1.jpg,Stimuli/40C2.jpg,Stimuli/40C3.jpg,,,,,0,13,13,40,,,,,,,,1178.6801324000007,None,1179.6807775000016,None,1185.6804988000004,None,"[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]","[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]","[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]",,24.30150119999962,6.485617199999979,17.268904000000475,"[0.2740740740740741, 0.09722222222222222, 0.33240740740740743]","[0.26944444444444443, 0.3351851851851852, 0.07037037037037037]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[6.484311700001854, 17.26739660000021, 24.300427900001523]",0.0004951999981130939,24.300850299998274,['A2'],['B2'],['C2'],['blue'],['yellow'],['salmon'],1211.7961531,None,7.0,3.5799815000027593,1211.7961531,None,1225.8127056000012,None,8.0,2.4151197999999567,1215.446278200001,None,1.0,4.59776150000107,1220.1961775000018,None,9.0,5.714967200001411,<function functionImportanceC at 0x0000015B00D8B7B8>,<function functionImportanceB at 0x0000015B0034D620>,<function functionImportanceA at 0x0000015B0034D510>,,,1.0,4.697649000001547,6.0,2.4151197999999567,4.0,6.914334500001132,<function functiondiffA at 0x0000015B00902B70>,<function functiondiffB at 0x0000015B009029D8>,<function functiondiffC at 0x0000015B00902C80>,,,,,1187.0121739000024,1228.1959938,None,1235.1623923000006,None,1239.8456361999997,None,20,001,2022_Jul_19_1456,2leo,2021.2.3,59.99304080709298,
3,23,Plan a city trip,Stimuli/23A1.jpg,Stimuli/23A2.jpg,Stimuli/23A3.jpg,Stimuli/23B1.jpg,Stimuli/23B2.jpg,Stimuli/23B3.jpg,Stimuli/23C1.jpg,Stimuli/23C2.jpg,Stimuli/23C3.jpg,,,,,0,14,14,23,,,,,,,,1244.661867499999,None,1245.662030800002,None,1251.6618051000005,None,"[0.306, 0.255]","[0.066, -0.395]","[-0.377, 0.138]","[0.07, 0.393]","[0.304, -0.26]","[-0.378, -0.136]","[0.399, -0.003]","[-0.203, -0.347]","[-0.2, 0.346]",,20.576467849998153,19.610006349998002,21.47701975000018,"[0.24444444444444444, 0.12777777777777777, -0.1638888888888889]","[-0.275, -0.35185185185185186, -0.35]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[19.596162300000287, 20.56289729999844, 21.46295420000024]",0.013055449999228586,21.47582704999877,['A2'],['B2'],['C2'],['blue'],['salmon'],['yellow'],1274.7776956000016,None,9.0,2.197186800000054,1274.7776956000016,None,1285.9942124000008,None,8.0,4.765001200001279,1277.079344400001,None,2.0,6.247571299998526,1283.311086400001,None,9.0,2.68159039999955,<function functionImportanceC at 0x0000015B00D8B488>,<function functionImportanceB at 0x0000015B00D8B598>,<function functionImportanceA at 0x0000015B00902950>,,,2.0,2.7647662999988825,1.0,4.765001200001279,5.0,2.964408400002867,<function functiondiffC at 0x0000015B00902598>,<function functiondiffA at 0x0000015B0034D950>,<function functiondiffB at 0x0000015B009022F0>,,,,,1252.8294434000018,1294.0274820000013,None,1297.010771600002,None,1290.760856500001,None,20,001,2022_Jul_19_1456,2leo,2021.2.3,59.99304080709298,
3,27,Plan what festival to visit with your friends,Stimuli/27A1.jpg,Stimuli/27A2.jpg,Stimuli/27A3.jpg,Stimuli/27B1.jpg,Stimuli/27B2.jpg,Stimuli/27B3.jpg,Stimuli/27C1.jpg,Stimuli/27C2.jpg,Stimuli/27C3.jpg,,,,,0,15,15,27,,,,,,,,1317.6267656000018,None,1318.6267563000001,None,1324.6266547000014,None,"[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]","[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]","[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]",,23.058152149998932,23.875159549999807,21.991813450000336,"[0.3453703703703704, 0.05925925925925926, -0.34629629629629627]","[0.004629629629629629, 0.3333333333333333, 0.14722222222222223]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[21.97850500000277, 23.04541440000321, 23.862046700000064]",0.012338450000243029,23.874160150000534,['A1'],['B2'],['C1'],['yellow'],['blue'],['salmon'],1350.1088920000002,None,8.0,1.7303350000001956,1350.1088920000002,None,1355.4421021000016,None,8.0,3.1485438000017894,1351.9090671000013,None,8.0,3.531632599999284,1358.6256324999995,None,5.0,2.6151105999997526,<function functionImportanceC at 0x0000015B00D8B378>,<function functionImportanceA at 0x0000015B00D8BAE8>,<function functionImportanceB at 0x0000015B00D8BBF8>,,,1.0,3.097620399999869,5.0,3.1485438000017894,1.0,4.347794699999213,<function functiondiffA at 0x0000015B00902EA0>,<function functiondiffB at 0x0000015B00D8B400>,<function functiondiffC at 0x0000015B00D8B048>,,,,,1325.763982299999,1361.2252690999994,None,1365.592158200001,None,1368.7084914000006,None,20,001,2022_Jul_19_1456,2leo,2021.2.3,59.99304080709298,
3,12,Plan the ingredients to mix yourself a cocktail,Stimuli/12A1.jpg,Stimuli/12A2.jpg,Stimuli/12A3.jpg,Stimuli/12B1.jpg,Stimuli/12B2.jpg,Stimuli/12B3.jpg,Stimuli/12C1.jpg,Stimuli/12C2.jpg,Stimuli/12C3.jpg,,,,,0,16,16,12,,,,,,,,1370.6748488000012,None,1371.6752584999995,None,1377.6751265999992,None,"[0.066, -0.395]","[0.306, 0.255]","[-0.377, 0.138]","[-0.203, -0.347]","[0.399, -0.003]","[-0.2, 0.346]","[0.304, -0.26]","[0.07, 0.393]","[-0.378, -0.136]",,41.8160235999967,36.616561199996795,41.03333809999822,"[0.4046296296296296, 0.28055555555555556, 0.1398148148148148]","[0.02962962962962963, -0.2601851851851852, -0.3611111111111111]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[36.60757569999987, 41.02417950000017, 41.807401500002015]",0.008190999997168547,41.81527879999703,['A1'],['B2'],['C1'],['yellow'],['salmon'],['blue'],1421.1237294999992,None,9.0,2.2137433999996574,1421.1237294999992,None,1429.7734874000016,None,8.0,2.448346799999854,1423.4070802999995,None,9.0,3.431176599999162,1426.8567533000023,None,5.0,2.882799899998645,<function functionImportanceC at 0x0000015B009021E0>,<function functionImportanceB at 0x0000015B00902400>,<function functionImportanceA at 0x0000015B03B49E18>,,,6.0,2.514898000001267,1.0,2.448346799999854,1.0,3.29785880000054,<function functiondiffA at 0x0000015B00D8BD08>,<function functiondiffB at 0x0000015B00D8BD90>,<function functiondiffC at 0x0000015B00D8B620>,,,,,1378.830907200001,1432.1903361000004,None,1435.5067390000004,None,1438.0399524999993,None,20,001,2022_Jul_19_1456,2leo,2021.2.3,59.99304080709298,
3,35,Plan how you want to do your grocery shopping ,Stimuli/35A1.jpg,Stimuli/35A2.jpg,Stimuli/35A3.jpg,Stimuli/35B1.jpg,Stimuli/35B2.jpg,Stimuli/35B3.jpg,Stimuli/35C1.jpg,Stimuli/35C2.jpg,Stimuli/35C3.jpg,,,,,0,17,17,35,,,,,,,,1439.3064429000005,None,1440.306612100001,None,1446.3065687000017,None,"[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]","[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]","[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]",,15.831439150002552,31.94676035000157,14.848886450003192,"[-0.39444444444444443, -0.38425925925925924, -0.18796296296296297]","[0.12037037037037036, -0.11944444444444445, -0.37777777777777777]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[14.833204300000943, 15.816248400002223, 31.931236700002046]",0.014676950002467493,31.9457387500006,['A2'],['B3'],['C2'],['salmon'],['blue'],['yellow'],1479.9553096000018,None,5.0,2.796070199998212,1479.9553096000018,None,1490.2553249000011,None,7.0,4.248313199997938,1482.8219691000013,None,7.0,4.24792140000136,1487.1553951999995,None,9.0,3.131926199999725,<function functionImportanceC at 0x0000015B012666A8>,<function functionImportanceB at 0x0000015B012667B8>,<function functionImportanceA at 0x0000015B00D8B268>,,,9.0,2.714421599997877,1.0,4.248313199997938,1.0,2.6982687000017904,<function functiondiffB at 0x0000015B00D8B158>,<function functiondiffC at 0x0000015B00902488>,<function functiondiffA at 0x0000015B00D8B510>,,,,,1447.5400678000005,1499.8717111000005,None,1494.488260500002,None,1497.205108000002,None,20,001,2022_Jul_19_1456,2leo,2021.2.3,59.99304080709298,
3,6,Plan your wedding,Stimuli/6A1.jpg,Stimuli/6A2.jpg,Stimuli/6A3.jpg,Stimuli/6B1.jpg,Stimuli/6B2.jpg,Stimuli/6B3.jpg,Stimuli/6C1.jpg,Stimuli/6C2.jpg,Stimuli/6C3.jpg,,,,,0,18,18,6,,,,,,,,1502.087843199999,None,1503.088296500002,None,1509.0881465999992,None,"[-0.203, -0.347]","[-0.2, 0.346]","[0.399, -0.003]","[0.304, -0.26]","[-0.378, -0.136]","[0.07, 0.393]","[0.066, -0.395]","[-0.377, 0.138]","[0.306, 0.255]",,30.67556299998978,27.461524599992117,18.27660749999268,"[0.27037037037037037, -0.3277777777777778, -0.225]","[0.17685185185185184, -0.1425925925925926, 0.2722222222222222]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[18.26021640000181, 27.443769299999985, 30.659760300000926]",0.015307599991501775,30.674793599991972,['A2'],['B2'],['C3'],['yellow'],['salmon'],['blue'],1545.3701738000018,None,6.0,3.0472660999985237,1545.3701738000018,None,1549.638846400001,None,9.0,4.398339399998804,1558.4365289000016,None,8.0,3.831847800000105,1554.5535751999996,None,5.0,4.315977599999314,<function functionImportanceA at 0x0000015B009027B8>,<function functionImportanceB at 0x0000015B01266730>,<function functionImportanceC at 0x0000015B012660D0>,,,3.0,3.364258699999482,1.0,4.398339399998804,8.0,2.698162600001524,<function functiondiffC at 0x0000015B01266620>,<function functiondiffB at 0x0000015B00D8BB70>,<function functiondiffA at 0x0000015B00902730>,,,,,1514.2438879000001,1568.1864110000024,None,1564.8905325000014,None,1561.4365806999995,None,20,001,2022_Jul_19_1456,2leo,2021.2.3,59.99304080709298,
3,43,Plan your dream house,Stimuli/43A1.jpg,Stimuli/43A2.jpg,Stimuli/43A3.jpg,Stimuli/43B1.jpg,Stimuli/43B2.jpg,Stimuli/43B3.jpg,Stimuli/43C1.jpg,Stimuli/43C2.jpg,Stimuli/43C3.jpg,,,,,0,19,19,43,,,,,,,,1570.1194475000011,None,1571.1196383999995,None,1577.1194133999998,None,"[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]","[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]","[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]",,24.065201150006033,15.382695450003666,6.69985285000439,"[-0.175, 0.006481481481481481, -0.37592592592592594]","[-0.3398148148148148, -0.375, -0.21203703703703702]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[6.682921900002839, 15.366021199999523, 24.048956200000248]",0.01582415000302717,24.064778250005475,['A1'],['B3'],['C3'],['salmon'],['blue'],['yellow'],1602.8519788000012,None,5.0,2.6470771999993303,1602.8519788000012,None,1609.2518922000017,None,6.0,4.181815899999492,1605.5854733000015,None,9.0,3.597623300000123,1613.4183264999992,None,5.0,3.0988156000021263,<function functionImportanceC at 0x0000015B01266048>,<function functionImportanceA at 0x0000015B01266BF8>,<function functionImportanceB at 0x0000015B01266400>,,,7.0,2.1977771000019857,1.0,4.181815899999492,7.0,2.531136700003117,<function functiondiffC at 0x0000015B01266598>,<function functiondiffA at 0x0000015B01266488>,<function functiondiffB at 0x0000015B01266E18>,,,,,1578.3167491000022,1620.1350131,None,1622.6849382,None,1616.468265399999,None,20,001,2022_Jul_19_1456,2leo,2021.2.3,59.99304080709298,
3,28,Plan a one-week camping trip in Spain,Stimuli/28A1.jpg,Stimuli/28A2.jpg,Stimuli/28A3.jpg,Stimuli/28B1.jpg,Stimuli/28B2.jpg,Stimuli/28B3.jpg,Stimuli/28C1.jpg,Stimuli/28C2.jpg,Stimuli/28C3.jpg,,,,,0,20,20,28,,,,,,,,1624.4013006999994,None,1625.4014922999995,None,1631.4014363000024,None,"[-0.378, -0.136]","[0.304, -0.26]","[0.07, 0.393]","[-0.377, 0.138]","[0.066, -0.395]","[0.306, 0.255]","[-0.2, 0.346]","[-0.203, -0.347]","[0.399, -0.003]",,19.783988650000538,27.16786085000058,32.28430775000015,"[0.03611111111111111, 0.2361111111111111, 0.23981481481481481, 0.43425925925925923]","[0.325, 0.15555555555555556, 0.17314814814814813, 0.011111111111111112]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[19.77478560000236, 26.6082150000002, 27.158486000000266, 32.27464360000158]",0.008545149998099077,32.283186349999596,['A3'],['B3'],['C3'],['salmon'],['blue'],['yellow'],1665.3003212000003,None,7.0,2.730187199998909,1665.3003212000003,None,1675.983406700001,None,5.0,8.814842700001464,1672.8833589000023,None,3.0,3.0647188000002643,1668.1002278000014,None,8.0,4.780991299998277,<function functionImportanceB at 0x0000015B01266D08>,<function functionImportanceC at 0x0000015B01266840>,<function functionImportanceA at 0x0000015B00D8B0D0>,,,1.0,2.6482563000026857,7.0,8.814842700001464,1.0,2.0476339000015287,<function functiondiffC at 0x0000015B012662F0>,<function functiondiffB at 0x0000015B01266A60>,<function functiondiffA at 0x0000015B01266268>,,,,,1632.5408764000022,1693.2162687000018,None,1690.5497418000014,None,1684.7828756000017,None,20,001,2022_Jul_19_1456,2leo,2021.2.3,59.99304080709298,
3,4,Plan a game night at your place,Stimuli/4A1.jpg,Stimuli/4A2.jpg,Stimuli/4A3.jpg,Stimuli/4B1.jpg,Stimuli/4B2.jpg,Stimuli/4B3.jpg,Stimuli/4C1.jpg,Stimuli/4C2.jpg,Stimuli/4C3.jpg,,,,,0,21,21,4,,,,,,,,1694.7826406999993,None,1695.7829098000002,None,1701.7828654000004,None,"[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]","[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]","[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]",,16.29694999999265,14.948097199991025,18.480601799994474,"[-0.1527777777777778, 0.000925925925925926, 0.25555555555555554]","[-0.32222222222222224, -0.34814814814814815, -0.32685185185185184]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[14.959573200001614, 16.29304790000242, 18.4761182000002]",0.0033157999932882376,18.47942279999188,['A3'],['B3'],['C3'],['yellow'],['salmon'],['blue'],1724.1319165000023,None,9.0,2.0137919999979204,1724.1319165000023,None,1737.0150039,None,2.0,2.965345399999933,1732.5847993000025,None,6.0,4.731692000001203,1726.1820058000012,None,6.0,5.064597100001265,<function functionImportanceB at 0x0000015B00D8BA60>,<function functionImportanceC at 0x0000015B01266EA0>,<function functionImportanceA at 0x0000015B00D8B950>,,,1.0,4.831104000000778,1.0,2.965345399999933,1.0,3.747944599999755,<function functiondiffA at 0x0000015B012669D8>,<function functiondiffB at 0x0000015B012668C8>,<function functiondiffC at 0x0000015B01266378>,,,,,1705.1894347000016,1739.3150520000017,None,1742.7648986999993,None,1747.9814370000022,None,20,001,2022_Jul_19_1456,2leo,2021.2.3,59.99304080709298,
3,18,Plan your Saturday night ,Stimuli/18A1.jpg,Stimuli/18A2.jpg,Stimuli/18A3.jpg,Stimuli/18B1.jpg,Stimuli/18B2.jpg,Stimuli/18B3.jpg,Stimuli/18C1.jpg,Stimuli/18C2.jpg,Stimuli/18C3.jpg,,,,,0,22,22,18,,,,,,,,1750.9475325999992,None,1751.947963300001,None,1757.9478872,None,"[0.306, 0.255]","[0.066, -0.395]","[-0.377, 0.138]","[0.399, -0.003]","[-0.203, -0.347]","[-0.2, 0.346]","[0.07, 0.393]","[0.304, -0.26]","[-0.378, -0.136]",,13.331066049999208,14.498552749999362,19.63150764999955,"[-0.3675925925925926, 0.3416666666666667, 0.35648148148148145]","[0.0787037037037037, 0.03333333333333333, -0.2462962962962963]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[13.315194999999221, 14.482597500002157, 19.615204699999595]",0.015278349997970508,19.630210849998548,['A3'],['B1'],['C2'],['blue'],['salmon'],['yellow'],1779.1802817999996,None,5.0,3.097222699998383,1779.1802817999996,None,1786.596967900001,None,2.0,4.43198620000112,1791.0635570000013,None,1.0,2.815252000000328,1782.3138006000008,None,7.0,4.214253399997688,<function functionImportanceB at 0x0000015B01896158>,<function functionImportanceA at 0x0000015B00D8B8C8>,<function functionImportanceC at 0x0000015B01896048>,,,8.0,2.3978171999988263,1.0,4.43198620000112,8.0,3.281056499999977,<function functiondiffC at 0x0000015B00D8B6A8>,<function functiondiffA at 0x0000015B01266F28>,<function functiondiffB at 0x0000015B00D8B1E0>,,,,,1759.0810263999992,1796.496732300002,None,1799.7798952000012,None,1793.8300855000016,None,20,001,2022_Jul_19_1456,2leo,2021.2.3,59.99304080709298,
3,8,Plan the interior of your living-room ,Stimuli/8A1.jpg,Stimuli/8A2.jpg,Stimuli/8A3.jpg,Stimuli/8B1.jpg,Stimuli/8B2.jpg,Stimuli/8B3.jpg,Stimuli/8C1.jpg,Stimuli/8C2.jpg,Stimuli/8C3.jpg,,,,,0,23,23,8,,,,,,,,1801.7127690000016,None,1802.7130933000008,None,1808.7130949999992,None,"[0.07, 0.393]","[0.304, -0.26]","[-0.378, -0.136]","[0.306, 0.255]","[0.066, -0.395]","[-0.377, 0.138]","[0.399, -0.003]","[-0.203, -0.347]","[-0.2, 0.346]",,18.83025529999213,30.78049449999162,19.480980599993927,"[0.06111111111111111, -0.13425925925925927, -0.29907407407407405]","[0.33425925925925926, 0.31666666666666665, 0.125]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[18.82836099999986, 19.47843809999904, 30.77817639999921]",0.0014478999910352286,30.779430499991577,['A1'],['B3'],['C3'],['blue'],['salmon'],['yellow'],1844.7617869999995,None,7.0,3.046616299998277,1844.7617869999995,None,1858.461298000002,None,9.0,2.64853889999722,1855.7114153000002,None,9.0,4.6375455999987025,1849.5953412000017,None,7.0,5.914460799998778,<function functionImportanceB at 0x0000015B01896268>,<function functionImportanceC at 0x0000015B01896B70>,<function functionImportanceA at 0x0000015B01896C80>,,,5.0,3.7145013000008476,3.0,2.64853889999722,0.0,2.78122070000245,<function functiondiffB at 0x0000015B01266510>,<function functiondiffA at 0x0000015B012661E0>,<function functiondiffC at 0x0000015B01896BF8>,,,,,1813.5158998000006,1864.8281343000017,None,1861.6449594000005,None,1868.211347200002,None,20,001,2022_Jul_19_1456,2leo,2021.2.3,59.99304080709298,
