Condition,N_Scenario,written_scenario,ImageA1,ImageA2,ImageA3,ImageB1,ImageB2,ImageB3,ImageC1,ImageC2,ImageC3,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,button_2.started,button_2.stopped,button_2.numClicks,button_2.timesOn,button_2.timesOff,text.started,text.stopped,fixationcross1_started,fixationcross1_stopped,Scenario_started,Scenario_stopped,fixationcross2_started,fixationcross2_stopped,A1pos,A2pos,A3pos,B1pos,B2pos,B3pos,C1pos,C2pos,C3pos,﻿Imagesdecision_started,decisiontimeA,decisiontimeB,decisiontimeC,mouse_x,mouse_y,mouse_leftButton,mouse_midButton,mouse_rightButton,mouse_time,mouse_started,mouse_stopped,clicked_optionA,clicked_optionB,clicked_optionC,colour_category_A,colour_category_B,colour_category_C,question_confidence_started,question_confidence_stopped,slider_confidence_response,slider_confidence_rt,slider_confidence_started,slider_confidence_stopped,question_valueC_started,question_valueC_stopped,slider_valueC_response,slider_valueC_rt,question_valueB_started,question_valueB_stopped,slider_valueB_response,slider_valueB_rt,question_valueA_started,question_valueA_stopped,slider_valueA_response,slider_valueA_rt,Importance_First,Importance_Second,Importance_Third,question_diff_started,question_diff_stopped,slider_diffB_response,slider_diffB_rt,slider_diffC_response,slider_diffC_rt,slider_diffA_response,slider_diffA_rt,diff_First,diff_Second,diff_Third,button_3_started,button_3_stopped,text_2_started,text_2_stopped,Imagesdecision_started,question_diffC_started,question_diffC_stopped,question_diffB_started,question_diffB_stopped,question_diffA_started,question_diffA_stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,13,Plan a romantic date this weekend,Stimuli/13A1.jpg,Stimuli/13A2.jpg,Stimuli/13A3.jpg,Stimuli/13B1.jpg,Stimuli/13B2.jpg,Stimuli/13B3.jpg,Stimuli/13C1.jpg,Stimuli/13C2.jpg,Stimuli/13C3.jpg,,,,,0,29,29,13,,,,,,,,1826.8072532000006,None,1827.806500900002,None,1833.8064368000014,None,"[-0.203, -0.347]","[-0.2, 0.346]","[0.399, -0.003]","[0.066, -0.395]","[-0.377, 0.138]","[0.306, 0.255]","[0.304, -0.26]","[-0.378, -0.136]","[0.07, 0.393]",,7.978955800001131,5.245612399998208,11.662619099999574,"[0.025925925925925925, -0.1361111111111111, 0.28888888888888886]","[-0.4222222222222222, 0.287962962962963, -0.2898148148148148]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[5.240119599999161, 7.9736756999991485, 11.656922699999996]",0.004775699999299832,11.661425499998586,['A2'],['B1'],['C1'],['yellow'],['salmon'],['blue'],1847.1889785000021,None,10.0,2.3807290000004286,1847.1889785000021,None,1849.6392244000017,None,8.0,3.6145102999980736,1857.3556758000013,None,2.0,4.898498700000346,1853.289100500002,None,3.0,3.948409399999946,<function functionImportanceC at 0x0000022E89A37BF8>,<function functionImportanceA at 0x0000022E89A37D08>,<function functionImportanceB at 0x0000022E89A37A60>,,,3.0,2.1645548999986204,1.0,3.948409399999946,1.0,2.9477131999992707,<function functiondiffA at 0x0000022E89585620>,<function functiondiffB at 0x0000022E89585488>,<function functiondiffC at 0x0000022E89A37400>,,,,,1835.0479446999998,1867.2554057000016,None,1865.1055583000016,None,1862.1223199000015,None,27,001,2022_Jul_20_1705,2leo,2021.2.3,59.98497976104575,
3,9,Plan a picnic with friends,Stimuli/9A1.jpg,Stimuli/9A2.jpg,Stimuli/9A3.jpg,Stimuli/9B1.jpg,Stimuli/9B2.jpg,Stimuli/9B3.jpg,Stimuli/9C1.jpg,Stimuli/9C2.jpg,Stimuli/9C3.jpg,,,,,0,30,30,9,,,,,,,,2033.401123300002,None,2034.4011436,None,2040.4009552999996,None,"[-0.203, -0.347]","[0.399, -0.003]","[-0.2, 0.346]","[0.304, -0.26]","[0.07, 0.393]","[-0.378, -0.136]","[0.066, -0.395]","[0.306, 0.255]","[-0.377, 0.138]",,5.480361939986324,13.230581439984235,3.4479461399860156,"[0.024074074074074074, -0.18518518518518517, 0.06111111111111111]","[-0.3888888888888889, -0.30092592592592593, 0.37222222222222223]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[3.4457379000014043, 5.478692799999408, 13.228568099999393]",0.001224339986947598,13.229678839987173,['A1'],['B2'],['C1'],['yellow'],['salmon'],['blue'],2059.5001322999997,None,9.0,2.6804426000016974,2059.5001322999997,None,2074.3843608999996,None,10.0,3.898402899998473,2063.5170196,None,7.0,10.664649599999393,2078.3329989000013,None,1.0,6.898456800001441,<function functionImportanceB at 0x0000022E89A377B8>,<function functionImportanceC at 0x0000022E89A37268>,<function functionImportanceA at 0x0000022E89A376A8>,,,7.0,2.7148706000007223,0.0,6.898456800001441,1.0,2.864278100001684,<function functiondiffA at 0x0000022E80ADC840>,<function functiondiffB at 0x0000022E89585400>,<function functiondiffC at 0x0000022E840D7B70>,,,,,2045.807383200001,2089.799480400001,None,2086.9831537000027,None,2084.184347000002,None,27,001,2022_Jul_20_1705,2leo,2021.2.3,59.98497976104575,
3,4,Plan a game night at your place,Stimuli/4A1.jpg,Stimuli/4A2.jpg,Stimuli/4A3.jpg,Stimuli/4B1.jpg,Stimuli/4B2.jpg,Stimuli/4B3.jpg,Stimuli/4C1.jpg,Stimuli/4C2.jpg,Stimuli/4C3.jpg,,,,,0,31,31,4,,,,,,,,2091.400642200002,None,2092.4161002,None,2098.416064000001,None,"[-0.203, -0.347]","[0.399, -0.003]","[-0.2, 0.346]","[0.066, -0.395]","[0.306, 0.255]","[-0.377, 0.138]","[0.304, -0.26]","[0.07, 0.393]","[-0.378, -0.136]",,4.67579105999539,2.0761478599961265,6.709708259997569,"[-0.35833333333333334, -0.1398148148148148, 0.07685185185185185]","[0.1712962962962963, 0.33425925925925926, 0.35]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[2.066659400003118, 4.66655300000275, 6.700059400001919]",0.008632459994259989,6.7084488599939505,['A3'],['B3'],['C2'],['yellow'],['salmon'],['blue'],2109.0489276000008,None,10.0,2.5135699000020395,2109.0489276000008,None,2118.982211900002,None,9.0,4.798519799998758,2122.4655463000017,None,10.0,1.9154378999992332,2112.6656072000005,None,2.0,5.980777299999318,<function functionImportanceA at 0x0000022E89A37D90>,<function functionImportanceC at 0x0000022E83D4E950>,<function functionImportanceB at 0x0000022E89A37840>,,,0.0,1.781601700000465,-0.0,5.980777299999318,2.0,2.9132514000011724,<function functiondiffC at 0x0000022E89A378C8>,<function functiondiffB at 0x0000022E89A37730>,<function functiondiffA at 0x0000022E89A37950>,,,,,2101.882301100002,2124.6985688000022,None,2127.5652599999994,None,2129.665405400003,None,27,001,2022_Jul_20_1705,2leo,2021.2.3,59.98497976104575,
3,20,Plan a tea party with your friends,Stimuli/20A1.jpg,Stimuli/20A2.jpg,Stimuli/20A3.jpg,Stimuli/20B1.jpg,Stimuli/20B2.jpg,Stimuli/20B3.jpg,Stimuli/20C1.jpg,Stimuli/20C2.jpg,Stimuli/20C3.jpg,,,,,0,32,32,20,,,,,,,,2131.8150375000005,None,2132.814942000001,None,2138.8151166000025,None,"[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]","[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]","[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]",,7.877645159995154,3.527831759995024,15.427969159994973,"[-0.3731481481481482, 0.041666666666666664, 0.34074074074074073]","[0.08518518518518518, 0.40555555555555556, 0.004629629629629629]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[3.5183218000020133, 7.868332099998952, 15.418202100001508]",0.008770259995799279,15.426682059995073,['A2'],['B1'],['C2'],['blue'],['yellow'],['salmon'],2158.3309334000005,None,2.0,2.530504900001688,2158.3309334000005,None,2166.280963100002,None,5.0,3.3817097999999532,2163.314362000001,None,1.0,5.314362099998107,2169.7141050000027,None,-0.0,4.0486705000002985,<function functionImportanceB at 0x0000022E89A37E18>,<function functionImportanceC at 0x0000022E89F516A8>,<function functionImportanceA at 0x0000022E83D4ED90>,,,6.0,3.231424800000241,10.0,4.0486705000002985,8.0,1.6648233000014443,<function functiondiffC at 0x0000022E89F511E0>,<function functiondiffB at 0x0000022E840D71E0>,<function functiondiffA at 0x0000022E89A37048>,,,,,2142.4437082000004,2173.697383400002,None,2177.3305204999997,None,2180.0473445000025,None,27,001,2022_Jul_20_1705,2leo,2021.2.3,59.98497976104575,
3,39,Plan what kind of watch you want to buy,Stimuli/39A1.jpg,Stimuli/39A2.jpg,Stimuli/39A3.jpg,Stimuli/39B1.jpg,Stimuli/39B2.jpg,Stimuli/39B3.jpg,Stimuli/39C1.jpg,Stimuli/39C2.jpg,Stimuli/39C3.jpg,,,,,0,33,33,39,,,,,,,,2181.2319255,None,2182.2471044000013,None,2188.247126500002,None,"[0.304, -0.26]","[-0.378, -0.136]","[0.07, 0.393]","[0.066, -0.395]","[-0.377, 0.138]","[0.306, 0.255]","[-0.203, -0.347]","[-0.2, 0.346]","[0.399, -0.003]",,7.439413980002428,2.822989480002434,11.239506080000865,"[0.027777777777777776, -0.3453703703703704, -0.19537037037037036]","[-0.37222222222222223, -0.07685185185185185, -0.3055555555555556]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[2.8120963999972446, 7.428702399996837, 11.228334099996573]",0.010208280000369996,11.238510680002946,['A2'],['B1'],['C1'],['salmon'],['blue'],['yellow'],2201.1465707000025,None,9.0,1.8805991999979597,2201.1465707000025,None,2207.513129500003,None,0.0,2.7485381999977108,2203.1298637,None,9.0,4.347486600003322,2210.229864500001,None,8.0,2.6819828000006964,<function functionImportanceB at 0x0000022E89F512F0>,<function functionImportanceC at 0x0000022E89F51400>,<function functionImportanceA at 0x0000022E89A37510>,,,0.0,1.7647051000021747,2.0,2.6819828000006964,2.0,2.631362399999489,<function functiondiffC at 0x0000022E89F51950>,<function functiondiffB at 0x0000022E89585598>,<function functiondiffA at 0x0000022E89A37C80>,,,,,2189.4333608000015,2212.896217900001,None,2215.6963101,None,2217.4796196999996,None,27,001,2022_Jul_20_1705,2leo,2021.2.3,59.98497976104575,
3,44,Plan a party at your place,Stimuli/44A1.jpg,Stimuli/44A2.jpg,Stimuli/44A3.jpg,Stimuli/44B1.jpg,Stimuli/44B2.jpg,Stimuli/44B3.jpg,Stimuli/44C1.jpg,Stimuli/44C2.jpg,Stimuli/44C3.jpg,,,,,0,34,34,44,,,,,,,,2219.6310417999994,None,2220.646075300003,None,2226.6461333000007,None,"[-0.377, 0.138]","[0.066, -0.395]","[0.306, 0.255]","[-0.378, -0.136]","[0.304, -0.26]","[0.07, 0.393]","[-0.2, 0.346]","[-0.203, -0.347]","[0.399, -0.003]",,8.93507996000335,6.135563960000582,3.3522933600033866,"[-0.11944444444444445, 0.07037037037037037, 0.05277777777777778]","[-0.28703703703703703, 0.36018518518518516, -0.38981481481481484]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[3.3511564000000362, 6.134620100001484, 8.93448730000091]",8.006000280147418e-05,8.934387660003267,['A2'],['B3'],['C2'],['salmon'],['blue'],['yellow'],2237.212080000001,None,10.0,1.6968869999982417,2237.212080000001,None,2241.745557000002,None,1.0,2.4822086000021955,2238.9790273,None,9.0,2.747632099999464,2244.2292890999997,None,9.0,2.5151191000004474,<function functionImportanceB at 0x0000022E89F51D08>,<function functionImportanceC at 0x0000022E89F51A60>,<function functionImportanceA at 0x0000022E89F51840>,,,-0.0,2.1303187999983493,2.0,2.5151191000004474,-0.0,2.2315882000002603,<function functiondiffA at 0x0000022E895850D0>,<function functiondiffB at 0x0000022E89A379D8>,<function functiondiffC at 0x0000022E89A37EA0>,,,,,2227.7930971000023,2251.1454575999996,None,2249.0121669,None,2246.745448900001,None,27,001,2022_Jul_20_1705,2leo,2021.2.3,59.98497976104575,
3,30,Plan your sport work out for tomorrow,Stimuli/30A1.jpg,Stimuli/30A2.jpg,Stimuli/30A3.jpg,Stimuli/30B1.jpg,Stimuli/30B2.jpg,Stimuli/30B3.jpg,Stimuli/30C1.jpg,Stimuli/30C2.jpg,Stimuli/30C3.jpg,,,,,0,35,35,30,,,,,,,,2254.130205100002,None,2255.1451737999996,None,2261.1452229999995,None,"[-0.203, -0.347]","[-0.2, 0.346]","[0.399, -0.003]","[0.304, -0.26]","[-0.378, -0.136]","[0.07, 0.393]","[0.066, -0.395]","[-0.377, 0.138]","[0.306, 0.255]",,13.406363879999844,7.407062079997559,5.157367780000641,"[-0.3814814814814815, 0.3824074074074074, -0.21296296296296297]","[0.1175925925925926, -0.3, -0.30462962962962964]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[5.1456522999978915, 7.395668399996794, 13.395258799999283]",0.01069597999958205,13.405805279999186,['A1'],['B1'],['C2'],['yellow'],['salmon'],['blue'],2276.2112560999994,None,3.0,1.5803645000014512,2276.2112560999994,None,2281.2445559000007,None,0.0,2.699045899997145,2277.9113196,None,3.0,3.364831300001242,2283.9612159000026,None,7.0,3.8650619000000006,<function functionImportanceB at 0x0000022E89F517B8>,<function functionImportanceC at 0x0000022E89F51F28>,<function functionImportanceA at 0x0000022E89F51D90>,,,7.0,2.76428450000094,9.0,3.8650619000000006,9.0,2.1312250000009954,<function functiondiffC at 0x0000022E89F51598>,<function functiondiffA at 0x0000022E89A37598>,<function functiondiffB at 0x0000022E89A371E0>,,,,,2262.3303283999994,2287.8111651,None,2292.4444218999997,None,2290.2944435000027,None,27,001,2022_Jul_20_1705,2leo,2021.2.3,59.98497976104575,
3,32,Plan how you want to relax after a workday,Stimuli/32A1.jpg,Stimuli/32A2.jpg,Stimuli/32A3.jpg,Stimuli/32B1.jpg,Stimuli/32B2.jpg,Stimuli/32B3.jpg,Stimuli/32C1.jpg,Stimuli/32C2.jpg,Stimuli/32C3.jpg,,,,,0,36,36,32,,,,,,,,2294.7297172,None,2295.7442714999997,None,2301.7442126000024,None,"[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]","[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]","[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]",,2.6559259399909934,5.172797539991734,8.106395139991946,"[-0.3277777777777778, 0.03888888888888889, 0.44814814814814813]","[0.1675925925925926, 0.412962962962963, 0.05740740740740741]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[2.654392000000371, 5.170944800000143, 8.104287500002101]",0.0011018399927706923,8.105081339992466,['A1'],['B2'],['C2'],['yellow'],['blue'],['salmon'],2313.3266834999995,None,10.0,1.946978100000706,2313.3266834999995,None,2319.2603694000027,None,9.0,4.514806900002441,2316.1269083000007,None,-0.0,3.8975008000015805,2324.8601031,None,8.0,6.71491160000005,<function functionImportanceB at 0x0000022E89F51E18>,<function functionImportanceC at 0x0000022E83D4EE18>,<function functionImportanceA at 0x0000022E89F51EA0>,,,9.0,2.6976627000003646,3.0,6.71491160000005,-0.0,2.0977931000015815,<function functiondiffB at 0x0000022E89F51AE8>,<function functiondiffA at 0x0000022E89A37AE8>,<function functiondiffC at 0x0000022E89F51268>,,,,,2304.755022600002,2335.3265073000002,None,2330.6765083000028,None,2333.5432605999995,None,27,001,2022_Jul_20_1705,2leo,2021.2.3,59.98497976104575,
3,27,Plan what festival to visit with your friends,Stimuli/27A1.jpg,Stimuli/27A2.jpg,Stimuli/27A3.jpg,Stimuli/27B1.jpg,Stimuli/27B2.jpg,Stimuli/27B3.jpg,Stimuli/27C1.jpg,Stimuli/27C2.jpg,Stimuli/27C3.jpg,,,,,0,37,37,27,,,,,,,,2337.2949922000007,None,2338.3096016000018,None,2344.3097331999998,None,"[0.066, -0.395]","[-0.377, 0.138]","[0.306, 0.255]","[0.304, -0.26]","[-0.378, -0.136]","[0.07, 0.393]","[-0.203, -0.347]","[-0.2, 0.346]","[0.399, -0.003]",,3.4287690600031056,8.578936960002466,14.079031660003238,"[0.05740740740740741, -0.375, -0.15555555555555556]","[-0.3824074074074074, -0.0712962962962963, 0.3490740740740741]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[3.423265600002196, 8.57306150000295, 14.072887800000899]",0.005075760000181617,14.077882060002594,['A1'],['B2'],['C2'],['blue'],['salmon'],['yellow'],2360.0090824,None,8.0,2.8472981999984768,2360.0090824,None,2368.575951400002,None,0.0,7.415309599997272,2362.9424800000015,None,2.0,3.1146007999996073,2366.0757292000017,None,9.0,2.4984030999985407,<function functionImportanceB at 0x0000022E8A201598>,<function functionImportanceA at 0x0000022E89F510D0>,<function functionImportanceC at 0x0000022E8A2011E0>,,,10.0,2.6146407999985968,9.0,2.4984030999985407,0.0,2.830992499999411,<function functiondiffA at 0x0000022E89F51510>,<function functiondiffC at 0x0000022E8A201840>,<function functiondiffB at 0x0000022E89F51BF8>,,,,,2345.4514519000004,2378.8252493,None,2380.6419834000008,None,2375.9754716000025,None,27,001,2022_Jul_20_1705,2leo,2021.2.3,59.98497976104575,
3,0,Plan a barbecue,Stimuli/0A1.jpg,Stimuli/0A2.jpg,Stimuli/0A3.jpg,Stimuli/0B1.jpg,Stimuli/0B2.jpg,Stimuli/0B3.jpg,Stimuli/0C1.jpg,Stimuli/0C2.jpg,Stimuli/0C3.jpg,,,,,0,38,38,0,,,,,,,,2382.777592000002,None,2383.7916939000024,None,2389.7918308000008,None,"[-0.203, -0.347]","[0.399, -0.003]","[-0.2, 0.346]","[0.066, -0.395]","[0.306, 0.255]","[-0.377, 0.138]","[0.304, -0.26]","[0.07, 0.393]","[-0.378, -0.136]",,6.364444060000096,2.514759760000743,8.64825995999854,"[0.021296296296296296, 0.4398148148148148, -0.412962962962963]","[-0.31851851851851853, 0.002777777777777778, -0.09537037037037037]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[2.4977431999977853, 6.347580899997411, 8.630825899999763]",0.01631405999796698,8.6470720599973,['A2'],['B1'],['C3'],['salmon'],['yellow'],['blue'],2401.3580115000004,None,9.0,1.897521200000483,2401.3580115000004,None,2406.4581003999992,None,10.0,2.6486325999976543,2403.3079634000023,None,2.0,3.1305820000015956,2410.4612466,None,6.0,3.214825099999871,<function functionImportanceB at 0x0000022E8A201158>,<function functionImportanceC at 0x0000022E8A201620>,<function functionImportanceA at 0x0000022E89A37B70>,,,2.0,2.714483999996446,1.0,3.214825099999871,0.0,2.7310438999993494,<function functiondiffB at 0x0000022E89F51C80>,<function functiondiffC at 0x0000022E8A201B70>,<function functiondiffA at 0x0000022E89F51620>,,,,,2392.2607245,2415.074424800001,None,2412.324580700002,None,2418.0744827000017,None,27,001,2022_Jul_20_1705,2leo,2021.2.3,59.98497976104575,
3,3,Plan a movie night with a friend,Stimuli/3A1.jpg,Stimuli/3A2.jpg,Stimuli/3A3.jpg,Stimuli/3B1.jpg,Stimuli/3B2.jpg,Stimuli/3B3.jpg,Stimuli/3C1.jpg,Stimuli/3C2.jpg,Stimuli/3C3.jpg,,,,,0,39,39,3,,,,,,,,2419.9431312000015,None,2420.957431900002,None,2426.9575559000004,None,"[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]","[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]","[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]",,3.3550610799939022,10.105317379991902,8.172008079993248,"[0.044444444444444446, -0.1638888888888889, 0.3287037037037037]","[-0.3398148148148148, 0.325, -0.25462962962962965]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[3.340200899998308, 8.156803599998966, 10.090208400000847]",0.014243379991967231,10.104237679992366,['A3'],['B3'],['C1'],['blue'],['salmon'],['yellow'],2441.1068956000017,None,7.0,2.1637569999984407,2441.1068956000017,None,2448.440331400001,None,-0.0,4.714879999999539,2452.1567066999996,None,10.0,3.6316329000001133,2443.3735940000006,None,4.0,3.381288799999311,<function functionImportanceA at 0x0000022E89A370D0>,<function functionImportanceC at 0x0000022E8A201D90>,<function functionImportanceB at 0x0000022E8A2010D0>,,,0.0,2.5481199999994715,8.0,3.381288799999311,3.0,2.2649640000017826,<function functiondiffC at 0x0000022E8A2017B8>,<function functiondiffA at 0x0000022E8A201950>,<function functiondiffB at 0x0000022E8A201BF8>,,,,,2430.549485800002,2455.423514600003,None,2461.4565709000017,None,2458.8232333000014,None,27,001,2022_Jul_20_1705,2leo,2021.2.3,59.98497976104575,
3,15,Plan your own Pasta for lunch,Stimuli/15A1.jpg,Stimuli/15A2.jpg,Stimuli/15A3.jpg,Stimuli/15B1.jpg,Stimuli/15B2.jpg,Stimuli/15B3.jpg,Stimuli/15C1.jpg,Stimuli/15C2.jpg,Stimuli/15C3.jpg,,,,,0,40,40,15,,,,,,,,2463.1757891000016,None,2464.1896363000014,None,2470.1897916000016,None,"[-0.378, -0.136]","[0.304, -0.26]","[0.07, 0.393]","[-0.377, 0.138]","[0.066, -0.395]","[0.306, 0.255]","[-0.2, 0.346]","[-0.203, -0.347]","[0.399, -0.003]",,9.207379679995938,4.257899979998911,12.574576779996278,"[0.046296296296296294, -0.39444444444444443, 0.42685185185185187]","[-0.325, -0.1388888888888889, -0.028703703703703703]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[4.2499533999980486, 9.199800700000196, 12.566314799998509]",0.007177379997301614,12.573281179997139,['A1'],['B2'],['C3'],['yellow'],['blue'],['salmon'],2485.1724969000024,None,6.0,2.346961700000975,2485.1724969000024,None,2492.9557636000027,None,7.0,6.698413999998593,2490.022495100002,None,7.0,2.165116600001056,2487.6558821,None,0.0,2.3977721000010206,<function functionImportanceA at 0x0000022E89F51378>,<function functionImportanceB at 0x0000022E8A201048>,<function functionImportanceC at 0x0000022E8A2018C8>,,,1.0,1.947793700001057,3.0,2.3977721000010206,8.0,3.214407299998129,<function functiondiffA at 0x0000022E8A201488>,<function functiondiffB at 0x0000022E89F518C8>,<function functiondiffC at 0x0000022E89F51158>,,,,,2472.1370978000014,2504.1887935000013,None,2502.1054963999995,None,2498.872281600001,None,27,001,2022_Jul_20_1705,2leo,2021.2.3,59.98497976104575,
3,38,Plan how you want to go for a run,Stimuli/38A1.jpg,Stimuli/38A2.jpg,Stimuli/38A3.jpg,Stimuli/38B1.jpg,Stimuli/38B2.jpg,Stimuli/38B3.jpg,Stimuli/38C1.jpg,Stimuli/38C2.jpg,Stimuli/38C3.jpg,,,,,0,41,41,38,,,,,,,,2506.0243212999994,None,2507.0384833000026,None,2513.0386763999995,None,"[0.07, 0.393]","[0.304, -0.26]","[-0.378, -0.136]","[0.306, 0.255]","[0.066, -0.395]","[-0.377, 0.138]","[0.399, -0.003]","[-0.203, -0.347]","[-0.2, 0.346]",,7.560812299998361,2.960902200000419,14.427561199998308,"[-0.3111111111111111, -0.32222222222222224, -0.14907407407407408]","[0.12314814814814815, -0.12685185185185185, -0.30462962962962964]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[2.947639400001208, 7.5478745000000345, 14.414059200000338]",0.01234919999842532,14.426161300001695,['A3'],['B3'],['C2'],['blue'],['salmon'],['yellow'],2529.1711233000024,None,3.0,1.8623654000002716,2529.1711233000024,None,2534.4547574999997,None,5.0,2.4652510000014445,2536.8547148,None,10.0,2.081670200001099,2531.1048919000023,None,8.0,3.248235900002328,<function functionImportanceA at 0x0000022E8A2016A8>,<function functionImportanceC at 0x0000022E8A50A378>,<function functionImportanceB at 0x0000022E8A2019D8>,,,0.0,1.79725800000233,5.0,3.248235900002328,4.0,2.5973722000017005,<function functiondiffB at 0x0000022E8A201268>,<function functiondiffA at 0x0000022E8A201730>,<function functiondiffC at 0x0000022E8A201E18>,,,,,2514.2733499000024,2543.3712583000015,None,2538.921115500001,None,2540.7212660000005,None,27,001,2022_Jul_20_1705,2leo,2021.2.3,59.98497976104575,
3,41,Plan how you want to have dinner tonight ,Stimuli/41A1.jpg,Stimuli/41A2.jpg,Stimuli/41A3.jpg,Stimuli/41B1.jpg,Stimuli/41B2.jpg,Stimuli/41B3.jpg,Stimuli/41C1.jpg,Stimuli/41C2.jpg,Stimuli/41C3.jpg,,,,,0,42,42,41,,,,,,,,2544.9931438999993,None,2546.004167700001,None,2552.0042273,None,"[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]","[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]","[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]",,6.2242218799983675,8.457726179996826,4.6751091799960705,"[0.030555555555555555, -0.1787037037037037, 0.325]","[-0.39537037037037037, -0.3055555555555556, -0.22592592592592592]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[4.663828199998534, 6.213347900000372, 8.446727599999576]",0.010169879999011755,8.456727379998483,['A3'],['B3'],['C3'],['salmon'],['yellow'],['blue'],2562.287189800001,None,3.0,2.0472178000018175,2562.287189800001,None,2564.570306400001,None,5.0,5.197964499999216,2569.6203576000007,None,3.0,4.315234099998634,2573.9703271,None,10.0,2.8153224999987287,<function functionImportanceC at 0x0000022E8A50A0D0>,<function functionImportanceB at 0x0000022E8A50A6A8>,<function functionImportanceA at 0x0000022E8A50A7B8>,,,4.0,3.3146928999995,10.0,2.8153224999987287,1.0,2.0311814000015147,<function functiondiffB at 0x0000022E8A2012F0>,<function functiondiffA at 0x0000022E8A201D08>,<function functiondiffC at 0x0000022E8A201F28>,,,,,2553.3561859,2582.1701613000005,None,2576.753592500001,None,2580.0868575999993,None,27,001,2022_Jul_20_1705,2leo,2021.2.3,59.98497976104575,
3,29,Plan a day in the mountains ,Stimuli/29A1.jpg,Stimuli/29A2.jpg,Stimuli/29A3.jpg,Stimuli/29B1.jpg,Stimuli/29B2.jpg,Stimuli/29B3.jpg,Stimuli/29C1.jpg,Stimuli/29C2.jpg,Stimuli/29C3.jpg,,,,,0,43,43,29,,,,,,,,2584.5065670000004,None,2585.5198941000017,None,2591.5199625999994,None,"[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]","[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]","[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]",,3.8040389199995843,14.087207219999982,8.954113320000033,"[0.006481481481481481, 0.43425925925925923, 0.046296296296296294]","[-0.34444444444444444, 0.03796296296296296, 0.3712962962962963]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[3.7942753000024823, 8.944004799999675, 14.077362399999402]",0.009029720000398811,14.086273019998771,['A3'],['B1'],['C1'],['blue'],['salmon'],['yellow'],2607.2859411000027,None,2.0,2.313157599997794,2607.2859411000027,None,2609.6694494000003,None,10.0,2.3478963000015938,2615.602652400001,None,0.0,2.915239999998448,2612.086034,None,1.0,3.56511540000065,<function functionImportanceC at 0x0000022E8A50AF28>,<function functionImportanceA at 0x0000022E8A50A840>,<function functionImportanceB at 0x0000022E8A50A8C8>,,,7.0,2.630883099998755,0.0,3.56511540000065,7.0,2.431015500002104,<function functiondiffB at 0x0000022E8A50A2F0>,<function functiondiffA at 0x0000022E8A50A510>,<function functiondiffC at 0x0000022E8A50A1E0>,,,,,2592.7234745999995,2623.6024539000027,None,2618.5191551999997,None,2621.1856412000016,None,27,001,2022_Jul_20_1705,2leo,2021.2.3,59.98497976104575,
